sentence,entity,standard_entity
我打飞机打的多 抽烟抽的多,打飞机打的多抽烟,手淫
医生说是常久坐，而引起的,常久坐,久坐
有泡过澡,泡过澡,出入公共场所
性病通过两种途径 第一是性生活 第二是接触公共物品  咱们接诊过好多都是没有性生活感染到的 所以也不能排除,性生活第二是接触公共物品,性接触
前列腺是控制排尿和射精的阀门 如果异常就会影响到这方面   平时久坐熬夜多不多,熬夜多不多,熬夜
嗯 之前性生活 或手淫 有频繁的情况吗,手淫有频繁,手淫
恩，那不是很频繁，但是手淫力度比性生活大，长期存在手淫史的话是很容易损伤到阴茎海绵体和性神经，导致海绵体供血不足等情况，诱发早泄阳痿的情况,手淫力度比性生活,手淫
手淫撸个三五下就射精了,手淫撸个,手淫
恩，那你还年轻，这个情况是有过早的现象了，是不是有过手淫史,手淫史,手淫
嗯  平时喜欢熬夜  久坐  手淫吗？,熬夜 久坐 手淫,熬夜
18岁第一次做爱，感觉正常。但也是18开始手淫，手淫不多，看心情，2017年底的时候第二次做爱，感觉勃起不了，于是去北京长虹医院看病，说我因为手淫血管粘在一起，于是帮我做了手术，现在手术已经过了4个月，有晨勃，但是在做爱的时候，看到性刺激不兴奋，勃起不了,手淫血管粘,手淫
四年多手淫史,手淫史,手淫
包皮过长的情况下，长期包裹着龟头部位，平时小便 手淫 性生活的时候精液残留 都可能导致局部出现感染的症状，这个根本原因其实还是在包皮过长上面,小便手淫,手淫
平时有手淫  坐久  熬夜的习惯？,手淫 坐,手淫
小时候手淫过度,手淫过度,手淫
少年时就手淫,手淫,手淫
长期上夜班 久坐会影响病情的发展 不是引起的原因,长期上夜班久,熬夜
原先有过手淫，现在有点早泄，和原先手淫有关系吗？,原先手淫,手淫
手淫一次相当于三四次性生活的强度 不仅对于阴茎有损伤 还会导致一些炎症问题的，男性大都有手淫 但长期下去也是有不小的负担,性生活的强度不仅,性接触
你们多大年纪？这性生活也太频繁了 频繁性生活的话精子质量也不好的,太频繁了频繁性生活,性生活频繁
在症状出现前 是否有出入酒店 宾馆 浴池或是陌生女性 一夜情之类的？,酒店宾馆,出入公共场所
和手淫关系不大，手淫损伤的程度关系不是太大，现在尿道疼说明尿道尿道组织有创面的一些面积了，不排除尿道黏膜组织刺激性出现的了,手淫关系不大,手淫
嗯 熬夜 工作压力大 也是现代人比较常见的  多少是会有影响的 但不是主观的 要是真累的了 可能连性生活的力气都没有的,熬夜工作压力大,熬夜
就是性伴侣不固定，不熟悉或者爱人有炎症感染，经期间性生活等等,经期间性生活,不洁性生活
我应该是性生活过度,性生活过度,性生活频繁
这方面的话像是不干净的性生活  去过公共场所 浴池 宾馆等地方 都是会导致出现的交叉感染,性生活 去过公共场所,性接触
小时候有手淫,手淫,手淫
就是偶尔打过飞机,打过飞机,手淫
之前有受到过外伤么？比如说阴部手术史，阴部大外伤等情况,阴部大外伤,外伤
嗯  冒昧的问一下 有过不结的性生活吗  如找小姐   一夜情或是不了解性伴侣的健康状况？,找小姐  一夜情,找过小姐
天天住宾馆,住宾馆,出入公共场所
早泄 22岁  有5年多了早泄，之前有手淫,手淫,手淫
医生我手淫撸几下就射了,手淫撸几,手淫
天天自慰,天天自慰,手淫
恩，是的，平时手淫力度偏高，也会导致肾充血过快一起一些慢性前列腺炎症的表现,手淫力度偏高,手淫
是啊 所以这个需要及早调理治疗的 不然长期爱人会怕性生活厌恶性生活导致性欲出现问题等  主要自己也受不了 随着年龄的增大 身体吃不消的  性功能也会下降的,性生活厌恶性生活,性接触
感染途径太多了 性交  卫生不好 或是接触了 公共的马桶坐垫 浴巾等 都是常见的传播渠道,性交 卫生不好,性接触
嗯 这情况 考虑是作息不规律 抵抗力低了 免疫力下降 肾虚的可能,作息不规律抵抗力低,作息不规律
以前撸过,撸过,手淫
一般情况下一个月不超过2次 频繁长期手淫会导致肾虚 性功能障碍,频繁长期手淫,手淫
我手y过度,手y过度,手淫
撸管快10年了。感觉有点虚。如果戒掉的话可以自我修复吗？,撸管快,手淫
哪确实是有短小的迹象了，阴茎短小一般分为几种，发育问题导致的（从小就短）。手淫或者外伤导致的（后天出现的短小，之前正常）还有一种是有外伤 手术史，导致阴茎损伤,外伤手术史,外伤
那综合症状来看，你现在早泄的病因考虑就是这两方面因素了，一是龟头敏感，二是手淫海绵体受损导致,手淫海绵体受损,手淫
这个情况出现前有过不洁性生活或出入高危的场所吗 像宾馆 旅社桑拿 浴室  桑拿等,宾馆旅社桑拿浴室 桑拿,出入公共场所
和抽烟睡眠有关系么,抽烟睡眠,抽烟
嗯，最近和爱人挺频繁，因为她刚刚回国,和爱人挺频繁,性生活频繁
就是经常想手淫,经常想手淫,手淫
前两天喝醉了！,喝醉,喝酒
那出现的还是挺突然的  冒昧的问下 出现之前有过性接触或手淫 酒店浴池等么？,手淫酒店,手淫
以前优购手淫的情况么？,优购手淫,手淫
30岁 没有不洁的性接触,不洁的性接触,不洁性生活
平时有熬夜   久坐的习惯吗,  久坐,久坐
平时有久坐 吃辣 饮酒 骑自行车的习惯吗？,久坐吃辣饮酒,久坐
现在我还经常噢夜,噢夜,熬夜
年经手淫过度，性生活早泄,性生活早泄,性接触
工作压力生活压力吧,工作压力生活压力,压力大
之前有过潮湿是因为那段时间熬夜吃辣的比较多,熬夜吃辣,熬夜
压力特大,压力特大,压力大
男性烟抽多了会导致不孕不育吗,烟抽多,抽烟
冒昧的问一下，之前除了跟爱人外，有跟其他陌生的女性发生过性生活吗？,陌生的女性发生过性生活,一夜情
是不是以前也一些不好的习惯 比如说手淫 或者是久坐  憋尿的习惯呢？,久坐 憋尿,久坐
我有手淫式    但憋了一个月   还是尿频  而且麻麻的  一直不舒服,手淫式,手淫
一般导致病因多是 感染   敏感度高   手淫损伤   前列腺炎症,  手淫损伤,手淫
关系不大 这个并主要是和久坐 手淫 不良生活习惯有关系,手淫不良生活习惯,手淫
感染的途经很多 卫生不好    或是接触了一些公共的物品等 都是可能的,接触了一些公共的物品,出入公共场所
阴茎短小，尿频尿急尿多，腰疼困，没精神，身上疼，有五年的手淫史,手淫史,手淫
有，手淫过度,手淫过度,手淫
生活压力大很容易导致体内性激素紊乱 从而会影响到晨勃方面的  有手淫的习惯吗,生活压力大很,压力大
就是说手淫过多,手淫过多,手淫
每天都手瘾,手瘾,手淫
我经常熬夜  生活不规律,经常熬夜生活不规律,熬夜
出现前有过不洁性生活 出入过高危场所  像宾馆 旅社 桑拿 浴室等,不洁性生活出入过高危场所,不洁性生活
你说前列腺炎是吧，这个诱因比较多，像长期手淫 久坐 病菌上行感染等情况容易诱发,长期手淫久坐病菌上行感染,手淫
恩，那你手淫天频繁了，一般手淫的力度是比较大的，过度手淫的话会损伤阴茎海绵体， 容易诱发性神经的损伤和生殖腺体的过度充血炎症，从而诱发早泄，这是一个常见的病因,手淫天频繁,手淫
和总打飞机有关系吗,总打飞机,手淫
去过浴或者发生过性生活怕是不排除间接性感染或者直接性感染的情况导致的了，也不排除和不太熟悉的女性发生性关系有细菌和病毒之间的病原微生物侵入感染，也不排除是病毒感染的情况了,去过浴或者发生过性生活,出入公共场所
去过浴或者发生过性生活怕是不排除间接性感染或者直接性感染的情况导致的了，也不排除和不太熟悉的女性发生性关系有细菌和病毒之间的病原微生物侵入感染，也不排除是病毒感染的情况了,和不太熟悉的女性发生性关系,一夜情
"嗯 这引起的原因是有很多的,像是去大众场所 宾馆  浴池 桑拿洗浴这些地方,那么可能考虑有间接感染的情况的",去大众场所,出入公共场所
喝酒吃辣椒是会上火 但是也就是颜色黄点 你这个都出现不适感了应该是内部存在感染问题,喝酒吃辣椒,喝酒
嗯 那初步考虑有可能是泌尿系统炎症  也不排除细菌感染和前列腺炎症,细菌感染,病菌感染
恩 ，是和不熟悉的人有性生活接触吗,和不熟悉的人有性生活接触,一夜情
病因是手淫歌喝酒引起的，净问费话，说了时间短,手淫歌喝酒,手淫
最近熬夜多,熬夜多,熬夜
像你这个问题不排除是不洁性接触交叉感染 淋病 非淋不排除是尿道感染致病菌刺激导致的,不洁性接触交,不洁性生活
嗯 排除生理因素 比如学习 生活压力大 熬夜等不良习惯 就考虑病理因素了,生活压力大熬夜,压力大
手淫过渡,手淫过渡,手淫
长期熬夜，久坐,久坐,久坐
导致原因有很多 比如性生活 接触一些公共物品  不注意卫生  憋尿等都是可以引起,性生活接触一些公共物品,性接触
最近老是熬夜,熬夜,熬夜
近期有不洁性生活吗  或者浴池  温泉  宾馆的情况吗？, 温泉 宾馆,出入公共场所
手淫就是撸管   这个习惯有没有,撸管  ,手淫
嗯 地方医院 毕竟检查不是全面的 就我院来看 发育不理想 一是性腺激素缺乏 就像小草缺乏养分一样  其次手淫过度 海绵体损伤等,手淫过度海绵体,手淫
如果生活压力大心情是不是也有关系,生活压力大心,压力大
近期有没有磕碰  外伤的情况呢？,磕碰 外伤,外伤
就是小时候手淫过渡,手淫过渡,手淫
恩，那你在症状出现之前，有过不洁性生活吗，或是说有没有公共场所的接触，比方宾馆，洗浴，温泉等地方,公共场所的接触,出入公共场所
结婚半年了，一直没有孩子，以前有很多年的手淫,手淫,手淫
久坐和吸烟,吸烟,抽烟
抽过烟之后有时候干呕,抽过烟,抽烟
哥哥麻烦你给我回个电话好吗？我有个问题想让你给我解答一下，因为我是残疾人，行动也不太方便，出门的话也不太也不太方便，我家里人都在外地，他们也背不起，所以没有办法去医院，我现在就是长期坐久了，现在这个生殖器里面有点骚痒，跟它的大小有没有关系，我也不太了解。,长期坐久了,久坐
偶尔打飞机不频繁呀,打飞机不频繁,手淫
嗯 像你手淫长期或频繁的话 对男性的阴茎内部的损伤是很大的,手淫长期或频繁,手淫
他喜欢自慰,喜欢自慰,手淫
喝啤酒喝坏了？你这个多考虑是内部炎症刺激 但是像是前列腺炎 膀胱炎 泌尿系炎症等等都会引起的,喝啤酒喝坏了,喝酒
是不是有一些不好的习惯 比如说手淫 久坐  憋尿方面的习惯呢,手淫久坐 憋尿,久坐
你有没有一些坏习惯 久坐 熬夜 憋尿 不注意卫生的情况,憋尿不注意卫生,憋尿
尿道疾病多为真菌感染包括个人卫生 不洁性交 公共场所都会感染细菌的.,不洁性交公共场所,不洁性生活
你以前有没有接触过陌生女性  或者去过宾馆 浴池  足疗  温泉这些地方？,接触过陌生女性 ,一夜情
了解过这个病 你之前有接触过公共物品之类吗,接触过公共物品,出入公共场所
嗯 以前有没有和陌生女性接触过 或者老婆身体情况怎么样呢？,和陌生女性接触过,一夜情
嗯，这方面感染途径是比较多，像是性交，入公共场所，不注意个人卫生，接触不干净公共物品等都可以感染引起,入公共场所,出入公共场所
恩 手淫肯定需要戒除    手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症,   手淫力度大,手淫
像这个问题一般就是生活上引起的，熬夜、久坐、久站、休息不好、吸烟、饮酒都是常见的病因,休息不好,作息不规律
恩  治疗后肯定不能在手淫了  手淫是远远强于女性阴道的  很容易损伤内部腺体,手淫了 手淫,手淫
嗯，洗澡堂的地方卫生肯定不是很干净的，如果去过洗澡堂肯定是不排除有一些感染的情况导致的了毕竟是鼓包的现象,去过洗澡堂,出入公共场所
不良的生活习惯，包括 手淫，熬夜 ，久坐，吸烟 饮酒,吸烟饮酒,抽烟
检查的话，像您这种患者，咱们接诊过很多，初步面诊看下是不是肾虚这方面的问题，再就是如果不是肾虚是什么原因导致的，过度疲劳 等等，这个要在面诊过后才能决定，也是为了避免盲目的检查嘛,过度疲劳,劳累
目前这个影响到你性功能了吗 你这个可能先天发育异常 也不排除后期手淫导致阴茎的萎缩 导致短小,后期手淫,手淫
去洗澡堂,洗澡堂,出入公共场所
你是从事什么工作的？经常熬夜,熬夜,熬夜
熬了三年了   都是夜班,熬了,熬夜
嗯  长期久坐  容易压迫生殖期  导致内不腺体发炎 从而出现坠涨的感觉, 长期久坐 ,久坐
过度性交会导致海绵体损伤，也会导致性神经受损，,过度性交,性生活频繁
最近有过不良性接触史吗？是否去过这种娱乐场所,不良性接触史,不洁性生活
这方面诱因是很多的 比如性生活 手淫频繁 导致阴茎内部损伤  慢性炎症刺激 龟头敏感度过高了等等,性生活手淫频繁,性生活频繁
出现这个情况前有没有不洁性生活   手淫  或出入高危场所 像宾馆 旅社 桑拿 浴室等  ？,不洁性生活  手淫,不洁性生活
手淫过快也是判定早泄的标准，有过性生活吗？,手淫过快,手淫
宾馆住过 桑拿也蒸了,宾馆住过桑拿,出入公共场所
长期的手淫史,长期的手淫史,手淫
我还觉得我早泄 因为之前有过很长一段时间的手瘾,手瘾,手淫
我去过洗浴,去过洗浴,出入公共场所
包皮长，10年前有段时间手淫过,手淫过,手淫
嗯，有没有久坐久站  熬夜大量吸烟饮酒的习惯啊,久坐久站 熬夜大量吸烟饮酒,久坐
恩，那你这是属于原发性的早泄，这是自身存在诱发性的病因，是不是手淫过度,手淫过度,手淫
生活工作压力大 不良生活习惯 最常见是体内性激素紊乱 从而会导致睾酮下降 会引起性欲低   早泄阳痿的情况  你玩微信吗,生活工作压力大 不良,压力大
熬了几天夜之后就这样,熬了几天夜,熬夜
症状出现之前有没有过不洁性生活 ？ 或者出入一些宾馆 桑拿 浴池等地呢？,出入一些宾馆桑拿,出入公共场所
嗯  正常来说是不会出现的  有没有以前长期久站  久坐  压力大  劳累  喝酒 抽烟的情况？,坐 压力大 劳累 ,压力大
龟头出现红点，是由于感染导致引起的，像个人卫生不注意、手淫、住宾馆酒店都会引起,住宾馆酒店,出入公共场所
从事过多体力劳动或工作久坐的人，常常会出现阴部潮湿、阴囊皮肤受到汗渍侵袭、内裤摩擦等，出现又疼又痒的红斑。刚开始时，为边缘清晰、稍微隆起的红斑，渐渐扩大，上面有落鳞屑，自觉痒，渐渐由红色转为紫红色、褐色。出现这样的情况的人得多加注意，你患上阴囊炎了。,工作久坐,久坐
十年前有过手淫，和性生活过度,性生活过度,性生活频繁
两周前回国，和先生有性行为，一周后回到美国，就开始尿频尿急，好像在中国已经开始了，不是很严重，在中国期间，我们去泡过温泉和游过泳，当时先生有点感冒，但没发烧，回到美国，尿频尿急更严重，后来一周后来月经，来月经那天腰很酸，第二天下午就开始发烧，我就拼命喝水，后来降下来了，第二天下午我从外面回来，又开始发烧，晚上去药店买了退烧药布洛芬片剂，最高的时候烧到39.5，今天早上我约了医生去看，去之前吃了退烧药，因为要开车，到了诊所，医生通过我描述的情况，初步判断是膀胱炎，给我注射了头孢曲松，开了盐酸环丙氟沙星,去泡过温泉,出入公共场所
因为最近不管手淫还是性生活场所这些都么有 比如自身菌群紊乱，病原微生物感染滋生等引起尿路或尿道腺体等感染都是最常见的在咱们临床这么多年来看,性生活场所,性接触
长期上夜班熬夜   劳累    感觉身体一天不如一天,熬夜劳累,熬夜
我问下  之前是否有接触陌生女性  一夜情   或是出入酒店  宾馆  浴池等场所吗,接触陌生女性 一夜情  ,一夜情
近期有频繁手淫啊  熬夜比较多，久坐 生活 工作压力大的情况么,久坐生活,久坐
有熬夜和生活压力,生活压力,压力大
这种情况常见于公共场所浴池 桑拿等感染，手淫不卫生 包皮过长排尿不正常引起的,公共场所浴池,出入公共场所
经常和爱人分居，经常手淫,经常手淫,手淫
不能喝酒   烟也不可以抽吗？,喝酒烟,喝酒
长期住宾馆,长期住宾馆,出入公共场所
有过十年的手淫史,手淫史,手淫
青少年一个月撸管一次会怎么样,撸管一次,手淫
你有没有接触过不洁性生活或者去过温泉  宾馆  浴池的情况呢？》,去过温泉 宾馆 浴池,出入公共场所
去过说是工作压力大太劳累的元因,工作压力大太劳累,压力大
昨天晚上喝了1个啤酒，影响检查吗？,喝了1个啤酒,喝酒
自慰史太长,自慰史太长,手淫
您这个跟您性生活过于频繁，再就是性生活当中用力过猛可能有一定的关系，由于在外在的力存在，导致局部血管出现静脉曲张的状况,性生活当中用力过猛,性接触
平时的话是久坐的环境吗 大量抽烟 酗酒 吃辛辣刺激性食物？,久坐的环境吗大量抽烟酗酒,久坐
手浮过多引起的吗,手浮过多,手淫
有6年的手淫史,手淫史,手淫
男，20，手淫过一段时间，阴茎最近不硬了，,手淫过一段,手淫
和我早期手淫有关系吗？,早期手淫,手淫
平时经常的熬夜？用脑吗？,经常的熬夜,熬夜
嗯 时间不短了 如果没有受到外伤 或者劳累过度 劳损的话 是不能排除肾虚的情况的,劳累过度劳损,劳累
嗯，出去前，有过性生活吗？或者是接触过公共马桶，浴巾等？,接触过公共,出入公共场所
嗯，如果平时压力大，熬夜都是对身体伤害性比较大的，长期熬夜也会导致肾气虚的表现存在了,平时压力大，熬夜,压力大
这个一般考虑是不洁的性生活后出现的    你是有一夜情或者不清楚性伴侣的健康情况发生的吗,不清楚性伴侣,不了解性伴侣
我上面问的  之前是否接触陌生的女性  一夜情 或出入酒店宾馆 浴池等场所？,出入酒店宾馆,出入公共场所
像你这个情况的话，在咱们医院也是挺常见的疾病，像是没有陌生的接触。处理恢复都是不难的。,陌生的接触,一夜情
性交过于频繁也是有影响的,性交过于频繁,性生活频繁
这是考虑感染，有病菌病毒的存在刺激形成的，而如果说你有过公共场所接触，也不排除是传染性疾病的一种,有过公共场所接触,出入公共场所
每星期都手淫,手淫,手淫
可能因为手淫过,手淫过,手淫
嗯  有过不洁性生活吗  或者手淫  去过宾馆  浴池 温泉 足疗店的情况吗？, 浴池温泉,出入公共场所
那确实比较频繁了， 性生活过渡导致阴茎海绵体长时间处于充血状态，久而久之，也会对咱们性功能有影响,性生活过渡,性生活频繁
没有过 一直都忙 所以晚上经常撸管,撸管,手淫
这是会 传染的，容易通过性交，个人公共物品等交叉传播的，,个人公共物品,出入公共场所
和我吸烟熬夜有关系么,吸烟熬夜,抽烟
从情况描述来看，多考虑还是手淫用力过大，局部系带位置出现损伤，医学上叫系带断裂，但是你包皮内溃破跟系带断裂没有太大关系，主要是有病菌在局部刺激导致的,手淫用力过大,手淫
因为近期熬夜，感觉自己天天上火,近期熬夜,熬夜
咱们平时有没有久坐 熬夜 饮酒 吸烟 骑自行车的习惯？,久坐熬夜饮酒吸烟,久坐
住个宾馆如果被传染了那我不冤死了,住个宾馆,出入公共场所
你是我撸管,撸管,手淫
或者像自身菌群失调  接触不干净的水源 衣物 毛巾 去公共场所 大众浴池 宾馆桑拿等地方都是会导致出现的,衣物毛巾去公共场所大众浴池,出入公共场所
昨天晚上喝了酒,喝了酒,喝酒
前一天工作劳累 早起就没有,劳累早起,劳累
坐久了,坐久了,久坐
恩   出现这个情况像久坐 久站 或酗酒  熬夜 手淫  辛辣都容易加重,酗酒 熬夜,喝酒
是不是纵欲过度,纵欲过度,性生活频繁
硬度下滑 确实属于阳痿的征兆 年轻是手淫频繁 性生活过度 是容易导致机体损伤,手淫频繁性生活过度,手淫
嗯，怕是喝酒力度偏大，阴茎海绵体阴茎血管或者肾功能充血过快引起一些损伤程度了，这个情况需要引起重视了,喝酒力度偏大,喝酒
那孩子是不是总有手淫史？,总有手淫史,手淫
你之前有过不洁性生活 去过一些公共地方 接触到公共物品吗？,去过一些公共地方接触到公共物品,出入公共场所
频繁手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症,频繁手淫力度大,手淫
冒昧的问一下  有过不洁的性生活吗  如赵小姐  一夜情 或是不理解性伴侣的健康状况？, 如赵小姐 一夜情,一夜情
嗯 那只是不常见的因素，常见就是手淫 久坐过度饮酒 吃辣都会引起,久坐过度饮酒,久坐
我后半夜熬夜一个小时去一次厕所,半夜熬夜,熬夜
嗯 这性生活之后出现的 性伴侣又不固定 不能排除是性生活后典型的交叉感染症状了  那么是需要重视起来了,性伴侣又不固定,性伴侣不固定
有过示洁性生活,示洁性生活,不洁性生活
口腔 肛交 性交 都可能感染 你是最近有不洁的性生活 吗？》,口腔肛交性交,不洁性生活
因为这像是去大众浴池 宾馆 桑拿等公共场所 接触不干净的物品  或者人群比较杂  不能排除谁有携带性病感染源，导致交叉感染症状的 是不能够排除的,去大众浴池,出入公共场所
男生多久打一次飞机不会影响自己的身体,久打一次飞机,手淫
冒昧的问你  曾经有没有过约炮 一夜情  不洁性接触呢？,约炮一夜情 不洁性接触,一夜情
那些是怎么造成的，是因为飞机太多，或者运动太少吗,飞机太多,手淫
恩，那你现在的情况考虑是原发性早泄的问题了，原发性早泄不排除是1 手淫损伤阴茎神经血管 2、阴茎神经过于敏感 3、前列腺 4、包皮过长,手淫损伤阴茎神经血管 2,外伤
嗯 出现前有无宾馆 洗浴 性生活或手淫呢,宾馆洗浴性生活,出入公共场所
嗯 这个很正常 很多男性都是没有性生活但是有前列腺方面的问题  前列腺的引起原因有很多 像是不良的生活习惯 久坐久站都会导致,不良的生活习惯久坐,不良习惯
男姓，26周岁，今天喝了几瓶啤酒，尿急，没找到厕所，尿裤子了，就一次,喝了几瓶啤酒,喝酒
早泄   手淫过度,手淫过度,手淫
是不是性生活频繁,性生活频繁,性生活频繁
之前是否有接触陌生 女性 一夜情 出入 酒店 宾馆 浴池等一类的场所？,接触陌生 女性一夜情,一夜情
不是因为不良性性生活,不良性性生活,不洁性生活
之前有过一次性接触,性接触,性接触
是不是以前有手淫久坐 憋尿 熬夜的习惯呢,憋尿熬夜,憋尿
因为陌生的性接触，常常称为是高危型接触，因为对方身体情况不清楚，也无法确定对方是否是病菌、病毒携带者，当时性生活过程中发现有没有异味、瘙痒之类的情况、,高危型接触,不洁性生活
之前是否有过接触多陌生女性 一夜情 出入酒店 宾馆 浴池等场所呢？,接触多陌生女性一夜情,一夜情
以前有没有接触过陌生女性  宾馆 浴池 温泉  足疗或者手淫的情况呢？,接触过陌生女性 宾馆,一夜情
恩，那出现症状前有没有过性生活，尤其是找小姐 一夜情,一夜情,一夜情
诱因比较多 像卫生不注意 手淫 性接触 出入宾馆 浴室等都是会导致携带病菌感染的,卫生不注意手淫性接触,不注意卫生
是不是熬夜太厉害,熬夜太厉,熬夜
平时撸的有点多，龟头有点敏感,撸的有点多,手淫
就昨天坐火车久了憋了一下尿，就今天这样了，站着都不会，坐下就这样了,坐火车久,久坐
引起的原因太多了，性生活，手淫，个人卫生，出入公共场所等等都会造成你这问题 如果不及时根治 反复出现上行感染就麻烦了,个人卫生，出入公共场所,出入公共场所
近期有没有去一些公共场所酒店 洗浴中心之类的呢？,去一些公共场所酒店,出入公共场所
出现前有没有接触性生活，尤其是找小姐 一夜情 过接触宾馆 洗浴 桑拿等地方呢？,找小姐一夜情过接触,找过小姐
以前有过自慰史,自慰史,手淫
最近是不是久站 久坐 很多？ 熬夜  压力很大呢,熬夜 压力很大,熬夜
泡温泉有2个月吧、但是血精是不泡温泉泉后发现的,温泉泉,出入公共场所
熬夜熬了两三年，都凌晨两三点，手淫没女友时也有两年半左右,熬夜熬了,熬夜
外在因素 熬夜等是有影响 但不起主导作用 现在像这年龄 工作都是挺忙 熬夜是常事 不会每次都不理想 或者下滑这么明显的,因素熬夜,熬夜
嗯，那这是属于不洁了，,不洁了,不注意卫生
我今年26岁，从14岁开始手淫犹豫太过度导致了很多疾病，请问大夫该怎么办,手淫犹豫太过度,手淫
压力有点大,压力有点大,压力大
是不是有病手淫  憋尿 熬夜  久坐的习惯呢？,手淫 憋尿熬夜 久坐,手淫
恩，喝酒体抗力比较低，很容易感染上病菌 病原体，你上面说的用油这个不排除是一个诱因，但主要还是感染上病菌 或病原体了，像常见的一些细菌，真菌，，滴虫 ，支原体，甚至是有传播性质的淋球菌等病菌,喝酒体抗力比较低,喝酒
这经济压力是有多大啊？,经济压力,压力大
我熬夜熬得比较多,熬夜熬得,熬夜
期手淫,期手淫,手淫
近期有性生活吗  或者手淫  去过大众场所 温泉 浴池  足疗店 的情况吗？,温泉浴池 足疗店,出入公共场所
嗯，这个情况考虑是感染了，像是平常不注意卫生，接触不干净公共物品等都可以感染，出现几天了呢,平常不注意卫生,不注意卫生
小时候有手瘾史,手瘾史,手淫
是不洁性生活后出现的 还是有去公共的澡堂阈值宾馆 的地方呢？,去公共的澡堂阈值,出入公共场所
嗯那你这多是外力撞击损伤引起的。,外力撞击损伤,外伤
嗯 像这方面要是一开始性生活就不理想 是考虑原发性早泄的因素 属于敏感度过高 刚刚出现的红点 应该是你包皮长 卫生不注意导致的,包皮长卫生不注意,不注意卫生
我包皮上长了挺多小疙瘩 有一点点痒 前段时间 被人口交过,口交过,不洁性生活
冒昧问下，你在症状出现之前有过不洁性生活，或去过公共场所 酒店，洗浴等地方？,去过公共场所酒,出入公共场所
熬了夜就是这种情况。,熬了夜,熬夜
自慰多久一次不伤身体啊,自慰多久,手淫
那出现这个情况前有没有不洁性生活 出入高危场所像宾馆 旅社 桑拿 浴室等,不洁性生活出入,不洁性生活
熬夜不久坐,熬夜不久坐,熬夜
出现前，有去过公共场所，接触过马桶宾馆的公共用品？或者有和陌生的女性发生性生活吗？,接触过马桶宾馆,出入公共场所
出现前，有去过公共场所，接触过马桶宾馆的公共用品？或者有和陌生的女性发生性生活吗？,陌生的女性发生性生活,一夜情
大夫我今年28岁有十多年的手淫史了，现在阳痿早泄，一动就满头大汗,手淫史了,手淫
那这个是怎么知道有这病了，他老爱熬夜弄的吗,老爱熬夜,熬夜
不注意卫生 手淫 房事过频 抵抗力下降等都会引发的,手淫房事过频,手淫
手淫是引起前列腺炎症和感染的一些基本因素 就是久坐 饮酒 吃辣 一些刺激性的食物 性生活女性若是有炎症就会导致上行感染引起咱们前列腺炎症的问题,饮酒吃辣一些刺激性的食物性生活,喝酒
手淫史过度的吗，吃什么药,手淫史过度,手淫
那您最近有没有出入过一些像宾馆、酒店、温泉、共用澡堂子、水上乐园这类的场所？或者解除过一些共用物品？,共用澡堂子、水上乐园,出入公共场所
2年前   有不洁性生活,不洁性生活,不洁性生活
您好，我前几天找了一次小姐，做爱是带套的，但口交没有带套，这几天蛋蛋有种灼烧感是怎么回事呀，就右边的蛋蛋底下有灼烧感，这是皮肤炎症吗,找了一次小姐,找过小姐
烟酒辛辣刺激不能吃吧,烟酒辛辣,喝酒
也不排除是内部的一个损伤造成的，因为不本身手淫细菌就多,手淫细菌,手淫
阳痿的病因有很多  常见器质性因素(例如前列腺炎  睾丸炎   附睾炎   频繁手淫阴茎血管疾病  阴茎海绵体疾病  性激素分泌异常等,  频繁手淫,手淫
一般在您这年龄 也是多发的 像长期的久坐 辛辣饮食 熬夜酗酒等等 都是会刺激,久坐辛辣饮食熬夜酗酒,久坐
嗯，你现在的情况是典型的尿路感染情况了，出现这个情况前，有没有过陌生女性的性交或者是出入了公共浴池和宾馆等场所？,过陌生女性的性交,一夜情
出现这个问题之前咱们有没有经常出入一些公共场所？比如说宾馆洗浴 游泳馆这种地方，或者说有接触过陌生女性,接触过陌生女性,一夜情
那就是了 像是手淫力度非常大，能导致阴茎部为的性神经受损以及龟头敏感  在手淫的时候内部腺体如前列腺都在充血 会引起前列腺的一个炎症 以及包皮过长都会引起早泄,手淫力度非常,手淫
嗯 出现前去过宾欢 洗浴中心 有过性接触吗？,宾欢洗浴中心有过性接触,出入公共场所
最近总加班熬夜,熬夜,熬夜
大部分男性都会有手淫，只是别频繁，手淫刺激力度大，一次手淫相当于5-6次性生活，容易损伤性神经，阴茎海绵体，导致性功能下降,手淫刺激力度大,手淫
最近有出入过一些宾馆、公共澡堂、温泉、水上乐园、游泳馆的情况吗？,水上乐园,出入公共场所
这是由于手淫时的性刺激强度多超过性交时的强度，射精中枢习惯于手淫的强烈刺激，可能在性交时达不到射精阈值，就会到时射精困难了，其实不能排除腺体炎症 损伤的情况,手淫时,手淫
毕竟是男性生殖器部位  肯定是不能马虎  现在我说的你肯定要先记住 避免性生活 手淫   饮食忌辛辣 酒  以免逐渐扩大加重,手淫  饮食忌辛,手淫
目前出现这个情况也多是这些情况导致   像尿路感染  长期久坐 熬夜 酗酒 手淫 等  都可以造成,尿路感染 长期久坐,尿路感染
