sentence,entity,standard_entity
是排尿刺痛，尿道灼热，烧灼感吗？,烧灼感,灼热
哦 有没有腰部 会阴部 小腹部 坠胀不适隐痛感,隐痛,有点疼
勃起费劲，勃起不坚,勃起费劲,硬不起来
有时要的时候鸡鸡硬不起来,鸡鸡硬不起来,硬不起来
"时间长了影响厉害了还会导致失眠 乏力,多梦,精神不佳,记忆力减退等.",记忆力减退,记忆力减退
肚脐下面的，阴毛处痒,阴毛处痒,阴囊痒
包皮在疲软的状态下能否覆盖龟头的三分之二？,疲软,中途疲软
腰酸 乏力，小腹隐痛有过吗 ？,小腹隐痛,小腹疼
没有影响 就是时间太短了,时间太短,早射
那阴囊潮湿 小腹坠痛  及腰酸乏力  失眠盗汗呢？,小腹坠痛,小腹疼
这只是结论，但是不是病因，引起敏感度高的病因很多，像腺体炎症刺激，激素不足，神经损伤都会导致咱们敏感度过高。,敏感度高,敏感度过高
是胀痛、还是类似痉挛一样的疼痛感？,疼痛感,有点疼
下体瘙痒，还有异味,下体瘙痒,下面痒
咱们出现尿道发痒 灼热的情况有多久了 ？,灼热,尿有灼热感
有射精疼痛的感觉吗 ？,射精疼痛,射精痛
之前做过包皮切割手术，现在就是性爱时间短,性爱时间短,早射
你好，尿血是泌尿系统疾病的常见症状表现之一,尿血,小便出血
阴部痒,阴部痒,阴囊痒
小便时尿道痛还有异味,尿道痛,尿痛
小便有血是可大可小的，如果是普通炎症很好解决，要是结石那就麻烦了,小便有血,小便出血
恩，正常男性遗精次数为1-2次，像你孩子的情况是频繁遗精了，您孩子是在哪个城市？,频繁遗精,频繁遗精
在性生活的时候感觉龟头特别的敏感控制不住就射精了是吧？,控制不住就射精,早射
除了瘙痒外，有长疙瘩，异味，脱皮，发红的情况吗,长疙瘩,长疙瘩
血精分为三度，血丝，血块，以及全血，您目前是什么程度？,血精,精液有血
现在是腹股沟部位有肿块，硬块出现吗,硬块,长疙瘩
每次同房过后肚子疼的特别厉害,肚子疼,小腹疼
出现多久了？有没有瘙痒、异味、蜕皮、发红、变大、变多的情况？,蜕皮,脱皮
嗯，也是一直没确诊过是吧，这个睾丸坠痛的情况很多，一些睾丸炎症，附睾炎，前列腺炎，或者精曲都是会诱发，也会影响性功能的,睾丸坠痛,睾丸疼
血精是什么病您清楚吗？,血精,精液有血
主要表现为腰酸、盗汗、头晕等症状,盗汗,虚汗
检查精子不能检查出前列腺肥大 ，需要做彩超的,前列腺肥大,肥大
阴茎太细，这个是会影响到正常的性生活体验,阴茎太细,阴茎短小
小红点是凸起的还是平行的呢,小红点,红点
什么是滴白？倒是有尿不尽,滴白,尿道流白色液体
除了脱皮，有红点情况吗,有红点,红点
都半年的时间了  这是勃起障碍了,勃起障碍,硬不起来
除了阳痿 早泄 是否伴随阴囊潮湿、小腹坠胀、睾丸不适、失眠多梦的症状？,睾丸不适,睾丸疼
我龟头红肿上面有白色东西,龟头红肿,龟头红肿
白色分泌物,白色分泌物,白的东西
有出现过你尿频 尿急 尿不尽 尿滴白 小腹胀痛 阴囊潮湿的情况吗？,小腹胀痛,小腹疼
有后腰酸痛我以为是这两天躺的问题呢！那晚肚子胀痛并恶心后来吐了感觉舒服些,腰酸痛,腰酸乏力
这个情况属于尿不净的症状了,尿不净,尿不尽
你现在有没有感觉龟头比较敏感，控制不住射精？,龟头比较敏感,龟头敏感
恩，那排尿肯定也会有灼热感，不舒服是吧、,灼热感,灼热
有时候有尿白现想,尿白,尿道流白色液体
嗯，那症状就比较典型了 。阴囊部位有潮湿的情况吗？小腹坠痛，失眠多梦，盗汗，记忆力下降的症状明显吗 ？,盗汗,虚汗
排小便的时候有没有不适感  或者你自己可以触摸到大腿根部有肿大的淋巴结吗？,肿大,有点肿
就有点痒,有点痒,痒
那是了 考虑是龟头太敏感了,龟头太敏感,龟头敏感
我最近到晚上 阴部痒的不成,阴部痒,阴囊痒
你这个性生活时间短，勃起硬度不好的情况出现有多久了呢,勃起硬度不好,硬度不够
除了小便发黄异味之外，还有什么症状？,小便发黄,尿黄
那具体是龟头还是包裹龟头的包皮肿了,包皮肿,包皮水肿
庞先生你好，根据刚才对你的了解来看，你现在的问题一方面考虑性激素水平异常导致，另外也不排除是阴茎海绵体供血不足引起，具体还是需要结合进一步的检查来看一下,供血不足,龟头充血不足
后面排尿有没有见到红色尿液的情况？ 爱人是处于月经期吗？,红色尿液,尿液红色
下肢无力腿发软   不坚挺  尿频,下肢无力,腰酸乏力
平时有没有尿急 尿频 尿不尽 尿分叉 尿等待 夜尿多 尿无力 阴囊潮湿 小腹追涨 射精无力的情况呢,小腹追涨,小腹坠胀
你好，我龟头包皮肿了该怎么办呢,龟头包皮肿,包皮水肿
后期导致早泄的情况也是考虑敏感度高，手淫损伤，前列腺等性腺炎症,敏感度高,敏感度过高
肾虚是中医的说法，想早泄 阳痿 腰酸乏力 体虚盗汗 失眠多梦等情况都是属于肾虚的情况,盗汗,虚汗
性生活的时候是不是感觉龟头很敏感，控制不住射精的情况呢,龟头很敏感,龟头敏感
现在是不是腰酸胀痛，小腹疼痛的情况,小腹疼痛,小腹疼
恩，那你现在不能憋尿，有尿的话就要及时排出来，长期憋尿就会出现前列腺炎症，炎症刺激就会压迫尿道引起尿频，排尿困难,排尿困难,排尿困难
那么引起他勃起不好的原因是比较多的，像是阴茎血流量供血不足，内分泌激素失调，前列腺疾病等都可以引起,内分泌激素失调,其他
平常有记忆力下降 盗汗 腰酸疼痛 尿频 尿滴白 尿分叉？,盗汗,虚汗
性生活时间很短,性生活时间很短,早射
不坚挺，容易疲软,容易疲软,中途疲软
局部有小疙瘩 红点 破溃的情况吗,破溃,伤口破裂
除了包皮瘙痒 有红肿 红点 白色污垢 刺痛 脱皮吗？,白色污垢,白的东西
就痒，不红，有一点肿,有一点肿,红肿
你说的这个情况考虑是尿路感染的表现了， 也不排除是尿道损伤或是输尿管有损伤或是炎症刺激引起的,尿道损伤,小便出血
尿感觉，尿不清,尿不清,尿不尽
勃起无力。中途疲软,勃起无力,硬不起来
这俩天 感觉尿道痒 感觉像愈合是的那种痒,尿道痒,尿道有点痒
之前挤压，造成破溃，有加重的倾向,破溃,伤口破裂
恩，这种龟头敏感度过高一般来说是可以通过保守的这种药物降敏的方式来达到降敏的效果，但是像比较严重出现一些秒射的情况下，这种情况可能治疗方式上会有差别，,秒射,早射
没有，就是尿完了，还感觉有就是尿不出来了,尿不出来,排尿困难
睾丸一个大一个小，正常吗,睾丸一个大一个小,睾丸一个大一个小
是勃起下降还是时间呢,勃起下降,硬不起来
根据你说的这个属于睾丸有刺激引起的血管异常，或者有囊肿硬结,硬结,有点硬
阴茎勃起和疲软状态下长度分别是多少？,疲软,中途疲软
小腹疼腰直立不起来,小腹疼,小腹疼
现在同房时间很短,同房时间很短,早射
腰酸疼,腰酸疼,腰酸乏力
是尿道口瘙痒对吗？,尿道口瘙痒,尿道有点痒
睾丸凉,睾丸凉,阴囊发凉
恩，那您现在是勃起困难， 勃起不持久 ，感觉 硬度也不够是吧,硬度也不够,硬度不够
尿道疼，,尿道疼,尿痛
小便次数多，尿量少，不痛，有手淫,尿量少,尿量少
平时体虚乏力 盗汗，没精神，易疲劳，失眠多梦，记忆力下降，腰膝酸软有吗,腰膝酸软,腰酸乏力
运动后睾丸疼,睾丸疼,睾丸疼
尿尿会分叉,尿尿会分叉,尿分叉
有隐痛和瘙痒 疙瘩  这个你觉着有问题吗？,隐痛,有点疼
阴茎勃起不硬,阴茎勃起不硬,硬度不够
您好我的龟头上长红点是什么毛病,龟头上长红点,龟头有红点
因为他手淫总是幻想性生活，长期下去容易精神萎靡，记忆力下降。,精神萎靡,腰酸乏力
检查出肥大 增生 具体要做细菌培养 这个检测仪器 只有我们专科医院有,肥大增生,肥大
都已经检查确诊了还没什么问题？你现在不都是已经出现小腹疼痛了吗？,小腹疼痛,小腹疼
尿不干净 捏一下阴囊才能排干净,尿不干净,尿不尽
主要需要这两方面看看，平时有小腹疼痛的情况,小腹疼痛,小腹疼
男性李保安现年54岁`＇不能正常性生活阳痿严重`前列腺肥大吃药一年多了.坐着肛门及周围不舒服\是不是影响了正带的性生活应该怎样治疗?,前列腺肥大,肥大
一开始是一个硬点、我用手抓破了、就是一碰就痒,一碰就痒,痒
而现在性欲下降和晨勃消失考虑是人体的内分泌激素紊乱 引起,晨勃消失,没有晨勃
嗯 那时间是不短了 正常的尿液是白色或淡黄色的，出现小便带血这肯定是不正常的 不能大意,小便带血,小便出血
身上痒之前有股性生活吗,身上痒,痒
阳痿分为三个阶段的，第一阶段勃起硬度不好，第二中途疲软，不能完整的完成性生活，第三彻底勃不起来,勃不起来,硬不起来
嗯，像您这个情况勃起功能不好是属于阳痿的范畴之内的，劳累过度可能存在一些肾虚方面的问题,勃起功能不好,硬不起来
是刺痛还是灼热痛？,灼热痛,灼热
3岁孩子尿尿疼然后有一点血,尿尿疼,尿痛
怎么缓解左腹疼痛，吃了药也不管用,左腹疼痛,小腹疼
恩，出虚汗 手脚心出汗发凉 注意力不集中 记忆力下降 脱发 舌苔有无变化？,脱发,脱发
恩，晨勃是男性性功能和激素的指标，晨勃减弱的话提示性功能下降严重，也提示睾丸分泌激素是存在问题的,晨勃减弱,没有晨勃
老是感觉下面湿湿的。有时会有精自己出来,湿湿,潮湿
不是我是女的，最近我有些下赁，小便有些涨疼，有一个礼拜了，本以为是上火了多喝水可以好的，可是吃了三金片和诺氟沙星三天了还不好，特别是早上厉害，上午喝水就好点。请问我该怎么办？,涨疼,有点疼
现在有裂口吗 ？,裂口,伤口破裂
最近在小便的时候有没有感觉尿道有烧灼感？,尿道有烧灼感,尿有灼热感
灼热感还是刺痒？,灼热感,灼热
睾丸附近的皮肤瘙痒有小疙瘩,有小疙瘩,长疙瘩
一尿尿就疼咋回事啊,一尿尿就疼,尿痛
除了尿道疼痛之外，有没有发现尿频  排尿灼热  尿道口有分泌物流出的现象,尿道疼痛,尿痛
最近两天我尿道发痒不知道怎么回事儿,尿道发痒,尿道有点痒
那是属于秒射啊   时间也太短了 正常时间在15到30分钟左右的 你这个确实来说不行的,秒射,早射
你是左侧还是右侧疼痛？ 隐隐作痛还是剧烈的,隐隐作痛,有点疼
临床引发睾丸隐痛，常见的疾病是附睾炎、前列腺炎,睾丸隐痛,睾丸疼
恩，那里面有血块这个情况还真需要重视一下，一般里面有血块很容易影响到睾丸，附睾，精囊，或者精子成活率的问题,血块,出血
按说你这个年纪比较典型的病因就是龟头过于敏感，性生活的时候是不是感觉龟头特别的敏感，控制不住就射精了？,龟头特别的敏感,龟头敏感
早泄都是自我感觉敏感，控制不住射精的，但是主要有几种情况我这给你说一下,感觉敏感,敏感度过高
是过后一两天就出现小便刺痛，开始出现分泌物,小便刺痛,尿痛
伴有尿路方面的不适吗？如尿频  排尿分叉 尿道灼热 尿无力 尿等待 尿不尽 尿道口滴白等？,尿道口滴白,尿道流白色液体
小腹疼,小腹疼,小腹疼
精液发黄,精液发黄,精液发黄
有疼痛 瘙痒 不舒服的情况吗,疼痛瘙痒,痒
我阴囊内长了个肉疙瘩,长了个肉疙瘩,长疙瘩
彩超检查是，睾丸积液,睾丸积液,睾丸积液
是的，睾丸炎，附睾丸是会出现牵涉痛，放射痛的情况 睾丸，小肚子，腹股沟都会出现,牵涉痛,有点疼
右侧睾丸疼痛什么原因呢,右侧睾丸疼痛,睾丸疼
生殖器官上还出现过红疙瘩,红疙瘩,长疙瘩
带臭味,臭味,有异味
我的右边睾丸疼的厉害不知道怎么回事,右边睾丸疼,睾丸疼
睾丸疼痛这考虑是炎症的感染刺激睾丸内部腺管出现损伤  疼痛厉害,睾丸疼痛,睾丸疼
像是个人卫生习惯不注意加上外界的一些因素细菌感染损伤到尿道出现破溃 导致化脓的情况了,化脓,流脓
有异味，骚痒,有异味,有异味
尿道痛怎么回事啊,尿道痛,尿痛
平时是不是性生活刚开始接触摩擦就控制不了射精呢,控制不了射精,早射
你好，刚做过激光红点手术后包皮水肿怎么办,包皮水肿,包皮水肿
是吗，那你这个可要要重视了，晨勃是每个男人每天都会有的生理现象，晨勃减少或是消失的话，提示早期阳痿的前兆了,晨勃减少,没有晨勃
做过精子检查，说精子质量挺好的的，就是射不出来,射不出来,不射精
一般血精的出现，如前列腺炎、精囊炎、尿道炎、附睾炎，结石  精道梗阻和囊肿。  生殖道损伤等都可以导致血精的情况。需要明确病因，针对性的治疗。,血精,精液有血
出现的是勃起不坚还是勃起不持久？或是勃起困难呢？,勃起不持久,中途疲软
我想问一下，我尿尿分叉，龟头很敏感，然后射的特别快。请问这样还有治嘛,射的特别快,早射
两样都有，勃起也不坚，硬度也不行,硬度也不行,硬度不够
有没有瘙痒，异味，疼痛，流脓，蜕皮的情况？,蜕皮,脱皮
目前是勃起不坚 坚而不久 还是完全勃不起来？,完全勃不起来,硬不起来
偶尔有 因为之前一直频繁遗精 偶尔会出现这种情况,频繁遗精,频繁遗精
我13岁经常打飞机射不出来只一点点流而且我的下体好像不发育了,射不出来,不射精
您现在是勃起有障碍，性生活时间短是吗 ？,勃起有障碍,硬不起来
男童四岁，想尿尿，尿不出来,尿不出来,排尿困难
平时咱们有熬夜，大量饮酒，精神压力，乏力，注意力不集中等情况吗？,注意力不集中,记忆力减退
恩，那这方面是主要考虑急性尿道感染了，这方面需要针对尿液、脓性分泌物配合细菌学进行检查明确，明确感染白细胞的程度，是否有潜血和上行感染的可能之后，针对性的治疗用药就可以,脓性分泌物,流脓
晨勃是性功能的标志（性欲是男性性功能的标志） 晨勃一般出现减弱，则代表性功能再逐步下降，进一步导致完全勃不起来。,完全勃不起来,硬不起来
百分之80的女性都会有妇科疾病的 因为生殖部位比较敏感，你这细菌繁殖的比较快的 慢慢时间长了 细菌出现破溃 流脓等现象上行感染就麻烦了,破溃流脓,伤口破裂
龟头有白色分泌物,龟头有白色分泌物,龟头有白色分泌物
除了瘙痒之外有没有蜕皮，发红，溃破，流脓的情况？,蜕皮,脱皮
我想问一下我们下边就感觉最近特别痒,特别痒,痒
最近勃起困难 起来也会中途软了 但是有时候也能很硬 坚持半个小时,中途软了,中途疲软
是尿道疼还是小腹部疼痛,尿道疼,尿痛
咱们这个是阵痛还是隐痛？,阵痛,有点疼
"刚2,3天就有化脓的情况了，病菌繁殖还是比较快的",化脓,流脓
还有就是性生活比较短？,性生活比较短,早射
频繁遗精不正常的  出现有多久了,频繁遗精,频繁遗精
小便泡沫主要还是要看肾脏，膀胱，输尿管这些泌尿系统器官有没有问题,小便泡沫,尿里有泡沫
恩 一般导致根部部位勃起疼痛多是内部损伤或感染导致,勃起疼痛,阴茎疼
射不出来怎么回事,射不出来,不射精
有尿不尽 尿分叉 小腹胀痛阴囊潮湿的情况吗？,小腹胀痛,小腹疼
尿液发黄是怎么回事,尿液发黄,尿黄
是吧，压力大，经常的熬夜，或是久坐也会导致咱们男人内分泌紊乱，激素水平下降，对咱们的早泄也有一定关系,内分泌紊乱,其他
是血丝还是尿液发红？,尿液发红,小便出血
晨勃是每个男人每天都会有的生理现象，晨勃减少或是消失的话，提示早期的阳痿前兆,晨勃减少,没有晨勃
感觉自己性生活上时间有点短！,时间有点短,早射
龟头敏感度高是典型的早泄表现症状，引起的病因比较多，是什么原因引起的有确定过吗？,龟头敏感度高,龟头敏感
小肚子下面快到生殖器了，长了一个小痘痘，像猴子,长了一个小痘痘,长痘
我这几天左侧睾丸一碰就疼,睾丸一碰就疼,睾丸疼
你最近有没有晨勃减弱或消失，性欲下降，性功能减退的情况呢？,性欲下降,性欲减退
只是你才20 就会先硬度下降还有及射精过快的情况  得重视了,射精过快,早射
小孩左边蛋蛋疼，动腿的时候扯着疼的感觉，外观无红肿,左边蛋蛋疼,睾丸疼
瘙痒的时候有去用手去抓吗 有破皮吗？,破皮,伤口破裂
尿尿频繁的话好几年了,尿尿频繁,尿频
勃起无力软硬度不高,勃起无力,硬不起来
有白色颗粒，有针头大小,白色颗粒,小颗粒
我得血精从红色变成了茶色,血精,精液有血
比如说前列腺炎，睾丸炎导致的精液发黄，发黄的同时一般会伴随精液呈果冻状  颗粒状 这种外在的明显改变,精液发黄,精液发黄
现在是勃起不坚，坚而不久，还是中途疲软，不能勃起呢,坚而不久,中途疲软
睾丸包皮感觉黏黏的还有点潮湿是什么原因？,有点潮湿,潮湿
嗯，这个问题无论是性生活还是正常的生活对你影响都是比较大，需要处理解决  你现在继续耽搁可不行，长期这么刺激龟头敏感神经会让你射精特别快，一旦进入内部尿道上行，到了前列腺，睾丸，附睾，精囊等部位 引起大面积的感染 那时候就更麻烦了,射精特别快,早射
目前排尿有异常吗？如尿频，尿不尽，尿等待，夜尿增多，小腹坠涨，阴囊潮湿等情况,夜尿增多,尿频
平常有没有阴囊潮湿 睾丸不适 腰酸乏力 失眠多梦小腹坠涨？,睾丸不适,睾丸疼
您好！我的包皮和龟头骚痒红肿，有针刺感，小腹有点痛，有全身针刺骚痒痛，有时发热无力腰酸背痛感觉，想咨询下是怎么回事，.,龟头骚痒,龟头痒
小便刺痛,小便刺痛,尿痛
性生活时间太短，怎么医治,性生活时间太短,早射
精液发黄，精液颗粒感，或是说有没有精液稀薄的情况？,精液发黄,精液发黄
您好！性生活时阴茎皮软无力而且时间特别短是什么原因？,时间特别短,早射
射的太快，什么原因？,射的太快,早射
我睾丸发凉以有两个多月，是哪方面问题,睾丸发凉,阴囊发凉
那那些白色东西呢,白色东西,白的东西
就是憋不住尿，喝点水总想尿尿这种,憋不住尿,尿急
还有鸡鸡特别小,鸡鸡特别小,阴茎短小
阴茎不爱勃起，好不容易弄硬，可射精了,阴茎不爱勃起,硬不起来
平时排尿有出现尿频，尿急，尿痛，尿不尽，尿等待，尿滴沥等排尿异常吗,尿滴沥,尿不尽
你现在说是有水泡是吗？但是内部没有水泡里面的脓液是吗？,水泡,长水泡
请问咱们是出现龟头痒，还是尿道里面痒呢？,尿道里面痒,尿道有点痒
那在排尿的时候有刺痛或灼感吗,灼感,灼热
就这一次有血是吗,有血,出血
嗯，前列腺疾病也会引起这个小便有血的,小便有血,小便出血
请问龟头有红斑，皮下似有似无有些小疙瘩是什么症状,龟头有红斑,龟头有红斑
我想问下我包皮有点长，翻开包皮，包皮上就像口腔溃疡一样破的很小的口,包皮有点长,包皮有点长
那时间不短了   现在除了红痒  有疙瘩  红点  脱皮等情况吗,红痒,痒
我龟头里边这几天老有白色的东西，怎么回事,白色的东西,白的东西
特别痒,特别痒,痒
应该是敏感度太高,敏感度太高,敏感度过高
肿多久了呢？,肿,有点肿
阴茎刺痛怎么回事,阴茎刺痛,阴茎疼
现在尿道是否有刺痛，灼热，烧灼感疼痛呢,灼热,灼热
像现在发现的还算及时，脓性分泌物还没向体内入侵，咱们明确后对症调理，还是好恢复的,脓性分泌物,流脓
就是我现在过性生活的时候坚持的时间很短，而且还有就是硬度不够，这是怎么回事,时间很短,早射
嗯，根据你的情况来分析看，现在龟头疼痛不排除有一些龟头感染的情况导致的，不排除致病菌侵入皮肤表皮黏膜组织，刺激黏膜组织出现的,龟头疼痛,龟头疼
睾丸上面长痘痘，老是痒,老是痒,痒
就是射精少怎么调理,射精少,精液量少
结石一般都是排尿疼痛，当然也有腰部疼的情况，,排尿疼痛,尿痛
嗯，阴茎软的时候龟头不完全漏出来对吗,阴茎软,中途疲软
说积液不是影响的，半导体治疗积液,积液,积液
恩，晨勃是反应男性性功能和激素水平的，晨勃减弱的话提示性功能严重下降，这个激素水平异常,晨勃减弱,没有晨勃
那平时有没有这个尿急 尿频 尿不尽 尿分叉 尿等待 尿滴沥 夜尿多 小腹坠涨 阴囊潮湿 射精无力的情况呢？,夜尿多,尿频
现在是又出现裂口了吗,裂口,伤口破裂
时间也短,时间也短,早射
您除了左侧下腹小腹隐痛之外，还有什么症状？ 比如恶心 呕吐 腹泻 排尿方面问题？,小腹隐痛,小腹疼
洗时好像是豆腐渣,豆腐渣,其他
小腿盗汗？,小腿盗汗,虚汗
尿尿刺痛，乳白色分泌物,乳白色分泌物,白的东西
之前也出现过还有白色物体出现,白色物体,白的东西
我性别男，为什么这两天尿尿尿不出来呢,尿尿尿不出来,排尿困难
阴毛瘙痒多久了呢？,阴毛瘙痒,阴囊痒
阴茎长痘怎么回事,阴茎长痘,长痘
那排尿的时候有没有烧灼或是刺痛感呢？,刺痛感,有点疼
你这又是黏连，又是精液发黄，为什么没去医院看过或者处理过？是自己没当回事是吗？,精液发黄,精液发黄
化脓是属于感染的情况了，正常术后八天应该恢复正常了。,化脓,流脓
带的小肚子疼,小肚子疼,小腹疼
从你的描述来看，尿痛，尿不舒服主要考虑是泌尿生殖系统炎症疾病导致了，比如尿道炎，前列腺等疾病,尿不舒服,排尿困难
某个姿势挤压了好像，然后就精液带血，随后排尿还继续出血。。,精液带血,精液有血
恩，那你这个情况考虑是射精功能障碍的情况了，这个情况还是比较严重的,射精功能障碍,不射精
恩，那你这个情况还是比较严重的，属于射精功能障碍，射精无力，或者逆行射精的情况了,射精功能障碍,不射精
小肉粒还在，包皮翻不开了，一翻就疼,小肉粒,小肉球
和女朋友做爱，龟头没有快感，不坚挺，射精也快,不坚挺,硬度不够
因先天发育不良 后天劳倦 纵欲 饮酒或生活工作环境等诸多因素都会影响到男性生理健康，导致各种各样的男性疾病，如精液不液化、少精或无精子、精子形态异常等都会导致男性不育,无精子,精液量少
没有的话还好，你的情况来看，主要考虑是性神经敏感度高，内分泌激素失调等引起的早泄症状，因为正常男性性交时间都是在15分钟左右的,内分泌激素失调,其他
有尿但总觉得尿不干净，尿不痛快，吃奥复沙星行吗？,尿不干净,尿不尽
有尿但总觉得尿不干净，尿不痛快，吃奥复沙星行吗？,尿不痛快,排尿困难
嗯 那你目前性功能一直是在下降的状态的 这个是阳痿初期得 表现的 就是长期射精快不控制就会这样 所以不要在自己处理了  不要等插不进去 或是无法勃起在治疗那只能手术无疑了,无法勃起,硬不起来
现在就是小便有点痛  包皮龟头露出来就皱皱的  湿了就有点轻微红,小便有点痛,尿痛
勃起困难，没几下就射了。,没几下就射了,早射
腰酸背痛，阴囊潮湿，,腰酸背痛,腰酸乏力
这个疾病是有一个发展过程的，起初勃起下降，中途疲软，后期严重会出现勃起困难就是咱们所说的阳痿了。,勃起下降,硬不起来
嗯，现在尿道口里面有没有感觉有灼热的情况，尿道里面有轻微疼痛呢,灼热,尿有灼热感
尿道刺痛，流黄白色液体,尿道刺痛,尿痛
敏感还好  一个是享受的时间缩短了  很容易达到想要射精的境界  另一个是达到射精临界后很难控制射精,敏感,敏感度过高
恩，现在是完全不能勃起了，还是勃起困难 勃起时间短，勃起之后硬度不够？,勃起时间短,早射
射出来的精子发黄跟果粒橙似的,精子发黄,精液发黄
现在红痘痘是一个还是多个呢,红痘痘,长痘
病菌依附在你皮肤黏膜，刺激黏膜组织受损，出现瘙痒，疙瘩，当病菌侵入皮肤深处，可以出现溃疡，糜烂，流分泌物，这些是病情发展的一个过程,流分泌物,分泌物
平时有异味 瘙痒 排尿疼痛 吗,排尿疼痛,尿痛
全身无力,全身无力,腰酸乏力
而且肿和灼热也没有了,灼热,尿有灼热感
现在破皮以及瘙痒的面积有在增大吗,破皮,伤口破裂
我昨晚吃了一片没有反应，勃不起来,勃不起来,硬不起来
那摸着睾丸内部有没有小肿块的存在， 或阴囊表面能否看到粗大的血管呢？,小肿块,小包
就是有白色的污垢是吗？是否还伴有刺痒，红肿或是脱皮吗？,白色的污垢,白的东西
然后前一段时间小便尿道痛,小便尿道痛,尿痛
现在疼痛是持续疼，还是一阵一阵的？,持续疼,有点疼
今年三十一岁，从今年的，6月份开始发痒,发痒,痒
是的，阴囊有潮湿，有种湿湿的感觉,湿湿,潮湿
当时就是尿道口疼痛，有脓,有脓,流脓
这个红点是凸起的 还是与皮肤持平的？出现多久了,红点是凸起,红点
你好，阴囊局部出现瘙痒 化脓，这个是说明你阴囊局部出现感染了,化脓,流脓
不正常   晨勃是性功能的标志  晨勃一般出现减弱，则代表性功能再逐步下降，进一步导致完全勃不起来。,完全勃不起来,硬不起来
小便有刺痛吗,小便有刺痛,尿痛
手淫，往往容易产生追悔、羞愧、忧虑等复杂心理状态，并容易产生疲倦、腰酸腿软、精神萎靡、性欲减退、早泄、遗精、不射精等性功能衰退症状。严重时可导致神经衰弱以及不育.,腰酸腿软,腰酸乏力
因为现在尿路里面感染的病菌刺激尿路组织，排尿就会出现这种灼热感，趁着病菌还没入侵严重前，咱们明确病菌种类，对症治疗都好恢复，,灼热感,灼热
我小便黄,小便黄,尿黄
恩，咱们排尿的过程中除了这个尿道痒的情况是否还有尿频，尿不尽，尿道灼热，尿等待等情况呢,尿道痒,尿道有点痒
这样   你微信多少 ?   我先加下你把  你发一个局部红疙瘩的照片给我看一下 我好判断你的目前严重情况给你分析指导处理,红疙瘩,长疙瘩
是尿道内有脓性分泌物流出来是吧？,脓性分泌物,流脓
同房时很快就射了。硬度也不够是怎么回事呢,硬度也不够,硬度不够
你目前性生活的时候是不是感觉龟头敏感 控制不住射精呢,龟头敏感控制不住射精,龟头敏感
我龟头上有白色分泌物,龟头上有白色分泌物,龟头有白色分泌物
分泌物是豆腐渣样的吗，是不是能清洗掉，但是还是会反复的出现呢,豆腐渣样,其他
恩，是出现了勃起困难，不持久，中途有疲软，硬度不够的情况是吗？,中途有疲软,中途疲软
是完全不勃起还是中途疲软 硬度不足？,硬度不足,硬度不够
小腹坠胀 阴囊潮湿 腰酸乏力 睾丸不舒服的感觉  您有没有?,睾丸不舒服,睾丸疼
是完全无法勃起，还是说勃起困难呢？,无法勃起,硬不起来
今年多大年纪了 ?疙瘩体积大吗?是硬的还是软的 ？,硬的,有点硬
左下腹痛，小便尿不尽的感觉。,小便尿不尽,尿不尽
是有点潮湿，腰还疼,有点潮湿,潮湿
有疼痛 瘙痒吗  今年多大年龄？,疼痛瘙痒,痒
没有。就是精液黄 有点可怕,精液黄,精液发黄
我最近鸡巴疼,鸡巴疼,阴茎疼
恩 目前是不是在性生活过程中感觉比较敏感控制不了射精就射精了,控制不了射精,早射
咱们排尿刺痛的情况有多长时间了,排尿刺痛,尿痛
除了这个左下腹疼痛  平常有没有尿频 尿急 尿不尽 尿分叉的情况,左下腹疼痛,小腹疼
目前咱们有分泌物流出吗？,分泌物流出,分泌物
有没有射精痛，不适感，性欲减退等情况,射精痛,射精痛
还发痒,发痒,痒
没有，就有点痛，,有点痛,有点疼
阴囊出汗怎么回事,阴囊出汗,睾丸潮湿
我只能说鬼头很敏感,鬼头很敏感,龟头敏感
尿隐血和睾丸疼痛没有直接的关系，你现在排尿时会有红色或者血丝吗？,尿隐血,小便出血
恩，尿道瘙痒、有时有白色分泌物，你的情况是考虑尿道感染了,尿道瘙痒,尿道有点痒
早泄和精液少,精液少,精液量少
时间也不短了，那是不是出现勃起困难，硬度也不够了呢、,硬度也不够,硬度不够
你的情况来看，主要考虑是阴茎血流量供血不足，内分泌激素失调，手淫，以及前列腺疾病等都引起的阳痿症状,内分泌激素失调,其他
平时排尿有异常吗，尿频，尿急，尿痛，尿不尽，尿滴沥，尿分叉，尿等待等,尿滴沥,尿不尽
没有，就是有异味，粘潮湿,有异味,有异味
你现在是勃起不见 中途疲软还是完全勃不起来？,勃起不见,硬度不够
以前勃起没事，就是这两三个月感觉勃起费劲了有时候还起不来,勃起费劲,硬不起来
同房时间短怎么回事,同房时间短,早射
有失眼，阴囊湿。,阴囊湿,睾丸潮湿
瘙痒是越挠越痒吗,越挠越痒,痒
没脱皮，就会骚痒,骚痒,痒
尿道痛,尿道痛,尿痛
就小便时痛,小便时痛,尿痛
嗯，包皮痒多考虑是有病菌刺激，感染的情况了，是内侧还是外侧痒呢？,包皮痒,包皮痒
平时自己是不是房事的时候刚开始接触摩擦自己控制不了射精呢,控制不了射精,早射
他说他有口腔溃疡就是那一次,口腔溃疡,其他
