,uuid,sentence,label
3079,E8239900055910021,一周是一个星期吗？,无
3080,E8239900056161023,就是不能同房嘛,咨询注意事项
3081,E8239900056425016,我先咨询一下医生,无
3082,E8239900056505025,这个是我的QQ号,确定联系意愿
3083,E8239900056836001,检查染色体需要注意什么,咨询注意事项
3084,E8239900056846009,你们可以给我电话么，，,确定联系意愿
3085,E8239900056973001,不小心怀孕吃什么可以流掉,咨询食疗
3086,E8239900057279021,经期来潮3－5天之内早上9点左右空腹检查？,咨询注意事项
3087,E8239900057598006,我做了结扎7年了可以做复通术吗？年龄45岁了,咨询手术
3088,E8239900057639029,复通手术痛苦吗,咨询疼痛程度
3089,E8239900057684013,一起做手术,无
3090,E8239900057904010,我现在在上班，不方便，晚上你打我电话18590909995,确定联系意愿
3091,E8239900057939001,痛经 吃什么 能缓解,咨询食疗
3092,E8239900058248032,@qq.com,无
3093,E8239900058441011,生活中要不要注意什么,咨询注意事项
3094,E8239900059093001,老师？,无
3095,E8239900059543001,这个影响娃娃成长不,咨询危害
3096,E8239900059757003,你打过来可以吗,确定联系意愿
3097,E8239900059784010,孕前  做些什么,咨询注意事项
3098,E8239900059791006,要吃一次就可以吗？,咨询食疗
3099,E8239900060070011,打针有啥副作用？,咨询副作用
3100,E8239900060583014,做视管不是更快吗,咨询项目介绍
3101,E8239900060651007,月经干净后三天就可以安吗,无
3102,E8239900060755007,需不需要注意什么？,咨询注意事项
3103,E8239900060810005,一个多月吗？,无
3104,E8239900061175003,现在有人吗,无
3105,E8239900061258001,孕妇刚怀孕注意事项,咨询注意事项
3106,E8239900061398010,我吃什么东西能补回来,咨询食疗
3107,E8239900061829007,想问一下做完息肉吃很么预防呢,咨询食疗
3108,E8239900061924028,一般就喝热水或者红糖姜茶,描述就诊史
3109,E8239900061943016,大概好久,无
3110,E8239900061979008,听说月经完了不过性生活才能取？是这样吗？,咨询术前准备
3111,E8239900061999040,到你们那吗？,确定预约时间
3112,E8239900062021018,要不你跟我电话聊吧，打字可能我不太懂😅,确定联系意愿
3113,E8239900062058001,你好，我今天在小医院做了人流手术，听他们说是个不正规医院,描述就诊史
3114,E8239900062454022,不是说含有雌激素的不能吃,咨询食疗
3115,E8239900062531018,主要是我很怕痛。,咨询疼痛程度
3116,E8239900062897009,戴安全套，安全期的话一般就没有怎么注意,无
3117,E8239900063260005,没有不痛,无
3118,E8239900063364001,您好怀孕的女人可以吃蜂蜜吗,咨询食疗
3119,E8239900063387001,男人备孕需要注意哪些,咨询注意事项
3120,E8239900063701028,就让做手术吧,无
3121,E8239900063884006,就问公立还是私立,咨询公立私立
3122,E8239900063937016,还有就是我想问下  如果唉堵  疏通之后   后面还会在堵吗,咨询疗效
3123,E8239900064156015,发号码,咨询电话
3124,E8239900064170004,术前要准备些什么,咨询术前准备
3125,E8239900064544001,子宫切除后，生活方面哪些不宜吃？,咨询食疗
3126,E8239900064547002,该吃什么,咨询食疗
3127,E8239900064751003,你是医生吗在那里呢,咨询公司介绍
3128,E8239900064889004,切除后影响身体健康吗,咨询副作用
3129,E8239900065051003,你是女医生还是男医生？,无
3130,E8239900065561021,她明天要上班嘛？,咨询上班时间
3131,E8239900065811016,你们中午可以检查不啊？我只有中午两个小时时间,确定预约时间
3132,E8239900066062002,这个是不是时间太短了,无
3133,E8239900066063001,请问刚刚怀孕需要注意些什么,咨询注意事项
3134,E8239900066102008,我想了解一下，可以吃些什么对身体好,咨询食疗
3135,E8239900066224008,一般是好久,无
3136,E8239900066378018,需要住院吗？还是当天做好就可以走,咨询住院
3137,E8239900066504003,需要准备些什么呢,咨询注意事项
3138,E8239900066574002,打造影会不会痛,咨询疼痛程度
3139,E8239900066700015,在大夫指导下同房？,无
3140,E8239900066735001,精子不够活越吃什么食物,咨询食疗
3141,E8239900066962002,请问做试管婴儿是不是特别痛苦,咨询疼痛程度
3142,E8239900066972026,最近需要注意饮食上吗,咨询食疗
3143,E8239900067298013,在华阳也可以坐地铁了,无
3144,E8239900067532011,不知道找什么医生,咨询专家
3145,E8239900067715002,送子鸟医院是公立的还是私立的,咨询公立私立
3146,E8239900067737014,就想问问要需要多长时间,咨询疗程
3147,E8239900067794023,还想知道结扎了对身体好不好,咨询副作用
3148,E8239900067826018,礼拜二上班,无
3149,E8239900068159022,就想知道，从打针开始到如果顺利怀孕要多久,咨询疗程
3150,E8239900068407001,打两次小孩会不会影响以后怀孕,咨询副作用
3151,E8239900068509005,11.1号的手术,描述就诊史
3152,E8239900068727061,造影可疼了,咨询疼痛程度
3153,E8239900068939018,QQ号行不行,确定联系意愿
3154,E8239900069315001,月经来可不可以运动,咨询注意事项
3155,E8239900069347007,哪是好久啊,无
3156,E8239900069471001,是的 我想问一下成都华西附二医院 不孕不育哪个专家好,咨询专家
3157,E8239900069730002,可以和男朋友同房吗,咨询注意事项
3158,E8239900069940013,有住院的,无
3159,E8239900069968000,怀二胎需要注意什么,咨询注意事项
3160,E8239900070526010,来月经能同房吗,咨询注意事项
3161,E8239900070968003,不知道是多久,无
3162,E8239900071147002,我想过来看一下妇科病，又不知道坐什么车。,咨询路线
3163,E8239900071211033,医生，怎么称呼你,无
3164,E8239900071245006,请问一下吃促排卵的药和打针需要多久？,咨询疗程
3165,E8239900071495013,要几天,咨询疗程
3166,E8239900071685003,孕吐不想吃饭的,描述症状
3167,E8239900071764003,初次来月经以后才可以吗？,咨询注意事项
3168,E8239900071817001,清宫一般需要多长时间，孕妇一般醒来时间是多少？,咨询手术时长
3169,E8239900072141001,排卵期能同房吗？,无
3170,E8239900072996003,我想请问一下做试管婴儿要多长时间,咨询手术时长
3171,E8239900073101025,你是刚才那位吗,无
3172,E8239900073303004,把内裤都要打湿,无
3173,E8239900073477018,手术后制好率多少,咨询疗效
3174,E8239900073999005,一般多久会又粘连了,咨询项目介绍
3175,E8239900074131010,后期会不会转成头位，或者有啥辅助方法吗,咨询治疗方式
3176,E8239900074355056,你们是公立的吗还是私立医院,咨询公立私立
3177,E8239900074364011,今天心电的下班了,无
3178,E8239900074386007,好的 QQ吧 2991367987,确定联系意愿
3179,E8239900074506001,医生，在不,无
3180,E8239900074693007,应该几天,无
3181,E8239900074841007,你还是那个丽娜老师吗,咨询专家
3182,E8239900074947013,那我请问一下，你们这个是私人医院还是公立医院呢？,咨询公立私立
3183,E8239900075080009,行吧，那平时应该注意什么呢,咨询注意事项
3184,E8239900075147001,你们节假日上班吗,咨询上班时间
3185,E8239900075588003,月经期间可以碰水吗,咨询注意事项
3186,E8239900075996007,要多厚才来,无
3187,E8239900076347009,那采取措施同房的应该可以上,咨询注意事项
3188,E8239900076577016,备孕平时需要注意什么？,咨询注意事项
3189,E8239900077125009,孕期40天检查孕酮只有14.67医生开了黄体酮注射液打了十支，现在孕期50天16.57也说低，又喊再继续打，会不会有什么副作用或者对胎儿不好呢？,咨询副作用
3190,E8239900078609012,如果剖腹产应该提前住院吧？,咨询注意事项
3191,E8239900078627003,帮我看一下这个手术算小手术还是大手术,咨询手术
3192,E8239900078825008,一周以为安是吧,无
3193,E8239900078884003,尽量哦什么咯破咯咯痛死了轮胎自己揉揉头淋漓尽致扣扣扣你扣扣可以灭了俺婆孙悟空是,无
3194,E8239900079129010,不坐月吗,无
3195,E8239900079268016,怕痛，又怕感染,无
3196,E8239900079863014,之前有个朋友做过这个检查说她通而不畅，影响受孕吗,咨询危害
3197,E8239900080141003,需要手术,咨询手术
3198,E8239900080249001,造影有疼痛吗？,咨询疼痛程度
3199,E8239900080397023,做了造影万一两个月内怀孕有影响吗,咨询副作用
3200,E8239900080530005,必须要做手术吗,咨询手术
3201,E8239900080570007,第三次会不会有什么风险呢？,咨询危害
3202,E8239900081579023,手术是小手术还是大手术,咨询手术
3203,E8239900082501029,对的！这是QQ号,确定联系意愿
3204,E8239900083446015,做了后，对人有什么影响,咨询副作用
3205,E8239900083698008,我问的是私立还是公立,咨询公立私立
3206,E8239900084153038,这个手术是不好做吗,咨询手术
3207,E8239900085650003,他怕痛，我没就没弄，但是他流血了,描述症状
3208,E8239900085788007,亲手术时间多长,咨询手术时长
3209,E8239900085886009,无痛得有没有影响？对身体,咨询副作用
3210,E8239900086004016,在QQ上说,确定联系意愿
3211,E8239900086546019,一天就能排出来吗,咨询疗程
3212,E8239900086741006,大概都是几天,咨询疗程
3213,E8239900086889008,最近一个月一直上四点到十二点的班,无
3214,E8239900087615018,现在都下班了,无
3215,E8239900087725011,用减肥产品会导致这种情况吗,咨询危害
3216,E8239900087870008,假如怀孕了打那个有影响吗,咨询副作用
3217,E8239900088353014,扣扣2832043613,确定联系意愿
3218,E8239900088373014,当地三甲医院,无
3219,E8239900088585022,不是说十天左右就可以吗？,无
3220,E8239900089144021,这个一般都要一个多星期,无
3221,E8239900089757003,几周才看的到呢,咨询检查最佳时间
3222,E8239900089906032,网名，如果有你,确定联系意愿
3223,E8239900090289003,那个是正常的吗还是需要手术啊,咨询手术
3224,E8239900090657006,已经已经入院准备手术，手术前应做那些检查，血糖偏高会不会影响手术,咨询危害
3225,E8239900090762002,做手术要多久时间,咨询手术时长
3226,E8239900091010017,不能加QQ微信,确定联系意愿
3227,E8239900091012001,试管前需要做什么,咨询术前准备
3228,E8239900091813001,做了结扎复通手术要住院吗？,咨询住院
3229,E8239900092315008,我检查都已经检查了，可以直接来医院做手术吗？,确定预约时间
3230,E8239900092744001,剖腹产术后粘连什么感觉,咨询项目介绍
3231,E8239900092934015,哦，现在成都那边能安排手术吗,确定预约时间
3232,E8239900093351007,痛而不畅也可以？,无
3233,E8239900093373008,想要又怕有影响,咨询危害
3234,E8239900093537017,这些问题有什么后遗症吗,咨询危害
3235,E8239900094054002,有没有无痛的？,咨询疼痛程度
3236,E8239900094516006,不是3天吗,无
3237,E8239900094994008,痛得非常厉害。,描述症状
3238,E8239900095410012,那如果吃了有什么副作用吗,咨询药物
3239,E8239900095792010,这几天医院还没上班啊,咨询上班时间
3240,E8239900095901019,你们是正规医院🏥吗？,咨询公立私立
3241,E8239900096196010,嗯，你们什么时间上班,咨询上班时间
3242,E8239900096372015,比如有后遗症这些没有,咨询危害
3243,E8239900096436011,就是叫住院,描述就诊史
3244,E8239900097005019,要多久才可以呢？,咨询疗程
3245,E8239900097265020,那他可以晚几年再去不？,无
3246,E8239900097429003,我想住院手术,确定预约时间
3247,E8239900097972053,所以很纠结，去3甲呢？又太慢，私立的，又怕不保险,无
3248,E8239900098133000,请问你们在正常上班了吗,咨询上班时间
3249,E8239900098400001,做结扎手术痛苦吗,咨询疼痛程度
3250,E8239900098433007,主要是我打算近期再去做个近视眼镜手术，需要表麻。做了近视手术后，需要再过三个月哇,无
3251,E8239900098475013,我问你们医生今天上班没？你问我那么多信息干嘛？难道你给我看病吗？,咨询上班时间
3252,E8239900098526001,有人在吗?,无
3253,E8239900098681010,大楷要几个月呢,无
3254,E8239900099190010,有大巴坐到成都车站,无
3255,E8239900099330015,我超级怕痛,无
3256,E8239900099429016,听说无痛2000,咨询价格
3257,E8239900099445015,好久上班,无
3258,E8239900099472004,要住几天院吗,咨询恢复期
3259,E8239900100388002,通水有多痛,咨询疼痛程度
3260,E8239900100555001,备孕前需要做哪些准备,咨询注意事项
3261,E8239900100821011,不是吧  只是要不要的痛一下,无
3262,E8239900100899020,是扣扣,确定联系意愿
3263,E8239900101138090,转线不,无
3264,E8239900101369010,不痛？,咨询疼痛程度
3265,E8239900101399004,你们公立,咨询公立私立
3266,E8239900101472005,需要这么久吗？,无
3267,E8239900101571039,手术前，手术室，手术时，还没有手术，准确手术那候儿,无
3268,E8239900101571041,准备手术那时,无
3269,E8239900101667021,考虑转院,无
3270,E8239900101946031,生化了会有什么影响不,咨询危害
3271,E8239900102143024,你们医院是公立的还是私立的呢,咨询公立私立
3272,E8239900102273012,到医院怎么做,无
3273,E8239900102998015,我相信你们没开工所以没问,无
3274,E8239900103523033,不知道，该怎么去你们的医院，所以我想问一下,咨询路线
3275,E8239900103579006,还没做呢！我是问术前。,咨询术前准备
3276,E8239900103809014,但是我的不是一般的痛,描述症状
3277,E8239900103916012,疼的地方不一样,描述症状
3278,E8239900103981008,一个私立医院,无
3279,E8239900104022015,手术麻烦痛苦吗,咨询疼痛程度
3280,E8239900104408001,你好，医院几点下班,咨询上班时间
3281,E8239900104568006,公交车能直接到吗？,咨询路线
3282,E8239900104927039,我现在找个qq哈！,确定联系意愿
3283,E8239900105484045,可是太疼了,无
3284,E8239900105886003,这种情况一定要手术吗,咨询手术
3285,E8239900106173019,做了复通手术，需要住院几天,咨询恢复期
3286,E8239900106853001,孕期打生长素对胎儿有什么影响,咨询副作用
3287,E8239900108115024,一到半痛的很厉害,描述症状
3288,E8239900108238008,有啥副作用吗,咨询副作用
3289,E8239900110029006,现在还小，住院治疗,无
3290,E8239900110555015,做这个手术要住院吗,咨询住院
3291,E8239900110760001,有人在不.,无
3292,E8239900110841013,不是，我咨询的是做了后，对身体有伤害吗,咨询副作用
3293,E8239900110884001,请问腹腔镜手术要备皮吗？,咨询手术
3294,E8239900110992007,几天可以,无
3295,E8239900111305005,哦哦，那要多久才能看到,咨询检查最佳时间
3296,E8239900111417022,华西医院星期六是不是也可以检查，化验血那些,咨询公司介绍
3297,E8239900111900014,可以做手术是吗？,咨询手术
3298,E8239900112124012,不住院，不吃药，那种,咨询治疗方式
3299,E8239900112598001,你前需要做什么准备？,咨询注意事项
3300,E8239900113422008,不用住院啊,无
3301,E8239900113937021,这个手术会不会再次堵咯,咨询疗效
3302,E8239900114072005,吸多久呢？,无
3303,E8239900114401012,不知道你医院在那里几号上班,咨询地址
3304,E8239900114730006,各种恐吓吓人的话让你马上动手术,无
3305,E8239900114792018,昨天那个是私人医院 小的很一个,无
3306,E8239900115169008,是国家级还是私人级,咨询公立私立
3307,E8239900115351012,她听说第三代技术成功率高,咨询疗效
3308,E8239900115549013,A级10a+,描述症状
3309,E8239900115835001,你好，我想问一下你们那里可以做复通手术吗？,咨询手术
3310,E8239900115996003,30岁elias的正常值是多少呢？,咨询项目介绍
3311,E8239900117407007,做手术一次可以成功吗,咨询疗效
3312,E8239900117434012,你们医院是公立医院嘛,咨询公立私立
3313,E8239900117449008,手术麻烦不？,咨询手术
3314,E8239900117563010,就是手术安全吗,咨询副作用
3315,E8239900118631002,人授几次能成功,咨询疗程
3316,E8239900119235035,这个对再生子女健康有没有什么影响呢？,咨询危害
3317,E8239900119257018,大概要多久也,咨询疗程
3318,E8239900121424015,哪里正规一点哦,咨询公司介绍
3319,E8239900121767022,一般三甲医院可以做不,咨询公司介绍
3320,E8239900121785018,大概时间要多久呢,咨询疗程
3321,E8239900121956014,药物治疗必须住院吗？,咨询住院
3322,E8239900122562020,也是外面的私立医院,无
3323,E8239900122608046,太慢了要几天才拿的到,无
3324,E8239900122621009,需要马上手术吗,咨询手术
3325,E8239900123599017,周末上班不,咨询上班时间
3326,E8239900124493005,不是说一个星期就可以嘛,无
3327,E8239900125117015,私人医院嘛,咨询公立私立
3328,E8239900125479020,是不是刀口的问题,咨询病因
3329,E8239900125541001,你们医院性质,咨询公立私立
3330,E8239900125570006,那要去有几年了,无
3331,E8239900126358004,输卵管碘油造影的副作用是什么,咨询副作用
3332,E8239900126900003,请问下备孕前需要做些啥,咨询注意事项
3333,E8239900127315008,要多少天？,咨询疗程
3334,E8239900127787004,在上班，,无
3335,E8239900128847004,一般那个值，达到好多才不会被生化,无
3336,E8239900129277001,我想咨询“输卵管通液要多久”,咨询手术时长
3337,E8239900129622006,有必要做二次手术嘛？,咨询手术
3338,E8239900130323033,植入一次成功的概率大不？,咨询疗效
3339,E8239900130798001,电焊会应响性生活吗,咨询危害
3340,E8239900131076001,做了碎石手术会导致不孕吗,咨询副作用
3341,E8239900131184008,这个是QQ,确定联系意愿
3342,E8239900131199017,肚子会大吗,咨询项目介绍
3343,E8258000000001025,打错了,无
3344,E8258000000004041,我感觉肯定有问题,无
3345,E8258000000006031,没有切除这一侧是做过开创手术，把输卵管里的取出后再缝合,描述就诊史
3346,E8258000000008015,我一个月连续吃了4次避孕药,描述就诊史
3347,E8258000000008035,因为这个吗,咨询病因
3348,E8258000000014025,检查结果出来的时候我有梅毒但是已经打了三针了，可是没有传染给我老公,描述就诊史
3349,E8258000000015012,6天，前3天较多呢,描述症状
3350,E8258000000016013,过几天准备去医院检查,确定预约时间
3351,E8258000000017012,我还是直接去医院吧，谢谢！,无
3352,E8258000000020008,子宫有增大，有痛经,描述症状
3353,E8258000000022021,大概知道吧,无
3354,E8258000000038014,做过了,描述就诊史
3355,E8258000000044016,我想问一下，我会是封闭抗体阴性吗？,咨询项目介绍
3356,E8258000000049039,我是不是走错医院了,无
3357,E8258000000050018,几个月或半年,无
3358,E8258000000054024,还得看,无
3359,E8258000000064011,我去年做的宫外孕手术，右边输卵管切除，,描述就诊史
3360,E8258000000076018,不确定  四周不光滑,描述症状
3361,E8258000000078019,不知道该怎么办，现在那医院把我的联系全部删除拉黑了,咨询治疗方式
3362,E8258000000084008,第一个,无
3363,E8258000000084024,我没有和她们在一起,无
3364,E8258000000087013,现在内裤在我手里,无
3365,E8258000000087017,金牛区,无
3366,E8258000000095014,前后径4.3,描述症状
3367,E8258000000097002,不排卵怎么会是,无
3368,E8258000000107010,也有药流好几次,描述就诊史
3369,E8258000000109008,都做了几年了,描述就诊史
3370,E8258000000111002,没有怀孕怎么会发吐,咨询病因
3371,E8258000000115004,精子畸形化8.0,描述症状
3372,E8258000000127024,医生说是胚胎停止发育,描述就诊史
3373,E8258000000129013,他就死了,无
3374,E8258000000130020,医生说我们都是正常的,描述就诊史
3375,E8258000000138010,雌激素又偏低,描述症状
3376,E8258000000149003,避孕药是在做爱前吃还是做完爱后再吃,咨询药物
3377,E8258000000154018,是什么,无
3378,E8258000000157010,我倒是很想有啊,无
3379,E8258000000159006,左侧没有什么影响，但是也没有检查过,描述就诊史
3380,E8258000000167004,请问精子的畸形率怎么算,无
3381,E8258000000167018,你刚刚说考虑是什么,无
3382,E8258000000172017,我要20号去市医院检查，就是想咨询一下B超能看到吗？,咨询检查方式
3383,E8258000000172020,嗯嗯，好的,无
3384,E8258000000181011,做宫腹腔镜需要多少钱，做手术过程是多长时间,咨询价格
3385,E8258000000182003,我切了左侧输卵管。20多天了，可以上班了吗,咨询恢复期
3386,E8258000000183016,这个上面不能发图片吗？,无
3387,E8258000000215021,手术后月经后恢复正常嘛,咨询疗效
3388,E8258000000216017,谢谢你，改天再咨询,无
3389,E8258000000221004,你好，我想问一下，我老婆怀小孩，为啥会掉,咨询病因
3390,E8258000000224001,华西医院？,咨询公司介绍
3391,E8258000000231003,没有做好久,无
3392,E8258000000234002,有炎症会影响小孩吗？,咨询危害
3393,E8258000000234048,好的，谢谢！,无
3394,E8258000000238045,我自己都不知道咋会回事,咨询病因
3395,E8258000000238062,我真的不知道自己什么时候得过，更没有治疗过，不知道什么原因,咨询病因
3396,E8258000000238080,两个都要咨询的,无
3397,E8258000000238089,成都吗,咨询地址
3398,E8258000000243024,不用 你直接说 我这个情况得多少 到时候直接去再问问,无
3399,E8258000000264030,血的报告孕酮报告没出来,描述就诊史
3400,E8258000000272014,四川攀枝花,无
3401,E8258000000275051,都可以,无
3402,E8258000000275056,试纸不行吗,咨询检查方式
3403,E8258000000277007,都江堰市医疗中心,无
3404,E8258000000287030,导致的,无
3405,E8258000000294028,我是说如果要手术的话,无
3406,E8258000000316028,我是四川甘孜州的,无
3407,E8258000000318007,都在一起半年多了,无
3408,E8258000000321013,哦谢谢，,无
3409,E8258000000324023,就是阴道，干涩，和有点刺痛感去的,描述症状
3410,E8258000000333004,最近一次射精 少精,描述症状
3411,E8258000000334043,这个是你吗？,无
3412,E8258000000337008,我的在右边呢,无
3413,E8258000000344004,已经结扎几年了,描述就诊史
3414,E8258000000345024,你可以先给我讲一下多少费用吗,咨询价格
3415,E8258000000346004,怀孕36天做'b超未见胎心有影响吗,咨询危害
3416,E8258000000352023,什么检查可以看出呢,咨询检查方式
3417,E8258000000352116,耐心的解答,无
3418,E8258000000371001,王医生，您好,无
3419,E8258000000375019,还可以,无
3420,E8258000000378004,请问下清洁度为二，线索细胞1−20能做造影吗,咨询检查方式
3421,E8258000000382013,18382404712这是我的微信,确定联系意愿
3422,E8258000000386020,谭医生,咨询专家
3423,E8258000000390005,不是啊,无
3424,E8258000000397008,5月24号做了手术，25号开始吃地屈孕酮片20天，今天月经第三天，月经量很少,描述就诊史
3425,E8258000000406008,但是不腹痛,描述症状
3426,E8258000000415028,我就是想知道这是什么原因造成的宫外孕，需要做输卵管造影吗,咨询检查方式
3427,E8258000000424021,这是我一个朋友,无
3428,E8258000000433012,什么原因才导致精子少,咨询病因
3429,E8258000000449017,左侧卵泡见多个卵泡，最大直径约0.7cm,描述症状
3430,E8258000000451021,颜色是正常的,描述症状
3431,E8258000000453026,片子我扔了,无
3432,E8258000000454017,也没有，但是尿检了的,描述就诊史
3433,E8258000000457004,男人不出精是怎么回事,咨询病因
3434,E8258000000457010,这十年男人就是不放精,无
3435,E8258000000458083,哦哦 好的 我去官网看看,无
3436,E8258000000472003,可以骑自行车不,咨询注意事项
3437,E8258000000482003,我想问个问题,无
3438,E8258000000485035,做手术需要多少钱,咨询价格
3439,E8258000000504006,请问做这个痛不痛,咨询疼痛程度
3440,E8258000000504027,自己医院打的所以没出报告,描述就诊史
3441,E8258000000504028,只是看了一哈情况,无
3442,E8258000000504052,这种情况是不是就自己腌了嘛,无
3443,E8258000000510009,这个是会影响胎停育吗？,咨询危害
3444,E8258000000516011,孕酮有点低。,描述症状
3445,E8258000000527023,还没有确定,无
3446,E8258000000528003,吃避孕药不会怀孕吗,咨询药物
3447,E8258000000531007,什么4什么,无
3448,E8258000000534003,我想咨询一下，结婚四五个月了，还没有怀孕怎么回事,咨询病因
3449,E8258000000534008,男的26女的24,无
3450,E8258000000538009,对身体有什么不好x,咨询危害
3451,E8258000000539016,我的，微信。15117401108,确定联系意愿
3452,E8258000000542007,他们不是说3个月就可以了吗,无
3453,E8258000000549016,我回家发给你啊,无
3454,E8258000000557020,交往了一个月差不多,无
3455,E8258000000563006,十年了，四十岁丁,无
3456,E8258000000572015,可以结扎吗那个时候,咨询手术
3457,E8258000000573033,這是我的微信號,确定联系意愿
3458,E8258000000580000,在吗大夫,无
3459,E8258000000580009,怎么不说话大夫？,无
3460,E8258000000581011,多少呢,无
3461,E8258000000585003,我想问一下,无
3462,E8258000000601011,我34，老公38,无
3463,E8258000000612003,上班时间没法请假,无
3464,E8258000000612025,嗯。谢谢您！我之后需要打B超的话联系您。,确定联系意愿
3465,E8258000000612030,我加您。,确定联系意愿
3466,E8258000000615010,女人怀不上哪些原因,咨询病因
3467,E8258000000622009,在南充,无
3468,E8258000000625007,但是当时不知道啊,无
3469,E8258000000627006,今天我走多了上厕所又有点出血,描述症状
3470,E8258000000634018,这个没查,描述就诊史
3471,E8258000000635008,卵泡不发育,描述症状
3472,E8258000000636001,精子存活率底,描述症状
3473,E8258000000638029,这们医院是公立医院,咨询公立私立
3474,E8258000000657008,结婚7年没有娃娃,无
3475,E8258000000664019,哦，那能行吗,无
3476,E8258000000667040,我加你们这个医院的微信,咨询微信
3477,E8258000000668011,我老公不在家,无
3478,E8258000000670001,孕前检查一般检查些什么项目,咨询检查方式
3479,E8258000000682003,孕前检查男女都查什么，需要怎么做,咨询检查方式
3480,E8258000000685045,就是不知道怎么调理,咨询治疗方式
3481,E8258000000688006,左右都有,无
3482,E8258000000692004,今年71岁，近几月同房无精液问故？怎么办？,咨询治疗方式
3483,E8258000000705042,谢谢医生,无
3484,E8258000000722007,老公33，我31,无
3485,E8258000000734016,医生说可能堵了,描述就诊史
3486,E8258000000740014,我就是想咨询要好多钱还有那个医院好点,无
3487,E8258000000742022,应该都没问题吧，之前都有宝宝,咨询危害
3488,E8258000000744040,不一定要在哪个医院打的就到哪个医院检查吧,无
3489,E8258000000754051,是不是提前预约？,确定预约时间
3490,E8258000000758011,不是，她是我姐,无
3491,E8258000000759001,您好！,无
3492,E8258000000760010,没成工,无
3493,E8258000000764011,只检查输卵管通不通对身体有影响吗,咨询副作用
3494,E8258000000771017,好的，w6231061,无
3495,E8258000000772001,你好啊,无
3496,E8258000000773004,无精症能医不,咨询治疗方式
3497,E8258000000774026,额好吧,无
3498,E8258000000783019,嗯，是,无
3499,E8258000000785006,3.6,无
3500,E8258000000785029,我不知道是不是我老公也有问题,咨询病因
3501,E8258000000788006,刚结束的时候,无
3502,E8258000000795012,今天做的,描述就诊史
3503,E8258000000796009,打掉多少钱,咨询价格
3504,E8258000000800011,我们未成年,无
3505,E8258000000826007,百分之1.7,无
3506,E8258000000838041,你可以给个联系方式吗,咨询电话
3507,E8258000000839014,这个怎么做呀,无
3508,E8258000000842005,我怀不上不知道什么原因,咨询病因
3509,E8258000000842009,我30老公23,无
3510,E8258000000855022,我卖头孢,无
3511,E8258000000858034,你加吧，我嫂子,确定联系意愿
3512,E8258000000861044,说我问题不大,描述就诊史
3513,E8258000000863003,我想问一下，我之前在你们医院就诊过，但是片子跟报告单我不知道放哪里去了，有什么办法吗,描述就诊史
3514,E8258000000866004,输卵管粘连不做手术对身体有影响没有?,咨询危害
3515,E8258000000868010,38岁，结扎了十四年了，腹腔镜结扎。,描述就诊史
3516,E8258000000885005,56天呐。,无
3517,E8258000000887008,去年去做的宫外孕手术,描述就诊史
3518,E8258000000890000,怀孕早期能吃药吗,咨询药物
3519,E8258000000896006,二十八九,无
3520,E8258000000909011,女的有一个，男的没有,无
3521,E8258000000916071,染色体正常,描述症状
3522,E8258000000917025,吃了药上个月十七号,描述就诊史
3523,E8258000000920029,第一次检查各项指标还可以,描述就诊史
3524,E8258000000921003,我想咨询男人无精,咨询项目介绍
3525,E8258000000939009,刚查出来的,描述就诊史
3526,E8258000000944021,好。  四川省,无
3527,E8258000000947010,2015剖腹产的，35岁，子宫内膜医生说都很好,描述就诊史
3528,E8258000000951015,西南医学院,无
3529,E8258000000952003,取环5～6个月不怀孕是什么原因,咨询病因
3530,E8258000000962028,是电话号,确定联系意愿
3531,E8258000000970004,这此只有11.42,无
3532,E8258000000973016,请问你们地址在哪儿呢？有微信公众号吗？,咨询地址
3533,E8258000000975010,顺其自然,无
3534,E8258000000976005,第一胎药流了,描述就诊史
3535,E8258000000976012,医生，我想问什么原因可以造成不孕,咨询病因
3536,E8258000000976014,有些什么原因可以造成不孕呢,咨询病因
3537,E8258000000984027,在治疗,描述就诊史
3538,E8258000000996014,激素这些,无
3539,E8258000001003010,都在啊,无
3540,E8258000001006013,吃综药调理呢,描述就诊史
3541,E8258000001014009,需需要怎么治疗,咨询治疗方式
3542,E8258000001014022,不想发,无
3543,E8258000001015020,你微信是多少,咨询微信
3544,E8258000001020004,不早了,无
3545,E8258000001022009,之前流过产,描述就诊史
3546,E8258000001023006,我是帮别人问一下,无
3547,E8258000001025013,我的微信,确定联系意愿
3548,E8258000001029036,还需要做其他什么检查,咨询检查方式
3549,E8258000001038013,我没有打 我怎么接呀,无
3550,E8258000001053026,没看的,无
3551,E8258000001055003,我今天早上去诊所查尿,描述就诊史
3552,E8258000001055011,怀孕不能或者少吃哪些食物,咨询食疗
3553,E8258000001059016,你们在成都哪里呢？,咨询地址
3554,E8258000001063002,备孕需要检查哪些项目,咨询检查方式
3555,E8258000001072034,老师没有给我们片子,无
3556,E8258000001075006,免疫要查6项？,咨询检查方式
3557,E8258000001095018,有5年以上了，以前药物流产好几个,描述就诊史
3558,E8258000001112012,我说精子和卵子结合的意思，是不是就是把鸡鸡插进我婆娘屁股里,无
3559,E8258000001120024,就是现在检查超声就可以知道孩纸是否健康吗,咨询检查方式
3560,E8258000001159001,请问这个是维多利亚,无
3561,E8258000001164006,请问对胎儿有影响吗,咨询危害
