,bz_bio,re_bio
11377,O,O
11378,O,O
11379,O,O
11380,O,O
11381,O,O
11382,O,O
11383,O,O
11384,O,O
11385,O,O
11386,O,O
11387,O,O
11388,O,O
11389,O,O
11390,O,O
11391,O,O
11392,O,O
11393,O,O
11394,O,O
11395,O,O
11396,O,O
11397,O,O
11398,O,O
11399,O,O
11400,O,O
11401,O,O
11402,O,O
11403,O,O
11404,O,O
11405,O,O
11406,O,O
11407,O,O
11408,O,O
11409,O,O
11410,O,O
11411,O,O
11412,O,O
11413,O,O
11414,O,O
11415,O,O
11416,O,O
11417,O,O
11418,O,O
11419,O,O
11420,O,O
11421,O,O
11422,O,O
11423,O,O
11424,O,O
11425,O,O
11426,O,O
11427,O,O
11428,O,O
11429,O,O
11430,O,O
11431,O,O
11432,O,O
11433,O,O
11434,O,O
11435,O,O
11436,O,O
11437,O,O
11438,O,O
11439,O,O
11440,O,O
11441,O,O
11442,O,O
11443,O,O
11444,O,O
11445,O,O
11446,O,O
11447,O,O
11448,O,O
11449,O,O
11450,O,O
11451,O,O
11452,O,O
11453,O,O
11454,O,O
11455,O,O
11456,O,O
11457,O,O
11458,O,O
11459,O,O
11460,O,O
11461,B_medicine,B_medicine
11462,I_medicine,I_medicine
11463,I_medicine,I_medicine
11464,I_medicine,I_medicine
11465,I_medicine,I_medicine
11466,B_datetime,B_datetime
11467,I_datetime,I_datetime
11468,O,O
11469,O,O
11470,O,O
11471,O,O
11472,O,O
11473,O,O
11474,O,O
11475,O,O
11476,O,O
11477,O,O
11478,O,O
11479,B_symptom,B_symptom
11480,I_symptom,I_symptom
11481,I_symptom,I_symptom
11482,I_symptom,I_symptom
11483,O,O
11484,O,O
11485,O,O
11486,B_item,B_item
11487,I_item,I_item
11488,I_item,I_item
11489,O,O
11490,O,O
11491,O,O
11492,B_symptom,B_symptom
11493,I_symptom,I_symptom
11494,B_frequency,O
11495,I_frequency,O
11496,I_frequency,O
11497,I_frequency,O
11498,I_frequency,O
11499,O,O
11500,O,O
11501,O,O
11502,O,O
11503,B_medicine,B_medicine
11504,I_medicine,I_medicine
11505,I_medicine,I_medicine
11506,O,O
11507,O,O
11508,O,O
11509,O,O
11510,O,O
11511,O,O
11512,O,O
11513,B_pysiology,B_physiology
11514,I_pysiology,I_physiology
11515,O,O
11516,O,O
11517,O,O
11518,O,O
11519,O,O
11520,O,O
11521,O,O
11522,O,O
11523,O,O
11524,O,O
11525,O,O
11526,O,O
11527,O,O
11528,O,O
11529,O,O
11530,O,O
11531,O,O
11532,O,O
11533,O,O
11534,O,O
11535,O,O
11536,O,O
11537,O,O
11538,O,O
11539,O,O
11540,O,O
11541,O,O
11542,O,O
11543,B_pysiology,O
11544,I_pysiology,O
11545,I_pysiology,O
11546,O,O
11547,O,O
11548,O,O
11549,O,O
11550,O,O
11551,O,O
11552,O,O
11553,B_part,B_symptom
11554,I_part,I_symptom
11555,I_part,I_symptom
11556,O,O
11557,O,O
11558,O,O
11559,O,O
11560,O,O
11561,B_virus,O
11562,I_virus,B_symptom
11563,I_virus,I_symptom
11564,I_virus,I_symptom
11565,I_virus,I_symptom
11566,I_virus,I_symptom
11567,O,O
11568,O,O
11569,O,O
11570,O,O
11571,O,O
11572,O,O
11573,O,O
11574,O,O
11575,O,O
11576,O,O
11577,O,O
11578,O,O
11579,O,O
11580,O,O
11581,O,O
11582,O,O
11583,B_symptom,B_symptom
11584,I_symptom,I_symptom
11585,O,O
11586,O,O
11587,O,O
11588,O,O
11589,O,O
11590,O,O
11591,O,O
11592,O,B_datetime
11593,O,I_datetime
11594,O,I_datetime
11595,O,I_datetime
11596,O,O
11597,O,O
11598,O,O
11599,O,O
11600,O,O
11601,O,O
11602,O,O
11603,O,O
11604,O,O
11605,O,O
11606,O,O
11607,O,O
11608,O,O
11609,B_othertreatment,O
11610,I_othertreatment,O
11611,I_othertreatment,O
11612,I_othertreatment,O
11613,O,O
11614,O,O
11615,O,O
11616,O,O
11617,O,O
11618,O,O
11619,O,O
11620,O,O
11621,B_check,B_check
11622,I_check,I_check
11623,O,O
11624,O,O
11625,O,O
11626,O,O
11627,O,O
11628,O,O
11629,O,O
11630,O,O
11631,O,O
11632,O,O
11633,O,O
11634,O,O
11635,O,O
11636,O,O
11637,B_symptom,B_symptom
11638,I_symptom,I_symptom
11639,I_symptom,I_symptom
11640,O,O
11641,O,O
11642,O,O
11643,B_symptom,B_item
11644,I_symptom,I_item
11645,I_symptom,I_item
11646,O,O
11647,O,O
11648,O,O
11649,O,O
11650,O,O
11651,O,O
11652,B_datetime,B_datetime
11653,I_datetime,I_datetime
11654,I_datetime,I_datetime
11655,I_datetime,I_datetime
11656,I_datetime,O
11657,O,O
11658,O,O
11659,O,O
11660,O,O
11661,O,O
11662,O,O
11663,O,O
11664,B_pysiology,O
11665,I_pysiology,O
11666,O,O
11667,O,O
11668,O,O
11669,O,O
11670,O,O
11671,O,O
11672,B_pysiology,B_physiology
11673,I_pysiology,I_physiology
11674,O,O
11675,O,O
11676,O,O
11677,O,O
11678,O,O
11679,O,O
11680,B_pysiology,B_physiology
11681,I_pysiology,I_physiology
11682,O,O
11683,B_datetime,B_datetime
11684,I_datetime,I_datetime
11685,I_datetime,I_datetime
11686,I_datetime,I_datetime
11687,I_datetime,O
11688,I_datetime,O
11689,O,O
11690,O,O
11691,O,O
11692,O,O
11693,O,O
11694,O,O
11695,O,O
11696,O,O
11697,O,O
11698,O,O
11699,O,O
11700,O,O
11701,O,O
11702,O,O
11703,O,O
11704,O,O
11705,O,O
11706,O,O
11707,O,O
11708,O,O
11709,B_normsymptom,O
11710,I_normsymptom,O
11711,I_normsymptom,O
11712,O,O
11713,O,O
11714,O,O
11715,O,O
11716,B_symptom,O
11717,I_symptom,O
11718,I_symptom,O
11719,I_symptom,O
11720,I_symptom,O
11721,I_symptom,O
11722,I_symptom,O
11723,I_symptom,O
11724,I_symptom,O
11725,O,O
11726,O,O
11727,O,O
11728,O,O
11729,O,O
11730,O,O
11731,O,O
11732,O,O
11733,O,O
11734,O,O
11735,O,O
11736,B_tool,O
11737,I_tool,O
11738,I_tool,O
11739,O,O
11740,O,O
11741,O,O
11742,O,O
11743,O,O
11744,O,O
11745,O,O
11746,B_surgery,O
11747,I_surgery,O
11748,O,O
11749,O,O
11750,B_tool,O
11751,I_tool,O
11752,I_tool,O
11753,O,O
11754,B_tool,O
11755,I_tool,O
11756,I_tool,O
11757,O,O
11758,O,O
11759,O,O
11760,O,O
11761,O,O
11762,O,O
11763,O,O
11764,O,O
11765,O,O
11766,O,O
11767,B_surgery,B_surgery
11768,I_surgery,I_surgery
11769,I_surgery,I_surgery
11770,I_surgery,I_surgery
11771,O,O
11772,O,O
11773,O,O
11774,O,O
11775,O,O
11776,O,O
11777,O,O
11778,O,O
11779,O,O
11780,O,O
11781,O,O
11782,O,O
11783,O,O
11784,O,O
11785,O,O
11786,O,O
11787,O,O
11788,O,O
11789,O,O
11790,O,O
11791,O,O
11792,O,O
11793,O,O
11794,O,O
11795,O,O
11796,O,O
11797,O,O
11798,O,O
11799,O,O
11800,O,O
11801,O,O
11802,O,O
11803,O,O
11804,O,O
11805,O,O
11806,O,O
11807,O,O
11808,O,O
11809,O,O
11810,O,O
11811,O,O
11812,O,O
11813,O,O
11814,O,O
11815,O,O
11816,O,O
11817,O,O
11818,O,O
11819,O,O
11820,O,O
11821,O,O
11822,O,O
11823,O,O
11824,O,O
11825,O,O
11826,O,O
11827,O,O
11828,O,O
11829,O,O
11830,O,O
11831,O,O
11832,O,O
11833,O,O
11834,O,O
11835,O,O
11836,O,O
11837,O,O
11838,O,O
11839,O,O
11840,B_pysiology,B_part
11841,I_pysiology,I_part
11842,I_pysiology,B_physiology
11843,I_pysiology,I_physiology
11844,O,O
11845,O,O
11846,O,O
11847,O,O
11848,O,O
11849,O,O
11850,O,O
11851,O,O
11852,O,O
11853,O,O
11854,O,O
11855,O,O
11856,O,O
11857,O,O
11858,O,O
11859,O,O
11860,O,O
11861,O,O
11862,O,O
11863,O,O
11864,O,O
11865,O,O
11866,O,O
11867,O,O
11868,O,O
11869,B_surgery,B_surgery
11870,I_surgery,I_surgery
11871,I_surgery,I_surgery
11872,I_surgery,I_surgery
11873,O,O
11874,O,O
11875,O,O
11876,O,O
11877,O,O
11878,O,O
11879,O,O
11880,O,O
11881,O,O
11882,O,O
11883,O,O
11884,O,O
11885,O,O
11886,B_item,B_item
11887,I_item,I_item
11888,O,O
11889,O,O
11890,O,O
11891,O,O
11892,O,O
11893,O,O
11894,O,O
11895,O,O
11896,O,O
11897,O,O
11898,O,O
11899,O,O
11900,O,O
11901,O,O
11902,O,O
11903,O,O
11904,O,O
11905,O,O
11906,O,O
11907,O,O
11908,O,O
11909,O,O
11910,O,O
11911,O,O
11912,O,O
11913,O,O
11914,O,O
11915,O,O
11916,O,O
11917,O,O
11918,O,O
11919,B_part,B_part
11920,I_part,I_part
11921,I_part,I_part
11922,O,O
11923,O,O
11924,O,O
11925,O,O
11926,O,O
11927,O,B_part
11928,O,I_part
11929,O,O
11930,O,O
11931,B_age,B_age
11932,I_age,I_age
11933,O,O
11934,B_item,B_item
11935,I_item,I_item
11936,O,O
11937,O,O
11938,O,O
11939,O,O
11940,O,O
11941,O,O
11942,O,O
11943,O,O
11944,O,O
11945,O,O
11946,O,O
11947,O,O
11948,O,O
11949,O,O
11950,O,O
11951,O,O
11952,O,O
11953,O,O
11954,O,O
11955,O,O
11956,O,O
11957,B_datetime,B_datetime
11958,I_datetime,I_datetime
11959,O,O
11960,O,O
11961,O,O
11962,O,O
11963,O,O
11964,O,O
11965,O,O
11966,O,O
11967,O,O
11968,O,O
11969,O,O
11970,O,O
11971,O,O
11972,O,O
11973,B_symptom,B_symptom
11974,I_symptom,I_symptom
11975,I_symptom,I_symptom
11976,I_symptom,I_symptom
11977,O,I_symptom
11978,O,O
11979,O,O
11980,O,O
11981,O,O
11982,O,O
11983,O,O
11984,O,O
11985,O,O
11986,O,O
11987,O,O
11988,O,O
11989,O,O
11990,O,O
11991,O,O
11992,O,O
11993,O,O
11994,O,O
11995,O,O
11996,O,O
11997,O,O
11998,O,O
11999,O,O
12000,O,O
12001,O,O
12002,O,O
12003,O,O
12004,O,O
12005,B_symptom,B_symptom
12006,I_symptom,I_symptom
12007,I_symptom,I_symptom
12008,I_symptom,I_symptom
12009,O,O
12010,O,O
12011,O,O
12012,O,O
12013,O,O
12014,B_pysiology,B_cause
12015,I_pysiology,I_cause
12016,O,O
12017,O,O
12018,O,O
12019,O,O
12020,B_address,O
12021,I_address,O
12022,I_address,O
12023,O,O
12024,O,O
12025,O,O
12026,O,O
12027,O,O
12028,O,O
12029,O,O
12030,O,O
12031,O,O
12032,O,O
12033,B_item,B_item
12034,I_item,I_item
12035,I_item,I_item
12036,I_item,I_item
12037,O,O
12038,B_item,B_item
12039,I_item,I_item
12040,I_item,I_item
12041,O,O
12042,O,O
12043,O,O
12044,O,O
12045,O,O
12046,O,O
12047,O,O
12048,O,O
12049,O,O
12050,O,O
12051,B_symptom,B_symptom
12052,I_symptom,I_symptom
12053,I_symptom,I_symptom
12054,I_symptom,I_symptom
12055,O,O
12056,O,O
12057,B_symptom,B_symptom
12058,I_symptom,I_symptom
12059,O,O
12060,O,O
12061,O,O
12062,O,O
12063,B_frequency,B_frequency
12064,I_frequency,I_frequency
12065,I_frequency,I_frequency
12066,I_frequency,I_frequency
12067,I_frequency,I_frequency
12068,O,O
12069,O,O
12070,O,O
12071,O,O
12072,O,O
12073,O,O
12074,B_item,B_item
12075,I_item,I_item
12076,O,O
12077,O,O
12078,O,O
12079,O,O
12080,O,O
12081,B_symptom,B_symptom
12082,I_symptom,I_symptom
12083,I_symptom,I_symptom
12084,I_symptom,I_symptom
12085,I_symptom,I_symptom
12086,O,O
12087,O,O
12088,O,O
12089,O,O
12090,O,O
12091,B_part,B_symptom
12092,I_part,I_symptom
12093,I_part,I_symptom
12094,I_part,I_symptom
12095,O,I_symptom
12096,B_symptom,I_symptom
12097,I_symptom,I_symptom
12098,I_symptom,I_symptom
12099,I_symptom,I_symptom
12100,I_symptom,I_symptom
12101,I_symptom,I_symptom
12102,I_symptom,I_symptom
12103,B_symptom,I_symptom
12104,I_symptom,I_symptom
12105,I_symptom,I_symptom
12106,O,O
12107,B_othertreatment,O
12108,I_othertreatment,O
12109,I_othertreatment,O
12110,I_othertreatment,O
12111,O,O
12112,O,O
12113,B_medicine,O
12114,I_medicine,O
12115,I_medicine,O
12116,O,O
12117,O,O
12118,B_medicine,O
12119,I_medicine,O
12120,O,O
12121,B_datetime,O
12122,I_datetime,O
12123,O,O
12124,O,O
12125,O,O
12126,O,O
12127,O,O
12128,O,O
12129,O,O
12130,O,O
12131,O,O
12132,O,O
12133,O,O
12134,O,O
12135,O,O
12136,O,O
12137,B_age,B_age
12138,I_age,I_age
12139,I_age,I_age
12140,O,O
12141,O,O
12142,O,O
12143,O,O
12144,B_symptom,B_symptom
12145,I_symptom,I_symptom
12146,I_symptom,I_symptom
12147,I_symptom,I_symptom
12148,I_symptom,I_symptom
12149,O,O
12150,B_symptom,B_symptom
12151,I_symptom,I_symptom
12152,I_symptom,I_symptom
12153,O,O
12154,O,O
12155,O,O
12156,O,O
12157,O,O
12158,O,O
12159,O,O
12160,O,O
12161,O,O
12162,O,O
12163,O,O
12164,O,O
12165,O,O
12166,B_item,O
12167,I_item,B_fluid
12168,I_item,I_fluid
12169,O,O
12170,O,O
12171,O,O
12172,O,O
12173,B_pysiology,O
12174,I_pysiology,O
12175,B_frequency,O
12176,I_frequency,O
12177,I_frequency,O
12178,I_frequency,O
12179,I_frequency,O
12180,I_frequency,O
12181,I_frequency,O
12182,O,O
12183,O,O
12184,O,O
12185,O,O
12186,O,O
12187,O,O
12188,O,O
12189,O,O
12190,O,O
12191,O,O
12192,O,O
12193,O,O
12194,O,O
12195,O,O
12196,O,O
12197,O,O
12198,O,O
12199,O,O
12200,O,O
12201,B_cause,B_cause
12202,I_cause,I_cause
12203,I_cause,I_cause
12204,I_cause,I_cause
12205,I_cause,I_cause
12206,O,O
12207,O,O
12208,B_cause,B_cause
12209,I_cause,I_cause
12210,O,O
12211,B_cause,O
12212,I_cause,O
12213,I_cause,B_cause
12214,I_cause,I_cause
12215,B_cause,O
12216,B_cause,B_cause
12217,I_cause,I_cause
12218,I_cause,O
12219,B_cause,O
12220,I_cause,O
12221,I_cause,O
12222,I_cause,O
12223,O,O
12224,O,O
12225,O,O
12226,O,O
12227,O,O
12228,O,O
12229,O,O
12230,O,O
12231,O,O
12232,B_symptom,B_symptom
12233,I_symptom,I_symptom
12234,I_symptom,I_symptom
12235,I_symptom,I_symptom
12236,O,O
12237,O,O
12238,O,O
12239,B_part,B_item
12240,I_part,I_item
12241,I_part,I_item
12242,O,I_item
12243,O,I_item
12244,O,O
12245,O,O
12246,O,O
12247,O,O
12248,O,O
12249,O,O
12250,O,O
12251,O,O
12252,O,O
12253,O,O
12254,B_symptom,O
12255,I_symptom,O
12256,I_symptom,O
12257,I_symptom,O
12258,I_symptom,O
12259,I_symptom,O
12260,I_symptom,O
12261,I_symptom,O
12262,I_symptom,O
12263,O,O
12264,O,O
12265,O,O
12266,B_item,B_item
12267,I_item,I_item
12268,I_item,I_item
12269,O,O
12270,O,O
12271,O,O
12272,O,O
12273,O,O
12274,B_symptom,B_physiology
12275,I_symptom,I_physiology
12276,I_symptom,O
12277,I_symptom,O
12278,I_symptom,O
12279,I_symptom,B_part
12280,I_symptom,I_part
12281,I_symptom,I_part
12282,O,O
12283,O,O
12284,O,O
12285,B_symptom,O
12286,I_symptom,O
12287,I_symptom,B_part
12288,I_symptom,I_part
12289,I_symptom,O
12290,I_symptom,O
12291,I_symptom,O
12292,I_symptom,O
12293,O,O
12294,O,O
12295,O,O
12296,O,O
12297,O,O
12298,B_symptom,B_symptom
12299,I_symptom,I_symptom
12300,I_symptom,I_symptom
12301,O,I_symptom
12302,B_symptom,I_symptom
12303,I_symptom,I_symptom
12304,I_symptom,I_symptom
12305,I_symptom,I_symptom
12306,I_symptom,I_symptom
12307,I_symptom,I_symptom
12308,O,O
12309,O,O
12310,O,O
12311,O,O
12312,B_symptom,B_physiology
12313,I_symptom,I_physiology
12314,I_symptom,O
12315,I_symptom,O
12316,I_symptom,O
12317,I_symptom,O
12318,I_symptom,O
12319,I_symptom,O
12320,O,O
12321,B_symptom,O
12322,I_symptom,O
12323,I_symptom,O
12324,I_symptom,O
12325,I_symptom,O
12326,I_symptom,O
12327,I_symptom,O
12328,I_symptom,O
12329,O,O
12330,O,O
12331,O,O
12332,B_datetime,B_symptom
12333,I_datetime,I_symptom
12334,B_symptom,I_symptom
12335,I_symptom,I_symptom
12336,I_symptom,I_symptom
12337,I_symptom,I_symptom
12338,O,O
12339,O,O
12340,O,O
12341,O,O
12342,B_item,B_item
12343,I_item,I_item
12344,I_item,I_item
12345,I_item,I_item
12346,I_item,I_item
12347,O,O
12348,O,O
12349,O,O
12350,O,O
12351,O,O
12352,O,O
12353,O,O
12354,O,O
12355,O,O
12356,O,O
12357,O,O
12358,O,O
12359,O,O
12360,O,O
12361,O,O
12362,O,O
12363,O,O
12364,O,O
12365,O,O
12366,O,O
12367,O,B_item
12368,O,I_item
12369,O,O
12370,O,O
12371,O,O
12372,O,O
12373,O,O
12374,O,O
12375,O,O
12376,O,O
12377,O,O
12378,O,O
12379,O,O
12380,B_address,B_address
12381,I_address,I_address
12382,I_address,I_address
12383,I_address,I_address
12384,O,O
12385,B_datetime,B_datetime
12386,I_datetime,I_datetime
12387,O,O
12388,O,O
12389,B_pysiology,B_cause
12390,I_pysiology,I_cause
12391,O,O
12392,O,O
12393,O,O
12394,O,O
12395,O,O
12396,O,O
12397,O,O
12398,O,O
12399,O,O
12400,O,O
12401,O,O
12402,O,O
12403,O,O
12404,O,O
12405,O,O
12406,O,O
12407,O,O
12408,O,O
12409,O,O
12410,O,O
12411,O,O
12412,O,O
12413,B_item,B_item
12414,I_item,I_item
12415,I_item,I_item
12416,I_item,I_item
12417,O,O
12418,O,O
12419,O,O
12420,B_item,B_item
12421,I_item,I_item
12422,I_item,I_item
12423,O,O
12424,O,O
12425,O,O
12426,O,O
12427,O,O
12428,O,O
12429,O,O
12430,O,O
12431,B_symptom,B_symptom
12432,I_symptom,I_symptom
12433,I_symptom,I_symptom
12434,I_symptom,I_symptom
12435,I_symptom,I_symptom
12436,I_symptom,I_symptom
12437,B_symptom,B_symptom
12438,I_symptom,I_symptom
12439,I_symptom,I_symptom
12440,I_symptom,I_symptom
12441,I_symptom,I_symptom
12442,O,I_symptom
12443,B_symptom,I_symptom
12444,O,O
12445,O,O
12446,O,O
12447,O,O
12448,O,O
12449,O,O
12450,O,O
12451,O,O
12452,O,O
12453,O,O
12454,O,O
12455,O,O
12456,O,O
12457,O,O
12458,O,O
12459,O,O
12460,B_pysiology,B_physiology
12461,I_pysiology,I_physiology
12462,O,O
12463,B_symptom,O
12464,I_symptom,O
12465,I_symptom,O
12466,I_symptom,O
12467,I_symptom,O
12468,O,O
12469,B_symptom,B_symptom
12470,I_symptom,I_symptom
12471,I_symptom,I_symptom
12472,I_symptom,I_symptom
12473,O,O
12474,O,O
12475,O,O
12476,O,O
12477,O,O
12478,O,O
12479,O,O
12480,O,O
12481,O,O
12482,O,O
12483,O,O
12484,O,O
12485,O,O
12486,O,O
12487,O,O
12488,O,O
12489,O,O
12490,B_symptom,O
12491,B_datetime,O
12492,I_datetime,O
12493,I_datetime,O
12494,I_datetime,O
12495,I_datetime,O
12496,O,O
12497,O,O
12498,O,O
12499,O,O
12500,O,O
12501,B_datetime,O
12502,I_datetime,O
12503,I_datetime,O
12504,I_datetime,O
12505,I_datetime,O
12506,I_datetime,O
12507,I_datetime,O
12508,B_symptom,O
12509,I_symptom,O
12510,I_symptom,O
12511,I_symptom,B_symptom
12512,O,O
12513,B_symptom,B_symptom
12514,I_symptom,I_symptom
12515,I_symptom,I_symptom
12516,I_symptom,I_symptom
12517,O,O
12518,B_medicine,B_medicine
12519,I_medicine,I_medicine
12520,I_medicine,I_medicine
12521,I_medicine,I_medicine
12522,I_medicine,I_medicine
12523,I_medicine,I_medicine
12524,O,O
12525,O,O
12526,O,O
12527,O,O
12528,O,O
12529,O,O
12530,O,O
12531,O,O
12532,O,O
12533,O,O
12534,O,O
12535,O,O
12536,O,O
12537,O,O
12538,O,O
12539,O,O
12540,O,O
12541,O,O
12542,O,O
12543,O,O
12544,O,O
12545,O,O
12546,O,O
12547,O,O
12548,O,O
12549,O,O
12550,O,O
12551,O,O
12552,O,O
12553,B_symptom,B_item
12554,I_symptom,I_item
12555,O,O
12556,B_medicine,I_org
12557,I_medicine,I_org
12558,O,I_org
12559,O,I_org
12560,O,O
12561,O,O
12562,O,O
12563,B_item,B_item
12564,I_item,I_item
12565,I_item,I_item
12566,I_item,I_item
12567,O,O
12568,O,O
12569,O,O
12570,O,O
12571,O,O
12572,B_fluid,B_symptom
12573,I_fluid,I_symptom
12574,I_fluid,O
12575,I_fluid,B_symptom
12576,I_fluid,I_symptom
12577,I_fluid,I_symptom
12578,O,O
12579,O,O
12580,O,O
12581,O,O
12582,O,O
12583,O,O
12584,O,O
12585,O,O
12586,O,O
12587,O,O
12588,O,O
12589,O,O
12590,O,O
12591,O,O
12592,O,O
12593,O,O
12594,O,O
12595,O,O
12596,O,O
12597,O,O
12598,O,O
12599,O,O
12600,O,O
12601,O,O
12602,O,O
12603,O,O
12604,O,O
12605,O,O
12606,O,O
12607,O,O
12608,O,O
12609,O,O
12610,O,O
12611,O,O
12612,O,O
12613,O,O
12614,O,O
12615,O,O
12616,O,O
12617,O,O
12618,B_emotion,O
12619,I_emotion,O
12620,O,O
12621,O,O
12622,O,O
12623,O,O
12624,O,O
12625,O,O
12626,O,O
12627,O,O
12628,O,O
12629,O,O
12630,O,O
12631,O,O
12632,O,O
12633,O,O
12634,O,O
12635,O,O
12636,O,O
12637,O,O
12638,O,O
12639,O,O
12640,O,O
12641,O,O
12642,O,O
12643,O,O
12644,O,O
12645,O,O
12646,O,O
12647,O,O
12648,O,O
12649,O,O
12650,O,O
12651,O,O
12652,O,O
12653,O,O
12654,O,O
12655,O,O
12656,O,O
12657,O,O
12658,O,O
12659,O,O
12660,O,O
12661,O,O
12662,O,O
12663,O,O
12664,O,O
12665,O,O
12666,O,O
12667,O,O
12668,O,O
12669,O,O
12670,O,O
12671,O,O
12672,O,O
12673,O,O
12674,B_frequency,B_frequency
12675,I_frequency,I_frequency
12676,I_frequency,I_frequency
12677,I_frequency,I_frequency
12678,I_frequency,I_frequency
12679,I_frequency,I_frequency
12680,O,O
12681,O,O
12682,O,O
12683,O,O
12684,O,O
12685,O,O
12686,O,O
12687,O,O
12688,O,O
12689,O,O
12690,O,O
12691,O,O
12692,O,O
12693,O,O
12694,O,O
12695,O,O
12696,O,O
12697,O,O
12698,O,O
12699,O,O
12700,O,O
12701,O,O
12702,O,O
12703,O,O
12704,O,O
12705,O,O
12706,O,O
12707,O,B_wechat
12708,O,I_wechat
12709,O,I_wechat
12710,O,I_wechat
12711,O,I_wechat
12712,O,I_wechat
12713,B_item,B_item
12714,I_item,I_item
12715,O,O
12716,O,O
12717,O,O
12718,O,O
12719,O,O
12720,O,O
12721,O,O
12722,O,O
12723,O,O
12724,O,O
12725,O,O
12726,O,O
12727,O,O
12728,O,O
12729,B_othertreatment,O
12730,I_othertreatment,O
12731,I_othertreatment,O
12732,I_othertreatment,O
12733,B_datetime,B_datetime
12734,I_datetime,I_datetime
12735,O,O
12736,B_othertreatment,O
12737,I_othertreatment,O
12738,O,O
12739,O,O
12740,O,O
12741,O,O
12742,O,O
12743,O,O
12744,O,O
12745,O,O
12746,O,B_symptom
12747,O,I_symptom
12748,B_symptom,I_symptom
12749,B_symptom,B_symptom
12750,I_symptom,I_symptom
12751,I_symptom,I_symptom
12752,O,O
12753,O,O
12754,O,O
12755,O,O
12756,O,O
12757,B_pysiology,B_physiology
12758,I_pysiology,I_physiology
12759,O,O
12760,B_pysiology,B_physiology
12761,I_pysiology,I_physiology
12762,O,O
12763,O,O
12764,O,O
12765,B_symptom,O
12766,I_symptom,O
12767,I_symptom,O
12768,I_symptom,O
12769,I_symptom,O
12770,O,O
12771,O,O
12772,O,O
12773,O,O
12774,O,O
12775,O,O
12776,O,O
12777,O,O
12778,O,O
12779,O,O
12780,O,O
12781,O,O
12782,O,O
12783,O,O
12784,O,O
12785,B_symptom,B_symptom
12786,I_symptom,I_symptom
12787,I_symptom,I_symptom
12788,B_wechat,B_wechat
12789,I_wechat,I_wechat
12790,I_wechat,I_wechat
12791,I_wechat,I_wechat
12792,I_wechat,I_wechat
12793,I_wechat,I_wechat
12794,I_wechat,I_wechat
12795,I_wechat,I_wechat
12796,I_wechat,I_wechat
12797,O,O
12798,O,O
12799,O,O
12800,O,O
12801,O,O
12802,O,O
12803,O,O
12804,O,O
12805,O,O
12806,O,O
12807,O,O
12808,O,O
12809,O,O
12810,B_symptom,B_symptom
12811,I_symptom,I_symptom
12812,I_symptom,I_symptom
12813,I_symptom,I_symptom
12814,O,O
12815,O,O
12816,B_frequency,O
12817,I_frequency,O
12818,O,O
12819,O,O
12820,O,O
12821,O,I_symptom
12822,B_symptom,I_symptom
12823,I_symptom,I_symptom
12824,O,O
12825,O,O
12826,O,O
12827,O,O
12828,O,O
12829,B_symptom,B_symptom
12830,I_symptom,I_symptom
12831,B_symptom,I_symptom
12832,I_symptom,I_symptom
12833,B_symptom,B_symptom
12834,I_symptom,I_symptom
12835,B_symptom,I_symptom
12836,I_symptom,I_symptom
12837,O,O
12838,B_symptom,B_symptom
12839,I_symptom,I_symptom
12840,I_symptom,I_symptom
12841,I_symptom,I_symptom
12842,B_surgery,B_surgery
12843,I_surgery,I_surgery
12844,O,O
12845,O,O
12846,O,O
12847,O,O
12848,O,O
12849,O,O
12850,O,O
12851,O,O
12852,O,O
12853,O,O
12854,O,O
12855,B_symptom,O
12856,I_symptom,O
12857,I_symptom,O
12858,I_symptom,O
12859,O,O
12860,O,O
12861,O,O
12862,O,O
12863,O,O
12864,O,O
12865,O,O
12866,B_symptom,B_symptom
12867,I_symptom,I_symptom
12868,O,O
12869,O,O
12870,B_pysiology,O
12871,I_pysiology,O
12872,O,O
12873,O,O
12874,O,O
12875,O,O
12876,O,O
12877,O,O
12878,O,O
12879,O,O
12880,O,O
12881,O,O
12882,O,O
12883,O,O
12884,O,O
12885,B_normsymptom,B_symptom
12886,I_normsymptom,I_symptom
12887,I_normsymptom,I_symptom
12888,I_normsymptom,I_symptom
12889,O,O
12890,O,O
12891,O,O
12892,O,O
12893,O,O
12894,O,O
12895,O,O
12896,O,O
12897,O,O
12898,O,O
12899,O,O
12900,O,O
12901,O,O
12902,O,O
12903,O,O
12904,O,O
12905,O,O
12906,B_address,O
12907,I_address,O
12908,O,O
12909,O,O
12910,O,O
12911,O,O
12912,O,O
12913,O,O
12914,B_age,B_age
12915,I_age,I_age
12916,I_age,I_age
12917,B_symptom,B_symptom
12918,I_symptom,I_symptom
12919,I_symptom,I_symptom
12920,I_symptom,I_symptom
12921,I_symptom,I_symptom
12922,O,O
12923,O,O
12924,O,O
12925,O,O
12926,O,O
12927,O,O
12928,O,O
12929,O,O
12930,O,O
12931,O,O
12932,O,O
12933,O,O
12934,O,O
12935,O,O
12936,O,O
12937,O,O
12938,O,O
12939,O,O
12940,O,O
12941,O,O
12942,O,O
12943,B_check,O
12944,I_check,O
12945,O,O
12946,O,O
12947,O,O
12948,O,O
12949,O,O
12950,O,O
12951,O,O
12952,O,O
12953,O,O
12954,O,O
12955,O,O
12956,O,O
12957,O,O
12958,O,O
12959,B_symptom,O
12960,I_symptom,O
12961,I_symptom,O
