,word,bz_bio,re_bio
13106,单,O,O
13107,项,O,O
13108,检,O,O
13109,查,O,O
13110,是,O,O
13111,十,B_price,O
13112,几,I_price,O
13113,，,O,O
13114,几,B_price,O
13115,十,I_price,O
13116,，,O,O
13117,到,O,O
13118,百,B_price,O
13119,元,I_price,O
13120,左,O,O
13121,右,O,O
13122,，,O,O
13123,具,O,O
13124,体,O,O
13125,结,O,O
13126,合,O,O
13127,个,O,O
13128,人,O,O
13129,实,O,O
13130,际,O,O
13131,情,O,O
13132,况,O,O
13133,确,O,O
13134,诊,O,O
13135,清,O,O
13136,楚,O,O
13137,对,O,O
13138,症,O,O
13139,治,O,O
13140,疗,O,O
13141,就,O,O
13142,行,O,O
13143,，,O,O
13144,晚,B_datetime,B_datetime
13145,上,I_datetime,I_datetime
13146,内,B_symptom,O
13147,裤,I_symptom,O
13148,上,I_symptom,O
13149,黄,I_symptom,B_symptom
13150,色,I_symptom,I_symptom
13151,的,I_symptom,I_symptom
13152,都,O,I_symptom
13153,干,O,I_symptom
13154,了,O,I_symptom
13155,搞,O,O
13156,的,O,O
13157,我,O,O
13158,好,B_emotion,O
13159,害,I_emotion,O
13160,怕,I_emotion,O
13161,这,O,O
13162,种,O,O
13163,问,O,O
13164,题,O,O
13165,很,B_emotion,O
13166,尴,I_emotion,O
13167,尬,I_emotion,O
13168,。,O,O
13169,没,O,O
13170,去,O,O
13171,过,O,O
13172,。,O,O
13173,这,O,O
13174,次,O,O
13175,就,O,O
13176,是,O,O
13177,外,B_symptom,B_symptom
13178,阴,I_symptom,I_symptom
13179,好,I_symptom,I_symptom
13180,像,I_symptom,I_symptom
13181,破,I_symptom,I_symptom
13182,了,I_symptom,I_symptom
13183,，,O,O
13184,，,O,O
13185,疼,B_symptom,B_symptom
13186,还,O,O
13187,在,O,O
13188,吗,O,O
13189,，,O,O
13190,小,O,O
13191,伙,O,O
13192,子,O,O
13193,龟,B_part,B_symptom
13194,头,I_part,I_symptom
13195,流,B_symptom,I_symptom
13196,出,I_symptom,I_symptom
13197,乳,I_symptom,I_symptom
13198,白,I_symptom,I_symptom
13199,色,I_symptom,I_symptom
13200,的,I_symptom,I_symptom
13201,浓,I_symptom,I_symptom
13202,有,O,O
13203,睾,B_sickness,B_sickness
13204,丸,I_sickness,I_sickness
13205,炎,I_sickness,I_sickness
13206,症,I_sickness,I_sickness
13207,还,O,O
13208,进,O,O
13209,行,O,O
13210,性,B_physiology,O
13211,生,I_physiology,O
13212,活,I_physiology,O
13213,吗,O,O
13214,我,O,O
13215,都,O,O
13216,不,B_emotion,O
13217,好,I_emotion,O
13218,意,I_emotion,O
13219,思,I_emotion,O
13220,了,O,O
13221,对,O,O
13222,就,O,O
13223,是,O,O
13224,不,B_emotion,O
13225,好,I_emotion,O
13226,意,I_emotion,O
13227,思,I_emotion,O
13228,的,O,O
13229,，,O,O
13230,可,O,O
13231,是,O,O
13232,检,O,O
13233,查,O,O
13234,前,B_normsymptom,B_fluid
13235,列,I_normsymptom,I_fluid
13236,腺,I_normsymptom,I_fluid
13237,液,I_normsymptom,I_fluid
13238,没,I_normsymptom,O
13239,炎,I_normsymptom,O
13240,症,I_normsymptom,O
13241,啊,O,O
13242,，,O,O
13243,验,B_check,B_check
13244,血,I_check,I_check
13245,一,O,O
13246,般,O,O
13247,多,O,O
13248,少,O,O
13249,钱,O,O
13250,啊,O,O
13251,白,B_symptom,B_datetime
13252,天,I_symptom,I_datetime
13253,出,I_symptom,O
13254,现,I_symptom,O
13255,瘙,I_symptom,B_symptom
13256,痒,I_symptom,I_symptom
13257,多,O,O
13258,影,O,O
13259,响,O,O
13260,工,O,O
13261,作,O,O
13262,作,O,O
13263,息,O,O
13264,，,O,O
13265,期,O,O
13266,间,O,O
13267,有,O,O
13268,处,O,O
13269,理,O,O
13270,吗,O,O
13271,嗯,O,O
13272,，,O,O
13273,是,O,O
13274,自,O,O
13275,己,O,O
13276,感,O,O
13277,觉,O,O
13278,精,B_symptom,B_fluid
13279,液,I_symptom,I_fluid
13280,质,I_symptom,O
13281,量,I_symptom,O
13282,有,I_symptom,O
13283,异,I_symptom,B_symptom
13284,常,I_symptom,I_symptom
13285,，,O,O
13286,还,O,O
13287,是,O,O
13288,备,B_physiology,O
13289,孕,I_physiology,O
13290,一,B_symptom,O
13291,直,I_symptom,O
13292,没,I_symptom,O
13293,有,I_symptom,O
13294,生,I_symptom,B_physiology
13295,育,I_symptom,I_physiology
13296,呢,O,O
13297,龟,B_part,B_symptom
13298,头,I_part,I_symptom
13299,上,O,I_symptom
13300,长,B_symptom,I_symptom
13301,了,I_symptom,I_symptom
13302,小,I_symptom,I_symptom
13303,肉,I_symptom,I_symptom
13304,芽,I_symptom,I_symptom
13305,怎,O,O
13306,么,O,O
13307,回,O,O
13308,事,O,O
13309,就,O,O
13310,想,O,O
13311,问,O,O
13312,问,O,O
13313,这,O,O
13314,是,O,O
13315,咋,O,O
13316,回,O,O
13317,事,O,O
13318,您,O,O
13319,好,O,O
13320,尿,B_symptom,B_symptom
13321,酸,I_symptom,I_symptom
13322,高,I_symptom,I_symptom
13323,怎,O,O
13324,样,O,O
13325,控,O,O
13326,制,O,O
13327,？,O,O
13328,没,O,O
13329,有,O,O
13330,，,O,O
13331,就,O,O
13332,是,O,O
13333,尿,B_symptom,B_symptom
13334,尿,I_symptom,I_symptom
13335,的,I_symptom,I_symptom
13336,时,I_symptom,I_symptom
13337,候,I_symptom,I_symptom
13338,疼,I_symptom,I_symptom
13339,我,O,O
13340,都,O,O
13341,发,B_emotion,O
13342,愁,I_emotion,O
13343,了,O,O
13344,，,O,O
13345,快,O,O
13346,结,O,O
13347,婚,O,O
13348,了,O,O
13349,那,O,O
13350,我,O,O
13351,现,O,O
13352,在,O,O
13353,腹,B_symptom,B_symptom
13354,痛,I_symptom,I_symptom
13355,怎,O,O
13356,么,O,O
13357,办,O,O
13358,能,O,O
13359,好,O,O
13360,受,O,O
13361,一,O,O
13362,些,O,O
13363,外,O,O
13364,地,O,O
13365,人,O,O
13366,收,O,O
13367,费,O,O
13368,很,O,O
13369,高,O,O
13370,吧,O,O
13371,是,O,O
13372,不,O,O
13373,是,O,O
13374,跟,O,O
13375,他,O,O
13376,之,O,O
13377,前,O,O
13378,手,O,O
13379,术,O,O
13380,有,O,O
13381,关,O,O
13382,建,B_route,B_address
13383,设,I_route,I_address
13384,南,I_route,I_address
13385,大,I_route,I_address
13386,街,I_route,I_address
13387,与,O,O
13388,什,O,O
13389,么,O,O
13390,路,O,O
13391,交,O,O
13392,口,O,O
13393,还,O,O
13394,有,O,O
13395,早,B_sickness,B_symptom
13396,泄,I_sickness,I_symptom
13397,特,O,I_symptom
13398,别,O,I_symptom
13399,厉,O,I_symptom
13400,害,O,I_symptom
13401,这,O,O
13402,样,O,O
13403,吧,O,O
13404,，,O,O
13405,你,O,O
13406,Q,O,O
13407,Q,O,O
13408,或,O,O
13409,者,O,O
13410,微,O,O
13411,信,O,O
13412,是,O,O
13413,多,O,O
13414,少,O,O
13415,，,O,O
13416,，,O,O
13417,我,O,O
13418,加,O,O
13419,你,O,O
13420,，,O,O
13421,给,O,O
13422,我,O,O
13423,发,O,O
13424,张,O,O
13425,患,O,O
13426,处,O,O
13427,照,O,O
13428,片,O,O
13429,，,O,O
13430,我,O,O
13431,看,O,O
13432,一,O,O
13433,下,O,O
13434,具,O,O
13435,体,O,O
13436,症,O,O
13437,状,O,O
13438,，,O,O
13439,也,O,O
13440,好,O,O
13441,帮,O,O
13442,你,O,O
13443,详,O,O
13444,细,O,O
13445,分,O,O
13446,析,O,O
13447,出,O,O
13448,现,O,O
13449,这,O,O
13450,种,O,O
13451,情,O,O
13452,况,O,O
13453,的,O,O
13454,原,O,O
13455,因,O,O
13456,和,O,O
13457,治,O,O
13458,疗,O,O
13459,方,O,O
13460,式,O,O
13461,，,O,O
13462,我,O,O
13463,的,O,O
13464,微,O,O
13465,信,O,O
13466,3,B_wechat,O
13467,3,I_wechat,O
13468,#,I_wechat,O
13469,#,I_wechat,O
13470,#,I_wechat,O
13471,#,I_wechat,O
13472,#,I_wechat,O
13473,#,I_wechat,O
13474,5,I_wechat,O
13475,0,I_wechat,O
13476,，,O,O
13477,你,O,O
13478,加,O,O
13479,我,O,O
13480,下,O,O
13481,也,O,O
13482,可,O,O
13483,以,O,O
13484,3,B_datetime,B_datetime
13485,月,I_datetime,I_datetime
13486,3,I_datetime,I_datetime
13487,1,I_datetime,I_datetime
13488,日,I_datetime,I_datetime
13489,我,O,O
13490,基,O,O
13491,本,O,O
13492,情,O,O
13493,况,O,O
13494,你,O,O
13495,了,O,O
13496,解,O,O
13497,，,O,O
13498,我,O,O
13499,估,O,O
13500,计,O,O
13501,需,O,O
13502,要,O,O
13503,花,O,O
13504,多,O,O
13505,少,O,O
13506,钱,O,O
13507,，,O,O
13508,我,O,O
13509,现,O,O
13510,在,O,O
13511,一,O,O
13512,份,O,O
13513,钱,O,O
13514,没,O,O
13515,有,O,O
13516,，,O,O
13517,现,O,O
13518,在,O,O
13519,刚,O,O
13520,刚,O,O
13521,找,O,O
13522,了,O,O
13523,个,O,O
13524,工,O,O
13525,作,O,O
13526,我,O,O
13527,很,O,O
13528,担,B_emotion,O
13529,心,I_emotion,O
13530,呢,O,O
13531,现,O,O
13532,在,O,O
13533,我,O,O
13534,想,O,O
13535,问,O,O
13536,一,O,O
13537,下,O,O
13538,，,O,O
13539,我,O,O
13540,今,O,O
13541,年,O,O
13542,十,B_age,B_age
13543,七,I_age,I_age
13544,周,I_age,I_age
13545,岁,I_age,I_age
13546,了,O,O
13547,，,O,O
13548,好,O,O
13549,几,B_symptom,B_datetime
13550,个,I_symptom,I_datetime
13551,月,I_symptom,I_datetime
13552,没,I_symptom,B_symptom
13553,来,I_symptom,I_symptom
13554,月,I_symptom,I_symptom
13555,经,I_symptom,I_symptom
13556,了,O,O
13557,，,O,O
13558,这,O,O
13559,正,O,O
13560,常,O,O
13561,不,O,O
13562,？,O,O
13563,我,O,O
13564,才,O,O
13565,做,O,O
13566,几,O,O
13567,次,O,O
13568,复,B_sickness,B_symptom
13569,杂,I_sickness,I_symptom
13570,性,I_sickness,I_symptom
13571,左,I_sickness,I_symptom
13572,肾,I_sickness,I_symptom
13573,襄,I_sickness,I_symptom
13574,腫,I_sickness,I_symptom
13575,应,O,O
13576,该,O,O
13577,怎,O,O
13578,么,O,O
13579,办,O,O
13580,有,O,O
13581,那,O,O
13582,种,O,O
13583,方,O,O
13584,式,O,O
13585,3,B_age,B_age
13586,1,I_age,I_age
13587,有,O,O
13588,几,O,O
13589,次,O,O
13590,了,O,O
13591,我,O,O
13592,这,O,O
13593,边,O,O
13594,有,O,O
13595,快,O,O
13596,速,O,O
13597,公,O,O
13598,交,O,O
13599,，,O,O
13600,做,O,O
13601,到,O,O
13602,那,O,O
13603,个,O,O
13604,站,O,O
13605,？,O,O
13606,宋,B_address,B_address
13607,庄,I_address,I_address
13608,镇,I_address,I_address
13609,我,O,O
13610,想,O,O
13611,知,O,O
13612,道,O,O
13613,这,O,O
13614,个,O,O
13615,怎,O,O
13616,么,O,O
13617,治,O,O
13618,？,O,O
13619,正,O,O
13620,常,O,O
13621,几,O,B_datetime
13622,天,O,I_datetime
13623,一,O,O
13624,次,O,O
13625,是,O,O
13626,正,O,O
13627,常,O,O
13628,的,O,O
13629,请,O,O
13630,问,O,O
13631,性,B_physiology,B_physiology
13632,生,I_physiology,I_physiology
13633,活,I_physiology,I_physiology
13634,多,O,O
13635,长,O,O
13636,时,O,O
13637,间,O,O
13638,算,O,O
13639,正,O,O
13640,常,O,O
13641,？,O,O
13642,开,O,O
13643,始,O,O
13644,尿,B_symptom,B_symptom
13645,发,I_symptom,I_symptom
13646,红,I_symptom,I_symptom
13647,，,O,O
13648,血,B_sickness,B_symptom
13649,精,I_sickness,I_symptom
13650,，,O,O
13651,吃,O,O
13652,了,O,O
13653,一,O,O
13654,段,O,O
13655,药,O,O
13656,后,O,O
13657,，,O,O
13658,尿,B_normsymptom,B_symptom
13659,没,I_normsymptom,I_symptom
13660,发,I_normsymptom,I_symptom
13661,现,I_normsymptom,I_symptom
13662,红,I_normsymptom,I_symptom
13663,，,O,O
13664,可,O,O
13665,精,B_symptom,B_symptom
13666,液,I_symptom,I_symptom
13667,变,I_symptom,I_symptom
13668,成,I_symptom,I_symptom
13669,咖,I_symptom,I_symptom
13670,啡,I_symptom,I_symptom
13671,色,I_symptom,I_symptom
13672,了,O,O
13673,，,O,O
13674,咋,O,O
13675,会,O,O
13676,事,O,O
13677,呢,O,O
13678,?,O,O
13679,止,O,O
13680,痒,O,B_symptom
13681,怎,O,O
13682,么,O,O
13683,弄,O,O
13684,给,O,O
13685,问,O,O
13686,下,O,O
13687,费,O,O
13688,用,O,O
13689,吧,O,O
13690,我,O,O
13691,微,O,O
13692,信,O,O
13693,是,O,O
13694,2,B_wechat,B_physiology
13695,4,I_wechat,I_physiology
13696,#,I_wechat,I_physiology
13697,#,I_wechat,I_physiology
13698,#,I_wechat,I_physiology
13699,#,I_wechat,I_physiology
13700,#,I_wechat,I_physiology
13701,#,I_wechat,I_physiology
13702,8,I_wechat,I_physiology
13703,9,I_wechat,I_physiology
13704,这,O,O
13705,情,O,O
13706,况,O,O
13707,的,O,O
13708,话,O,O
13709,考,O,O
13710,虑,O,O
13711,的,O,O
13712,病,O,O
13713,情,O,O
13714,就,O,O
13715,有,O,O
13716,后,O,O
13717,边,O,O
13718,的,O,O
13719,几,O,O
13720,种,O,O
13721,了,O,O
13722,这,O,O
13723,个,O,O
13724,情,O,O
13725,况,O,O
13726,已,O,O
13727,经,O,O
13728,出,O,O
13729,现,O,O
13730,多,O,O
13731,长,O,O
13732,时,O,O
13733,间,O,O
13734,了,O,O
13735,是,O,O
13736,一,O,O
13737,直,O,O
13738,这,O,O
13739,样,O,O
13740,吗,O,O
13741,，,O,O
13742,还,O,O
13743,是,O,O
13744,说,O,O
13745,慢,O,O
13746,慢,O,O
13747,发,O,O
13748,展,O,O
13749,变,O,O
13750,成,O,O
13751,这,O,O
13752,样,O,O
13753,的,O,O
13754,不,B_emotion,O
13755,好,I_emotion,O
13756,意,I_emotion,O
13757,思,I_emotion,O
13758,",",O,O
13759,周,B_datetime,B_datetime
13760,六,I_datetime,I_datetime
13761,患,O,O
13762,者,O,O
13763,比,O,O
13764,较,O,O
13765,多,O,O
13766,，,O,O
13767,，,O,O
13768,，,O,O
13769,打,O,O
13770,字,O,O
13771,有,O,O
13772,局,O,O
13773,限,O,O
13774,性,O,O
13775,，,O,O
13776,，,O,O
13777,你,O,O
13778,别,O,O
13779,着,O,O
13780,急,O,O
13781,有,O,O
13782,点,O,O
13783,怕,B_emotion,O
13784,人,I_emotion,O
13785,感,O,O
13786,觉,O,O
13787,疲,B_symptom,O
13788,劳,I_symptom,O
13789,也,O,O
13790,有,O,O
13791,1,B_datetime,B_datetime
13792,年,I_datetime,I_datetime
13793,多,I_datetime,I_datetime
13794,吧,O,O
13795,是,O,O
13796,不,O,O
13797,是,O,O
13798,包,B_symptom,B_symptom
13799,皮,I_symptom,I_symptom
13800,长,I_symptom,I_symptom
13801,而,O,O
13802,不,O,O
13803,是,O,O
13804,过,B_symptom,B_symptom
13805,长,I_symptom,I_symptom
13806,因,O,O
13807,为,O,O
13808,痔,B_sickness,B_sickness
13809,疮,I_sickness,I_sickness
13810,肛,B_sickness,I_sickness
13811,瘘,I_sickness,I_sickness
13812,肛,B_symptom,B_symptom
13813,门,I_symptom,I_symptom
13814,肿,I_symptom,I_symptom
13815,痛,I_symptom,I_symptom
13816,，,O,O
13817,刚,O,O
13818,刚,O,O
13819,发,O,O
13820,现,O,O
13821,睾,B_symptom,B_symptom
13822,丸,I_symptom,I_symptom
13823,布,I_symptom,I_symptom
13824,满,I_symptom,I_symptom
13825,红,I_symptom,I_symptom
13826,血,I_symptom,I_symptom
13827,丝,I_symptom,I_symptom
13828,这,O,O
13829,个,O,O
13830,年,O,O
13831,龄,O,O
13832,正,O,O
13833,常,O,O
13834,在,O,O
13835,1,B_datetime,B_datetime
13836,5,I_datetime,I_datetime
13837,-,I_datetime,I_datetime
13838,2,I_datetime,I_datetime
13839,5,I_datetime,I_datetime
13840,分,I_datetime,I_datetime
13841,钟,I_datetime,I_datetime
13842,是,O,O
13843,比,O,O
13844,较,O,O
13845,正,O,O
13846,常,O,O
13847,的,O,O
13848,个,O,O
13849,人,O,O
13850,医,O,O
13851,院,O,O
13852,手,B_cause,B_cause
13853,淫,I_cause,I_cause
13854,引,O,O
13855,起,O,O
13856,早,B_sickness,B_sickness
13857,泄,I_sickness,I_sickness
13858,如,O,O
13859,何,O,O
13860,治,O,O
13861,疗,O,O
13862,那,O,O
13863,你,O,O
13864,微,O,O
13865,信,O,O
13866,多,O,O
13867,少,O,O
13868,我,O,O
13869,加,O,O
13870,你,O,O
13871,男,O,O
13872,人,O,O
13873,尿,B_physiology,B_symptom
13874,尿,I_physiology,I_symptom
13875,正,O,O
13876,常,O,O
13877,能,O,O
13878,尿,B_physiology,O
13879,多,O,O
13880,远,O,O
13881,调,O,O
13882,理,O,O
13883,可,O,O
13884,以,O,O
13885,吗,O,O
13886,什,O,O
13887,么,O,O
13888,叫,O,O
13889,生,B_symptom,B_physiology
13890,化,I_symptom,I_physiology
13891,妊,I_symptom,I_physiology
13892,娠,I_symptom,I_physiology
13893,？,O,O
13894,硬,B_normsymptom,O
13895,度,I_normsymptom,O
13896,还,I_normsymptom,O
13897,可,I_normsymptom,O
13898,以,I_normsymptom,O
13899,就,O,O
13900,是,O,O
13901,有,B_symptom,B_symptom
13902,点,I_symptom,I_symptom
13903,短,I_symptom,I_symptom
13904,，,O,O
13905,射,B_symptom,B_symptom
13906,的,I_symptom,I_symptom
13907,快,I_symptom,I_symptom
13908,嗯,O,O
13909,，,O,O
13910,那,O,O
13911,还,O,O
13912,好,O,O
13913,，,O,O
13914,你,O,O
13915,平,O,O
13916,时,O,O
13917,排,B_physiology,O
13918,尿,I_physiology,O
13919,方,O,O
13920,面,O,O
13921,有,O,O
13922,没,O,O
13923,有,O,O
13924,异,O,O
13925,常,O,O
13926,？,O,O
13927,有,O,O
13928,没,O,O
13929,有,O,O
13930,伴,O,O
13931,随,O,O
13932,尿,B_symptom,B_symptom
13933,频,I_symptom,I_symptom
13934,，,O,O
13935,尿,B_symptom,B_symptom
13936,急,I_symptom,I_symptom
13937,，,O,O
13938,尿,B_symptom,B_symptom
13939,不,I_symptom,I_symptom
13940,尽,I_symptom,I_symptom
13941,或,O,O
13942,者,O,O
13943,尿,B_symptom,B_symptom
13944,滴,I_symptom,I_symptom
13945,沥,I_symptom,I_symptom
13946,，,O,O
13947,尿,B_symptom,B_symptom
13948,分,I_symptom,I_symptom
13949,叉,I_symptom,I_symptom
13950,这,O,O
13951,些,O,O
13952,症,O,O
13953,状,O,O
13954,？,O,O
13955,一,B_frequency,O
13956,夜,I_frequency,O
13957,做,I_frequency,O
13958,2,I_frequency,B_age
13959,—,I_frequency,I_age
13960,3,I_frequency,I_age
13961,性,B_physiology,B_physiology
13962,爱,I_physiology,I_physiology
13963,请,O,O
13964,问,O,O
13965,医,O,O
13966,生,O,O
13967,如,O,O
13968,果,O,O
13969,检,O,O
13970,查,O,O
13971,了,O,O
13972,要,O,O
13973,多,O,O
13974,少,O,O
13975,钱,O,O
13976,，,O,O
13977,a,B_address,O
13978,a,I_address,O
13979,那,O,O
13980,你,O,O
13981,目,O,O
13982,前,O,O
13983,的,O,O
13984,话,O,O
13985,必,O,O
13986,须,O,O
13987,要,O,O
13988,停,O,O
13989,止,O,O
13990,性,B_physiology,O
13991,生,I_physiology,O
13992,活,I_physiology,O
13993,避,O,O
13994,免,O,O
13995,说,O,O
13996,交,O,B_symptom
13997,叉,O,I_symptom
13998,感,O,I_symptom
13999,染,O,I_symptom
14000,给,O,O
14001,女,O,O
14002,性,O,O
14003,那,O,O
14004,样,O,O
14005,就,O,O
14006,麻,O,O
14007,烦,O,O
14008,了,O,O
14009,，,O,O
14010,可,O,O
14011,是,O,O
14012,三,B_datetime,B_datetime
14013,个,I_datetime,I_datetime
14014,多,I_datetime,I_datetime
14015,月,I_datetime,I_datetime
14016,时,O,O
14017,孩,O,O
14018,子,O,O
14019,有,O,O
14020,毛,O,O
14021,病,O,O
14022,是,O,O
14023,不,O,O
14024,是,O,O
14025,跟,O,O
14026,我,O,O
14027,有,O,O
14028,关,O,O
14029,系,O,O
14030,用,O,O
14031,什,O,O
14032,么,O,O
14033,药,O,O
14034,那,O,O
14035,经,O,O
14036,常,O,O
14037,出,B_cause,O
14038,差,I_cause,O
14039,住,I_cause,B_cause
14040,宾,I_cause,I_cause
14041,馆,I_cause,I_cause
14042,这,O,O
14043,个,O,O
14044,是,O,O
14045,典,O,O
14046,型,O,O
14047,的,O,O
14048,阳,B_sickness,B_sickness
14049,痿,I_sickness,I_sickness
14050,病,O,O
14051,情,O,O
14052,了,O,O
14053,，,O,O
14054,你,O,O
14055,多,O,O
14056,大,O,O
14057,年,O,O
14058,纪,O,O
14059,了,O,O
14060,呢,O,O
14061,？,O,O
14062,那,O,O
14063,我,O,O
14064,需,O,O
14065,要,O,O
14066,预,O,O
14067,备,O,O
14068,多,O,O
14069,少,O,O
14070,钱,O,O
14071,一,B_frequency,B_datetime
14072,个,I_frequency,I_datetime
14073,月,I_frequency,I_datetime
14074,用,I_frequency,O
14075,两,I_frequency,O
14076,三,I_frequency,O
14077,次,I_frequency,O
14078,，,O,O
14079,用,B_frequency,O
14080,了,I_frequency,O
14081,十,I_frequency,O
14082,来,I_frequency,O
14083,次,I_frequency,O
14084,就,O,O
14085,是,O,O
14086,侹,B_symptom,B_symptom
14087,而,I_symptom,I_symptom
14088,不,I_symptom,I_symptom
14089,坚,I_symptom,I_symptom
14090,抽,B_symptom,B_symptom
14091,擦,I_symptom,B_symptom
14092,几,I_symptom,I_symptom
14093,下,I_symptom,I_symptom
14094,就,I_symptom,I_symptom
14095,软,I_symptom,I_symptom
14096,了,I_symptom,I_symptom
14097,一,B_datetime,B_datetime
14098,周,I_datetime,I_datetime
14099,没,O,O
14100,打,B_cause,O
14101,飞,I_cause,O
14102,机,I_cause,O
14103,就,O,O
14104,射,B_symptom,O
14105,的,I_symptom,O
14106,快,I_symptom,O
14107,…,O,O
14108,…,O,O
14109,阳,B_sickness,B_sickness
14110,痿,I_sickness,I_sickness
14111,早,B_sickness,B_sickness
14112,泄,I_sickness,I_sickness
14113,如,O,O
14114,何,O,O
14115,治,O,O
14116,疗,O,O
14117,？,O,O
14118,睾,B_part,B_part
14119,丸,I_part,I_part
14120,感,B_symptom,O
14121,觉,I_symptom,O
14122,连,I_symptom,B_symptom
14123,着,I_symptom,I_symptom
14124,肉,I_symptom,I_symptom
14125,球,I_symptom,I_symptom
14126,吃,O,O
14127,了,O,O
14128,三,B_medicine,B_medicine
14129,金,I_medicine,I_medicine
14130,片,I_medicine,I_medicine
14131,三,B_datetime,B_datetime
14132,天,I_datetime,I_datetime
14133,的,O,O
14134,不,O,O
14135,见,O,O
14136,好,O,O
14137,吃,O,O
14138,了,O,O
14139,左,B_medicine,B_medicine
14140,氧,I_medicine,I_medicine
14141,氟,I_medicine,I_medicine
14142,沙,I_medicine,I_medicine
14143,星,I_medicine,I_medicine
14144,粗,B_symptom,B_symptom
14145,度,I_symptom,I_symptom
14146,勃,I_symptom,I_symptom
14147,起,I_symptom,I_symptom
14148,8,I_symptom,I_symptom
14149,是,O,O
14150,正,O,O
14151,常,O,O
14152,吗,O,O
14153,你,O,O
14154,这,O,O
14155,种,O,O
14156,工,O,B_address
14157,作,O,I_address
14158,都,O,O
14159,管,O,O
14160,住,O,O
14161,，,O,O
14162,住,O,O
14163,的,O,O
14164,地,O,O
14165,方,O,O
14166,离,O,O
14167,公,O,O
14168,司,O,O
14169,还,O,O
14170,近,O,O
14171,勃,B_physiology,B_physiology
14172,起,I_physiology,I_physiology
14173,。,O,O
14174,龟,B_symptom,B_part
14175,头,I_symptom,I_part
14176,完,I_symptom,O
14177,全,I_symptom,O
14178,露,I_symptom,O
14179,出,I_symptom,O
14180,你,O,O
14181,们,O,O
14182,切,B_surgery,B_surgery
14183,包,I_surgery,I_surgery
14184,皮,I_surgery,I_surgery
14185,多,O,O
14186,少,O,O
14187,钱,O,O
14188,？,O,O
14189,就,O,O
14190,今,B_datetime,B_datetime
14191,天,I_datetime,I_datetime
14192,晚,I_datetime,I_datetime
14193,上,I_datetime,I_datetime
14194,第,O,O
14195,一,O,O
14196,次,O,O
14197,不,O,O
14198,能,O,O
14199,用,O,B_othertreatment
14200,药,O,I_othertreatment
14201,物,O,I_othertreatment
14202,吗,O,O
14203,这,O,O
14204,个,O,O
14205,问,O,O
14206,题,O,O
14207,好,O,O
14208,医,O,O
14209,治,O,O
14210,么,O,O
14211,？,O,O
14212,早,B_symptom,B_sickness
14213,泄,I_symptom,I_sickness
14214,几,I_symptom,B_datetime
14215,分,I_symptom,I_datetime
14216,钟,I_symptom,I_datetime
14217,吧,O,O
14218,熬,B_cause,B_cause
14219,夜,I_cause,I_cause
14220,经,O,O
14221,常,O,O
14222,有,O,O
14223,，,O,O
14224,手,B_cause,B_cause
14225,淫,I_cause,I_cause
14226,前,O,O
14227,段,O,O
14228,时,O,O
14229,间,O,O
14230,基,O,O
14231,本,O,O
14232,一,B_frequency,O
14233,周,I_frequency,O
14234,一,I_frequency,O
14235,次,I_frequency,O
14236,是,O,O
14237,肾,B_symptom,B_sickness
14238,虚,I_symptom,I_sickness
14239,么,O,O
14240,？,O,O
14241,熬,B_cause,B_cause
14242,夜,I_cause,I_cause
14243,有,O,O
14244,，,O,O
14245,抽,B_cause,B_cause
14246,烟,I_cause,I_cause
14247,有,O,O
14248,性,B_physiology,B_physiology
14249,生,I_physiology,I_physiology
14250,活,I_physiology,I_physiology
14251,一,B_frequency,B_frequency
14252,个,I_frequency,I_frequency
14253,月,I_frequency,I_frequency
14254,四,I_frequency,I_frequency
14255,到,I_frequency,I_frequency
14256,五,I_frequency,I_frequency
14257,次,I_frequency,I_frequency
14258,今,B_datetime,B_datetime
14259,天,I_datetime,I_datetime
14260,破,O,O
14261,了,O,O
14262,，,O,O
14263,内,B_normsymptom,O
14264,裤,I_normsymptom,O
14265,上,I_normsymptom,O
14266,有,I_normsymptom,O
14267,明,I_normsymptom,O
14268,显,I_normsymptom,O
14269,血,I_normsymptom,B_symptom
14270,迹,I_normsymptom,I_symptom
14271,需,O,O
14272,要,O,O
14273,查,B_check,B_check
14274,血,I_check,I_check
14275,吗,O,O
14276,我,O,O
14277,问,O,O
14278,您,O,O
14279,硬,B_symptom,O
14280,度,I_symptom,O
14281,方,I_symptom,O
14282,面,I_symptom,O
14283,有,I_symptom,O
14284,下,I_symptom,O
14285,降,I_symptom,O
14286,吗,O,O
14287,？,O,O
14288,我,O,O
14289,胆,B_emotion,B_symptom
14290,小,I_emotion,I_symptom
14291,。,O,O
14292,有,O,O
14293,个,O,O
14294,人,O,O
14295,陪,O,O
14296,着,O,O
14297,好,O,O
14298,一,O,O
14299,点,O,O
14300,您,O,O
14301,能,O,O
14302,大,O,O
14303,概,O,O
14304,能,O,O
14305,说,O,O
14306,出,O,O
14307,是,O,O
14308,什,O,O
14309,么,O,O
14310,问,O,O
14311,题,O,O
14312,吗,O,O
14313,，,O,O
14314,他,O,O
14315,们,O,O
14316,说,O,O
14317,可,O,O
14318,能,O,O
14319,是,O,O
14320,前,B_sickness,B_sickness
14321,列,I_sickness,I_sickness
14322,腺,I_sickness,I_sickness
14323,炎,I_sickness,I_sickness
14324,我,O,O
14325,坐,O,O
14326,车,O,O
14327,就,O,O
14328,在,O,O
14329,a,B_address,O
