uuid,sentence,sentence2,label,index
c9f240ad-1bf8-11ea-9c66-e0d55e7e3b80,我想咨询产科,怎么咨询产科,1,3160
c9f266f3-1bf8-11ea-bef7-e0d55e7e3b80,流产了是什么原因,宫外孕的原因是什么,0,9611
c9ef8217-1bf8-11ea-8402-e0d55e7e3b80,什么原因引起，会有什么影响,我这个是什么原因引起的,0,6233
c9f2db5a-1bf8-11ea-baec-e0d55e7e3b80,要到医院做检查吗？,我需要去医院检查血吗,0,5809
c9f218e6-1bf8-11ea-b996-e0d55e7e3b80,就是检查什么呢,要检查些什么呢？,1,9265
c9f2b43e-1bf8-11ea-ae9f-e0d55e7e3b80,是不是多囊卵巢就好了,多囊卵巢吗,0,2777
c9efa987-1bf8-11ea-af37-e0d55e7e3b80,你们医院呢？,你们那是什么医院。,0,8252
c9f4886f-1bf8-11ea-968a-e0d55e7e3b80,输卵管造影后多久可以同房？,通水后多久可以同房通水后多久可以同房,0,5194
c9f39f9a-1bf8-11ea-adfa-e0d55e7e3b80,那需要休息多久合适呢,恩，需要休息多久,1,3854
c9f378c3-1bf8-11ea-8bd2-e0d55e7e3b80,要吃药吗？,是吃药还是？？,0,2450
c9efd061-1bf8-11ea-96f0-e0d55e7e3b80,通水后多久可以同房？,输卵管通水后多久可以同房,1,4844
c9f2b409-1bf8-11ea-a1ca-e0d55e7e3b80,需要检查些什么？,我想怀孕需要检查些什么呢,0,1893
c9f26770-1bf8-11ea-a15f-e0d55e7e3b80,腹腔镜可以手术吗,可以做复通手术吗,0,5474
c9f23fc9-1bf8-11ea-909b-e0d55e7e3b80,例假什么都正常,例假什么都很正常,1,6236
c9f0e26b-1bf8-11ea-9621-e0d55e7e3b80,你是怎么称呼呢？,怎么做的疼吗,0,4991
c9f10948-1bf8-11ea-9fba-e0d55e7e3b80,就想咨询一下，容易怀孕吗,我想咨询一下怀孕的事,0,4363
c9f3c5d3-1bf8-11ea-aaad-e0d55e7e3b80,问问了解一下,只是问问，了解一下,1,9104
c9f0e23c-1bf8-11ea-a1a2-e0d55e7e3b80,那吃避孕药月经推迟多久呢,一般月经推迟多久的,0,2754
c9f328d0-1bf8-11ea-8544-e0d55e7e3b80,我就想知道是什么原因造成的,我想知道是什么时候原因引起的,1,174
c9f301eb-1bf8-11ea-9aaf-e0d55e7e3b80,没有药物吗？,没有药物可以冶吗？,0,879
cb059fea-1bf8-11ea-85a8-e0d55e7e3b80,输卵管堵塞会排卵嚒,积水和输卵管堵塞都能看见是吗，,0,4677
c9f17c54-1bf8-11ea-a3a8-e0d55e7e3b80,有什么注意的吗,应该注意些什么,1,9915
cb05edff-1bf8-11ea-8118-e0d55e7e3b80,需要先做哪些检查,就检查哪些！,0,3451
c9f1a38c-1bf8-11ea-8232-e0d55e7e3b80,哦，是不是输卵管堵塞啊,他们说是不是有输卵管堵塞的情况,0,9341
c9f10907-1bf8-11ea-a221-e0d55e7e3b80,这2个都是什么原因啊,主要是什么原因引起的呢,0,9031
c9f240ae-1bf8-11ea-b8db-e0d55e7e3b80,是不是表明怀孕了,是不是怀孕了？,1,4445
c9f28de8-1bf8-11ea-ac2a-e0d55e7e3b80,卵巢是什么？,多囊卵巢是什么意思？,0,9404
c9f26788-1bf8-11ea-b048-e0d55e7e3b80,这对要宝宝有影响吗,影响生育么,1,4058
c9f218ea-1bf8-11ea-bb89-e0d55e7e3b80,哦，做造影疼吗,那输卵管造影呢,0,837
cb05edb0-1bf8-11ea-89b6-e0d55e7e3b80,这一般怎么治疗,怎么治疗方,1,9292
c9f0bad1-1bf8-11ea-81a0-e0d55e7e3b80,不是容易怀孕吗,那是不容易怀孕了？,0,2203
c9f412ea-1bf8-11ea-8169-e0d55e7e3b80,我都是在网上咨询下,我只是先在网上咨询,1,105
c9f46195-1bf8-11ea-b33c-e0d55e7e3b80,怎么调理饮食,没怎么调理,0,7745
c9ef5ae7-1bf8-11ea-bd16-e0d55e7e3b80,是检查血吗,检查是怎么检查呀,0,7342
c9f1305a-1bf8-11ea-8352-e0d55e7e3b80,我把是咨询怀孕的事,想咨询备孕,0,4555
c9f1ca20-1bf8-11ea-a200-e0d55e7e3b80,什么是性激素，,性激素吗,0,5045
c9f1a3e6-1bf8-11ea-ba81-e0d55e7e3b80,你们家输卵管造影多少钱,做输卵管造影检查多少钱？,1,5825
cb057906-1bf8-11ea-8e0c-e0d55e7e3b80,现在该做什么检查,现在就可以检查是吗？,0,3485
c9f39f1b-1bf8-11ea-9db2-e0d55e7e3b80,要检查些什么呢？,什么时候做检查,0,9581
c9f28e8c-1bf8-11ea-b553-e0d55e7e3b80,那大概得需要多少钱？,一般大概需要多少钱呢,1,6094
c9eff6a4-1bf8-11ea-8bde-e0d55e7e3b80,那很容易怀孕是什么时候,女人一般在什么时候容易怀孕,1,722
c9f1090b-1bf8-11ea-b974-e0d55e7e3b80,这一般怎么治疗,那这怎么治疗呢,1,2898
c9f3ebb8-1bf8-11ea-904c-e0d55e7e3b80,做试管婴儿怎么做的,试管是怎么做的,1,7990
cb05c722-1bf8-11ea-bf3f-e0d55e7e3b80,那输卵管造影呢,输卵管做造影要多少钱？,0,9328
cb0614b9-1bf8-11ea-b38c-e0d55e7e3b80,您是怎么解释这个事呢？,不知道我这个怎么解释,0,7710
c9ef8255-1bf8-11ea-bda4-e0d55e7e3b80,会是怀孕么,你说这是怀孕了还是没怀孕？,0,2627
c9f04548-1bf8-11ea-999b-e0d55e7e3b80,检查下大概多少钱,做所有检查项目大概要多少钱,0,6974
cb05a01a-1bf8-11ea-b9a9-e0d55e7e3b80,什么原因哦,什么引起的原因,1,7782
c9efa912-1bf8-11ea-81fc-e0d55e7e3b80,那我现在应该怎么做,那你和我说我应该怎么做呢,1,8974
c9eff73b-1bf8-11ea-a521-e0d55e7e3b80,几个月才怀孕了,备孕几个月了一直都没怀孕,0,6590
c9f3c5c7-1bf8-11ea-8fbb-e0d55e7e3b80,我问问她吧,我在问问他们吧！,1,9773
c9f4b02b-1bf8-11ea-9c1f-e0d55e7e3b80,那大概需要多少钱？,奥？大概多少钱,1,8854
c9f39f72-1bf8-11ea-a7f6-e0d55e7e3b80,那我去医院要检查什么呢,需要去医院做什么检查,0,1008
c9f412aa-1bf8-11ea-8074-e0d55e7e3b80,男的都是检查什么那,检查了没有什么,0,6730
c9efd008-1bf8-11ea-bf85-e0d55e7e3b80,您在哪个位置,在成都哪个位置啊,0,7977
c9f46278-1bf8-11ea-8ccd-e0d55e7e3b80,好的。你们哪个医院,你们的医院是在哪里了,0,6412
c9f39ee1-1bf8-11ea-bbc5-e0d55e7e3b80,试管婴儿你们医院也在做吗,你们医院可以做试管婴儿吗？,1,3262
c9f41371-1bf8-11ea-b7fa-e0d55e7e3b80,先兆流产吗？,会流产了吗,0,249
c9f488ea-1bf8-11ea-b2e8-e0d55e7e3b80,那现在需要检查什么就检查b超吗,需要做什么检查，？,0,8200
c9f04527-1bf8-11ea-896f-e0d55e7e3b80,我想问一下输卵管怎么查,我想问一下输卵管不通怎么治,0,8497
c9f2db20-1bf8-11ea-8395-e0d55e7e3b80,会再吃怀孕吗？,这种怀孕吗？,0,6646
c9f4b013-1bf8-11ea-8e66-e0d55e7e3b80,那怎么办？》,我自己痛 怎么办,0,9414
c9f3eba0-1bf8-11ea-b6f3-e0d55e7e3b80,那如果输卵管堵塞呢？,会是输卵管堵塞吗,0,822
c9f39f4c-1bf8-11ea-a76e-e0d55e7e3b80,我想咨询一下问题可以吗,我想咨询一下！,1,3600
c9f4b024-1bf8-11ea-a968-e0d55e7e3b80,啊，我有多囊卵巢怎么治？,我有卵巢多囊该怎么办,1,1479
c9eff6be-1bf8-11ea-b8d1-e0d55e7e3b80,好几个月才一次,几个月才才有一次,1,3549
c9f1300e-1bf8-11ea-9465-e0d55e7e3b80,你好，右输卵管堵塞还能怀孕吗,输卵管堵塞能怀孕吗,1,560
c9f0bae3-1bf8-11ea-8eb9-e0d55e7e3b80,我想知道是什么引起的,我就想知道是什么原因造成的,1,1209
c9f0e208-1bf8-11ea-b907-e0d55e7e3b80,能治好不？,这个能治好吗？,1,5956
c9f218ca-1bf8-11ea-a716-e0d55e7e3b80,早孕试纸可以吗？,早孕试纸准确吗,0,3016
c9f1a417-1bf8-11ea-84d8-e0d55e7e3b80,我也不知道怀孕多久了,怀孕多久做唐筛,0,2153
cb059ffa-1bf8-11ea-a64e-e0d55e7e3b80,怎么试？,你是怎么称呼的,0,8632
c9f218a7-1bf8-11ea-8f2a-e0d55e7e3b80,会推迟几天。,前几个月推迟了几天,0,2678
c9f1f19c-1bf8-11ea-88cf-e0d55e7e3b80,到医院做哪些检查,就检查哪些！,0,6108
c9f2185e-1bf8-11ea-9e8f-e0d55e7e3b80,大概多少钱呢??,这个大概多少钱？,1,2508
c9f1ca9e-1bf8-11ea-b114-e0d55e7e3b80,我还的做什么检查了,检查了没有什么,0,4573
c9f240bc-1bf8-11ea-aaec-e0d55e7e3b80,嗯是先做B超么？,就是打B超吗,1,5594
c9f1f121-1bf8-11ea-9993-e0d55e7e3b80,那都是需要检查什么,没有，需要检查什么？,0,298
cb05eea2-1bf8-11ea-a54a-e0d55e7e3b80,一年了。需要做什么检查？,有什么需要检查的吗》,1,3000
c9f1cac5-1bf8-11ea-980b-e0d55e7e3b80,那我现在要做的检查有哪些呢,现在她要检查什么呢,0,9656
c9f39eea-1bf8-11ea-b0c8-e0d55e7e3b80,输卵管检查呢,输卵管检查麻烦不？,0,4589
cb05c763-1bf8-11ea-a642-e0d55e7e3b80,什么原因导致的呢？,今天，是什么原因导致得呢,1,8492
c9f3511a-1bf8-11ea-9465-e0d55e7e3b80,一般是什么原因引起的呢,是什么原因造成的呀,1,9638
c9ef81fe-1bf8-11ea-8f43-e0d55e7e3b80,要开腹吗,是腹腔镜还是开腹,0,4636
c9f0e25a-1bf8-11ea-b6c1-e0d55e7e3b80,需要检查些什么？,都需要做什么检查呢,0,4244
c9f4affe-1bf8-11ea-b91e-e0d55e7e3b80,备孕需要注意什么呢？,我就想知道备孕需要查什么呢,0,4962
c9f0e242-1bf8-11ea-bf18-e0d55e7e3b80,你们医院在那,想你们医院在哪,1,6698
c9f2b450-1bf8-11ea-ad87-e0d55e7e3b80,会不孕不育吗,为什么我不孕不育,0,8610
c9f218a8-1bf8-11ea-810e-e0d55e7e3b80,哪什么原因,是什么因素？,1,1233
c9f378c2-1bf8-11ea-a7cd-e0d55e7e3b80,多囊和卵巢功能。不好，有区别吗？,多囊卵巢和多囊卵巢综合症有区别吗,0,9994
c9f09452-1bf8-11ea-a4ff-e0d55e7e3b80,是什么原因引起的啊,什么引起的原因,1,9315
c9f30251-1bf8-11ea-a5c4-e0d55e7e3b80,结婚快两年了，为什么不怀孕,我一年都没怀孕是为什么？,1,665
c9f13042-1bf8-11ea-87b4-e0d55e7e3b80,你就说大概多少钱嘛,大概手术多少钱,0,7497
c9f28df2-1bf8-11ea-9915-e0d55e7e3b80,一般排卵期是什么时候？,那什么时候是排卵期吗,0,1549
c9f1a3be-1bf8-11ea-9caa-e0d55e7e3b80,检查什么呀,一般是什么检查？,0,5849
c9f17c68-1bf8-11ea-9030-e0d55e7e3b80,月经不调会影响怀孕么,月经不调会怀孕吗月经不调会怀孕吗？,1,4733
c9f17c58-1bf8-11ea-9bc7-e0d55e7e3b80,卵巢多囊能不能做试管,卵巢早衰能做试管吗,0,8826
cb05ee47-1bf8-11ea-8872-e0d55e7e3b80,这个需要做那些检查呢,那你说需要做哪些检查啊,1,5991
c9f10957-1bf8-11ea-bb27-e0d55e7e3b80,什么是甲检查,请问要检查什么,0,8907
cb05a015-1bf8-11ea-9ce7-e0d55e7e3b80,什么是甲检查,我现在要检查些什么,0,2013
c9f412dd-1bf8-11ea-82e0-e0d55e7e3b80,我怎么才能怀孕？,那这怎么不怀孕啊,0,5196
c9f2673d-1bf8-11ea-9567-e0d55e7e3b80,什么是甲检查,还要检查什么啊？,0,10019
c9efa900-1bf8-11ea-b872-e0d55e7e3b80,??那我现在怎么办呢,现在应该怎么办,1,3033
c9f06b96-1bf8-11ea-a3f1-e0d55e7e3b80,是什么引起来的呢,我想知道是什么引起的,1,4579
c9f43b88-1bf8-11ea-abe1-e0d55e7e3b80,经后几天是安全期,一般经后几天是安全期呢,1,9069
cb05a00e-1bf8-11ea-853f-e0d55e7e3b80,胎停 一般是什么原因造成的,胎停，是什么愿意导致的,1,246
c9efa8cf-1bf8-11ea-9817-e0d55e7e3b80,请问下，这怎么办,请问我应该怎么办？,0,6801
c9f044fb-1bf8-11ea-a3c4-e0d55e7e3b80,我的排卵期是什么时候,请问一下排卵期什么时候,1,6768
c9f06b98-1bf8-11ea-8fac-e0d55e7e3b80,没有怀孕怎么试呢？,怀孕怎么查?,0,4521
c9eff6c8-1bf8-11ea-bbd5-e0d55e7e3b80,啊！那我需要做什么检查吗,还需要做什么检查呢？,1,5301
c9efd076-1bf8-11ea-a1b9-e0d55e7e3b80,有什么问题呢？,是什么问题这样的。,1,5851
c9f1a3f8-1bf8-11ea-bb77-e0d55e7e3b80,主要检查什么呢,检查什么呀,1,1103
c9f35142-1bf8-11ea-997b-e0d55e7e3b80,那什么时候是排卵期吗,请问我这次的排卵期在什么时候,0,9640
c9f3ebaf-1bf8-11ea-a52d-e0d55e7e3b80,我想知道是什么引起的,我想知道，是么种原因引起的？,1,8430
c9f3c636-1bf8-11ea-ad79-e0d55e7e3b80,你们这个医院在哪儿呀,你们医院是在哪,1,9078
c9f37879-1bf8-11ea-8f8b-e0d55e7e3b80,四维需要预约吗？,四维现在能预约上吗,0,1961
c9f0e1bf-1bf8-11ea-8243-e0d55e7e3b80,现在还有点宫颈糜烂,好像是有点什么宫颈糜烂,1,5443
c9f156f0-1bf8-11ea-90a3-e0d55e7e3b80,无痛的是怎么做呢,都是无痛的？,0,6441
c9f30261-1bf8-11ea-b1a7-e0d55e7e3b80,请问排卵期是什么,排卵期是什么时候猴,0,8237
c9f35161-1bf8-11ea-9f1e-e0d55e7e3b80,一般什么原因造成,是什么原因啊？,1,1743
c9f0bb2a-1bf8-11ea-80c8-e0d55e7e3b80,请问一下什么原因,我想请问你一下,0,797
cb05a0ae-1bf8-11ea-9b15-e0d55e7e3b80,这一般是什么引起的,一般是什么原因引起的呢,1,2377
c9ef81e1-1bf8-11ea-81c9-e0d55e7e3b80,有几率怀孕吗？,我这样的怀孕几率大吗这个月,1,3593
c9f328fe-1bf8-11ea-bbfc-e0d55e7e3b80,你们可以做阴道b超吗,阴道b超可以吗,0,5869
c9f1cac7-1bf8-11ea-9b59-e0d55e7e3b80,我就是咨询一下，,不是咨询一下,1,3310
c9f4133f-1bf8-11ea-9dca-e0d55e7e3b80,可以咨询一下问题,就来咨询一下呀,1,9935
c9f1f17d-1bf8-11ea-ac57-e0d55e7e3b80,内分泌失调吗,内分泌失调怎么调,0,8385
c9f09397-1bf8-11ea-b6f4-e0d55e7e3b80,输卵管造影需要多少钱,输卵管造影的费多少钱,1,6369
c9f06c2f-1bf8-11ea-a6f5-e0d55e7e3b80,就这几个月备孕了,一般备孕几个月能怀上,0,3689
c9f4622f-1bf8-11ea-b133-e0d55e7e3b80,还需要做什么检查不,那还需要检查哪些,0,7124
c9f01d9d-1bf8-11ea-832e-e0d55e7e3b80,一般都是什么原因呢,那我是什么原因,0,2466
c9f1096a-1bf8-11ea-b893-e0d55e7e3b80,需要做哪些检查项目呀,我需要去检查哪些,0,2534
c9f2b3f6-1bf8-11ea-850d-e0d55e7e3b80,要检查哪些？,哦，好的。那需要做哪些检查吗？,0,3608
c9f1a337-1bf8-11ea-95a1-e0d55e7e3b80,没有，就是咨询一下,我就是咨询一下，,1,7568
c9f09387-1bf8-11ea-bef7-e0d55e7e3b80,影响怀孕不,月经正常来了    会怀孕吗,0,3853
c9f2b490-1bf8-11ea-852a-e0d55e7e3b80,我周六周日去了马上就可以做不。,周六周日去可以吗,0,7442
c9eff76c-1bf8-11ea-94c5-e0d55e7e3b80,输卵管做造影要多少钱？,做输卵管造影检查多少钱？,1,3905
c9f30233-1bf8-11ea-86c7-e0d55e7e3b80,那怎么怀不上呢,可是怎么都怀不上呀？,1,6308
c9efa8b6-1bf8-11ea-87e1-e0d55e7e3b80,就是吃什么吐什么。,要做什么呢,0,8788
c9f43a92-1bf8-11ea-b7d8-e0d55e7e3b80,卵巢多囊卵巢综合症怎么治疗,多囊卵巢综合症想怀孕怎么半,1,1586
c9f17c90-1bf8-11ea-b182-e0d55e7e3b80,这样什么原因啊？,"是什么原因呀,对",1,1311
c9f06bfd-1bf8-11ea-8537-e0d55e7e3b80,你们那是什么医院。,要什么证。你们医院告诉我吗？,0,7750
c9f0baa4-1bf8-11ea-946e-e0d55e7e3b80,什么原因造成子宫内膜薄呢,内膜厚是什么引起的,0,1527
c9f43b54-1bf8-11ea-a6d8-e0d55e7e3b80,人流多久去做比较好啊,一次人流多长时间,0,3811
c9f1305f-1bf8-11ea-af1a-e0d55e7e3b80,做什么检查能知道,能做什么检查吗,1,2305
cb057968-1bf8-11ea-83c7-e0d55e7e3b80,女方正常，人工受精大概多少钱,人工受精要多少钱,0,8633
c9f1ca64-1bf8-11ea-b55e-e0d55e7e3b80,今天检查了。医生说是多囊卵巢症,医生说可能是多囊卵巢,0,1120
c9f0bb1a-1bf8-11ea-b100-e0d55e7e3b80,先做造影吗,做造影需要多少造影钱,0,9040
c9eff72a-1bf8-11ea-9e03-e0d55e7e3b80,还要检查哪些,那还要去检查要做一些什么检查呢,1,9641
c9f3c628-1bf8-11ea-9ebb-e0d55e7e3b80,多囊卵巢检查些什么项目呢,请问什么是多囊卵巢,0,3306
c9f4af7a-1bf8-11ea-b82e-e0d55e7e3b80,我在问问他们吧！,哦我问问,1,2385
c9f4d711-1bf8-11ea-a675-e0d55e7e3b80,就问你怎么怀孕,之前怎么会怀孕呢,0,176
c9ef5b28-1bf8-11ea-a6a0-e0d55e7e3b80,怎么取呢,你怎么称呼了？,0,324
cb05edde-1bf8-11ea-b0ae-e0d55e7e3b80,什么意思 我不懂,你的意思是说不会有什么事吗？,0,7209
c9f37886-1bf8-11ea-a9f9-e0d55e7e3b80,都需要做什么检查,那我需要检查什么项目,1,1913
c9eff6b3-1bf8-11ea-9444-e0d55e7e3b80,你怎么呢了。,你是怎么称呼呢？,0,3221
c9f04509-1bf8-11ea-82d4-e0d55e7e3b80,那大概得需要多少钱？,那个大概多少钱,1,3414
c9f26710-1bf8-11ea-b263-e0d55e7e3b80,盆腔积液过多是什么意思,盆腔积液什么意思,0,5097
c9f09461-1bf8-11ea-a766-e0d55e7e3b80,是什么原因导致？,什么原因啊？,1,5081
c9f39ecf-1bf8-11ea-82aa-e0d55e7e3b80,子宫内膜薄是不是怀孕了,内膜薄了  能怀孕吗,0,10012
c9f1a38f-1bf8-11ea-a3ca-e0d55e7e3b80,那大概得需要多少钱？,大概多少钱做一次啊,0,4258
c9f15734-1bf8-11ea-b049-e0d55e7e3b80,那如果检查需要检查哪些呢,检查的话，需要检查哪些,1,7199
c9f0e1f1-1bf8-11ea-a2a8-e0d55e7e3b80,剖腹产多长时间可以要二胎,剖腹产多久可以生二胎？,1,10029
c9f2db96-1bf8-11ea-94aa-e0d55e7e3b80,不知道该怎么办了,不知道咋办,1,8214
c9f328f1-1bf8-11ea-a1a5-e0d55e7e3b80,如果做造影多少钱,那输卵管造影多少钱一般？,0,7811
c9f17cd8-1bf8-11ea-bde2-e0d55e7e3b80,那应该怎么治疗啊,这怎么治疗呢,1,203
c9f044a8-1bf8-11ea-81f4-e0d55e7e3b80,要检查些什么项目呀,那我需要检查什么项目,1,6516
c9f240a7-1bf8-11ea-8585-e0d55e7e3b80,用什么检查？,要检查些什么项目呀,1,8241
c9f0e1ba-1bf8-11ea-8df8-e0d55e7e3b80,男的都是检查什么那,好的，检查前需要禁什么,0,4304
cb05c6e1-1bf8-11ea-bdfc-e0d55e7e3b80,我想问妇科的,我想问一下妇科女,0,9239
c9f48952-1bf8-11ea-8219-e0d55e7e3b80,还没有做检查呢,检查准吗？,0,3445
c9f32905-1bf8-11ea-bb83-e0d55e7e3b80,大概需要好多钱呢？我好准备,一般大概需要多少钱呢,1,5574
c9f1cae8-1bf8-11ea-9c2d-e0d55e7e3b80,周六可以吗？,今天下午可以做吗？,0,9209
c9f39f96-1bf8-11ea-ac89-e0d55e7e3b80,是什么原因吧？,是什么原因导致？,1,5323
cb05a005-1bf8-11ea-8a66-e0d55e7e3b80,我想知道  避孕药吃多少会导致不孕不育,避孕药吃多了会不会导致不孕不育,0,1281
c9f17c6a-1bf8-11ea-b1d5-e0d55e7e3b80,子宫内膜薄以后影响怀孕吗,子宫内膜比较薄，影响怀孕吗,1,2352
c9f1ca94-1bf8-11ea-9947-e0d55e7e3b80,可以了吗医生,医生叫杜啥,0,2437
c9efd03b-1bf8-11ea-924f-e0d55e7e3b80,应该到哪开证明呢,不知道去哪开证明,1,9518
c9f3ebdf-1bf8-11ea-a730-e0d55e7e3b80,这几天没有白带,白带也多这几天,0,3413
c9f0baed-1bf8-11ea-a3dd-e0d55e7e3b80,哪什么原因,请问痒是什么原因,0,7490
c9f3ebe3-1bf8-11ea-93c4-e0d55e7e3b80,会是怀孕了么,这种是怀孕吗,1,7009
c9f23fdd-1bf8-11ea-a6d9-e0d55e7e3b80,还有没有其他原因？,就没有其他的原因了吗,1,7943
c9f46250-1bf8-11ea-8eb5-e0d55e7e3b80,我想了解一下输卵管造影多少钱,做输卵管造影多少钱?,1,1023
c9f218f2-1bf8-11ea-9cf2-e0d55e7e3b80,主要是什么原因引起的呢,那什么原因造成的呢,1,3962
c9f488cb-1bf8-11ea-b0bb-e0d55e7e3b80,那我这是什么问题呢？,什么问题没有,0,5800
c9efa9a5-1bf8-11ea-9b28-e0d55e7e3b80,能做什么检查吗,那都是需要检查什么,0,829
c9f2b3fa-1bf8-11ea-b0e6-e0d55e7e3b80,什么原因啊？,那什么原因引起的呢,1,2625
c9f17cc5-1bf8-11ea-af89-e0d55e7e3b80,自然流产对身体有伤害吗,自然流产对身体伤害有多大,0,8538
c9f378d6-1bf8-11ea-bb19-e0d55e7e3b80,是什么原因引起的？,由什么导致的,1,5265
cb05edbc-1bf8-11ea-ad4e-e0d55e7e3b80,盆腔积液导致吗,是不是盆腔积液,0,2451
c9f488ba-1bf8-11ea-a7bf-e0d55e7e3b80,你们医院在那,哦你们医院在那里里,1,9796
cb057929-1bf8-11ea-a078-e0d55e7e3b80,多囊卵巢综合症什么情况是最严重的,多囊卵巢严重吗,0,9477
c9f15768-1bf8-11ea-a57c-e0d55e7e3b80,请问一下什么原因,请问这是什么原因呢？,1,6504
c9efa8cc-1bf8-11ea-993d-e0d55e7e3b80,薄怎么办,那我该咋办,0,95
c9eff739-1bf8-11ea-9554-e0d55e7e3b80,多囊卵巢和多囊卵巢综合症有区别吗,多囊卵巢综合症，怎么治疗,0,8940
c9ef5ae2-1bf8-11ea-9ba9-e0d55e7e3b80,那什么原因引起的呢,最主要的原因是什么呢,0,4672
c9f21843-1bf8-11ea-a137-e0d55e7e3b80,什么时间最不容易怀孕,请问什么时候最容易怀孕,0,9576
c9f48903-1bf8-11ea-a3ed-e0d55e7e3b80,怀孕后不是不来月经的吗,一般怀孕了也会来月经的是吧亲,1,9791
cb05ee5f-1bf8-11ea-98cf-e0d55e7e3b80,是什么原因引起的。,我想知道是什么引起的,1,9199
c9f2408d-1bf8-11ea-a589-e0d55e7e3b80,是什么原因引起的。,这2个都是什么原因啊,0,260
c9f3ec63-1bf8-11ea-bcb6-e0d55e7e3b80,我备孕几个月了 怎么怀不上呢？,备孕几个月，怀不上,1,4657
c9f21844-1bf8-11ea-ba28-e0d55e7e3b80,像我这种情况可以治疗好吗,这种治疗效果好吗,0,553
c9f17cd4-1bf8-11ea-affb-e0d55e7e3b80,能做什么检查吗,那我需要检查什么啊,0,4259
c9f21831-1bf8-11ea-ade8-e0d55e7e3b80,会是什么原因？,这个会是什么原因引起的,1,5690
c9f39ec3-1bf8-11ea-a029-e0d55e7e3b80,当天去当天可以做吗？,当天可以出来吗,0,2172
c9f2b404-1bf8-11ea-b45b-e0d55e7e3b80,子宫内膜薄怎么治疗在吗,内膜薄怎么治,1,4356
c9f2db32-1bf8-11ea-9aaf-e0d55e7e3b80,也没做什么检查，,需要做什么检查，？,0,1384
cb0614d7-1bf8-11ea-b666-e0d55e7e3b80,到现在是不是快11周了,现在不是11月份了嘛,0,9870
c9f3c634-1bf8-11ea-9cd4-e0d55e7e3b80,那都是需要检查什么,那还需要检查哪些,1,4302
c9f4d734-1bf8-11ea-87b2-e0d55e7e3b80,多囊卵巢，是胖引起的吗,卵巢早衰是什么引起的,0,934
c9f301ed-1bf8-11ea-89e1-e0d55e7e3b80,想咨询怀孕的事,就是想咨询能怀孕吗？,0,233
c9f1305b-1bf8-11ea-a5ab-e0d55e7e3b80,那是什么呀？,好的，可以用什么药吗,0,6898
c9f3c635-1bf8-11ea-a204-e0d55e7e3b80,做这个大概多少钱呀,大概多少钱呢,0,5777
c9f0e25b-1bf8-11ea-9030-e0d55e7e3b80,那可能会是什么原因呢,什么原因导致的呢？,1,2539
c9f3c688-1bf8-11ea-a932-e0d55e7e3b80,你说检查什么,现在还检查什么,1,2624
cb05ee9d-1bf8-11ea-96c9-e0d55e7e3b80,精索静脉曲张是什么引起的,请问精索静脉曲张会引起腰疼吗？,0,6122
c9f1ca35-1bf8-11ea-9b84-e0d55e7e3b80,造影要做1术2术吗,那还需要做造影吗,0,3786
cb057908-1bf8-11ea-9b61-e0d55e7e3b80,输卵管通水多少钱？,输卵管照影需要多少钱,0,4556
cb05a0a4-1bf8-11ea-b7d6-e0d55e7e3b80,不知道她姓什么,不知道什么时候吃好,0,9195
cb05c71f-1bf8-11ea-94ef-e0d55e7e3b80,具体需要检查些什么呢,那现在需要检查什么就检查b超吗,1,8556
c9f0bb68-1bf8-11ea-b207-e0d55e7e3b80,那我这个是什么原因引起的呢？,这个一般是什么原因引起的啊？,1,6985
c9f32986-1bf8-11ea-b27b-e0d55e7e3b80,这个是什么原因呢？,什么原因导致的呢？,1,6421
c9f1a375-1bf8-11ea-8181-e0d55e7e3b80,没有，所以才咨询一下,还没有啊，咨询一下,1,6572
c9f3518f-1bf8-11ea-8048-e0d55e7e3b80,多囊卵巢综合症还可以怀孕吗,多囊卵巢综合症能自然怀孕吗,0,6593
c9f0452f-1bf8-11ea-88bb-e0d55e7e3b80,月经干净一个星期同房的，会怀孕吗,月经完一个星期内同房会不会怀孕,1,8676
c9f26730-1bf8-11ea-827d-e0d55e7e3b80,那有什么办法没有,那有什么办法缓解吗,1,6982
c9efd071-1bf8-11ea-b953-e0d55e7e3b80,怎么治疗方,这一般怎么治疗,1,5356
c9f39f3c-1bf8-11ea-8e71-e0d55e7e3b80,多囊卵巢吗,多囊卵巢综合征多囊卵巢综合症能治好呢,0,22
cb05a05f-1bf8-11ea-957b-e0d55e7e3b80,您认为我这是什么原因,是什么原因引起的啊,1,8512
c9f0455c-1bf8-11ea-97f1-e0d55e7e3b80,对，彩超可以查出吗？,彩超能查出来吗,1,5098
c9efcfa7-1bf8-11ea-976d-e0d55e7e3b80,几个月才怀孕了,怀孕才一两个月呢,0,7742
c9f39f4f-1bf8-11ea-a8a2-e0d55e7e3b80,什么检查了,一般检查什么？,0,5048
c9f3ec80-1bf8-11ea-8047-e0d55e7e3b80,现在试纸能测出来吗,现在能测出来么？,0,7792
c9f156d7-1bf8-11ea-a61c-e0d55e7e3b80,正常子宫内膜厚度正常子宫内膜厚度是多少,内膜厚度多少算正常啊,1,9387
c9f2db45-1bf8-11ea-9316-e0d55e7e3b80,男女查不孕不育需要检查哪些项目？,不孕不育需要检查哪些,0,8505
