uuid,sentence,sentence2,label
22297baa-1bf3-11ea-8d2e-e0d55e7e3b80,有什么可以治疗的吗？,有什么可以治疗方法吗？,1
2229f100-1bf3-11ea-8396-e0d55e7e3b80,不知道 我没有说,也不知道,1
222d4a71-1bf3-11ea-89b8-e0d55e7e3b80,是严重吗吗,我这个不严重吧,1
222e5a96-1bf3-11ea-a014-e0d55e7e3b80,谢谢你了？,谢谢您了！,1
222de4b5-1bf3-11ea-ae49-e0d55e7e3b80,这样严重吗,这样的情况严重吗,1
222e33d5-1bf3-11ea-9956-e0d55e7e3b80,是，怎么治疗呀？,系统性治疗是怎么治疗啊,0
222d22e2-1bf3-11ea-89a6-e0d55e7e3b80,一两分钟？,两三分钟,1
222e3423-1bf3-11ea-890b-e0d55e7e3b80,癫痫不发作可以查吗,这是癫痫发作吗,0
222d6fc7-1bf3-11ea-9d3f-e0d55e7e3b80,你叫杨全兴医生告诉我九龙平癫镇痫系列组合在什么地方买到,你问问杨全兴医生知道九龙平癫镇痫系列组合吗,0
222953da-1bf3-11ea-b432-e0d55e7e3b80,反正就是各种烦   。。。,嗯嗯   他现在就是喜欢乱想。。。,0
415de1c0-1bf3-11ea-9e3d-e0d55e7e3b80,你们医院在什么位置,咱们医院在什么位置,1
222c5f8e-1bf3-11ea-b1a5-e0d55e7e3b80,我不方便电话，在上班,我现在在上班，不方便。,1
2229a1ed-1bf3-11ea-b681-e0d55e7e3b80,大概花费多少钱,大概要花多少钱,1
222b9cfb-1bf3-11ea-8c54-e0d55e7e3b80,男 18  三年,男    36      大半年,1
222b01a7-1bf3-11ea-a231-e0d55e7e3b80,你是医生不,医生也没说什么,0
222cd521-1bf3-11ea-b073-e0d55e7e3b80,都不知道怎么办好,不知道怎么办了,1
222b0141-1bf3-11ea-8b4b-e0d55e7e3b80,你们是什么医院？,去什么医院好,0
222d2356-1bf3-11ea-8ca7-e0d55e7e3b80,大概什么原因引起的,那这是什么原因造成的呢,1
222e8074-1bf3-11ea-84a4-e0d55e7e3b80,会不会是癫痫呢？,有癫痫史,0
222a8d30-1bf3-11ea-9a4d-e0d55e7e3b80,"我想咨询""四肢抽搐怎么回事""","我想咨询""四肢抽搐原因""",1
222e807f-1bf3-11ea-a622-e0d55e7e3b80,你们医院在那里呢？,还没有去你们医院,0
222d231a-1bf3-11ea-aa6d-e0d55e7e3b80,那咋治疗,可以治疗吗,0
222b5006-1bf3-11ea-b902-e0d55e7e3b80,"我想咨询""小儿抽搐症状""","我想咨询""抽搐症状""",0
222d233c-1bf3-11ea-83e5-e0d55e7e3b80,哪方面的检查,还没检查,0
222953d8-1bf3-11ea-b934-e0d55e7e3b80,给你看，,我问你啊,0
222ad96c-1bf3-11ea-8b94-e0d55e7e3b80,具体我去看什么科呢,什么情况,0
22297ae0-1bf3-11ea-bab9-e0d55e7e3b80,先吃药呀,吃药要几年,0
222a65d2-1bf3-11ea-a1c2-e0d55e7e3b80,你们医院在那边,你们那是大医院吗,0
222de4ae-1bf3-11ea-bc37-e0d55e7e3b80,这是什么问题呀,这个是什么问题,1
2229c8a1-1bf3-11ea-a44f-e0d55e7e3b80,杨全兴医生知道九龙平癫镇痫系列组合吗,你知道九龙平癫镇痫系列组合吗,1
222ada2b-1bf3-11ea-9262-e0d55e7e3b80,现在是药物控制吗？,一般药物都能控制住吗,0
222dbe93-1bf3-11ea-8784-e0d55e7e3b80,"我想咨询""浑身抽搐是什么原因""","我想咨询""睡觉抽搐是什么原因""",0
222cd515-1bf3-11ea-9a20-e0d55e7e3b80,24小时脑电图要多少钱，贵吗?,有就做了个24小时脑电图也没检查出什么病,0
222c3814-1bf3-11ea-ad42-e0d55e7e3b80,你们医院是手术治疗？,你们医院都是怎么治疗,0
222a178e-1bf3-11ea-8b47-e0d55e7e3b80,给是有癫痫症状吗？,孩子有癫痫症状,0
222ece85-1bf3-11ea-b92f-e0d55e7e3b80,抑郁症是什么样的？,哪种抑郁症呢,0
22297b96-1bf3-11ea-9b8d-e0d55e7e3b80,治疗癫痫吗,是癫痫吗,0
415e7d20-1bf3-11ea-8cce-e0d55e7e3b80,怎么确定是得了癫痫呢？,怎么确定是不是癫痫,1
222cd562-1bf3-11ea-80c3-e0d55e7e3b80,"我想咨询""小孩刚入睡抽搐""","我想咨询""小孩突然抽搐""",0
222a6561-1bf3-11ea-8412-e0d55e7e3b80,这个应该怎么治疗呢,应该怎么治疗呢,1
222d22f3-1bf3-11ea-9f02-e0d55e7e3b80,都检查啥,没检查出来,0
415e7d11-1bf3-11ea-850f-e0d55e7e3b80,这个虹桥医院有看神经内科的吗,你们是上海虹桥医院神经内科吗,0
222b2826-1bf3-11ea-836b-e0d55e7e3b80,什么医院,在医院一般用什么药,0
222ad9fb-1bf3-11ea-be8c-e0d55e7e3b80,那要怎么确诊？,那要怎么治呢？,0
222f1ccc-1bf3-11ea-a55e-e0d55e7e3b80,去医院需要检查什么,没有检查，需要做什么检查,0
415e559c-1bf3-11ea-94ad-e0d55e7e3b80,怎么治疗呢,需要怎么治疗,1
222b2887-1bf3-11ea-8648-e0d55e7e3b80,北京神经官能症哪个医院好,哪个医院治疗神经官能症权威,1
222eceaa-1bf3-11ea-bf32-e0d55e7e3b80,有胸闷和呼吸不畅。还有脾气暴躁。,心慌胸闷，呼吸不畅有,0
222ab2a1-1bf3-11ea-b19b-e0d55e7e3b80,能检查什么,我想过几天去做个检查，需要检查什么,0
222b4fde-1bf3-11ea-9201-e0d55e7e3b80,那怎么办才好,那咋办呢,1
222b4f69-1bf3-11ea-973a-e0d55e7e3b80,请问贵医院有脑萎缩的专家吗？,医院说是，脑萎缩,0
415e07f5-1bf3-11ea-a5a2-e0d55e7e3b80,我应该怎么做不,不是我应该怎么做？,1
222b7679-1bf3-11ea-8c5e-e0d55e7e3b80,你院采取什么治疗方法,你们是用什么方法治疗呢,1
222b763d-1bf3-11ea-a2d9-e0d55e7e3b80,我想确定我是不是得了抑郁症,我想知道自己是不是有抑郁症,1
222ab34e-1bf3-11ea-a3cb-e0d55e7e3b80,你好，孩子睡觉抽搐是什么原因？,孩子睡着了，老抽搐是什么原因,1
22297b80-1bf3-11ea-9506-e0d55e7e3b80,我40岁  男,我36岁 女,0
222c10f4-1bf3-11ea-b7d3-e0d55e7e3b80,我咨询问题啊,哦！我到时咨询吧！,0
222cd568-1bf3-11ea-b249-e0d55e7e3b80,1 2 3 4 7 9 10,1 3 7 9 10 11,0
222cd525-1bf3-11ea-891d-e0d55e7e3b80,手抽搐是什么原因,小儿抽搐是什么原因,0
222b764e-1bf3-11ea-9c05-e0d55e7e3b80,3岁儿童癫痫病能治好吗？,癫痫病能治好吗？,1
222d4a69-1bf3-11ea-bb8a-e0d55e7e3b80,这什么情况,这属于什么情况,1
222b2848-1bf3-11ea-bca2-e0d55e7e3b80,我想知道突然倒地抽搐是怎么回事,突然就晕倒了,0
222c8612-1bf3-11ea-acad-e0d55e7e3b80,那怎么办，这个病能治好吗,、这个病能治好吗,0
222d234a-1bf3-11ea-bc99-e0d55e7e3b80,那该怎么治？,那该怎么治疗呢,1
2229a1b5-1bf3-11ea-868b-e0d55e7e3b80,癫痫能一次治愈吗,癫痫病一年犯一次，能治愈吗？,0
222d22fc-1bf3-11ea-aa35-e0d55e7e3b80,33岁 男 几个月了,我是病人  男  23  病已经差不多五了年,0
222ef55b-1bf3-11ea-a621-e0d55e7e3b80,请问哪可以怎么做呢？,那请问该怎么治,0
222b0139-1bf3-11ea-a5ac-e0d55e7e3b80,他说不去,他没说，,0
222ad959-1bf3-11ea-a52e-e0d55e7e3b80,怎样治疗？,那你们的怎样治疗的呢？,1
222f1c93-1bf3-11ea-997d-e0d55e7e3b80,你说做脑电图吗？,没有做脑电图和核磁共振,0
222cfbb8-1bf3-11ea-aa71-e0d55e7e3b80,这是什么呀原因,什么原因,1
415e7cfd-1bf3-11ea-8400-e0d55e7e3b80,小孩抽搐是怎么回事,孩子抽搐,0
22297b17-1bf3-11ea-8b24-e0d55e7e3b80,什么原因造成呢,我是什么原因的？,1
222b290d-1bf3-11ea-878e-e0d55e7e3b80,怎样治愈了,能治愈吗,0
222c5f0c-1bf3-11ea-857d-e0d55e7e3b80,能检查什么,去检查了都是好的。,0
222c11af-1bf3-11ea-b5d2-e0d55e7e3b80,抽搐什么原因,抽搐是什么原因,1
222d973b-1bf3-11ea-b9ab-e0d55e7e3b80,"我想咨询""北京脑科医院哪个好""","我想咨询""北京脑科医院排名""",0
222e346c-1bf3-11ea-8810-e0d55e7e3b80,能彻底治愈？,彻底治愈要多久,0
222f1c2b-1bf3-11ea-8a1e-e0d55e7e3b80,主要是治疗什么病,吃什么治疗,0
2229542b-1bf3-11ea-904d-e0d55e7e3b80,女  30,女   24,1
222d4a49-1bf3-11ea-87a5-e0d55e7e3b80,那怎么治疗呀,去睡困难怎么治疗呢,0
222e80a9-1bf3-11ea-a863-e0d55e7e3b80,你是什么人,请问是什么病,0
222a17ef-1bf3-11ea-af55-e0d55e7e3b80,那是要吃药吗,让我吃药 我没有吃,0
222cd52a-1bf3-11ea-8c8f-e0d55e7e3b80,癫痫咋弄了,你确定是癫痫？,0
222de54e-1bf3-11ea-b4a0-e0d55e7e3b80,你们医院是用什么方法治疗的,你们医院有什么好的方法吗,1
222b769a-1bf3-11ea-a446-e0d55e7e3b80,这个还能治好吗,如果是能治好吗,1
222dbed3-1bf3-11ea-b261-e0d55e7e3b80,是不是产后抑郁症,是不是抑郁症了,0
222cd54a-1bf3-11ea-b65c-e0d55e7e3b80,最近好像复发了  他老是不按时吃药 自己会有的时候不吃,年龄20岁 女 也不是持续症状 就是父母有时候开房门会把我吓醒 然后就会很害怕,0
222b016a-1bf3-11ea-922c-e0d55e7e3b80,王医生是吗,你是医生，还是,0
222ada00-1bf3-11ea-ab69-e0d55e7e3b80,怎么治疗呢,去睡困难怎么治疗呢,0
222c85fa-1bf3-11ea-b248-e0d55e7e3b80,也不知道自己在做什么,但是不知道挂什么科,0
222b9d54-1bf3-11ea-bed6-e0d55e7e3b80,我40岁  男,我20，男,1
222cd587-1bf3-11ea-ae87-e0d55e7e3b80,"我想咨询""手足抽搐症""","我想咨询""小儿抽搐症状""",0
415e7ca6-1bf3-11ea-8ad2-e0d55e7e3b80,可以咨询吗,我想咨询下,1
2229c927-1bf3-11ea-93ae-e0d55e7e3b80,检查什么,用什么检查？可以检查吗？,0
222953c2-1bf3-11ea-ae53-e0d55e7e3b80,请你癫痫病发作症状呢？,今年癫痫病还发作了,0
222b285e-1bf3-11ea-8528-e0d55e7e3b80,是什么原因呢？,这个是因为什么原因呢,1
415e7d55-1bf3-11ea-8219-e0d55e7e3b80,需要怎么治疗,那怎么治疗,1
222c5f09-1bf3-11ea-862f-e0d55e7e3b80,请问癫痫现在有什么好的治疗办法吗？,请问是治疗癫痫的吗,0
415de1a4-1bf3-11ea-9216-e0d55e7e3b80,怎么可以治疗,这个要怎么治疗呢,1
2229a1de-1bf3-11ea-bb0e-e0d55e7e3b80,儿童癫痫是什么原因引起的呢,什么能引起小儿癫痫,1
222b4f2e-1bf3-11ea-a980-e0d55e7e3b80,这个怎么治疗,那怎么治疗呢！,1
222a3eb0-1bf3-11ea-bf23-e0d55e7e3b80,癫痫都是什么症状啊,癫痫的早期症状有哪些,1
222b01f8-1bf3-11ea-a0a7-e0d55e7e3b80,你有微信吗,我有微信，？,0
222a65b5-1bf3-11ea-b5db-e0d55e7e3b80,你们靠什么来治疗,请问你们那里是用什么方法治疗？,1
222cfc7a-1bf3-11ea-9995-e0d55e7e3b80,需要做什么检查。,没有什么检查,0
222b4f5a-1bf3-11ea-950a-e0d55e7e3b80,是啥原因,什么原因造成的,1
222bea0f-1bf3-11ea-b3d8-e0d55e7e3b80,有什么好的办法解决,有什么办法解决吗,1
222c116d-1bf3-11ea-9d32-e0d55e7e3b80,您不是医生呀,医生说的,0
222c3817-1bf3-11ea-8a04-e0d55e7e3b80,这样怎样治疗,那应该怎样治疗？,1
415e55c7-1bf3-11ea-a5b2-e0d55e7e3b80,抽搐是什么原因？,全身抽搐什么原因,1
222b285c-1bf3-11ea-86ef-e0d55e7e3b80,您怎么称呼？,是要怎么做,0
222d6f9f-1bf3-11ea-a3e1-e0d55e7e3b80,"我想咨询""抽搐是什么原因引起的""","我想咨询""昏倒抽搐原因""",1
222b01dd-1bf3-11ea-8991-e0d55e7e3b80,应该做什么检查呀   大夫,这应该检查什么科,0
222a8c75-1bf3-11ea-86e4-e0d55e7e3b80,我想咨询癫痫宝宝,我咨询一下癫痫,1
222cadde-1bf3-11ea-8a11-e0d55e7e3b80,我想确定我是不是得了抑郁症,想咨询自己是不是,0
222d6f8c-1bf3-11ea-ad0d-e0d55e7e3b80,你什么医院的？,去医院看吗,0
2229f176-1bf3-11ea-80d2-e0d55e7e3b80,抑郁症是不是精神病的一种啊,抑郁症是精神病吗？,1
222a6619-1bf3-11ea-a378-e0d55e7e3b80,就咨询一下吧,简单的咨询一下就可以了,1
222ef5cd-1bf3-11ea-80f1-e0d55e7e3b80,那还怎么治疗,我这样怎么治疗,1
222cfc05-1bf3-11ea-b468-e0d55e7e3b80,属于癫痫吗？,是癫痫吗,1
222c5f6a-1bf3-11ea-90e6-e0d55e7e3b80,"我想咨询""轻微异常脑电图""","我想咨询""做脑电图异常""",0
222e0ccc-1bf3-11ea-a7c9-e0d55e7e3b80,孩子睡觉后出现抽搐怎么回事,孩子抽搐是怎么回事,0
222b01b6-1bf3-11ea-85d0-e0d55e7e3b80,有什么好的方法吗？,有什么方法,1
222b4fab-1bf3-11ea-83bb-e0d55e7e3b80,也没有，是什么原因造成呢,是什么原因。,1
222c37f2-1bf3-11ea-9735-e0d55e7e3b80,我这样是抑郁症吗,这种情况是抑郁症吗,1
222d4ab4-1bf3-11ea-89d3-e0d55e7e3b80,`有什么办法,请问有什么办法治疗？,1
222cadf9-1bf3-11ea-8d12-e0d55e7e3b80,那我该怎么治疗,一般怎么治疗,1
415e07ad-1bf3-11ea-b633-e0d55e7e3b80,还没有去检查呢,现在还没有，再做检查,0
2229f0fb-1bf3-11ea-85c3-e0d55e7e3b80,好治愈吗,看来是难治愈了,1
222b4f84-1bf3-11ea-83f0-e0d55e7e3b80,脑电图医生说有癫痫的可能,脑电图异常医生就说是癫痫,0
222e0d3a-1bf3-11ea-9eef-e0d55e7e3b80,我只是来咨询一下,对我要咨询一下,1
222d4a55-1bf3-11ea-9694-e0d55e7e3b80,17岁 女,31岁  女,1
415e0865-1bf3-11ea-8016-e0d55e7e3b80,癫痫可以治好吗？,癫痫能治愈吗？,1
222e808b-1bf3-11ea-9083-e0d55e7e3b80,你们医院是上海虹桥医院？,您是在上海虹桥医院吗,0
415e2ec2-1bf3-11ea-b062-e0d55e7e3b80,我明年就得死了  主要是天天想女人   真的烦  你看  有没有什么药品可以给他压制的？,想想   小孩   可怜   以后没有妈妈   没人疼   就不敢死,0
222d704d-1bf3-11ea-8297-e0d55e7e3b80,什么是焦虑症？,焦虑症可以治吗,0
415e55d2-1bf3-11ea-a5ef-e0d55e7e3b80,你们医院再哪,你们医院有类似的吗？,0
222a8ceb-1bf3-11ea-9621-e0d55e7e3b80,那我怎么去治疗,如果不治疗会怎么,0
222ada3e-1bf3-11ea-a76d-e0d55e7e3b80,给是有癫痫症状吗？,没有严重的癫痫症状,0
222c116f-1bf3-11ea-ba20-e0d55e7e3b80,怎么预防和治疗,怎么预防？,0
222f1c97-1bf3-11ea-bfbb-e0d55e7e3b80,你说做脑电图吗？,又约了个核磁共振,0
222c8639-1bf3-11ea-90d0-e0d55e7e3b80,抑郁症表现是什么,抑郁症有些什么表现,1
222c1129-1bf3-11ea-8218-e0d55e7e3b80,就是做脑电图吗？,作了什么脑电图，磁共振,0
222d22c4-1bf3-11ea-b7db-e0d55e7e3b80,挂什么科？,有什么药可以吃吗,0
222ef5a8-1bf3-11ea-a3b9-e0d55e7e3b80,那怎么样,这个怎么样治呢？,0
222e3476-1bf3-11ea-af94-e0d55e7e3b80,脑电图和核磁共振都做了也没做出啥,让做脑电图,0
222c5f67-1bf3-11ea-a459-e0d55e7e3b80,突然抽搐什么原因,抽搐是什么原因引起的？,1
222ad99d-1bf3-11ea-aae1-e0d55e7e3b80,会不会是癫痫,没有癫痫,0
222cd564-1bf3-11ea-b75f-e0d55e7e3b80,癫痫病能治好吗,羊癫疯能治好吗？,1
222de4eb-1bf3-11ea-9df0-e0d55e7e3b80,那这种要靠药物治疗吗,这是要药物治疗吗？,1
222a6594-1bf3-11ea-8f1b-e0d55e7e3b80,癫痫病吃什么药最好,癫痫病病吃什么药？,1
222b7620-1bf3-11ea-b939-e0d55e7e3b80,不知道怎么办,不知道怎么回事,0
222de53a-1bf3-11ea-9bc5-e0d55e7e3b80,他这是癫痫吗,也不是癫痫,0
222e3448-1bf3-11ea-a945-e0d55e7e3b80,癫痫都忌啥口,这样会是癫痫吗,0
415e07b4-1bf3-11ea-8507-e0d55e7e3b80,你们是用什么方法治疗啊,最好治疗方法是什么呢,1
222d6fa6-1bf3-11ea-b330-e0d55e7e3b80,嗯大概多少钱,大概需要多少钱呢,1
222a184b-1bf3-11ea-baf3-e0d55e7e3b80,偶尔易激惹 ? ? ? ? 为小事情。 ? ? ? ? ? ? ?偶尔失眠 ? ? ? ? ? ? ?有一次幻听,能回忆  乏力 想睡觉的症状有,0
222a3eba-1bf3-11ea-b673-e0d55e7e3b80,这几天才发现的,刚刚发现几天,1
222cae84-1bf3-11ea-b2ed-e0d55e7e3b80,有什么治疗方法吗？,我不知道怎么治疗，有什么方法可以治疗,1
222ef5e3-1bf3-11ea-9870-e0d55e7e3b80,那这怎么治疗,那你们是怎么治疗的，,1
415e0869-1bf3-11ea-acfd-e0d55e7e3b80,加你微信吧,你微信给我吧,1
22297b9b-1bf3-11ea-af5e-e0d55e7e3b80,咨询怎么治疗,怎么治疗？,1
415e2f7c-1bf3-11ea-9b03-e0d55e7e3b80,需要怎么治疗,怎么治疗呢,1
222ece91-1bf3-11ea-beba-e0d55e7e3b80,是专门看癫痫病的吗,你们是专门治癫痫病的吗,1
222c1176-1bf3-11ea-a112-e0d55e7e3b80,癫痫有什么症状，,您能跟我说癫痫是怎么个症状吗,1
222cd4e4-1bf3-11ea-b4a0-e0d55e7e3b80,那请问这个病能治好吗,这种病能治好吗,1
222dbf1e-1bf3-11ea-a501-e0d55e7e3b80,没有医生是吗,看医生了,0
222ada3f-1bf3-11ea-9c18-e0d55e7e3b80,睡觉腿抽筋怎么回事,睡觉中突然抽筋是怎么回事,0
222cfc12-1bf3-11ea-b5e4-e0d55e7e3b80,就是做脑电图吗？,脑电图做起来,0
222a8c64-1bf3-11ea-aa15-e0d55e7e3b80,我得了思维强迫症怎么治疗好,得了精神分裂症怎么治疗,0
222ab2b7-1bf3-11ea-a616-e0d55e7e3b80,您这可以咨询吗？,我可以加你,0
222c8605-1bf3-11ea-a7a7-e0d55e7e3b80,别的没有啥,其他没有了,1
222cae44-1bf3-11ea-8319-e0d55e7e3b80,是去医院么,没有去医院！,0
222e5a86-1bf3-11ea-8308-e0d55e7e3b80,请问癫痫病有什么症状,请问癫痫病与什么有关？,0
222ece4e-1bf3-11ea-b4b4-e0d55e7e3b80,"我想咨询""抽搐是什么""","我想咨询""孩子抽搐翻白眼无意识""",0
222e33fa-1bf3-11ea-bfcc-e0d55e7e3b80,有抑郁症的药吗,可能有抑郁症,0
2229f16e-1bf3-11ea-92fa-e0d55e7e3b80,上海虹桥医院吗？,你们虹桥医院？,0
222dbf51-1bf3-11ea-8153-e0d55e7e3b80,癫痫病有什么表现么？,有癫痫病的都不能吃什么？,0
222ab2af-1bf3-11ea-aeac-e0d55e7e3b80,做什么检查能确定？,能检查什么,0
415e2f28-1bf3-11ea-a2a0-e0d55e7e3b80,需要看医生吗,赵医生女的有吗,0
222ab346-1bf3-11ea-af1a-e0d55e7e3b80,几年了吧,快两年了,1
222ab310-1bf3-11ea-a917-e0d55e7e3b80,你那里怎么治疗,你们那怎么治疗,1
222b282f-1bf3-11ea-8281-e0d55e7e3b80,在医院呢，还没有检查,今天去医院检查了,0
222cfc15-1bf3-11ea-9f6a-e0d55e7e3b80,医生说是的,医生说的,0
222bc31b-1bf3-11ea-946e-e0d55e7e3b80,我再问一个问题,问你个问题,1
222b4f9c-1bf3-11ea-9487-e0d55e7e3b80,癫痫能一次治愈吗,腹痛性癫痫能治愈吗,0
222c1168-1bf3-11ea-9c7f-e0d55e7e3b80,是需要去你那边住院吗.,需要住院吗？,1
2229c8b0-1bf3-11ea-b220-e0d55e7e3b80,请问怎么治疗,该怎么治疗呢,1
222e3431-1bf3-11ea-bf45-e0d55e7e3b80,癫痫怎么能治疗,小孩有癫痫该怎么治疗,0
222953bd-1bf3-11ea-9719-e0d55e7e3b80,"我想咨询""丙戊酸钠缓释片怎么吃""","我想咨询""拉莫三嗪""",0
222e0d2d-1bf3-11ea-aa76-e0d55e7e3b80,想问问情况,我想问问什么情况,1
222cae70-1bf3-11ea-a98a-e0d55e7e3b80,什么叫电医生,医生说的也对,0
222ece37-1bf3-11ea-aab1-e0d55e7e3b80,"我想咨询""小孩反复抽搐""","我想咨询""孩子抽搐翻白眼无意识""",0
222e341e-1bf3-11ea-981f-e0d55e7e3b80,病因都不知道怎么治疗,我也不知道怎么治疗的,0
415e7c7f-1bf3-11ea-80ea-e0d55e7e3b80,这个需要如何治疗呢,但是这个需要治疗么,0
222b28ad-1bf3-11ea-a3ce-e0d55e7e3b80,"我想咨询""婴儿睡觉老是抽搐""","我想咨询""睡觉的时候突然抽搐""",0
222f1c27-1bf3-11ea-8833-e0d55e7e3b80,为什么每天晚上睡不着觉,躺那也睡不着觉,0
2229f0ed-1bf3-11ea-a635-e0d55e7e3b80,你那里怎么治疗,怎么治疗的？,1
222e33aa-1bf3-11ea-9c3e-e0d55e7e3b80,抽搐啥原因造成,手抽搐是什么原因,0
415e2f78-1bf3-11ea-a917-e0d55e7e3b80,睡不着怎么办,夜里很困但是睡不着觉怎么回事,0
222c5f02-1bf3-11ea-b468-e0d55e7e3b80,什么什么情况,那我是什么呀,0
222ef58a-1bf3-11ea-ab0f-e0d55e7e3b80,这是怎么引起的呢,这个是怎么造成的呢,1
222cd533-1bf3-11ea-a408-e0d55e7e3b80,问题严重吗,严重吗亲,1
222e0caa-1bf3-11ea-86ad-e0d55e7e3b80,嗯怎么治疗呢,怎么治疗方法呢,1
415de1b7-1bf3-11ea-a658-e0d55e7e3b80,"我想咨询""突然抽搐口吐白沫是什么症状?""","我想咨询""睡着突然抽搐""",0
222e0c65-1bf3-11ea-ac82-e0d55e7e3b80,刚刚小孩又抽搐了，是什么原因引起的,小孩四肢抽搐是什么原因,0
415e2efd-1bf3-11ea-83df-e0d55e7e3b80,可以治愈？,可以治好吗,1
222ad969-1bf3-11ea-b12d-e0d55e7e3b80,最近好像复发了  他老是不按时吃药 自己会有的时候不吃,现在主要老是要吐   吐不出来     头晕,0
222cae0a-1bf3-11ea-96ce-e0d55e7e3b80,24小时的吗,6个小时吧,0
222ab2ad-1bf3-11ea-8c7a-e0d55e7e3b80,"我想咨询""抽搐的原因""","我想咨询""小儿抽搐症的原因""",1
2229a280-1bf3-11ea-bf07-e0d55e7e3b80,癫痫就不能根治吗,癫痫可以彻底根治么,1
222b0179-1bf3-11ea-8e61-e0d55e7e3b80,那是怎么治疗?,你们那怎么治疗,1
222c11a1-1bf3-11ea-9b28-e0d55e7e3b80,我这种严重不？,严重吗亲,1
415e0854-1bf3-11ea-af25-e0d55e7e3b80,孩子两周不发烧抽搐怎么回事,孩子不发烧，突然抽搐,0
415e7ccf-1bf3-11ea-aa13-e0d55e7e3b80,"我想咨询""人突然间抽搐""","我想咨询""全身抽搐""",0
222a1803-1bf3-11ea-9fb2-e0d55e7e3b80,怎么看呢,这个怎么看？,1
222e0c8d-1bf3-11ea-9df5-e0d55e7e3b80,后天癫痫病遗传吗,癫痫病能遗传吗,0
2229c8ba-1bf3-11ea-961b-e0d55e7e3b80,没有了。,那没有，,1
222a178b-1bf3-11ea-839f-e0d55e7e3b80,我想咨询下,我想先咨询一下,1
222ada3b-1bf3-11ea-a8d4-e0d55e7e3b80,哦       那些医生说要吃药,看医生会让吃药吗？,0
222ad9ba-1bf3-11ea-930a-e0d55e7e3b80,有磁共振还有   CT,做了脑电图，拍了CT,0
222b4f7c-1bf3-11ea-ae9f-e0d55e7e3b80,我有没有精神分裂,我有精神分裂,0
222a8c7e-1bf3-11ea-886a-e0d55e7e3b80,"我想咨询""2个月宝宝抽搐""","我想咨询""小孩晚上抽搐""",0
222b2902-1bf3-11ea-a46a-e0d55e7e3b80,"我想咨询""孩子睡着后抽搐""","我想咨询""1岁宝宝突然愣神抽搐翻白眼""",0
415e7cc5-1bf3-11ea-ba49-e0d55e7e3b80,您建议该怎么治疗,那怎么治疗啊？,1
222cfc5e-1bf3-11ea-9fa6-e0d55e7e3b80,那前期有什么好的治疗方法呢,有什么好的方法治疗吗？,0
415e55c6-1bf3-11ea-b4e4-e0d55e7e3b80,我请问一下,我想请问,1
222a8c98-1bf3-11ea-958f-e0d55e7e3b80,这个可以治愈吗？,这种病可以彻底治愈吗,0
222c3898-1bf3-11ea-853e-e0d55e7e3b80,应该怎么治疗,是怎么治疗的,1
222ad992-1bf3-11ea-8e25-e0d55e7e3b80,这样能治好吗,还能治好吗,1
415e7cf4-1bf3-11ea-8792-e0d55e7e3b80,那是怎么治疗?,不吃要怎么治疗,0
2229c96a-1bf3-11ea-89ab-e0d55e7e3b80,怎么检查怎么治疗比较好？,怎么治疗的,0
2229c8ac-1bf3-11ea-80e8-e0d55e7e3b80,你们怎么治疗,那这个怎么治疗？,1
222a8d34-1bf3-11ea-83a2-e0d55e7e3b80,你是什么医院,你是北京什么医院,0
222bc355-1bf3-11ea-9ef9-e0d55e7e3b80,"我想咨询""身体总是抽搐""","我想咨询""身体抽搐怎么办""",1
222dbeb1-1bf3-11ea-a4db-e0d55e7e3b80,我这个怎么治疗,该怎么治疗呢,1
222b2913-1bf3-11ea-acdc-e0d55e7e3b80,我是女 35岁,是的 我是女的 35岁,1
2229a1ab-1bf3-11ea-91d7-e0d55e7e3b80,都需要检查哪些？,一般做哪些检查？,0
222f1c61-1bf3-11ea-81e6-e0d55e7e3b80,你们用什么资料方法治疗,你们采用什么方法治疗方法的.,1
222a3ec5-1bf3-11ea-b049-e0d55e7e3b80,在医院呢，还没有检查,现在在医院检查,0
222a1879-1bf3-11ea-81a4-e0d55e7e3b80,觉得低人一等   很没自信    在男朋友面前从来没感高声说话,尤其特别聪明的人   我是不敢靠近的,0
2229c923-1bf3-11ea-a67e-e0d55e7e3b80,"我想咨询""抽搐了怎么办""","我想咨询""身体抽搐怎么办""",1
222d22eb-1bf3-11ea-858d-e0d55e7e3b80,是什么原因引起的？,抽搐是什么原因引起的？,0
222b76e7-1bf3-11ea-b074-e0d55e7e3b80,嗯，那治疗时间呢,哦，那怎么治呢,0
222b0218-1bf3-11ea-ae6e-e0d55e7e3b80,如果治疗大概得多少钱呀,要是治疗好了要多少钱啊,1
222a8cf6-1bf3-11ea-9ea9-e0d55e7e3b80,癫痫的症状都有哪些？,轻度癫痫症状有哪些,1
22295406-1bf3-11ea-b5b6-e0d55e7e3b80,儿童癫痫能治好不？,小癫痫能治好吗,1
222e0c58-1bf3-11ea-acaa-e0d55e7e3b80,假性癫痫是癫痫吗？,是癫痫症吗？,0
222d7001-1bf3-11ea-842d-e0d55e7e3b80,你问问杨全兴医生九龙平癫镇痫系列组合上市了吗？有人吃吗？,你问问杨全兴医生了吗？知道九龙平癫镇痫系列组合吗？上市了吗？你那医院有人吃吗？,0
