targets_id,sentence,sentence2,label
1.80028E+15,蜂巢和超皮秒,还有蜂巢皮秒,0
8.83958E+15,做嘴唇。,那嘴巴翘了,0
5.9986E+15,多少钱一针量是多少的,一针是多少,0
6.70803E+15,请问毛孔粗大 皮肤粗糙,多少钱皮肤粗糙毛孔粗大,0
1.15972E+15,鼻头大，鼻子踏,鼻梁塌，没有山根，鼻子短，鼻头大，鼻孔扁,0
1.80028E+15,应该是槟榔吃多了,我是吃槟榔把脸吃大了,0
6.70803E+15,你的微信是你电话是吗,可以。你微信是？,0
3.99142E+15,有打过，没有打过唇,没有在别的打过,0
1.15972E+15,三岁半小孩,三岁小孩脸上,0
8.38804E+15,好 您给我个微信吧,可以在微信上说吗,0
8.3301E+15,56岁，黄褐斑，雀斑,雀斑，也有黄褐斑,0
8.3301E+15,鼻梁 鼻头还好,鼻梁还好，鼻头鼻翼厚大,0
1.81778E+15,眼角和额头皱纹怎么去除,眼下有皱纹怎么去除,0
8.88175E+15,做个得多少钱,做个胸部多少钱,0
2.8085E+15,大的也可以激光吗,他们也说可以用激光。,0
5.9986E+15,那要多少钱才去掉。,那要多少钱嘞,0
1.60031E+15,脸上的逗印怎么去掉啊,怎么去除脸上的疤,0
6.70803E+15,读初中开始长的,小学开始,0
1.80028E+15,什么叫蜂巢皮秒,还有蜂巢皮秒,0
5.53487E+15,好的我同意了,也没有同意啊,0
7.83066E+15,填充一下太阳穴,填充太阳穴价格,0
9.96327E+15,静态是指什么,什么叫动态纹,0
1.80028E+15,是完全去掉吗,完全治好,0
8.3301E+15,纹眉价位是多少呢,半永久纹眉价格多少,0
8.59248E+15,额头和下巴,嘴，鼻子，下巴,0
9.96327E+15,我先过去了解一下,我先了解一下吧。,0
5.53487E+15,像60岁,我今年都60多了,0
8.3301E+15,那我退了，上微信啊,我的微信被封了   加不了,0
6.70803E+15,主要是太阳穴额头,下巴，太阳穴，脸颊,0
9.96327E+15,后背和大腿,胳膊和大腿哦,0
8.38804E+15,直径在六毫米,直径三毫米左右,0
8.59248E+15,多久做一次？价格,时间隔多久一次,0
2.77385E+15,洗完眼线多久能做美瞳线,洗完眉毛多久可以纹眉,0
1.80028E+15,小腿手臂 腋下,腿部，手臂以及腋下,0
2.8085E+15,肚子   腿部,肚子游泳圈,0
6.70803E+15,脱毛膏和拔,或者脱毛膏,0
5.53487E+15,好的，方便电话给你,就那电话,0
6.70803E+15,比基尼区,我想做比基尼全脱,0
8.38804E+15,植发会疼吗，,植发的时候给的,0
9.96327E+15,我加你。微信了,你微信是什么？我加你吧,0
3.22605E+15,假体隆鼻什么材质最好,假体隆鼻是用什么材料？,0
8.88175E+15,是药物吸脂吗,腿上吸脂？,0
3.99142E+15,24有一年了,我24 男,0
9.17069E+15,我方便的，可以打字,打字可以吗,0
9.17069E+15,也不要结痂,结痂是啥,0
5.7275E+15,咋叫嘴唇变薄,嘴唇变厚这样变薄,0
9.96327E+15,上的是门牙,上排有两颗不齐,0
5.9795E+15,我打字呢,打字就可以的,0
8.38804E+15,加你微信好吧,加我微信吧，我接受下。,0
1.8503E+15,您好，你是医生吗,亲 您好,0
3.99142E+15,最便宜的种植牙是多少,那烤瓷牙最便宜多少?,0
8.38804E+15,嗯咱这边费用高吗,价格这边高了,0
8.53E+15,13岁男,13这样,0
5.53487E+15,不需要加微信电话,完了加微信说,0
2.77385E+15,211医院,我想去211医院,0
1.60031E+15,脸上有斑怎样去除,怎样去除脸上的疤,0
5.85491E+15,埋线双眼皮，价位多少,双眼皮需要价位多少,0
5.86028E+15,四肢脱毛季卡28元？,28元，季卡么？,0
7.41965E+15,有微信吗？可以加微信哟。,直接加我微信就可以了,0
7.41965E+15,要做几次大概,一年大概要做几次？,0
8.36301E+15,我现在在漳州呀,我是漳州的,0
8.3301E+15,然后一般几针,这个一般打几针,0
8.59248E+15,满脸红痘痘,脸上痘痘痘印,0
3.22605E+15,暗黄出油,毛孔粗大还出油暗黄,0
2.77385E+15,也就说一个疗程是吗,几次是一个疗程,0
1.15972E+15,等电话就可以了？,打您电话咨询吧,0
1.60031E+15,全烤瓷牙套多少一颗,烤瓷牙多少瓷牙多少一颗,0
2.77385E+15,皮秒去斑一次多钱,皮秒一般多钱,0
8.38804E+15,扫一次光多少钱,e光一次多少钱,0
8.36301E+15,手臂，整条腿,大腿小腿，手臂,0
2.25913E+15,也不算，就觉得有点黄,感觉还有点痒,0
1.8503E+15,和抬头纹,眉间纹，抬头纹,0
5.28391E+15,比这个优惠吗,有优惠吗！,0
1.60031E+15,号码搜不了我微信,这个号码是微信,0
6.70803E+15,99脱一次吗？,没有，99一次吗,0
1.80028E+15,你们网站有俺俩,你们的网站有声音的,0
1.80028E+15,减大腿啊,臀部大腿粗,0
1.8503E+15,就是门牙有点稀,门牙有点龅牙,0
8.59248E+15,880包括啥,就买的880的,0
8.53E+15,16岁  女  身高150  体重83斤,150  体重83斤,0
5.53487E+15,你 微信,没有微信哇,0
8.38804E+15,矫正没啥用,所以要矫正,0
8.38804E+15,上牙四颗 下牙六颗全部往里面,两颗往里面的,0
2.8085E+15,大腿  小腿  腰,腿 腰 手臂,0
1.80028E+15,60元1颗是吗？,每次都要60？,0
5.9795E+15,啥叫脂肪堆积,从哪抽脂肪？,0
5.73251E+15,我想美白    可以吗？,后脖子黑  可以打美白素吗？,0
5.7275E+15,这几种有什么区别吗,都有什么区别呢,0
1.60031E+15,脸  大腿和肚子,肚子，腰，臀部肉很多,0
1.8503E+15,分期做分期付,分期是怎么个分期法,0
2.87558E+15,面部提拉价格？,面部提拉。,0
5.53487E+15,仿真眉和雾眉哪个更自然呢,丝雾眉和雾眉哪个适合眉毛淡的啊,0
8.38804E+15,想发图片给你,明天发图片吧,0
9.96327E+15,腿和比基尼线,比基尼线，不全脱完,0
8.38804E+15,一个疗程是几次 多久 多少钱,一疗程打几次，多久一次？,0
2.36796E+15,可以美白吗？,什么美白的？,0
5.86028E+15,我是做全切的,做双眼皮是全切好还是埋线好,0
8.83958E+15,不吃辣就可以吗,海鲜，辣椒都可以吃吗,0
8.38804E+15,眼角，腮上,想做个内外眼角,0
5.7311E+15,我z明天我加,你说你的我加,0
5.53487E+15,去斑一次价格大概是多少?,大概的价钱多少,0
1.15972E+15,雀斑是啥,说是雀斑样痣,0
3.99142E+15,埋线就可以吧,要埋线？,0
9.96327E+15,留下痘坑,留下痘坑，毛孔粗大,0
6.5771E+15,是银川的医院呢,银川那个医院？,0
8.38804E+15,您怎么称呼？,是怎么啦,0
1.80028E+15,内双和脂肪堆积,单眼皮去脂肪,0
8.83958E+15,修复处女膜手术需要多少钱,哪修复处女膜多少钱,0
8.36301E+15,手臂跟大腿,大腿上的吗,0
8.88175E+15,瘦脸针，衡力的,瘦脸针多少钱 恒力,0
8.3301E+15,上面是你的微信吗，我加你,给个电话我加你微信,0
1.8503E+15,大腿小腿屁股,肚子和大腿环吸,0
9.96327E+15,南宁的华美吗？,是南宁华美的分院,0
1.60031E+15,有无创的嘛,什么叫无创,0
6.70803E+15,广州美莱整形医院想咨询一下,是广州美莱整形医院吗,0
8.36301E+15,我还是去正规的医院吧,嗯，你那医院正规吗？,0
8.83958E+15,韩美的呀,还有个韩美,0
5.28391E+15,鼻综合4111？,4111鼻综合是什么意思,0
2.8085E+15,皮肤会松弛吧,皮肤松弛 没有脂肪,0
8.59248E+15,几点下班呢,几点开门？,0
8.99798E+15,我都还有会员卡,我还有积分吗,0
1.8503E+15,我在微信回你们,我有你们同事的微信了,0
1.52753E+15,女的，24，没有,男.24,0
8.41299E+15,你们是厦门欧菲？,厦门欧菲吗,0
5.01566E+15,你加我微信了吧,我加你微信吧，微信号,0
3.22605E+15,是五洲吗？,这个是五洲吗,0
5.28391E+15,二氧化锆多少钱一颗,金合金多少钱一颗,0
8.88175E+15,菲洛嘉水光1980，几只,菲洛嘉水光1980吗亲,0
2.8085E+15,所以我咨询价格,所以才来咨询啊,0
8.38804E+15,埋线的还可以拆,都是埋线吗,0
3.99142E+15,方便加微信吗 ？,我微信加你了  微信聊吧,0
1.60031E+15,一颗一般的全瓷牙多少钱,进口考瓷牙多少钱一颗,0
1.80028E+15,有周末班么,你还没休息？,0
8.38804E+15,是地铁还是,地铁九号线,0
8.36301E+15,想拔掉难拔吗？,智齿要拔掉,0
8.83958E+15,需要穿多久,需要花多长时间？,0
8.83958E+15,你医院有乔雅登玻尿酸不，多少钱一支,伊婉玻尿酸现在多少钱,0
5.53487E+15,我鼻梁高，但鼻头大,鼻头肉较多鼻梁氏,0
8.38804E+15,牙周炎手术多少钱？,治牙周炎要多少钱？,0
8.36301E+15,拖小腿和小手臂,大腿上的吗,0
5.86028E+15,211瘦脸针？,没看到211的瘦脸针,0
2.77385E+15,微信说呗,微信就电话,0
2.36796E+15,肚子，肩膀。大腿,肚皮大腿,0
2.77385E+15,大腿和小腿都粗,上臂也有,0
7.83066E+15,疤痕可以吗,疤痕体质可以么,0
6.70803E+15,眼袋和黑眼圈可以用什么填，,可以？？？眼袋,0
4.27653E+15,自体脂肪的费用？,什么叫自体脂肪？,0
1.60031E+15,我是喂奶喂的,生宝宝后,0
5.9795E+15,鼻子是蒜鼻头,鼻头大，鼻翼大，没有鼻梁,0
1.8503E+15,是鼻头嘛,塌鼻梁 鼻头大,0
6.5771E+15,鼓楼那个口腔医院,鼓楼那的口腔医院吗,0
5.9986E+15,假体和鼻中隔,软骨，是耳软骨和假体吗？,0
8.99798E+15,有点塌山根,会鼻子宽 山根有点低,0
5.7275E+15,贴双眼皮贴，眼皮有点松弛了,眼皮贴双眼皮贴，然后松弛了,0
5.53487E+15,一颗多钱 大概,对大概多钱,0
8.88175E+15,我主要是想填充太阳穴,苹果肌跟太阳穴比较主要。,0
5.01566E+15,胳膊，腿部，大腿，小腿这个就是四肢啊？,那做大腿小腿，还有腰和手臂呢？,0
3.22605E+15,腋下，唇毛和四肢,手臂     腿上   腋下,0
8.38804E+15,你好可以给个微信吗,可以在微信上说吗,0
8.53E+15,是肋软骨吗,做的鼻中隔,0
8.53E+15,你看我微信吧？,可以让她加我微信也得,0
1.80028E+15,我都有您的微信,我微信是我手机,0
4.27653E+15,大腿内侧可以吗,大腿内侧的呢,0
2.25913E+15,一般金属托槽矫正要多少钱？,钢丝一般多少钱,0
8.38804E+15,那我可以预约吗跟您,那预约好，当天可以做吗,0
8.38804E+15,全瓷贴面多少钱一颗?,钛合金烤瓷牙多少钱一颗？,0
1.60031E+15,全瓷牙多钱一颗,进口考瓷牙多少钱一颗,0
5.9795E+15,加你微信说吧，方便么？,微信聊吧，打电话不方便,0
8.83958E+15,佳美有吗,我知道佳美,0
5.9795E+15,眼皮贴双眼皮贴都要松了,肿眼泡 然后贴的双眼皮贴快两年了，眼皮也松了,0
1.8503E+15,咬合不齐,有排列不齐,0
9.96327E+15,隆鼻是多少钱？,隆鼻和双眼皮大概多少钱,0
8.38804E+15,一次一个疗程,要一个疗程是吗？,0
6.06882E+15,有名字能查到吗,能查到吗亲,0
9.96327E+15,我先了解下你的价格,我先了解一下吧。,0
8.99798E+15,单眼皮和内双的区别,单眼皮 吧,0
1.8503E+15,没有微信唉，只有QQ,那你的微信是,0
5.7275E+15,你们医院地址在哪也,你们医院地址是郑州吗,0
8.88175E+15,女人，50度,对，50多了,0
6.70803E+15,广州美莱整形医院的公众号是哪个,是广州美莱整形医院吗,0
5.86028E+15,是需要打几针?,一张脸需要打几针呢？,0
6.70803E+15,自体脂肪和血清,自体脂肪是自己脂肪吗？,0
5.53487E+15,什么原因导致的亲,什么原因，,0
8.83958E+15,电话，不是微信,那你的微信呢,0
3.99142E+15,才两千多?,没有两千多的吗,0
8.99798E+15,是指上身吗,我是上身胖下身不胖,0
3.99142E+15,我12🈷️6号做的,等12月活动,0
1.52753E+15,对形状不满意,形状大小满意,0
2.25913E+15,手臂腿和腋窝,腋窝小腿,0
2.25913E+15,地包天可以是怎样的矫正的方法？,地包天可以矫正吗,0
1.60031E+15,打我电话直接说,直接发我电话吧,0
8.83958E+15,树脂补牙一颗多少钱呢,补牙一颗牙多少钱？,0
6.5771E+15,我能加你微信,你加我微信吧现在,0
6.70803E+15,去黄褐斑的,嗯，雀斑，晒斑,0
1.80028E+15,皮秒980全脸吗,皮秒980是做去斑吗？,0
1.60031E+15,大腿小腿和肚子,大腿脂和小腿,0
8.83958E+15,没有微信，你有qq吗,微信还是qq,0
1.60031E+15,了解美白针,美白针嘛。,0
8.53E+15,微信我不方便,可以让她加我微信也得,0
5.28391E+15,保妥适活动吗,瘦脸针保妥适有活动吗,0
6.70803E+15,乔雅登多少钱？,瑞蓝多少钱、,0
3.22605E+15,牙套呢？,矫正牙齿，隐形牙套的价格,0
5.73251E+15,大腿  屁股。怎么才瘦了。,臀部大怎么减,0
5.73251E+15,宝宝脸上长痘什么原因啊,脸上两边长痘是什么原因？,0
6.70803E+15,可以除疤痕吗？,脸上疤痕可以去吗？,0
8.41299E+15,那是不是980,她说是980,0
8.38804E+15,不知道那你们做的怎么样,但是我不知道，你们家怎么样？,0
8.38804E+15,应该不会很严重吧,应该很严重了,0
8.3301E+15,23岁  男性,22岁   女性,0
8.36301E+15,我刚刚加你的微信了,好的  加你微信,0
8.38804E+15,我加您微信呀,先加我微信把,0
8.88175E+15,你们医院的这个呀,你们这个医院在哪儿呢？,0
2.8085E+15,手臂 大腿 臀部 腰,腿 腰 手臂,0
5.86028E+15,保妥适哇？,保妥适是全进口的吗？,0
3.22605E+15,"我想咨询""点一颗痣多少钱""","我想咨询""中一颗牙多少钱""",0
8.83958E+15,吗50了,50岁，后期,0
5.7275E+15,蜂巢皮秒有吗,皮秒个和,0
8.59248E+15,我给你发图片,在这里能发图片不,0
5.73251E+15,18岁了，男,女学生。18岁,0
8.3301E+15,鼻子上的粉刺多怎么办,鼻子上出现黑头该怎么办,0
8.36301E+15,假体不懂呀,不想要假体植入的,0
5.86028E+15,来过，没有消费过,没有的，没有来过,0
1.60031E+15,不用发图片的,我发图片啊,0
3.99687E+15,是丝雾眉还是根眉,雾眉还是纹眉好,0
5.7275E+15,不用加微信,加微信？,0
1.8503E+15,你接一下，我加你微信了,你发微信账号给我吧，我加你,0
7.83066E+15,让我加微信还没加,我加了你的微信了。,0
5.9795E+15,瘦脸针多少钱打一只？,国产瘦脸针多少钱一只,0
5.7275E+15,什么牌子的在做活动,什么牌子的酸,0
1.81778E+15,割双眼皮费多少钱,割一只双眼皮要多少钱,0
6.70803E+15,好的我加你的微信,我加微信，你看看我的是什么斑,0
1.8503E+15,嗯知道了谢谢医生,谢谢您了医生,0
8.38804E+15,明天在么？,明天能来吗？,0
8.38804E+15,材质有哪些呢,牙是什么材质的,0
1.60031E+15,父母可能不让我做,父母不让我玩,0
2.77385E+15,是我到医院找谁，,一个假医院,0
8.99798E+15,怎么公众号预约不了脱毛的,怎么公众号预约不了了,0
1.60031E+15,你好 做双眼皮和开眼角大概要多少钱,做双眼皮要多少钱大概,0
1.81778E+15,是硅胶假体的吗,膨体跟肋骨,0
8.36301E+15,钢丝矫正和隐形矫正各多少钱,矫正牙套的话是多少钱,0
1.8503E+15,自体脂肪的多少钱？,自体是多少钱,0
1.60031E+15,是我的号码啊,之后换着号码,0
8.3301E+15,加你微信你看看,微信发你？,0
8.38804E+15,根管治疗中,根管治疗是不是也会疼,0
3.99142E+15,之前加了微信忘了,加你微信你接,0
5.7275E+15,不好意思发错了,她不好意思,0
8.83958E+15,疤痕可以去的吗,治疗疤痕可以吗？,0
1.80028E+15,大腿没有脂肪,腹部脂肪堆积。,0
5.73251E+15,牙齿不整齐，可以调整吗？,前牙齿不整齐,0
1.80028E+15,我挺满意的,主要是不满意,0
8.36301E+15,周末有么？,周末休息吗,0
1.8503E+15,做双眼皮要多少钱呢,做双眼皮开眼角要多少钱？,0
1.60031E+15,鼻梁？？和脸颊两侧,主要分布在鼻梁和脸颊两侧,0
1.15972E+15,那你给我发微信,加我微信给你看照片,0
8.36301E+15,单次的费用,单次是吗？,0
8.41299E+15,恩，大腿小腿跟手臂,要瘦大腿小腿,0
5.7275E+15,是割的还是埋线,做微创好还是全切,0
5.7275E+15,双眼皮是全切的好还是埋线的好,做微创好还是全切,0
8.38804E+15,什么叫体验,体验吗？,0
8.83958E+15,"我想咨询""南昌最大的整形医院""","我想咨询""南昌整形医院""",0
8.53E+15,微信有啊。,有医生微信的,0
1.80028E+15,还是体验装,不体验了,0
1.60031E+15,给可以先发过来,还没发过来啊,0
3.99142E+15,想咨询开眼角双眼皮,好  我还想割双眼皮,0
5.7275E+15,我的眼睛是内双,肿眼泡加内双,0
8.41299E+15,需要打多久，维持多久,怎么维持多久,0
5.73251E+15,兰州衡力活动价多少,兰州衡力有吗,0
8.99798E+15,在丰泽区,丰泽区哪里呢？,0
8.3301E+15,你好我加了你的微信,给个电话我加你微信,0
6.70803E+15,完全没有鼻梁，鼻翼宽鼻头大,我鼻头大 鼻梁低,0
5.73251E+15,21岁。先生。,女士  今年21,0
8.36301E+15,请问点黑点怎么算,请问怎么去脸上的斑？,0
2.25913E+15,贴面怎么弄？,做贴面多少钱啊,0
5.86135E+15,都是眼袋,眼袋也一起？,0
8.38804E+15,qq号给您了,是上面的qq嘛,0
1.60031E+15,动态皱纹是啥,出皱纹尼,0
8.83958E+15,爱芙莱1ml价格多少呢,爱芙莱多少毫升,0
7.83066E+15,瘦脸针什么牌子的？？,399的瘦脸针是什么牌子呢,0
5.9986E+15,韩式纹眉需要多少钱,韩式雾眉多少钱,0
5.7275E+15,打瘦脸针多少钱一针,瘦脸针 兰州的多少钱一针啊,0
1.8503E+15,女的，今年24,男.24,0
5.7275E+15,全切好还是埋线好,做微创好还是全切,0
5.73251E+15,18 李,女学生。18岁,0
8.38804E+15,一般成年人矫正要多长时间,那矫正需要多长时间呢,0
8.38804E+15,想腹部呢,腿部也要抽,0
8.38804E+15,我想抽大腿小腿,腋下，大腿跟腰部,0
8.53E+15,肚子和腰，大腿,肚腩。啦还有大腿。,0
6.70803E+15,我不需要脱毛,脱毛痛吗,0
1.8503E+15,我才50岁,50多了，有十年了吧，,0
1.60031E+15,是曲靖的吗？,曲靖地区,0
6.70803E+15,可以的，你添加我微信吧。,我添加微信,0
8.83958E+15,我的好复杂  我加你,这你的吗，我加的你？,0
1.60031E+15,我加你微信了，微信上聊吧,那个我加你微信，微信上聊,0
8.53E+15,我不是留微信了吗,可以让她加我微信也得,0
8.83958E+15,好有就二年,做了有两三年了,0
2.86074E+15,可以去祛痘,多少钱可以祛痘,0
5.7275E+15,润百颜玻尿酸多少钱,瑞兰多少钱了,0
2.77385E+15,去鱼尾纹的,鱼尾纹，抬头纹,0
8.83958E+15,微信是电话号码吗,电话号码和微信同步,0
1.80028E+15,你们皮秒不是980吗,皮秒980是做去斑吗？,0
2.87558E+15,国产恒力的多少钱,衡力是多少钱呢,0
1.8503E+15,我的是四环素牙,氟斑牙呢,0
8.38804E+15,我这几天要出差等几天吧,我这几天还没空的,0
8.88175E+15,我的好手指甲那么大,小拇指头那么大,0
7.26199E+15,正规医院把,我还是去正规医院吧,0
5.9795E+15,泪沟太阳穴凹陷还有下巴,额头➕太阳穴，还有泪沟,0
8.38804E+15,嗯。多少钱一根呢,一根头发多少钱,0
2.87558E+15,曲靖没有吗？？,我在曲靖哦,0
6.70803E+15,那恢复的话要多长时间呢？,缺了会多久恢复好呢,0
8.36301E+15,我加你微信吧 微信聊,没。你加我微信吧,0
8.38804E+15,丰胸是做假体吗,装的假体么,0
6.70803E+15,微信不是的,我添加微信,0
5.9986E+15,那打美白针呢,美白针多少,0
6.5771E+15,看过，但是没拍过片,拍过丢了,0
2.8085E+15,肚子，臀部，腿部,肚子游泳圈,0
1.80028E+15,国庆去黄褐斑要多少钱？,去黄褐斑需要多少钱？,0
1.8503E+15,我知道具体要面诊,只去面诊,0
5.28391E+15,微信也要的,那个是微信,0
1.80028E+15,腰腹、大腿和背部,臀部大腿粗,0
7.41965E+15,全切，开眼角,双眼皮埋线改全切,0
8.38804E+15,留下的小坑,留下的疤印,0
3.22605E+15,两边不一样一边内一边单,缺了一边,0
8.36301E+15,一个月汗蒸一次可以么,一个月内可以打两次吗,0
8.38804E+15,这个隐形矫正大概多少钱,钢丝的大概在多少钱左右,0
9.96327E+15,打瘦脸针保妥适价格多少,呐 现在瘦脸针价格是多少呢,0
5.53487E+15,我想好了，加你微信聊,这2都可以加我微信,0
8.99798E+15,下排不整齐，上排有龅牙,有下排都不整齐,0
6.70803E+15,100%可以？,可以体验？,0
8.83958E+15,还能做牙齿纠正吗,你这纠正牙齿怎么算呀,0
7.41965E+15,保妥适多少钱？,保妥适除皱多少钱,0
1.60031E+15,你们888双眼皮是埋的吗,双眼皮只要888,0
6.70803E+15,已添加微信,添加了没,0
7.83066E+15,我19 了,19岁可以做吗？,0
8.99798E+15,还好 有点,就感觉有点短,0
8.3301E+15,微信同电话。,QQ微信都可以,0
3.99142E+15,广州美莱没有了吗？,也是去广州美莱吗,0
2.8085E+15,额头，苹果机！太阳穴,太阳穴，泪沟,0
8.38804E+15,那我就退了，微信说吧,先不微信了，确定在你们那做了在微信吧,0
8.53E+15,打一针能保持多少个月？,这种一针多少,0
1.8503E+15,洗牙怎么洗,洗牙怎么洗多少钱呀,0
1.15972E+15,在和你微信聊,能微信方便聊吗,0
1.60031E+15,对，不开刀,那个是啊太开刀是吧,0
7.83066E+15,分别价位多少,两个价格分别多少,0
8.53E+15,眼角提升多少钱,下至后眼角多少钱,0
8.99798E+15,脸上有斑去的掉吗,是脸上有麻子,0
6.5771E+15,黑头和痘痘,痘痘，痘印,0
3.99142E+15,牙门牙缝大。,就门牙两颗吧,0
8.3301E+15,和老年斑一样,老年斑能去了吗,0
5.73251E+15,男30多岁,女30多岁。,0
8.41299E+15,在你们欧菲厦门店,厦门欧菲吗,0
8.38804E+15,明天可以去么,可以的话明天,0
1.80028E+15,大腿，臀部。,抽大腿小腿。手臂,0
2.8085E+15,活动价格分别是多少？,两个价格分别多少,0
8.38804E+15,没做提肌,我第二次也提肌的,0
8.59248E+15,你说我敢去医院吗,一个假医院,0
8.38804E+15,透明牙套多少钱啊,半隐形的牙套多少钱,0
5.86135E+15,内双吧，,内双单眼,0
3.99142E+15,大牙，咬东西的,大牙都有,0
8.83958E+15,还想问下抽脂肪，大腿臀部多少钱,我想抽一下大腿的脂肪多少钱？,0
5.53487E+15,加QQ可以.吗？,这2都可以加我微信,0
8.53E+15,一支多少毫升？,玻尿酸多少毫升的,0
8.59248E+15,什么时候可以去,什么时候啊,0
6.70803E+15,激光什么,可以激光？,0
5.86135E+15,玫琳凯洗面奶可以用吗,用洗面奶啊,0
5.7275E+15,肿眼泡单眼皮,单眼皮啊,0
1.80028E+15,腋下腿。,除腋下的那个,0
5.9986E+15,你发一下吧，也不用加微信了,好的，加一下微信吧,0
8.83958E+15,长10厘米左右，宽5厘米左右,10厘米怎么算呢,0
5.9986E+15,要多久可以好,那如果治多长时间,0
8.59248E+15,是埋线？不是隔吗,埋线没有,0
2.25913E+15,有点内双有点肿泡,我是丹凤眼！有点内双,0
8.88175E+15,对北京丽都不了解,在丽都咨询过了,0
8.38804E+15,应该要做根管治疗,根管治疗是不是也会疼,0
3.99687E+15,是硅胶吧？,膨体硅胶,0
8.38804E+15,局麻好还是全麻好,需要是全麻吗,0
1.8503E+15,塌鼻梁，鼻翼宽,塌鼻梁 鼻头大,0
2.8085E+15,腿部，和手臂,腿 腰 手臂,0
4.27653E+15,而且是一个单眼皮一个双眼皮,有一个内双，一个看起来双眼皮,0
9.96327E+15,美丽焦点我咨询过,在美丽焦点做的,0
1.80028E+15,那膨体和硅胶 哪个好呢,用的什么材料是硅胶吗还是膨体,0
9.17069E+15,肚子 和胳膊,腿，胳膊。,0
1.60031E+15,用了会不会对身体不好,但对身体不好,0
2.8085E+15,微信是这个吗,微信是你的电话吗？,0
1.15972E+15,你的电话吗？,留下你的电话了,0
8.99798E+15,没有腋毛,就是唇毛和腋毛,0
3.99142E+15,我加你微信了呢,我加你微信吧，回头再约,0
2.77385E+15,之前做过埋线，,没有，做过埋线,0
1.8503E+15,有50岁了,50多了，有十年了吧，,0
6.70803E+15,大腿。后背,大腿环吸，腰腹环吸,0
1.15972E+15,还有点烧,就有时候会有点痒,0
1.60031E+15,你的微信就是你的号码,这个号码是微信,0
8.36301E+15,前臂和小腿。,是上臂？,0
6.70803E+15,胸罩杯|,我目前穿A罩杯,0
9.96327E+15,你们是南宁的,在南宁那？,0
3.99142E+15,是滚轮微针吗,微针。。。,0
3.99142E+15,镭射去眼袋多少钱？,镭射去眼袋,0
7.41965E+15,没去过医院咨询,我去过其医院,0
5.53487E+15,说具体的价位,具体优惠到啥价位,0
1.8503E+15,你店在贵阳？,你们店在贵阳哪,0
5.86028E+15,嗯，我好想有微信,恩…没有微信,0
7.41965E+15,可以去武汉,我在武汉呢,0
2.77385E+15,加你手机号吗微信,这个两个都是手机号马微信,0
5.86028E+15,福袋是是什么活动,福袋活动,0
8.38804E+15,问了可以就直接装了,那直接拔了可以吗？,0
4.27653E+15,我是哺乳后造成的,哺乳到1岁,0
5.9986E+15,进口的现在多少钱,没有。进口的多少钱国产？,0
1.60031E+15,去年做的也是680,我买的680,0
8.38804E+15,瘦腿针是什么呀,我买了瘦腿针,0
1.60031E+15,那要怎么做呢，长久吗？,那要怎么整,0
1.80028E+15,鼻翼大了，然后鼻梁有些矮,鼻梁塌鼻头有点大,0
7.41965E+15,想咨询一下双眼皮和眼袋,想咨询一下做眼袋,0
1.8503E+15,内双眼肿泡,单眼皮肿泡,0
5.9795E+15,嗯，她是内双,我是内双 有点肿眼泡,0
5.28391E+15,是门牙两颗,门牙磕了一点,0
8.36301E+15,膨体不属于硅胶吗,膨体做呢,0
6.70803E+15,臀部和腿部,大腿环吸，腰腹环吸,0
3.99142E+15,材料叫什么,什么材料什么价格？,0
8.88175E+15,鼻头感觉有点上翘不明显,感觉鼻梁低,0
6.70803E+15,我的鼻头短,我鼻头大 鼻梁低,0
8.38804E+15,溶脂是怎么溶脂,还是溶脂吗,0
8.59248E+15,还能预约么,网络预约有优惠吗,0
8.38804E+15,补一颗牙费用是多少,现在拔一颗  大概多少费用,0
2.8085E+15,你的微信是多少呀？我加你吧。,我加了你的微信了。,0
1.52753E+15,怎么去闭合粉刺,都是闭合粉刺,0
1.80028E+15,像片状的,点状的也有,0
7.83066E+15,做了50天了,就是50,0
2.25913E+15,是牙齿有点龅牙,牙齿整齐，就是有点前突,0
1.15972E+15,男士今年46岁,男士43年的,0
6.70803E+15,可以微信了解吗？,可以。你微信是？,0
8.38804E+15,挂号费是多少？,都是 免挂号费的？,0
3.99142E+15,也可以贴面？,瓷贴面的,0
2.8085E+15,想全部洗了，大概多少钱,大概一般是多少钱,0
3.99142E+15,下边门牙牙缝大,门牙中间牙缝大,0
8.38804E+15,嗯加吧微信聊,方便聊给微信吗？,0
6.70803E+15,我微信发你,就只知道要电话微信,0
6.70803E+15,都是整形的吗,你这可以整形吗,0
2.25913E+15,我是内双加肿泡眼,肿泡眼，内双吧，还有点大小眼,0
8.88175E+15,微信？你了,您的微信是您的电话,0
2.77385E+15,这样的眼袋,眼袋切了,0
3.99142E+15,4.5她,大概4.5个月,0
1.15972E+15,太阳穴和眉弓,太阳穴苹果肌,0
2.8085E+15,分别是多少价格呢,两个价格分别多少,0
8.3301E+15,我加你微信了 同意一下,给个电话我加你微信,0
1.60031E+15,带牙套大概多少钱,钢丝牙套大概多少钱,0
2.77385E+15,不能发照片啊,照片发你了,0
7.41965E+15,术后恢复期多久,多久恢复？,0
5.53487E+15,怎添加微信呢？,微信我的哦,0
8.36301E+15,我买了99脱毛的,脱毛年卡99,0
