dialog_id,sentence_id,role,sentence,label
5216,8,CLIENT,右侧靠近手臂和咯吱窝的部位,描述症状
5244,5,CLIENT,大概一般什么价位,咨询价格
5263,20,CLIENT,请问乳房有囊性结节怎么办？,咨询治疗方式
5266,2,CLIENT,乳腺腺呈散在光点，分布欠均匀,描述症状
5267,14,CLIENT,那去医院要挂什么科室呢？,咨询检查方式
5286,19,CLIENT,是因为没有休息好的原因吗,咨询病因
5299,17,CLIENT,结果都不知道哪里去了，给医生看了说没什么问题,描述就诊史
5307,37,CLIENT,请问你们的医院叫什么名字,咨询公司介绍
5308,3,CLIENT,切副乳需要住院吗  检查费加手术费和术后药物  一共大概多少钱,咨询价格
5335,11,CLIENT,高频彩超大概要多少钱呢？,咨询价格
5343,11,CLIENT,我想问问你们医院看乳腺怎么样,咨询公司介绍
5345,7,CLIENT,只是查一下都那么贵啊？,咨询价格
5407,2,CLIENT,积乳囊肿必须手术吗？可以保守治疗吗？,咨询治疗方式
5467,13,CLIENT,什么激素紊乱？性激素？雌激素？还是？,咨询项目介绍
5574,6,CLIENT,副乳吃药行不,咨询药物
5632,15,CLIENT,刚刚出来这个按下去有一点点，不明显，不太确定痛不痛,描述症状
5665,43,CLIENT,那样的啊，吃逍遥丸可以不,咨询药物
5672,14,CLIENT,31复查了，说恢复的挺好的,描述就诊史
5673,12,CLIENT,不知道，反正那些人说切了有后遗症,咨询副作用
5674,15,CLIENT,乳头内陷做完手术不能哺乳吗,咨询术后注意事项
5690,13,CLIENT,现在有缓解的方法吗？,咨询治疗方式
5694,6,CLIENT,需要做哪些检查？,咨询检查方式
5726,41,CLIENT,我检查胃镜显示有胃炎食道炎吃了药还是痛,描述就诊史
5763,2,CLIENT,我明天来你们医院能挂上号吗?,确定预约时间
5763,12,CLIENT,能把你们医院位置发过来吗?,咨询地址
5764,20,CLIENT,胸部疼痛是什么原因?,咨询病因
5805,2,CLIENT,你这是几级医院,咨询公立私立
5817,2,CLIENT,请问医生，腋窝里面长了硬块，触摸很痛，是什么原因引起的,咨询病因
5842,16,CLIENT,对身体危害大吗？,咨询危害
5881,4,CLIENT,乳头调粉手术有哪几种,咨询动刀
5881,7,CLIENT,打麻药吗,无
5958,2,CLIENT,你好想问一下 前天发现乳头阵阵刺痛有硬块 是怎么回事呢？,咨询病因
5977,20,CLIENT,你们是那个医院呢？,咨询公司介绍
5983,8,CLIENT,想咨询乳腺方面的,咨询项目介绍
5985,26,CLIENT,能报销百分之多少,无
5987,4,CLIENT,您好我想问一下中秋期间医院上班吗,咨询上班时间
5987,11,CLIENT,麻烦问一下地址在哪儿呢,咨询地址
5990,12,CLIENT,伤害最小的是哪种,咨询治疗方式
5991,21,CLIENT,囊肿和结节有啥区别呢？,咨询项目介绍
6046,17,CLIENT,那就大后天吧,确定预约时间
6128,5,CLIENT,好像他长了一个包块吧，活动区域很大属于乳腺癌还是这种病,描述症状
6132,14,CLIENT,可以擦什么改变下吗,咨询治疗方式
6137,28,CLIENT,怎么称呼你？,无
6171,12,CLIENT,穿刺医生能看出是良性还是恶性肿瘤吗？,无
6245,2,CLIENT,我想咨询"成都棕南医院评论",无
6280,25,CLIENT,那你帮我分析一下有可能是什么原因谢谢！,咨询病因
6280,55,CLIENT,我给你打成文字行吗？,无
6281,12,CLIENT,急性什么症状，慢性什么症状,咨询症状
6289,20,CLIENT,我想问下你们那边动手术需要的费用,咨询价格
6311,6,CLIENT,男性乳腺切割手术步骤,无
6316,2,CLIENT,想问下微创手机痛嘛,咨询疼痛程度
6330,17,CLIENT,就直接点吗，你们那里手术技术怎么样,咨询公立私立
6353,38,CLIENT,那天查了心电图，CT查了肺没问题,描述就诊史
6359,2,CLIENT,男性乳腺腺体增厚，六项激素偏高，问题大不？,咨询危害
6374,11,CLIENT,西黄丸华西医生开的准备7月3日吃，激素还没停,描述就诊史
6377,2,CLIENT,我想咨询一下巨纤维瘤和叶状肿瘤的区别,咨询项目介绍
6387,3,CLIENT,好的，，，术钱术后大约需要多少钱？,咨询价格
6426,24,CLIENT,我想咨询"胸痛乳头按下去痛",咨询项目介绍
6467,16,CLIENT,如果要做手术的话会不会影响淋巴排毒？,咨询危害
6514,7,CLIENT,没有，所以先咨询一下价位,咨询价格
6524,13,CLIENT,什么信号？,无
6530,33,CLIENT,和多少资金呢？,咨询价格
6556,21,CLIENT,医生说要做微创手术，取出检查是否是良性,描述就诊史
6564,9,CLIENT,手术后需要卧床吗？,咨询术后注意事项
6698,4,CLIENT,您好，你们医院星期六星期天做乳腺彩超嘛？,咨询上班时间
6801,12,CLIENT,没怎么注意好像一直都是这样,描述症状
6817,31,CLIENT,是治疗一次几百块钱呢？还是一个疗程,咨询价格
6820,3,CLIENT,乳腺纤维瘤微创手术要开刀吗,咨询动刀
6829,46,CLIENT,我想知道如何消除,咨询治疗方式
6832,19,CLIENT,我现在只有2分钟用手机时间了,无
6846,5,CLIENT,前天在当地三甲医院检查的,描述就诊史
6850,2,CLIENT,我想咨询"男生减胸最有效的运动方法",无
6854,11,CLIENT,你是说纯牛奶里面雌激素多了刺激的吗,咨询病因
6937,22,CLIENT,那我这个大小做手术的话是不是可以完全清除,咨询疗效
6965,35,CLIENT,下午几点？下午直接去医院吗？,确定预约时间
7056,16,CLIENT,您好，是想咨询桂枝茯苓丸治疗乳腺结节吗？,咨询药物
7106,18,CLIENT,我情绪化，乳房胀痛特别严重,描述症状
7144,2,CLIENT,乳腺囊肿有什么症状,咨询症状
7194,4,CLIENT,需要多久才能恢复正常,咨询疗程
7228,17,CLIENT,医生给我开的罗红霉素吃了附作用太大了,描述就诊史
7241,7,CLIENT,只要38元？？,咨询价格
7254,13,CLIENT,这个情况你有哪些医生推荐呢,咨询专家
7375,10,CLIENT,这里直接说可以吗,无
7395,12,CLIENT,是的，不按压，不碰就不疼，只要轻微无意碰到了按压了一下下就疼痛,描述症状
7398,9,CLIENT,我这个是不是属于乳腺增生啊？,咨询项目介绍
7496,55,CLIENT,1820285****,无
2,5,CLIENT,想咨询一下胸部长了一个疙瘩去医院检查了医生说要手术,咨询动刀
16,26,CLIENT,开放式的是什么意思啊？,无
108,5,CLIENT,两年前体检有颗粒(哺乳期)，一年前体检没有问题，,描述就诊史
115,16,CLIENT,我加你吧,咨询微信
242,31,CLIENT,我的网不太好,无
305,8,CLIENT,是不是干燥？,无
310,2,CLIENT,一冷就会乳房痛,描述症状
320,4,CLIENT,我在我们县城医院检查有乳腺囊肿,描述就诊史
367,9,CLIENT,有淤积,描述症状
390,35,CLIENT,按到有滑动。,描述症状
396,10,CLIENT,触碰时有疼痛感,描述症状
402,26,CLIENT,应该是被360拦截了,无
419,2,CLIENT,你们医院有没有啥子套餐。还想做个乳腺彩超,咨询项目介绍
433,19,CLIENT,这个分不分早晚期,咨询症状
437,27,CLIENT,afett-7,无
450,7,CLIENT,奶嘴痛是什么原因,咨询病因
465,20,CLIENT,你这是在哪呢？,咨询地址
486,2,CLIENT,你好请问乳房像过电似的是什么原因呢？,咨询病因
491,2,CLIENT,乳头内陷怎么矫正过来?,咨询治疗方式
515,2,CLIENT,请问乳腺birads3什么意思？,咨询项目介绍
517,7,CLIENT,什么活动呢,咨询价格
524,17,CLIENT,我检查了是两年前的包块增大，是满满的增大,描述就诊史
535,2,CLIENT,乳腺囊肿能不能贴艾灸贴,咨询治疗方式
540,12,CLIENT,你们做的麦默通吗？,咨询动刀
588,2,CLIENT,乳腺结节怎么消除?,咨询治疗方式
615,6,CLIENT,保守物理牵拉怎么做呢？,咨询治疗方式
684,28,CLIENT,我退出了,无
703,5,CLIENT,我了解一下乳腺瘤的手术,咨询动刀
707,9,CLIENT,一般长多大会恶化啊,咨询危害
743,9,CLIENT,鹌鹑蛋,无
751,10,CLIENT,自检图是什么？？,咨询项目介绍
811,13,CLIENT,结节是？,咨询项目介绍
843,2,CLIENT,为什么我的乳头有个小疙瘩呢,咨询病因
928,13,CLIENT,这个除了美观性，还有别的什么影响？,咨询危害
940,10,CLIENT,有什么冶理方案吗,咨询治疗方式
956,1,CLIENT,请问乳腺结节三类好治吗,咨询疗效
993,7,CLIENT,乳头内陷有什么后果?,咨询危害
1072,6,CLIENT,我想咨询下，用力挤压乳头会溢出清黄液体，是什么情况呢,咨询症状
1148,2,CLIENT,你的是多少呢,咨询电话
1149,16,CLIENT,还没有验证消息呀,无
1151,1,CLIENT,男性乳房微调手术费用,咨询价格
1165,11,CLIENT,没有任何感觉、用手摸有颗粒状，正常吗？,咨询症状
1167,4,CLIENT,网络不好，掉线了,无
1200,2,CLIENT,乳腺硬砣怎么冶,咨询治疗方式
1319,4,CLIENT,想挂华西专家号,咨询专家
1328,13,CLIENT,5毛硬币那么大,描述症状
1660,1,CLIENT,我想问一下，不到1厘米的纤维瘤需要手术吗,咨询动刀
1809,6,CLIENT,混合型呢,无
2027,21,CLIENT,吃了6副中药调理都没反应,描述就诊史
2115,2,CLIENT,葛根、葡萄仔、冬虫夏草、芡实、甘草、黄芪、覆盆子、银杏叶、白芷这些中药吃了会不会长胖,咨询药物
2205,11,CLIENT,那这个有什么方法,咨询治疗方式
2244,3,CLIENT,您好乳汁淤结可以用新鲜土豆片敷吗？还是用陈土豆敷包块呢,咨询治疗方式
2486,6,CLIENT,如何处理？,咨询治疗方式
2505,15,CLIENT,0.4乘以0.3的弱回声结节,无
2517,12,CLIENT,这些药会不会影响胸,咨询副作用
2564,8,CLIENT,感觉界限不清楚,无
2604,4,CLIENT,可以上门服务吗？,无
2611,11,CLIENT,牵引不了啊 这个是发育问题吗,咨询病因
2617,3,CLIENT,里面像是个吸盘一样,描述症状
2747,15,CLIENT,不会有任何推销产品方面的吧,无
2776,14,CLIENT,内部走向问题是什么？这个内部走向我不懂。,咨询症状
2839,7,CLIENT,我是健身的时候吃了雄性激素，卖药的说是雌化了。,咨询症状
2876,6,CLIENT,可以喝葡萄酒吗,咨询食疗
2913,7,CLIENT,费用是多少呢有没有危险？,咨询危害
2957,24,CLIENT,那也是需要拆线的吗,咨询动刀
3074,17,CLIENT,感觉的，因为我用手摸能感觉到颗粒感,描述症状
3094,30,CLIENT,这个手术会不会有什么后遗症,咨询副作用
3105,18,CLIENT,做乳头内陷手术对导管有影响吗,咨询动刀
3116,6,CLIENT,单侧乳头溢淡黄色液体，全身乏力是怎么回事？,咨询病因
3162,6,CLIENT,左侧乳头，在泸州医学院和隆昌人民医院就诊,描述就诊史
3163,7,CLIENT,什么叫微创介入？,咨询项目介绍
3184,20,CLIENT,只能短信交流不能給我打電話,无
3225,5,CLIENT,硬块从哪里来的啊？,咨询病因
3249,7,CLIENT,实性混合结节是什么意思呢,咨询项目介绍
3308,8,CLIENT,做了有疤痕吗,咨询动刀
3369,2,CLIENT,我想咨询"乳头内陷悬吊手术视频",咨询项目介绍
3372,10,CLIENT,我添加你好不好，忘记号了,咨询微信
3386,8,CLIENT,我还是未成年,无
3417,15,CLIENT,你们医院可以做乳房纤维瘤微创手术吗,咨询动刀
3432,6,CLIENT,医生建议先做穿刺活检,描述就诊史
3453,27,CLIENT,传统还是微创？,咨询动刀
3457,8,CLIENT,就是影响我穿衣,无
3486,15,CLIENT,多少啊,咨询价格
3569,5,CLIENT,想问问，这个检查有风险吗,咨询危害
3620,11,CLIENT,哪需要切开引流嘛！,咨询动刀
3738,6,CLIENT,你们这个医院是私人承包的还是怎么的,咨询公立私立
3740,5,CLIENT,能划动的那种,描述症状
3760,6,CLIENT,副乳会不会病变,咨询症状
3765,2,CLIENT,我想问囊性结节需要治疗吗？,咨询症状
3774,27,CLIENT,体检查的出来么,咨询检查方式
3840,7,CLIENT,手术和微创哪个会痛些,咨询疼痛程度
3842,7,CLIENT,我要怎么才能了解详细情况？,咨询检查方式
3846,11,CLIENT,怎么牵拉啊，我不会,咨询治疗方式
3952,42,CLIENT,只需要做一项吗,咨询疗程
4060,3,CLIENT,有副乳怎么消除,咨询治疗方式
4063,23,CLIENT,对身体危害大吗？,咨询副作用
4113,1,CLIENT,左乳囊性结节,咨询项目介绍
4224,5,CLIENT,什么原因造成的,咨询病因
4234,13,CLIENT,不，网页可以发的,无
4563,9,CLIENT,有44x19x29m大了,描述症状
