,word,bz_bio,re_bio
29978,痘,I_symptom,I_symptom
29979,痘,I_symptom,I_symptom
29980,是,O,O
29981,什,O,O
29982,么,O,O
29983,原,O,O
29984,因,O,O
29985,嗯,O,O
29986,，,O,O
29987,姑,O,O
29988,娘,O,O
29989,，,O,O
29990,你,O,O
29991,做,O,O
29992,过,O,O
29993,什,O,O
29994,么,O,O
29995,检,O,O
29996,查,O,O
29997,吗,O,O
29998,？,O,O
29999,才,O,O
30000,怀,B_physiology,B_physiology
30001,孕,I_physiology,I_physiology
30002,试,B_tool,B_tool
30003,纸,I_tool,I_tool
30004,，,O,O
30005,试,B_tool,B_tool
30006,纸,I_tool,I_tool
30007,试,O,O
30008,了,O,O
30009,两,O,O
30010,次,O,O
30011,都,O,O
30012,出,O,O
30013,现,O,O
30014,两,B_symptom,B_symptom
30015,个,I_symptom,I_symptom
30016,红,I_symptom,I_symptom
30017,杠,I_symptom,I_symptom
30018,以,O,O
30019,前,O,O
30020,月,B_physiology,B_physiology
30021,经,I_physiology,I_physiology
30022,正,O,O
30023,常,O,O
30024,吗,O,O
30025,上,B_datetime,O
30026,个,I_datetime,O
30027,月,I_datetime,O
30028,月,B_physiology,B_physiology
30029,经,I_physiology,I_physiology
30030,是,O,O
30031,几,O,O
30032,月,O,O
30033,几,O,O
30034,号,O,O
30035,呢,O,O
30036,？,O,O
30037,不,O,O
30038,好,O,O
30039,意,O,O
30040,思,O,O
30041,。,O,O
30042,还,O,O
30043,没,O,O
30044,有,O,O
30045,只,O,O
30046,有,O,O
30047,尿,B_symptom,B_symptom
30048,道,I_symptom,I_symptom
30049,处,I_symptom,I_symptom
30050,有,I_symptom,I_symptom
30051,点,I_symptom,I_symptom
30052,不,I_symptom,I_symptom
30053,舒,I_symptom,I_symptom
30054,服,I_symptom,I_symptom
30055,月,B_physiology,B_physiology
30056,经,I_physiology,I_physiology
30057,两,B_datetime,B_datetime
30058,个,I_datetime,I_datetime
30059,月,I_datetime,I_datetime
30060,都,O,O
30061,没,B_symptom,B_symptom
30062,有,I_symptom,I_symptom
30063,来,I_symptom,I_symptom
30064,。,O,O
30065,肚,B_symptom,B_symptom
30066,子,I_symptom,I_symptom
30067,也,I_symptom,I_symptom
30068,有,I_symptom,I_symptom
30069,点,I_symptom,I_symptom
30070,胀,I_symptom,I_symptom
30071,身,O,O
30072,体,O,O
30073,长,O,O
30074,时,O,O
30075,间,O,O
30076,处,O,O
30077,于,O,O
30078,炎,B_symptom,B_symptom
30079,症,I_symptom,I_symptom
30080,的,O,O
30081,侵,O,O
30082,害,O,O
30083,环,O,O
30084,境,O,O
30085,中,O,O
30086,，,O,O
30087,对,O,O
30088,免,O,O
30089,疫,O,O
30090,功,O,O
30091,能,O,O
30092,、,O,O
30093,新,O,O
30094,陈,O,O
30095,代,O,O
30096,谢,O,O
30097,以,O,O
30098,及,O,O
30099,内,O,B_part
30100,分,O,I_part
30101,泌,O,I_part
30102,系,O,I_part
30103,统,O,I_part
30104,都,O,O
30105,会,O,O
30106,产,O,O
30107,生,O,O
30108,不,O,O
30109,良,O,O
30110,影,O,O
30111,响,O,O
30112,，,O,O
30113,炎,B_symptom,O
30114,症,I_symptom,O
30115,不,O,O
30116,及,O,O
30117,时,O,O
30118,治,O,O
30119,疗,O,O
30120,，,O,O
30121,会,O,O
30122,导,O,O
30123,致,O,O
30124,炎,B_symptom,O
30125,症,I_symptom,O
30126,在,O,O
30127,各,O,O
30128,生,O,O
30129,理,O,O
30130,部,O,O
30131,位,O,O
30132,相,B_symptom,O
30133,互,I_symptom,O
30134,蔓,I_symptom,O
30135,延,I_symptom,O
30136,和,O,O
30137,交,B_symptom,B_symptom
30138,叉,I_symptom,I_symptom
30139,感,I_symptom,I_symptom
30140,染,I_symptom,I_symptom
30141,，,O,O
30142,，,O,O
30143,研,O,O
30144,究,O,O
30145,数,O,O
30146,据,O,O
30147,表,O,O
30148,明,O,O
30149,，,O,O
30150,妇,B_cause,O
30151,科,I_cause,O
30152,炎,I_cause,O
30153,症,I_cause,O
30154,是,O,O
30155,引,O,O
30156,起,O,O
30157,女,O,O
30158,性,O,O
30159,不,B_sickness,B_sickness
30160,孕,I_sickness,I_sickness
30161,的,O,O
30162,主,O,O
30163,要,O,O
30164,原,O,O
30165,因,O,O
30166,.,O,O
30167,吃,O,O
30168,的,O,O
30169,是,O,O
30170,抗,B_medicine,B_medicine
30171,宫,I_medicine,I_medicine
30172,炎,I_medicine,I_medicine
30173,胶,I_medicine,I_medicine
30174,囊,I_medicine,I_medicine
30175,，,O,O
30176,甲,B_medicine,B_medicine
30177,硝,I_medicine,I_medicine
30178,唑,I_medicine,I_medicine
30179,，,O,O
30180,妇,B_medicine,B_medicine
30181,炎,I_medicine,I_medicine
30182,康,I_medicine,I_medicine
30183,，,O,O
30184,还,O,O
30185,有,O,O
30186,那,O,O
30187,个,O,O
30188,妇,B_medicine,B_medicine
30189,炎,I_medicine,I_medicine
30190,灵,I_medicine,I_medicine
30191,栓,I_medicine,I_medicine
30192,是,O,O
30193,外,O,O
30194,用,O,O
30195,的,O,O
30196,今,B_datetime,B_datetime
30197,天,I_datetime,I_datetime
30198,下,I_datetime,I_datetime
30199,午,I_datetime,I_datetime
30200,查,O,O
30201,的,O,O
30202,，,O,O
30203,只,O,O
30204,做,O,O
30205,了,O,O
30206,个,O,O
30207,彩,B_check,B_check
30208,超,I_check,I_check
30209,反,O,O
30210,应,O,O
30211,6,B_age,B_age
30212,7,I_age,I_age
30213,岁,I_age,I_age
30214,，,O,O
30215,需,O,O
30216,要,O,O
30217,手,O,O
30218,术,O,O
30219,吗,O,O
30220,，,O,O
30221,体,B_check,B_check
30222,检,I_check,I_check
30223,发,O,O
30224,现,O,O
30225,有,O,O
30226,高,B_symptom,O
30227,回,I_symptom,O
30228,声,I_symptom,O
30229,，,O,O
30230,怀,O,O
30231,疑,O,O
30232,息,B_symptom,B_symptom
30233,肉,I_symptom,I_symptom
30234,半,O,O
30235,定,O,O
30236,量,O,O
30237,客,O,O
30238,服,O,O
30239,说,O,O
30240,，,O,O
30241,一,O,O
30242,般,O,O
30243,两,B_datetime,B_datetime
30244,到,I_datetime,I_datetime
30245,三,I_datetime,I_datetime
30246,个,I_datetime,I_datetime
30247,月,I_datetime,I_datetime
30248,不,B_symptom,B_symptom
30249,怀,I_symptom,I_symptom
30250,就,O,O
30251,建,O,O
30252,议,O,O
30253,去,O,O
30254,做,O,O
30255,检,O,O
30256,查,O,O
30257,没,O,O
30258,有,O,O
30259,，,O,O
30260,等,O,O
30261,下,O,O
30262,，,O,O
30263,我,O,O
30264,看,O,O
30265,我,O,O
30266,电,O,O
30267,话,O,O
30268,会,O,O
30269,不,O,O
30270,会,O,O
30271,给,O,O
30272,错,O,O
30273,了,O,O
30274,做,B_physiology,B_physiology
30275,完,I_physiology,I_physiology
30276,爱,I_physiology,I_physiology
30277,，,O,O
30278,下,B_symptom,B_symptom
30279,边,I_symptom,I_symptom
30280,疼,I_symptom,I_symptom
30281,怎,O,O
30282,么,O,O
30283,回,O,O
30284,事,O,O
30285,我,O,O
30286,自,O,O
30287,己,O,O
30288,搞,O,O
30289,不,O,O
30290,清,O,O
30291,楚,O,O
30292,哪,O,O
30293,天,O,O
30294,来,O,O
30295,的,O,O
30296,月,B_physiology,B_physiology
30297,经,I_physiology,I_physiology
30298,了,O,O
30299,有,O,O
30300,的,O,O
30301,是,O,O
30302,子,B_symptom,B_symptom
30303,宫,I_symptom,I_symptom
30304,偏,I_symptom,I_symptom
30305,小,I_symptom,I_symptom
30306,有,O,O
30307,的,O,O
30308,是,O,O
30309,幼,B_sickness,B_sickness
30310,稚,I_sickness,I_sickness
30311,子,I_sickness,I_sickness
30312,宫,I_sickness,I_sickness
30313,，,O,O
30314,治,O,O
30315,疗,O,O
30316,方,O,O
30317,式,O,O
30318,不,O,O
30319,一,O,O
30320,样,O,O
30321,试,B_tool,B_tool
30322,纸,I_tool,I_tool
30323,只,O,O
30324,有,O,O
30325,百,O,O
30326,分,O,O
30327,之,O,O
30328,五,O,O
30329,十,O,O
30330,的,O,O
30331,准,O,O
30332,确,O,O
30333,的,O,O
30334,没,O,O
30335,有,O,O
30336,，,O,O
30337,家,O,O
30338,里,O,O
30339,人,O,O
30340,还,O,O
30341,不,O,O
30342,知,O,O
30343,道,O,O
30344,按,O,O
30345,时,O,O
30346,间,O,O
30347,计,O,O
30348,算,O,O
30349,你,O,O
30350,现,O,O
30351,在,O,O
30352,月,B_symptom,B_symptom
30353,经,I_symptom,I_symptom
30354,推,I_symptom,I_symptom
30355,迟,I_symptom,I_symptom
30356,也,O,O
30357,有,O,O
30358,十,B_datetime,B_datetime
30359,天,I_datetime,I_datetime
30360,了,O,O
30361,，,O,O
30362,姑,O,O
30363,娘,O,O
30364,，,O,O
30365,月,B_symptom,B_symptom
30366,经,I_symptom,I_symptom
30367,推,I_symptom,I_symptom
30368,迟,I_symptom,I_symptom
30369,首,O,O
30370,先,O,O
30371,是,O,O
30372,考,O,O
30373,虑,O,O
30374,怀,B_physiology,B_physiology
30375,孕,I_physiology,I_physiology
30376,了,O,O
30377,，,O,O
30378,其,O,O
30379,次,O,O
30380,是,O,O
30381,考,O,O
30382,虑,O,O
30383,月,B_sickness,B_sickness
30384,经,I_sickness,I_sickness
30385,不,I_sickness,I_sickness
30386,调,I_sickness,I_sickness
30387,，,O,O
30388,有,O,O
30389,没,O,O
30390,有,O,O
30391,检,O,O
30392,查,O,O
30393,一,O,O
30394,下,O,O
30395,呢,O,O
30396,同,O,B_physiology
30397,事,O,I_physiology
30398,怀,B_physiology,B_physiology
30399,孕,I_physiology,I_physiology
30400,那,O,O
30401,会,O,O
30402,不,O,O
30403,会,O,O
30404,导,O,O
30405,致,O,O
30406,以,O,O
30407,后,O,O
30408,不,B_sickness,B_sickness
30409,孕,I_sickness,I_sickness
30410,我,O,O
30411,给,O,O
30412,你,O,O
30413,免,O,O
30414,费,O,O
30415,预,O,O
30416,约,O,O
30417,取,O,O
30418,个,O,O
30419,检,O,O
30420,查,O,O
30421,半,B_price,B_price
30422,价,I_price,I_price
30423,的,O,O
30424,优,O,O
30425,惠,O,O
30426,号,O,O
30427,过,O,O
30428,来,O,O
30429,检,O,O
30430,查,O,O
30431,看,O,O
30432,看,O,O
30433,情,O,O
30434,况,O,O
30435,吧,O,O
30436,就,O,O
30437,都,O,O
30438,有,O,O
30439,避,O,O
30440,孕,O,O
30441,措,O,O
30442,施,O,O
30443,了,O,O
30444,不,O,O
30445,可,O,O
30446,能,O,O
30447,怀,B_physiology,B_physiology
30448,孕,I_physiology,I_physiology
30449,好,O,O
30450,后,O,B_emotion
30451,悔,O,I_emotion
30452,这,O,O
30453,种,O,O
30454,方,O,O
30455,式,O,O
30456,是,O,O
30457,专,O,O
30458,门,O,O
30459,针,O,O
30460,对,O,O
30461,多,O,O
30462,次,O,O
30463,受,B_physiology,B_physiology
30464,孕,I_physiology,I_physiology
30465,的,O,O
30466,女,O,O
30467,性,O,O
30468,。,O,O
30469,是,O,O
30470,在,O,O
30471,可,O,O
30472,视,O,O
30473,下,O,O
30474,用,O,O
30475,一,B_tool,O
30476,次,I_tool,O
30477,性,I_tool,B_tool
30478,纳,I_tool,I_tool
30479,米,I_tool,I_tool
30480,微,I_tool,I_tool
30481,管,I_tool,I_tool
30482,吸,O,O
30483,引,O,O
30484,。,O,O
30485,不,O,O
30486,需,O,O
30487,要,O,O
30488,扩,B_surgery,B_surgery
30489,宫,I_surgery,I_surgery
30490,刮,B_surgery,B_surgery
30491,宫,I_surgery,I_surgery
30492,，,O,O
30493,3,B_datetime,B_datetime
30494,分,I_datetime,I_datetime
30495,钟,I_datetime,I_datetime
30496,就,O,O
30497,可,O,O
30498,以,O,O
30499,的,O,O
30500,了,O,O
30501,。,O,O
30502,对,O,O
30503,以,O,O
30504,后,O,O
30505,的,O,O
30506,生,B_physiology,B_physiology
30507,育,I_physiology,I_physiology
30508,。,O,O
30509,月,B_physiology,B_physiology
30510,经,I_physiology,I_physiology
30511,是,O,O
30512,没,O,O
30513,有,O,O
30514,影,O,O
30515,响,O,O
30516,的,O,O
30517,做,O,O
30518,了,O,O
30519,三,O,O
30520,次,O,O
30521,也,O,O
30522,没,O,O
30523,事,O,O
30524,？,O,O
30525,不,O,O
30526,能,O,O
30527,治,O,O
30528,辽,O,O
30529,吗,O,O
30530,能,O,O
30531,不,O,O
30532,能,O,O
30533,做,O,O
30534,试,B_surgery,B_surgery
30535,管,I_surgery,I_surgery
30536,下,B_symptom,B_symptom
30537,面,I_symptom,I_symptom
30538,有,I_symptom,I_symptom
30539,难,I_symptom,I_symptom
30540,闻,I_symptom,I_symptom
30541,的,I_symptom,I_symptom
30542,味,I_symptom,I_symptom
30543,道,I_symptom,I_symptom
30544,白,B_symptom,B_symptom
30545,色,I_symptom,I_symptom
30546,的,I_symptom,I_symptom
30547,皮,I_symptom,I_symptom
30548,皮,I_symptom,I_symptom
30549,，,O,O
30550,一,B_symptom,O
30551,块,I_symptom,O
30552,一,I_symptom,O
30553,块,I_symptom,O
30554,的,I_symptom,O
30555,今,B_datetime,B_datetime
30556,天,I_datetime,I_datetime
30557,本,O,O
30558,该,O,O
30559,来,O,O
30560,的,O,O
30561,没,B_symptom,B_symptom
30562,来,I_symptom,I_symptom
30563,我,O,O
30564,还,O,O
30565,在,O,O
30566,上,O,O
30567,学,O,O
30568,就,O,O
30569,去,O,O
30570,妇,O,O
30571,科,O,O
30572,医,O,O
30573,院,O,O
30574,，,O,O
30575,有,O,O
30576,点,O,O
30577,不,O,O
30578,好,O,O
30579,意,O,O
30580,思,O,O
30581,不,O,O
30582,会,O,O
30583,去,O,O
30584,市,O,O
30585,区,O,O
30586,，,O,O
30587,没,O,O
30588,准,O,O
30589,备,O,O
30590,去,O,O
30591,现,O,O
30592,在,O,O
30593,可,O,O
30594,以,O,O
30595,先,O,O
30596,做,O,O
30597,个,O,O
30598,阴,B_check,B_check
30599,道,I_check,I_check
30600,镜,I_check,I_check
30601,和,O,O
30602,白,B_check,B_check
30603,带,I_check,I_check
30604,常,I_check,I_check
30605,规,I_check,I_check
30606,看,O,O
30607,下,O,O
30608,具,O,O
30609,体,O,O
30610,情,O,O
30611,况,O,O
30612,正,O,O
30613,常,O,O
30614,来,O,O
30615,说,O,O
30616,是,O,O
30617,不,O,O
30618,会,O,O
30619,有,O,O
30620,这,O,O
30621,样,O,O
30622,的,O,O
30623,情,O,O
30624,况,O,O
30625,的,O,O
30626,我,O,O
30627,看,O,O
30628,看,O,O
30629,吧,O,O
30630,最,O,O
30631,近,O,O
30632,吧,O,O
30633,前,B_datetime,B_datetime
30634,几,I_datetime,I_datetime
30635,天,I_datetime,I_datetime
30636,生,O,O
30637,病,O,O
30638,了,O,O
30639,药,O,O
30640,刚,O,O
30641,吃,O,O
30642,完,O,O
30643,我,O,O
30644,在,O,O
30645,不,O,O
30646,知,O,O
30647,道,O,O
30648,怀,B_physiology,B_physiology
30649,孕,I_physiology,I_physiology
30650,的,O,O
30651,情,O,O
30652,况,O,O
30653,下,O,O
30654,，,O,O
30655,做,O,O
30656,了,O,O
30657,乳,B_check,B_check
30658,腺,I_check,I_check
30659,钼,I_check,I_check
30660,靶,I_check,I_check
30661,，,O,O
30662,请,O,O
30663,问,O,O
30664,对,O,O
30665,孩,O,O
30666,子,O,O
30667,有,O,O
30668,什,O,O
30669,么,O,O
30670,影,O,O
30671,响,O,O
30672,吗,O,O
30673,嗯,O,O
30674,，,O,O
30675,引,B_surgery,B_surgery
30676,产,I_surgery,I_surgery
30677,的,O,O
30678,伤,O,O
30679,害,O,O
30680,是,O,O
30681,比,O,O
30682,较,O,O
30683,大,O,O
30684,的,O,O
30685,，,O,O
30686,那,O,O
30687,你,O,O
30688,现,O,O
30689,在,O,O
30690,的,O,O
30691,话,O,O
30692,，,O,O
30693,刚,O,O
30694,怀,B_physiology,B_physiology
30695,孕,I_physiology,I_physiology
30696,四,B_datetime,B_datetime
30697,十,I_datetime,I_datetime
30698,天,I_datetime,I_datetime
30699,，,O,O
30700,做,O,O
30701,个,O,O
30702,保,O,B_surgery
30703,宫,O,I_surgery
30704,的,O,O
30705,无,B_surgery,B_surgery
30706,痛,I_surgery,I_surgery
30707,人,I_surgery,I_surgery
30708,流,I_surgery,I_surgery
30709,就,O,O
30710,可,O,O
30711,以,O,O
30712,了,O,O
30713,，,O,O
30714,刚,O,O
30715,开,O,O
30716,始,O,O
30717,只,O,O
30718,是,O,O
30719,尿,B_physiology,B_symptom
30720,尿,I_physiology,I_symptom
30721,快,O,I_symptom
30722,完,O,O
30723,事,O,O
30724,是,O,O
30725,会,O,O
30726,很,B_symptom,B_symptom
30727,痛,I_symptom,I_symptom
30728,今,B_datetime,B_datetime
30729,天,I_datetime,I_datetime
30730,开,O,O
30731,始,O,O
30732,有,B_symptom,O
30733,尿,I_symptom,B_symptom
30734,就,I_symptom,I_symptom
30735,要,I_symptom,I_symptom
30736,忍,I_symptom,I_symptom
30737,不,I_symptom,I_symptom
30738,住,I_symptom,I_symptom
30739,了,O,I_symptom
30740,您,O,O
30741,好,O,O
30742,，,O,O
30743,我,O,O
30744,想,O,O
30745,问,O,O
30746,一,O,O
30747,下,O,O
30748,我,O,O
30749,最,O,O
30750,近,O,O
30751,阴,B_symptom,B_symptom
30752,部,I_symptom,I_symptom
30753,瘙,I_symptom,I_symptom
30754,痒,I_symptom,I_symptom
30755,而,O,O
30756,且,O,O
30757,用,O,O
30758,纸,O,O
30759,擦,O,O
30760,时,O,O
30761,还,O,O
30762,痛,B_symptom,B_symptom
30763,是,O,O
30764,什,O,O
30765,么,O,O
30766,情,O,O
30767,况,O,O
30768,呢,O,O
30769,黄,B_medicine,B_medicine
30770,体,I_medicine,I_medicine
30771,酮,I_medicine,I_medicine
30772,吃,O,O
30773,几,O,O
30774,天,O,O
30775,？,O,O
30776,一,B_datetime,B_datetime
30777,天,I_datetime,I_datetime
30778,吃,O,O
30779,几,O,O
30780,次,O,O
30781,哦,O,O
30782,哦,O,O
30783,，,O,O
30784,我,O,O
30785,在,O,O
30786,附,O,O
30787,近,O,O
30788,做,O,O
30789,手,O,O
30790,术,O,O
30791,会,O,O
30792,不,O,O
30793,会,O,O
30794,留,O,O
30795,下,O,O
30796,后,O,O
30797,遗,O,O
30798,症,O,O
30799,是,O,O
30800,的,O,O
30801,不,O,O
30802,彻,O,O
30803,底,O,O
30804,治,O,O
30805,疗,O,O
30806,实,O,O
30807,惠,O,O
30808,哦,O,O
30809,反,O,O
30810,复,O,O
30811,发,O,O
30812,作,O,O
30813,的,O,O
30814,你,O,O
30815,是,O,O
30816,哪,O,O
30817,里,O,O
30818,的,O,O
30819,朋,O,O
30820,友,O,O
30821,呢,O,O
30822,？,O,O
30823,嗯,O,O
30824,你,O,O
30825,的,O,O
30826,这,O,O
30827,个,O,O
30828,情,O,O
30829,况,O,O
30830,建,O,O
30831,议,O,O
30832,还,O,O
30833,是,O,O
30834,要,O,O
30835,明,O,O
30836,确,O,O
30837,检,O,O
30838,查,O,O
30839,下,O,O
30840,的,O,O
30841,看,O,O
30842,看,O,O
30843,是,O,O
30844,什,O,O
30845,么,O,O
30846,问,O,O
30847,题,O,O
30848,所,O,O
30849,导,O,O
30850,致,O,O
30851,的,O,O
30852,那,O,O
30853,如,O,O
30854,果,O,O
30855,明,B_datetime,B_datetime
30856,天,I_datetime,I_datetime
30857,不,O,O
30858,是,O,O
30859,这,O,O
30860,个,O,O
30861,价,O,O
30862,格,O,O
30863,呢,O,O
30864,？,O,O
30865,我,O,O
30866,明,B_datetime,O
30867,天,I_datetime,O
30868,先,O,O
30869,到,O,O
30870,医,O,O
30871,院,O,O
30872,问,O,O
30873,清,O,O
30874,楚,O,O
30875,你,O,O
30876,再,O,O
30877,帮,O,O
30878,我,O,O
30879,申,O,O
30880,请,O,O
30881,吧,O,O
30882,不,O,O
30883,可,O,O
30884,能,O,O
30885,不,O,O
30886,管,O,O
30887,，,O,O
30888,我,O,O
30889,不,O,O
30890,拿,O,O
30891,自,O,O
30892,己,O,O
30893,的,O,O
30894,身,O,O
30895,体,O,O
30896,开,O,O
30897,玩,O,O
30898,笑,O,O
30899,几,B_datetime,O
30900,天,I_datetime,O
30901,来,O,O
30902,一,O,O
30903,次,O,O
30904,，,O,O
30905,还,O,O
30906,肚,B_symptom,B_symptom
30907,子,I_symptom,I_symptom
30908,疼,I_symptom,I_symptom
30909,其,O,O
30910,它,O,O
30911,什,O,O
30912,么,O,O
30913,也,O,O
30914,没,O,O
30915,写,O,O
30916,不,O,O
30917,是,O,O
30918,市,O,O
30919,区,O,O
30920,的,O,O
30921,，,O,O
30922,在,O,O
30923,农,O,O
30924,村,O,O
30925,。,O,O
30926,到,O,O
30927,医,O,O
30928,院,O,O
30929,了,O,O
30930,不,O,O
30931,可,O,O
30932,以,O,O
30933,直,O,O
30934,接,O,O
30935,挂,O,O
30936,号,O,O
30937,吗,O,O
30938,有,O,O
30939,俩,O,O
30940,小,O,O
30941,孩,O,O
30942,了,O,O
30943,，,O,O
30944,剖,B_surgery,B_surgery
30945,腹,I_surgery,I_surgery
30946,产,I_surgery,I_surgery
30947,你,O,O
30948,现,O,O
30949,在,O,O
30950,月,B_physiology,B_physiology
30951,经,I_physiology,I_physiology
30952,期,O,I_physiology
30953,其,O,O
30954,他,O,O
30955,检,O,O
30956,查,O,O
30957,是,O,O
30958,做,O,O
30959,不,O,O
30960,了,O,O
30961,的,O,O
30962,例,B_symptom,B_symptom
30963,假,I_symptom,I_symptom
30964,没,I_symptom,I_symptom
30965,来,I_symptom,I_symptom
30966,，,O,O
30967,和,O,O
30968,这,O,O
30969,个,O,O
30970,手,O,O
30971,术,O,O
30972,有,O,O
30973,关,O,O
30974,系,O,O
30975,吗,O,O
30976,那,O,O
30977,你,O,O
30978,有,O,O
30979,针,O,O
30980,对,O,O
30981,治,O,O
30982,疗,O,O
30983,过,O,O
30984,吗,O,O
30985,，,O,O
30986,炎,B_symptom,O
30987,症,I_symptom,O
30988,一,O,O
30989,旦,O,O
30990,出,O,O
30991,现,O,O
30992,不,O,O
30993,会,O,O
30994,自,O,O
30995,己,O,O
30996,消,O,O
30997,失,O,O
30998,的,O,O
30999,，,O,O
31000,没,O,O
31001,有,O,O
31002,症,O,O
31003,状,O,O
31004,不,O,O
31005,一,O,O
31006,定,O,O
31007,是,O,O
31008,没,O,O
31009,有,O,O
31010,炎,O,O
31011,症,O,O
31012,的,O,O
31013,姑,O,O
31014,娘,O,O
31015,查,B_check,B_check
31016,血,I_check,I_check
31017,检,I_check,O
31018,查,I_check,O
31019,能,O,O
31020,检,O,O
31021,查,O,O
31022,出,O,O
31023,来,O,O
31024,如,O,O
31025,果,O,O
31026,怀,B_physiology,B_physiology
31027,孕,I_physiology,I_physiology
31028,了,O,O
31029,有,O,O
31030,什,O,O
31031,么,O,O
31032,办,O,O
31033,法,O,O
31034,呢,O,O
31035,？,O,O
31036,有,O,O
31037,时,O,O
31038,痒,B_symptom,B_symptom
31039,，,O,O
31040,大,O,O
31041,部,O,O
31042,分,O,O
31043,时,O,O
31044,间,O,O
31045,不,O,O
31046,痒,O,O
31047,我,O,O
31048,院,O,O
31049,是,O,O
31050,北,O,O
31051,京,O,O
31052,市,O,O
31053,意,O,O
31054,外,O,O
31055,怀,O,O
31056,孕,O,O
31057,援,O,O
31058,助,O,O
31059,中,O,O
31060,心,O,O
31061,的,O,O
31062,人,O,O
31063,流,O,O
31064,救,O,O
31065,助,O,O
31066,定,O,O
31067,点,O,O
31068,医,O,O
31069,院,O,O
31070,。,O,O
31071,是,O,O
31072,持,O,O
31073,有,O,O
31074,《,O,O
31075,医,O,O
31076,疗,O,O
31077,机,O,O
31078,构,O,O
31079,执,O,O
31080,业,O,O
31081,许,O,O
31082,可,O,O
31083,证,O,O
31084,》,O,O
31085,和,O,O
31086,《,O,O
31087,母,O,O
31088,婴,O,O
31089,保,O,O
31090,健,O,O
31091,技,O,O
31092,术,O,O
31093,服,O,O
31094,务,O,O
31095,执,O,O
31096,业,O,O
31097,许,O,O
31098,可,O,O
31099,证,O,O
31100,》,O,O
31101,的,O,O
31102,国,O,O
31103,家,O,O
31104,正,O,O
31105,规,O,O
31106,人,O,O
31107,流,O,O
31108,机,O,O
31109,构,O,O
31110,",",O,O
31111,.,O,O
31112,由,O,O
31113,专,O,O
31114,家,O,O
31115,亲,O,O
31116,自,O,O
31117,安,O,O
31118,排,O,O
31119,手,O,O
31120,术,O,O
31121,上,B_datetime,B_datetime
31122,月,I_datetime,I_datetime
31123,6,I_datetime,I_datetime
31124,.,I_datetime,I_datetime
31125,3,I_datetime,I_datetime
31126,号,I_datetime,I_datetime
31127,那,O,O
31128,建,O,O
31129,议,O,O
31130,做,O,O
31131,什,O,O
31132,么,O,O
31133,检,O,O
31134,查,O,O
31135,呢,O,O
31136,我,O,O
31137,随,O,O
31138,时,O,O
31139,都,O,O
31140,可,O,O
31141,以,O,O
31142,我,O,O
31143,先,O,O
31144,生,O,O
31145,有,O,O
31146,心,O,O
31147,里,O,O
31148,负,O,O
31149,担,O,O
31150,不,O,O
31151,太,O,O
31152,想,O,O
31153,去,O,O
31154,我,O,O
31155,就,O,O
31156,想,O,O
31157,先,O,O
31158,提,O,O
31159,前,O,O
31160,问,O,O
31161,清,O,O
31162,楚,O,O
31163,然,O,O
31164,后,O,O
31165,跟,O,O
31166,他,O,O
31167,再,O,O
31168,说,O,O
31169,一,O,O
31170,次,O,O
31171,2,B_price,B_price
31172,8,I_price,I_price
31173,元,I_price,I_price
31174,都,O,O
31175,能,O,O
31176,检,O,O
31177,查,O,O
31178,什,O,O
31179,么,O,O
31180,？,O,O
31181,您,O,O
31182,方,O,O
31183,便,O,O
31184,加,O,O
31185,微,O,O
31186,信,O,O
31187,吗,O,O
31188,加,O,O
31189,微,O,O
31190,信,O,O
31191,发,O,O
31192,照,O,O
31193,网,O,O
31194,页,O,O
31195,打,O,O
31196,不,O,O
31197,开,O,O
31198,四,B_datetime,B_age
31199,十,I_datetime,I_age
31200,多,I_datetime,I_age
31201,天,I_datetime,I_age
31202,药,B_other_treatment,B_othertreatment
31203,流,I_other_treatment,I_othertreatment
31204,掉,O,O
31205,下,O,O
31206,来,O,O
31207,的,O,O
31208,孕,B_part,B_part
31209,囊,I_part,I_part
31210,是,O,O
31211,什,O,O
31212,么,O,O
31213,样,O,O
31214,的,O,O
31215,呀,O,O
31216,孙,B_doctor,B_doctor
31217,爱,I_doctor,I_doctor
31218,达,I_doctor,I_doctor
31219,教,I_doctor,I_doctor
31220,授,I_doctor,I_doctor
31221,今,B_datetime,B_datetime
31222,天,I_datetime,I_datetime
31223,值,O,O
31224,班,O,O
31225,的,O,O
31226,就,O,O
31227,是,O,O
31228,有,B_symptom,B_symptom
31229,味,I_symptom,I_symptom
31230,：,O,O
31231,别,O,O
31232,的,O,O
31233,没,O,O
31234,有,O,O
31235,测,O,B_check
31236,激,B_check,I_check
31237,素,I_check,I_check
31238,六,I_check,I_check
31239,项,I_check,I_check
31240,用,O,O
31241,空,O,O
31242,腹,O,O
31243,吗,O,O
31244,前,B_datetime,B_datetime
31245,两,I_datetime,I_datetime
31246,天,I_datetime,I_datetime
31247,喝,O,O
31248,了,O,O
31249,一,O,B_medicine
31250,袋,O,I_medicine
31251,肺,B_medicine,I_medicine
31252,宁,I_medicine,I_medicine
31253,颗,I_medicine,I_medicine
31254,粒,I_medicine,I_medicine
31255,你,O,O
31256,可,O,O
31257,以,O,O
31258,电,O,O
31259,话,O,O
31260,联,O,O
31261,系,O,O
31262,她,O,O
31263,那,O,O
31264,你,O,O
31265,买,O,O
31266,点,O,O
31267,红,B_medicine,B_medicine
