question,"kb_name"
"专插本 几月份考试呢",edupromotion
"专插本 广东药科大学中山校区有吗",edupromotion
"专插本 有啥学校可以选择的吗",edupromotion
" 我想问一下，行政管理主要是做什么的？",edupromotion
" 读人力资源管理可以插本师范？",edupromotion
" 大专是两年吗",edupromotion
" 能直接考本科吗",edupromotion
"教师证 广东省可以吗",edupromotion
"自考本科 那要多久啊",edupromotion
" 所谓的自考是不是全日制助学班是不是没有老师上课然后学生自学毕业了也没有档案这些",edupromotion
" 都有什么专业",edupromotion
" 不是考教师资格证的吗",edupromotion
" 你们学校专插本一年招多少学生",edupromotion
" 自考大专有英语专业吗",edupromotion
" 有什么专业呢",edupromotion
" 网络教育吗",edupromotion
" 我要上班有没有适合我的上课时间",edupromotion
" 请问我可以边上班边考统招本科或者大专",edupromotion
" 学校办班，还是机构办班",edupromotion
" 自考明年改革什么情况",edupromotion
" 你这边是学校还是",edupromotion
" 什么专业都可以吗",edupromotion
" 全日制本科，上班族，1988.12出生，还可以报么",edupromotion
" 是自考还是成教呢？因为主要是周六日可以去学习，想要学到东西为主，学历是次要的",edupromotion
" 上课时间一般是周六周末吗？",edupromotion
" 国家开放大学与广东开放大学区别在哪里",edupromotion
" 有网上的自考培训课程吗",edupromotion
" 专插本考的是全日制吗",edupromotion
" 噢。那请问老师有可能可以考到小学的嘛",edupromotion
" 我想了解插本的专业有哪些",edupromotion
" 你好电大文凭国家认可吗",edupromotion
" 可以报考技校的吗",edupromotion
"教师证 我在上海参加笔试，然后再回湖南参加面试行吗？",edupromotion
" 你们自考本科有没有物流管理专业",edupromotion
" 专插本具体是怎样的",edupromotion
" 你是机构还是自考办？",edupromotion
" 教育局批文有不",edupromotion
" 请问有什么专业可以插",edupromotion
" 哪个学校可以跨专业的呢",edupromotion
" 要是专插本考上了是不是要重新在全日制学校读多两年",edupromotion
" 自考是报金融管理比较好吗",edupromotion
" 什么是自考",edupromotion
"教师证 嗯~是不是陕西的非师范专业限考了",edupromotion
" 你好 我想问一下本科要多久",edupromotion
" 听说现在深大不找专科了是嘛",edupromotion
"深圳大学 专科不招了是真的吗？什么时候的事啊",edupromotion
" 不知道读什么专业",edupromotion
" 你们这里有专插本培训吗",edupromotion
" 老师是培训班的吗",edupromotion
" 中医在哪个学校有",edupromotion
" 老师学校叫什么？",edupromotion
"教师证 能教初中吗？",edupromotion
"专插本 问题是她读3、2分段的，学前教育，只能报考对接的本科和专业吗？",edupromotion
" 比较好考的专业",edupromotion
" 广东财经大学全日制的还有招生吗",edupromotion
" 有什么专业比较易过的？",edupromotion
"教师证 财务会计教育专业 专业有关系吗",edupromotion
" 可以发这边吗",edupromotion
" 自考是全日制的嘛",edupromotion
" 请问学校有开设培训班吗",edupromotion
"自考 不是函授么？",edupromotion
" 我英语不好，哪个专业相对容易一点？",edupromotion
" 提升大专需要多久时间",edupromotion
" 东莞理工学院有什么专业",edupromotion
" 其实我还想问一下 交通运输 这个专业的前景如何？",edupromotion
" 你好，广东开放大学取得毕业证书在真的吗？",edupromotion
" 这个有哪些专业可以选",edupromotion
" 我无法到广州上课，对学习有影响吗？",edupromotion
" 2b学校都是可以跨的吗",edupromotion
" 我问一下你们是函授还是全日制",edupromotion
" 难道大专还可以换专业吗？",edupromotion
" 成人高考考不过怎么办",edupromotion
" 请问广州中医药有自考？",edupromotion
" 有什么课程",edupromotion
" 我想问下，主考学校错了可以改吗",edupromotion
" 您介绍一下吧",edupromotion
"教师资格证考试 你怎么知道我符合",edupromotion
" 有那种形式",edupromotion
" 你好，我想了解你一下你们有美术专业吗？",edupromotion
" 有没有好读一点的，您介绍一下",edupromotion
" 颁发证书？",edupromotion
" 这个学历国家承认的不？",edupromotion
" 你好，有养老护理课程吗",edupromotion
" 有什么学校",edupromotion
" 想了解高考完分数没有达到本科线怎么申请专升本",edupromotion
" 请问有什么科目啊？",edupromotion
" 老师你好，请问招汉语言文学这个专业的学校有哪些",edupromotion
" 建筑工程需几年？工程管理是监理吗？",edupromotion
"专插本 有什么学校呢",edupromotion
" 老师有什么介绍的吗",edupromotion
" 意思是说现在可以先考学位英语，等我四科考完后就可以申请是吗？",edupromotion
" 意思是说考过学位英语要在一年之内申请毕业是吧",edupromotion
" 需要怎么转公共课成绩",edupromotion
" 本科是什么意思",edupromotion
" 但是我想拿学位 主干课程平均分差一分 我可以再重考其中一科吧？",edupromotion
"教师证 如果是师范的非全日的以后可以报吗?",edupromotion
" 你说的都是自考的吗？",edupromotion
" 想咨询能大专本科一起的吗",edupromotion
" 还是觉得你们没有一个处理这种情况的办法，对学员没有什么保障",edupromotion
" 有校长培训吗？",edupromotion
"考研 大专不是可以吗？",edupromotion
" 我可以问问有没有中医专业",edupromotion
" 老师介绍一下",edupromotion
" 有什么专业呢？",edupromotion
" 有软件开发吗",edupromotion
" 线下是去哪里上的呢",edupromotion
"老师 你有介绍吗",edupromotion
" 我想知道广西承认专升本吗？",edupromotion
" 高中还能直接升本科吗",edupromotion
" 你好，我想问一下东莞或者广州有哪些学校可以专插本的？",edupromotion
"毕业证书 我冒昧问一下，这样不会是假的吗？",edupromotion
"高中 不用读专科再到本科吗",edupromotion
" 怎么报考",edupromotion
" 自学考试与成人高考有什么区别",edupromotion
" 我想问一下都是高升专和高升本吗？？  没有专升本吗",edupromotion
" 暨南大学没有艺术设计专业么？",edupromotion
" 成人大专，需要上课的吗",edupromotion
" 我考教师资格证的话能教什么学科",edupromotion
" 就是插本也是可以换其他专业的么？",edupromotion
" 我想问一下，自考是怎么考的，要多少分数才能录取？",edupromotion
" 非师范的为什么是最后一年",edupromotion
" 请问你们学校需要怎么考试之类的啊。",edupromotion
"入学考试 还想问一下看到的三课八十分是一共吗？",edupromotion
" 如何报读",edupromotion
" 有哪几个专业可以报",edupromotion
" 请问广州美院学院在深圳有函授点吗？",edupromotion
" 中专考本科 是需要 专本一起考吗",edupromotion
" 计算机的一般有什么专业",edupromotion
" 请问还可报读吗？",edupromotion
" 我想知道的是中山大学有没有药学函授本科",edupromotion
"艺术类 有什么专业",edupromotion
" 专科不可以升本科了吗？",edupromotion
" 跨专业报可以吗",edupromotion
" 医学有多少种专业",edupromotion
" 那本科也是业余的是吗？就是考研后证书……？",edupromotion
"管理类 有哪些专业可以选？",edupromotion
" 好像有教师资格证后，还要个上岗证是吗",edupromotion
" 这种跨专业。省统考是一样的题目。但是学校出的题目。我是跨专业。假如报了金融类。他是给我出金融类题目来考吗。那这样的话。根本不会",edupromotion
" 成人高考是先报学校再考试吗？",edupromotion
" 这个是自考吗？",edupromotion
" 多长时间可以接到短信",edupromotion
" 大专是成人考吗",edupromotion
" 请问是什么学校的？",edupromotion
"补录 那录取的机率高吗",edupromotion
" 就是需要了解那个商务英语自考 里面的第二外语日语 你们有没有在线课单独",edupromotion
" 南宁电大是去学校读书还是在家上网络课？",edupromotion
" 中间要一直上课吗",edupromotion
" 请问WEB前端属于什么专业？",edupromotion
" 自考中山大学不招生了吗",edupromotion
"成人教育 哪个比较简单容易过，时间又短呢？",edupromotion
"函授本科 国家承认不？",edupromotion
" 广东白云学院专插本英语专业专业课要用的书本是？",edupromotion
" 现在石基成校可以考保育证吗",edupromotion
" 这不是成人学校？",edupromotion
" 不好意思我是学生家长，想了解贵校的资料，发信息比较慢",edupromotion
" 石基成校可以考保育证吗",edupromotion
" 你好，请问专插本广技师的招生办老师嘛？我想问一下学理科专业能插文科金融专业嘛？可以跨专业嘛？",edupromotion
"自考 含金量怎么样",edupromotion
" 请问没读过高中读大专有难度吗",edupromotion
" 想问园林系的专插本",edupromotion
" 那详细的成绩明细怎么查看呢",edupromotion
" 想问下不是师范专业可以报考吗",edupromotion
" 报考教师资格证要多久拿到证哦",edupromotion
"自考 但是我等下考不上不是没用吗？",edupromotion
"全日制 多久毕业打砖",edupromotion
"证书 学信网可以查吗",edupromotion
" 星期六日上课得吗",edupromotion
" 今年专插本的专业出了嘛？",edupromotion
" 请问你什么时候发2019招生的信息给我啊",edupromotion
" 您那边需要直接培训吗？",edupromotion
" 有啥专业呢？",edupromotion
"教育类 那可以报考哪个专业",edupromotion
" 全天制的吗",edupromotion
" 还有就是我想问一下是不是得先考试",edupromotion
" 是，听说初中也可以考小学的是吗",edupromotion
" 现在是上班族，哪一种比较适合我呢？",edupromotion
" 我想知道都有哪些专业",edupromotion
" 幼师需要考什么科目",edupromotion
" 你好！请问幼师可报考教师资格证吗？",edupromotion
" 什么专业都有吗",edupromotion
" 你们有学位吗 ？",edupromotion
" 考了教师资格证就一定可以当老师吗？",edupromotion
" 行政管理是哪方面的",edupromotion
" 你们有什么专业？",edupromotion
" 那我想知道分数线多少",edupromotion
" 高中科目里面，语言类的就只有英语对吗？",edupromotion
" 哪个学校比较容易考",edupromotion
" 读几年才可拿到毕业证",edupromotion
" 高中文凭可以升本科么？还是高升专，在升本",edupromotion
" 有什么关于医学专业的吗",edupromotion
" 可以直接拿证吗",edupromotion
" 在广州哪个区",edupromotion
" 要专业对口才能报吗",edupromotion
" 都有什么专业呀",edupromotion
" 你好，我想请问一下嘉应学院专插本只收师范生吗",edupromotion
" 自考本科是全日制吗",edupromotion
" 短信你们会立马发过来吗",edupromotion
" 行政管理有招生吗",edupromotion
" 现在这个是什么学校呢",edupromotion
" 中专不能升本是吧",edupromotion
" 特别在复试，导师会不会不想要",edupromotion
" ，能读其他的？",edupromotion
" 你好，韶关广播电视大学有工商管理学吗？",edupromotion
" 入学考试必须是去院校所在地吗",edupromotion
" 老师中专在职工作可以报考教师证吗",edupromotion
" 学校是全日制的还是",edupromotion
" 中专升大专需要考试吗",edupromotion
" 那大专可以选其他专业吗",edupromotion
" 带学位吗",edupromotion
" 要读几年？",edupromotion
" 有辅导班吗",edupromotion
" 初中毕业证可以进修什么",edupromotion
" 我大专是读建筑专业的，你觉得我插本的话，报什么专业好",edupromotion
" 读专升本的学校 是读几年呢",edupromotion
" 贵校有心理学课程吗",edupromotion
" 专升本可以申请考研吗？",edupromotion
" 我就是想问问您清不清楚工业设计专业属于哪一类",edupromotion
" 我现在学是不是迟了？",edupromotion
" 自考是脱产不？",edupromotion
" 请问一下中医中专，想上大专可以吗",edupromotion
" 报读大专需要考试吗",edupromotion
" 报读学信网可查到我被院校录取吗",edupromotion
" 有心理学自考吗",edupromotion
" 中专可以直接报考华南师范大学自考么？",edupromotion
" 那提升大专要多久时间",edupromotion
" 有没有华南师范大学的数学教育的本科",edupromotion
" 有没有老师辅导",edupromotion
" 中专考大专是考什么科目",edupromotion
" 大专有什么专业?",edupromotion
" 大学有什么专业",edupromotion
" 开学前需要考试嘛",edupromotion
" 初中能不能报计算机专业的",edupromotion
" 什么是在职人员？",edupromotion
" 老师贵校专插本有什么专业",edupromotion
" 咱们这学信网能查到吗",edupromotion
" 这个证书国家认可吗",edupromotion
" 是要去学校读吗还是",edupromotion
" 请问番禺职业学院有没有成人大专",edupromotion
"专科 大专 有什么区别",edupromotion
" 有心理学的吗",edupromotion
"初中 考 大专 本科 不用先考中专？",edupromotion
" 需要考试吗",edupromotion
" 我可以学英语专业吗？",edupromotion
" 中专升本科学历大概要多长时间？如何收费",edupromotion
" 广州，需要要营销。市场策划方面有吗？",edupromotion
" 潮州 师范类有哪些 理工科呢",edupromotion
" 请问有商务英语吗",edupromotion
" 多少分过",edupromotion
" 大专时间太久，我目前没有那么多时间",edupromotion
" 有物业管理专业吗",edupromotion
" 请问是否有校长证的培训申请",edupromotion
" 医学专科升本外科的可以报那些学校呀？老师",edupromotion
" 老师，自考华南师范学前教育本科的话，有多少科目啊？这个算是难考的自考本科科目吗？",edupromotion
" 需要实习吗？另外或者汉语言文学",edupromotion
" 报名点在哪里",edupromotion
" 一定是全名吗",edupromotion
" 什么时候公布录取结果？",edupromotion
" 学几年",edupromotion
" 如果英语水平达到四级的话，是否拿到学士学位证？",edupromotion
" 那专业套读，多长时间",edupromotion
" 请问自考本科 哪个专业更容易过呢",edupromotion
" 考试是都要去广州考吗",edupromotion
" 请问19年哪个院校有招化学专业的呢",edupromotion
" 大专和本科的这个专业有什么区别",edupromotion
" 可以先发给我看一下吗",edupromotion
" 是学习本科 还是大专比较方便",edupromotion
" 你这边是招生办的老师吗？",edupromotion
" 你们是学校，哪个学校？",edupromotion
" 可以参加编制考试吗",edupromotion
" 总分是多少？多少分录取？",edupromotion
" 老师，专插本要拿到毕业证才可以读还是？",edupromotion
" 可以跨专业嘛？",edupromotion
" 我之前有去问过教育厅，里面的工作人员说还不用那么着急",edupromotion
" 九年以前考的，成绩单。不知现在继续考完的话，不知还有用不？谢谢老师！",edupromotion
" 全日制吗？",edupromotion
" 参加成人高考要多少分才能入读",edupromotion
" 你们是在学校上课的还是哪种",edupromotion
" 需要天天上课吗",edupromotion
" 请问这个专业可以报考贵校的汉语言文学专业吗",edupromotion
" 广州体院招吗？",edupromotion
" 这么大年龄考了，还可有学校请吗？",edupromotion
" 如果全程代考一年多少",edupromotion
" 有没有长沙那边的学校",edupromotion
" 请问大专读几年",edupromotion
" 需要执业医师证吗？",edupromotion
" 哪个更被学信网所认可？",edupromotion
" 有中山大专科吗",edupromotion
" 中山大学要考试吗",edupromotion
" 现在能大专专业嘛？",edupromotion
" 其他行业毕业的可以参加老师考试吗？",edupromotion
" 教学质量怎么样",edupromotion
" 可以直接升硕吗",edupromotion
" 两者区别大吗",edupromotion
" 你们学校外招生办有一个姓肖的老师吗",edupromotion
" 春季有招生吗",edupromotion
" 中专   18岁     是要自己考是吧？我想出去工作1到2年再去读书",edupromotion
" 还有函授被认同吗？？以后",edupromotion
" 现在什么专业报的人多？",edupromotion
" 电大是开放式的，对吗",edupromotion
" 你们这个是全日制本科吗",edupromotion
" 是私立吗",edupromotion
" 教师资格证考试是一样的嘛，不分专业？",edupromotion
" 有什么专业呢",edupromotion
" 是的，请问我女儿大专，学前教育，请问想专插本，可以转专业吗？",edupromotion
" 报班一般多久通过",edupromotion
"教师证 有没有比较好考一点的",edupromotion
" 教师资格证考试每年只有一次吧？",edupromotion
" 有什么管理类专业",edupromotion
"教师证 现在是分三类吗",edupromotion
" 都有哪些学校的",edupromotion
" 聘请的老师是哪个学校的呢",edupromotion
" 专升本需要专科毕业证书才能拿本科毕业证吗",edupromotion
" 专科报考广外大本科是有免考几个科目是吗",edupromotion
" 请问自考是不是很难毕业的？",edupromotion
" 请问自考护理学可以拿学位吗",edupromotion
" 我想问你华南师范大学有大专的吗",edupromotion
" 女生读什么专业好",edupromotion
"教师证 就两科嘛幼师的",edupromotion
" 你好，请问有幼师资格证，可以直接报考教师资格证吗",edupromotion
" 我现在在房地产开发企业办公室，接触有行政还有会计，权证类型，选什么专业比较好呢",edupromotion
" 有广州美术学院的吗",edupromotion
" 请问有全日制大专学校吗？",edupromotion
" 这边怎么收费",edupromotion
" 现代英语语法专科需要考吗 我看教材是本科的",edupromotion
" 你们的是什么学校的网络教育？",edupromotion
" 我是成人大专的，我能考专插本吗？",edupromotion
" 你们有什么专业课程？我还没了解过",edupromotion
" 老师，有哪些专业可以参考？",edupromotion
" 大专文凭没有大学可以考吗",edupromotion
"专插本 我想问问靠什么",edupromotion
" 如果主考院校已经停了，还可以报吗？",edupromotion
" 四级英语过了还要考英语二么",edupromotion
" 想了解一下有哪些专业？女生",edupromotion
" 有没有偏理科的专业",edupromotion
" 国家认可吗",edupromotion
" 想咨询贵院有没有开设园长培训班？",edupromotion
"专插本 现在可以插班吗？",edupromotion
"专插本 深大给插吗",edupromotion
" 有华南理工吗",edupromotion
" 就文史类插本会比较困难吗",edupromotion
" 您帮我介绍一下吧",edupromotion
" 广东海洋大学有机械类专业吗？是高起本吗",edupromotion
" 有什么专业选",edupromotion
"教师证 考些什么",edupromotion
" 广技师学院有没有专门辅导中期财务会计和成本管理会计",edupromotion
" 全日制自考毕业证和统招是一样的吗？",edupromotion
"教师证 分几个级别?",edupromotion
" 报名和报考是不是不一样的？",edupromotion
" 请问下护理系是在哪个院校",edupromotion
" 插本考试再读2 年吗",edupromotion
" 可以在恩平广播电视大学报读吗？",edupromotion
" 全日制要读多久",edupromotion
" 五邑大学设计专业是不是只招收美术生?",edupromotion
" 请问还有哪些二A学校招收环境设计专业的吗",edupromotion
"专升本 就是国家承认吗",edupromotion
" 请问广工商是今年第一次招生专插本的吗",edupromotion
" 周一到周五是去哪上课？",edupromotion
" 怎么看一个学校能不能跨专业报考的呢",edupromotion
" 我想拿全日制除了参加高考还有其他方式吗",edupromotion
" 自考全日制本科有没有学士学位？",edupromotion
" 广东南方职业技术学院，可以读成人教育吗",edupromotion
" 网上申請了要到地方确認嗎",edupromotion
" 还没仔细了解，刚看到这信息就咨询一下，因为我以前也是师范类毕业的，由于种种原因没去当老师，现在想考回一个资格证，看以后有没有机会再去当教师",edupromotion
" 介绍一下专业",edupromotion
" 高中没有毕业，没有毕业证可以考大专吗",edupromotion
"自考 免试入学？",edupromotion
"非师范生 报考 教师证 还是要参加考试吗？",edupromotion
" 这个要钱吗？",edupromotion
" 论文要怎么申请？、",edupromotion
"管理类 有什么专业",edupromotion
" 请向你是……？",edupromotion
"管理类 嗯，老师您可以帮我分析分析吗",edupromotion
"管理类 哪个专业好",edupromotion
"管理类 或者说你们那边有什么专业可以选择？",edupromotion
"游戏美术类专业 具体名称叫啥",edupromotion
"管理类专业 可以推荐一下吗",edupromotion
" 你们这个是什么APP",edupromotion
" 网上授课吗",edupromotion
" 还要多久毕业？",edupromotion
" 我想问下，可挂学籍快速拿毕业证？",edupromotion
" 广州美术学院环境艺术设计还招考吗？",edupromotion
" 这边是网络教育那种不？",edupromotion
" 如果错过了还可以申请的吗",edupromotion
" 对了。 招生简章可以给我发一下吗",edupromotion
" 自考本科可以考高中教师资格证么？",edupromotion
" 报名点在哪？",edupromotion
"自考 通过率高吗",edupromotion
" 不是说有个专升本科的吗",edupromotion
" 初中毕业能直接报大专吗？",edupromotion
" 你的位置在那里",edupromotion
" 就是有入学考试 对吧",edupromotion
" 专升本想去学校读有没有",edupromotion
" 毕业之后再报考不可以吗",edupromotion
" 几年毕业拿到证",edupromotion
"教育类 有什么专业",edupromotion
" 一般几点去上夜课的",edupromotion
" 你好，请问成考华南师范的英语专业的业余有方向的吗",edupromotion
" 怎么选择翻译方向？？",edupromotion
"自考 入读要参加考试的吗",edupromotion
" 暨南大学有金融学这个专业吗",edupromotion
" 北理珠2019的招生计划不是还没出吗",edupromotion
" 请问老师，有什么专业",edupromotion
" 你们有工程管理专业？",edupromotion
" 因为读的是成人大专，所以想问，如果我考了教师资格证后能不能参加统考，成为正规教师",edupromotion
" 今年专插本的专业有哪些？",edupromotion
"自考 入学 要考试的嘛",edupromotion
"教师资格证 能不能报小学的",edupromotion
" 你好我想咨询下潮州电大都有什么专业",edupromotion
" 那你知道网站吗",edupromotion
" 你好，东莞机电学校有会计专业的吗",edupromotion
" 我是外省的   可以在广东省报考吗、",edupromotion
" 莲莲，宁夏大学分数线最低是多少？",edupromotion
" 你好，我想问下旅游管理自考的书本可以从哪里购买",edupromotion
"二甲普通话证 小学的也是吗？",edupromotion
" 可以拿到证的吗",edupromotion
" 初中毕业的可以考哪个",edupromotion
" 你好请问网络教育考取的大专国家承认吗",edupromotion
" 我之前考过一个 不过是07 08年的 还要重新考吗",edupromotion
"教师资格证 哪个级别好？",edupromotion
" 我想了解一下广东金融学院2019年专插本有招哪些专业",edupromotion
" 书法专业有吗",edupromotion
"函授 业余 不用考吗？",edupromotion
" 你好，请问南方医科大学的是专升本吗？学历上是怎么写的呢？",edupromotion
" 我后年七月份毕业，在三月份应该拿不到毕业证，是参加后年那一批还是再下一年的呢？",edupromotion
" 现在有会计本科班吗",edupromotion
" 您是中山大学的还是什么培训机构的老师？",edupromotion
" 需要去现场上课吗",edupromotion
" 我不是医学专业可以考护士吗",edupromotion
" 是不是在校的学习的那种？",edupromotion
" 请问教师资格证可以异地考吗",edupromotion
" 五邑大学有专插本社会工作吗",edupromotion
" 哪里考都不影响在哪里工作是吗",edupromotion
" 商英可以跨专业考国贸吗",edupromotion
" 一般是3+2的考试   请问2是代表我读的专业还是仲恺那边的专业呢",edupromotion
" 省考是不是较易呢",edupromotion
" 我想问一下有建筑电气专业网教吗，高升专",edupromotion
" 肇庆电大什么时候招人？",edupromotion
" 我是想问下，是不是必须先拿到专科毕业证才能自考本科全日制呢",edupromotion
"教师证 大专可以考吗",edupromotion
" 教幼儿园的的什么专业好？、",edupromotion
"学前教育 在广卅什么学校可读",edupromotion
" 可以自学大专嘛",edupromotion
" 我基础不是很好呢",edupromotion
" 可以报什么",edupromotion
" 想问一下您这边办理自考毕业申请吗",edupromotion
" 有关水利方面专业吗？",edupromotion
" 学医有什么方法？",edupromotion
" 请问下 如果考大专要多久考完",edupromotion
" 中学教室资格证可以报哪些科目呢",edupromotion
" 继续中医的话有没有高校招呢？",edupromotion
" 不用考的，报哪个就那个的吗",edupromotion
" 幼师可以考公务员吗",edupromotion
" 自考不是报完名了吗？",edupromotion
" 我想问一下结了婚还能读吗",edupromotion
" 成人本科可以考心理咨询师三级吗",edupromotion
"教师证 在哪里都可以考吗",edupromotion
" 你们这里是成人高技学校吗？",edupromotion
" 难度大不",edupromotion
" 那和建筑相关的有哪些专业",edupromotion
" 你是什么公司呢？",edupromotion
" 请问你们是哪里培训呢？",edupromotion
" 年龄大了能学吗",edupromotion
" 幼师呢",edupromotion
" 请问是机构教学？还是去真个大学里学习的呢？",edupromotion
" 啥时间可以去上",edupromotion
" 我先知道有什么转业",edupromotion
" 有计算机吗",edupromotion
" 暂时还没想好读什么专业",edupromotion
" 就是不属于高考选择大学范围内是吗",edupromotion
" 可是中专考大专不是要明年9月份才可以考吗？",edupromotion
"函授 和成人高考有什么区别吗？",edupromotion
" 我是小学教育的，想知道哪个学校可以考数学与应用数学",edupromotion
" 需要家长到学校一同办理才可以，还是自行办理就好了啊",edupromotion
" 专插本好考吗",edupromotion
" 都有些什么专业",edupromotion
" 有平时在家学周末去学校学的吗",edupromotion
" 要到学校就读 住宿吗？",edupromotion
" 初中可以直接考大专和本科？",edupromotion
"全日制 是在学校上课还是？",edupromotion
" 是报考成人高考 然后成绩达到了就可以去读是吗",edupromotion
" 有什么专业吗",edupromotion
" 为什么我们学校组织的全日制自主招生外省的报不了",edupromotion
" 我是想问从事语文教学要考《语文教师资格证》？有这说法？",edupromotion
" 请问成人本科教育是函授还是？",edupromotion
" 你们是有学校，还是？",edupromotion
" 你们哪里有什么專業",edupromotion
" 什么专业",edupromotion
" 空乘专业能专插本么",edupromotion
" 我想请问一下珠海吉大的工程造价是考高等数学，还是管理学呀",edupromotion
" 您介绍一下吧",edupromotion
" 那华师需要走什么流程",edupromotion
" 你好，有商务英语专科实践考试的培训吗",edupromotion
" 什么时候发给我？",edupromotion
" 还有就是全日制的话，我们宿舍是在校内吗",edupromotion
" 一般都会毕业吧？毕业后学信网能查到吗？",edupromotion
" 科目三可以考初中的语文吗",edupromotion
" 请问有车辆工程的吗",edupromotion
" 你这边是叫大牛吗？",edupromotion
" 什么时候可以申请毕业",edupromotion
" 那个看到有些 打着大牛教育的教学点很小，都不知道是真的还是假的",edupromotion
" 专本套读是什么意思",edupromotion
" 报考学校会受到限制吗？",edupromotion
" 广技师会不会很难考呢",edupromotion
" 我想知道自考本科有什么院校专业可以选",edupromotion
" 你们有护理专业的吗",edupromotion
" 会计，想从事会计工作，本科还建议换专业嘛",edupromotion
" 续考不行吗",edupromotion
" 老师有什么推荐",edupromotion
" 但我不清楚我报的这个专业是不是师范生专业",edupromotion
" 不会是成人大专的吧",edupromotion
" 想了解有哪些公报学校在招生",edupromotion
" 您们是考试机构还是培训机构？",edupromotion
" 现在还有会计吗？",edupromotion
" 就是不去读，能拿证吗？",edupromotion
" 需要考哪几门",edupromotion
" 是吗、真的吗？如果有用。不考完，太可惜了。",edupromotion
" 你们学校招专插本吗",edupromotion
" 报读要几多年",edupromotion
" 我想问下专插本 的专业是自己选的么",edupromotion
" 在江西抚州读大学的时候过了笔试，现在在广州工作，可以在广州参加面试呢",edupromotion
" 19年招专插本学生？",edupromotion
" 请问嘉应学院英语教育专业招收多少个专插本的学生",edupromotion
" 现在开始来得及？我18年毕业的",edupromotion
" 华南农业大学有专科吗",edupromotion
" 你是什么学校",edupromotion
" 可以吗",edupromotion
" 但是我身边有选择跨专业学习的亲戚，但是好像这个跨专业比较难办是吗？",edupromotion
" 物流管理专业有什么学校在招生",edupromotion
" 国考？",edupromotion
" 有点不方便呢",edupromotion
" 比较远",edupromotion
" 要读几年",edupromotion
" 读多久可以拿证？",edupromotion
" 有哪些专业呢？不好意思，因为我现在也有点迷茫了",edupromotion
" 会不会是假大学的",edupromotion
" 自考的话是是有一门英语4级课程吗？",edupromotion
" 我就想问下你有没有物业管理学习",edupromotion
" 升本不需要再学校读是嘛？",edupromotion
" 可以吗",edupromotion
" 区别 难度 有效期",edupromotion
" 我想了解下专插本体检时间是什么时候呢？",edupromotion
" 给没有拿到毕业证可以报考吗",edupromotion
" 但是我想了解一下相关的问题，听说劳动与社会保障专业明年开始不允许考教师证是吗",edupromotion
" 还有其他好推荐吗？",edupromotion
" 电大需要高中或中专文凭吗？",edupromotion
" 能推荐四川省达州的广播电视大学吗？",edupromotion
" 就是我正在读中专实习期间可以升大专的吗",edupromotion
" 要一步一步升吗",edupromotion
" 是能考助理还是执业啊",edupromotion
" 我想了解下，中专升大专考试是属于自考类型的还是成人高考的？",edupromotion
" 就是说成人高考没有自考的含金量高？",edupromotion
" 招生简章有说什么时候出呢",edupromotion
" 哪个专业好考",edupromotion
" 是不是需要准备好普通话等级证先？修完教育学和心理学先？",edupromotion
" 我大专现在是会计的，插本想往师范类的，您感觉会怎样呢",edupromotion
" 读了之后出来有安排工作？",edupromotion
" 那个南方人才市场是不是也有啊？我去咨询过",edupromotion
" 笔试成绩在哪查询",edupromotion
" 松田学院招吗",edupromotion
" 怎么回事？意思是非师范的今年不让考面试了？",edupromotion
" 我的意思是如果考上了 是不是还得去上学啊",edupromotion
" 有什么专业呢？",edupromotion
" 有哪些专业可以插本",edupromotion
" 是自考的吗",edupromotion
" 提升学历要多久呢？",edupromotion
" 咨询一下",edupromotion
" 是不是可以免试？",edupromotion
" 什么时候能报",edupromotion
" 教师资格证需要考什么呢",edupromotion
" 自考要跑过去吗？不是可以在家学的吗",edupromotion
" 您那边读大专最少要几年呢",edupromotion
" 我先咨询一下你们要不要去到广州那边上课",edupromotion
" 我今年大二，然后想咨询一下是大二开始考还是要大三毕业考的呢",edupromotion
" 理科有什么专业",edupromotion
" 专科还没毕业可以吗",edupromotion
" 今年佛科院还招生专插本吗",edupromotion
" 能在外省考2019的3月的教师资格证考试吗",edupromotion
" 那他考的就是比较深层次的专业知识是吗",edupromotion
" 这样的  我的户籍在云南昆明  报考的高中英语教师  现在已经过了两门 科目三还没过  现在我又辞职在广东这边上班  那我剩下一门是否可以在广东继续考  还是非得回到云南 去再考？？",edupromotion
" 中专升本科要多久可以拿毕业证",edupromotion
" 有没有学前教育，有答案的",edupromotion
" 最快多久",edupromotion
" 有什么推荐的吗",edupromotion
" 想以后做老师，或做英语培训班也行，请问有推荐的专业和学校么",edupromotion
" 面授课和网络课程含金量一样吗",edupromotion
" 还需要考试的么？",edupromotion
" 这个课程是网课嘛？",edupromotion
" 毕业证书教育局批的吗？",edupromotion
" 自考網有服裝專業嗎？",edupromotion
" 19年第一次考试是什么时候？",edupromotion
" 请问你们帮忙办理毕业申请吗，自考本科的",edupromotion
" 初中毕业现在在读卫校医学类可以报考大专吗？",edupromotion
" 笔试一年有几场？",edupromotion
" 由于时间紧迫，如果我报的话，应该还是选会计。具体的我再琢磨琢磨",edupromotion
" 大专多久毕业拿证？",edupromotion
" 老师你好，我想问一下，插本招舞蹈生么",edupromotion
