id,entity_value_relationship,dialog_id,file,last_change_time
41831,symptom@腰酸乏力#关联的部位#part@腰,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:37:59
41833,symptom@阴囊潮湿#关联的部位#part@阴囊,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:01
41838,item@前列腺增生#需做的检查#check@B超,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:19
41839,item@前列腺增生#关联的症状#symptom@阴囊潮湿,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:35
41840,item@前列腺增生#关联的症状#symptom@射精无力,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:35
41841,item@前列腺增生#关联的症状#symptom@腰酸乏力,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:37
41842,item@前列腺增生#关联的症状#symptom@性功能下降,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:38
41843,item@前列腺增生#关联的症状#symptom@感觉经常打不起来精神来了,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:38:39
22138,symptom@尿下尽#同义的实体#symptom@尿不尽,4301,男科_潘淑贞_贰1.graph,2020-09-08 06:36:01
22159,item@阳痿#同义的实体#item@中度阳痿,4307,男科_潘淑贞_贰1.graph,2020-08-21 09:59:20
41846,cause@熬夜#同义的实体#cause@长期的熬夜,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:40:35
41847,symptom@龟头敏感#关联的部位#part@龟头,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:40:41
41849,symptom@射精快#可能病因#cause@手淫,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:40:52
41850,symptom@龟头敏感#可能病因#cause@手淫,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:40:53
41854,symptom@性功能减退#可能病因#cause@久坐,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:41:19
41855,symptom@性功能减退#可能病因#cause@熬夜,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:41:20
41857,item@早泄#关联的症状#symptom@射精快,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:41:49
41858,item@阳痿#关联的症状#symptom@勃起缓慢,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:42:07
41859,item@阳痿#关联的症状#symptom@中路疲软,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:42:08
41860,item@阳痿#关联的症状#symptom@硬度不坚,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:42:09
41862,item@阳痿#关联的症状#symptom@不够硬,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:42:36
41866,item@阳痿#关联的症状#symptom@变小,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:43:17
41869,item@腺体炎症#关联的症状#symptom@小腹坠胀,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:43:47
41870,item@腺体炎症#关联的症状#symptom@小腹坠胀不舒服,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:43:52
41871,item@腺体炎症#关联的症状#symptom@尿频,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:43:54
41872,item@腺体炎症#关联的症状#symptom@尿不尽,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:43:56
41878,item@腺体炎症#关联的部位#part@腺体,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:44:27
41879,symptom@小腹坠胀不舒服#关联的部位#part@小腹,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:44:32
41880,symptom@小腹坠胀#关联的部位#part@小腹,4307,男科_潘淑贞_贰1.graph,2020-09-08 06:44:33
41882,item@早泄#关联的症状#symptom@秒射,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:45:57
41883,item@早泄#可能病因#cause@频繁的手淫,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:46:18
41884,item@阳痿#关联的症状#symptom@勃起缓慢,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:46:42
41885,item@阳痿#关联的症状#symptom@中路疲软,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:46:43
41886,item@阳痿#关联的症状#symptom@硬度不坚,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:46:45
41887,item@阳痿#关联的症状#symptom@硬的快软的快,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:04
41888,item@早泄#关联的症状#symptom@硬度不够,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:35
41889,item@早泄#关联的症状#symptom@硬一会就软,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:36
41890,item@早泄#关联的症状#symptom@勃起力不从心,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:37
41891,item@早泄#关联的症状#symptom@射精不受控制,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:38
41892,item@阳痿#关联的症状#symptom@硬一会就软,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:40
41893,item@阳痿#关联的症状#symptom@勃起力不从心,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:41
41894,item@阳痿#关联的症状#symptom@射精不受控制,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:43
41895,symptom@阴茎海绵体供血不足#关联的部位#part@阴茎海绵体,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:47:53
41896,item@早泄#关联的症状#symptom@性激素紊乱,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:48:02
41897,item@早泄#关联的症状#symptom@阴茎海绵体供血不足,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:48:04
41898,item@阳痿#关联的症状#symptom@性激素紊乱,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:48:05
41899,item@阳痿#关联的症状#symptom@阴茎海绵体供血不足,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:48:07
41900,item@生殖腺体炎症#关联的部位#part@生殖腺体,4310,男科_潘淑贞_贰1.graph,2020-09-08 06:48:45
41901,symptom@一片红疙瘩#可能病因#cause@性生活,4314,男科_潘淑贞_贰1.graph,2020-09-08 06:49:58
41902,symptom@一片红疙瘩#可能病因#cause@公共场所,4314,男科_潘淑贞_贰1.graph,2020-09-08 06:49:58
22217,symptom@一片红疙瘩#关联的部位#part@大腿根部,4314,男科_潘淑贞_贰1.graph,2020-08-21 10:16:35
22219,item@湿疹#关联的症状#symptom@一片红疙瘩,4314,男科_潘淑贞_贰1.graph,2020-08-21 10:16:51
22220,"symptom@蜕皮瘙痒#同义的实体#symptom@蜕皮,也痒",4314,男科_潘淑贞_贰1.graph,2020-08-21 10:17:07
22222,item@湿疹#关联的症状#symptom@蜕皮瘙痒,4314,男科_潘淑贞_贰1.graph,2020-08-21 10:17:31
41921,item@包皮龟头炎#关联的病毒#virus@支原体,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:56:10
41922,item@包皮龟头炎#关联的病毒#virus@白色念珠菌,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:56:12
41923,item@包皮龟头炎#关联的病毒#virus@淋病双球菌,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:56:13
41924,item@包皮龟头炎#关联的病毒#virus@细菌,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:56:20
41925,symptom@包皮过长#同义的实体#symptom@包皮长,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:57:06
41926,item@包皮过长#关联的症状#symptom@分泌物异味感染,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:57:35
41927,item@包皮过长#关联的症状#symptom@发育短小,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:57:37
41928,item@敏感早泄#关联的症状#symptom@包皮长,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:58:24
41904,symptom@龟头褶皱不光滑#关联的部位#part@龟头,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:50:58
41905,symptom@白色豆渣分泌物#关联的部位#part@龟头,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:51:05
41908,cause@熬夜#同义的实体#cause@经常熬夜,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:53:37
41909,item@包皮龟头炎#关联的部位#part@龟头,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:53:54
41910,item@包皮龟头炎#关联的症状#symptom@龟头褶皱不光滑,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:53:59
41911,item@包皮龟头炎#关联的症状#symptom@白色豆渣分泌物,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:54:01
41912,item@包皮龟头炎#关联的症状#symptom@瘙痒疼痛,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:54:02
41913,item@包皮龟头炎#可能病因#cause@不洁性生活,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:54:08
41914,item@包皮龟头炎#关联的症状#symptom@包皮过长,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:54:12
41915,symptom@包皮过长#关联的部位#part@包皮,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:54:16
41916,item@包皮龟头炎#关联的症状#symptom@白色豆腐渣装,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:55:23
41917,item@包皮龟头炎#关联的病毒#virus@滴虫,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:55:55
41918,item@包皮龟头炎#关联的病毒#virus@真菌,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:55:59
41920,item@包皮龟头炎#关联的病毒#virus@衣原体,4317,男科_潘淑贞_贰1.graph,2020-09-08 06:56:09
41929,symptom@遗精白色的#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 06:59:31
41930,symptom@尿滴白#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 06:59:33
41931,symptom@异常分泌#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:13
41932,symptom@阴囊潮湿#关联的部位#part@阴囊,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:24
41933,symptom@腰酸乏力#关联的部位#part@腰,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:25
41934,symptom@尿频#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:47
41935,symptom@尿急#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:48
41936,symptom@尿痛#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:49
41937,symptom@尿分叉#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:51
41938,symptom@阴囊潮湿#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:52
41939,symptom@腰酸乏力#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:53
41940,symptom@小便次数多#关联的部位#part@生殖腺体,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:00:54
41941,symptom@尿频#同义的实体#symptom@小便次数多,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:01:38
41942,item@前列腺炎#关联的部位#part@前列腺,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:01:44
41943,item@前列腺炎#关联的症状#symptom@遗精白色的,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:26
41944,item@前列腺炎#关联的症状#symptom@尿滴白,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:27
41945,item@前列腺炎#关联的症状#symptom@尿频,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:28
41946,item@前列腺炎#关联的症状#symptom@尿急,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:29
41947,item@前列腺炎#关联的症状#symptom@尿痛,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:31
41948,item@前列腺炎#关联的症状#symptom@尿分叉,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:32
41949,item@前列腺炎#关联的症状#symptom@阴囊潮湿,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:33
41950,item@前列腺炎#关联的症状#symptom@腰酸乏力,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:35
41951,item@阳痿#关联的部位#part@前列腺,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:48
41952,item@早泄#关联的部位#part@前列腺,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:50
41953,item@性功能障碍#关联的部位#part@前列腺,4322,男科_潘淑贞_贰1.graph,2020-09-08 07:02:52
41954,item@严重早泄#同义的实体#item@早泄,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:03:58
41955,item@严重早泄#关联的症状#symptom@不到3分钟就射了,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:02
41956,"item@严重早泄#关联的症状#symptom@做爱阴经发软,射精快",4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:04
41957,"symptom@做爱阴经发软,射精快#关联的部位#part@阴经",4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:10
41960,item@前列腺炎症#关联的部位#part@前列腺,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:29
41961,item@早泄#可能病因#cause@手淫,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:36
41963,item@早泄#关联的症状#symptom@龟头敏感,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:41
41964,symptom@龟头敏感#关联的部位#part@龟头,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:04:44
41966,symptom@反复充血#关联的部位#part@生殖腺体,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:02
41971,symptom@反复充血#可能病因#cause@手淫,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:19
41974,symptom@反复充血#可能病因#cause@久坐熬夜,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:23
41978,item@慢性前列腺炎#关联的部位#part@前列腺,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:30
41981,item@慢性前列腺炎#关联的症状#symptom@反复充血,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:35
41983,item@慢性前列腺炎#可能病因#cause@手淫,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:39
41984,item@慢性前列腺炎#可能病因#cause@久坐熬夜,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:06:40
41985,item@阳痿#可能病因#cause@手淫,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:07:11
41986,item@早泄#可能病因#cause@久坐熬夜,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:07:13
41987,item@阳痿#可能病因#cause@久坐熬夜,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:07:34
41988,item@早泄#关联的症状#symptom@反复充血,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:07:37
41989,item@阳痿#关联的症状#symptom@反复充血,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:07:39
41994,symptom@性神经过于敏感#关联的部位#part@性神经,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:08:14
41996,item@早泄#关联的症状#symptom@控制不住就要射了,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:08:43
41998,item@早泄#关联的症状#symptom@性神经过于敏感,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:08:51
41999,item@早泄#关联的症状#symptom@时间好短,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:08:53
42004,symptom@硬一会就软了#同义的实体#symptom@硬会就软了,4323,男科_潘淑贞_贰1.graph,2020-09-08 07:10:05
42009,symptom@阴茎沙疼#关联的部位#part@阴茎,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:11:38
42011,symptom@射精无力#关联的部位#part@射精管,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:12:08
42019,item@早泄#关联的症状#symptom@射精无力,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:08
42020,item@阳痿#关联的症状#symptom@射精无力,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:08
42024,item@早泄#关联的症状#symptom@性欲减退,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:17
42025,item@阳痿#关联的症状#symptom@性欲减退,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:18
42026,item@早泄#关联的症状#symptom@性快感下降,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:27
42027,item@阳痿#关联的症状#symptom@性快感下降,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:28
42030,symptom@前列腺反复充血#关联的部位#part@前列腺,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:41
42031,symptom@前列腺反复充血#可能病因#cause@久坐,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:43
42032,item@慢性前列腺炎#关联的部位#part@前列腺,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:52
42033,item@慢性前列腺炎#关联的症状#symptom@前列腺反复充血,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:13:54
42034,item@慢性前列腺炎#可能病因#cause@久坐,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:14:30
42035,symptom@射精无力#可能病因#cause@久坐,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:14:53
42036,symptom@阴茎沙疼#可能病因#cause@久坐,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:14:54
42037,symptom@尿道口里沙疼#关联的部位#part@尿道口,4326,男科_潘淑贞_贰1.graph,2020-09-08 07:15:03
42042,symptom@阴囊潮湿#关联的部位#part@阴囊,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:17:35
42043,item@前列腺炎#关联的部位#part@前列腺,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:17:48
42044,item@精囊炎#关联的部位#part@精囊,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:17:50
42046,item@前列腺炎#关联的症状#symptom@阴囊潮湿,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:17:54
42048,item@精囊炎#关联的症状#symptom@阴囊潮湿,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:17:57
42051,item@精索静脉曲张#关联的症状#symptom@阴囊潮湿,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:18:23
42054,symptom@有的时候潮湿#关联的部位#part@睾丸部位,4327,男科_潘淑贞_贰1.graph,2020-09-08 07:21:16
22382,item@阳痿#关联的症状#symptom@勃起不坚射精无力,4328,男科_潘淑贞_贰1.graph,2020-08-21 10:57:35
22383,item@阳痿#关联的症状#symptom@腰酸乏力,4328,男科_潘淑贞_贰1.graph,2020-08-21 10:57:37
22384,item@阳痿#关联的症状#symptom@性欲下降,4328,男科_潘淑贞_贰1.graph,2020-08-21 10:57:42
22385,symptom@腰酸乏力#关联的部位#part@腰,4328,男科_潘淑贞_贰1.graph,2020-08-21 10:58:06
42068,symptom@有点痒#同义的实体#symptom@有时候痒,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:27:49
42069,symptom@有点痒#关联的部位#part@龟头,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:29:34
42070,symptom@有点痒#关联的部位#part@包皮,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:29:35
42071,symptom@有点痒#同义的实体#symptom@痒,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:29:45
42072,symptom@痒#同义的实体#symptom@瘙痒,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:29:47
42078,symptom@包皮过长#关联的部位#part@包皮,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:30:48
42079,symptom@有点痒#关联的病毒#virus@霉菌,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:30:54
42080,symptom@有点痒#关联的病毒#virus@杆菌,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:30:55
42081,symptom@有点痒#关联的病毒#virus@念珠菌,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:30:57
42082,symptom@有点痒#关联的病毒#virus@链球菌,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:30:59
42083,symptom@有点痒#关联的病毒#virus@支原体,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:31:00
42084,symptom@有点痒#关联的病毒#virus@衣原体,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:31:02
42087,item@包皮过长#关联的症状#symptom@有一块红,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:31:39
42088,item@包皮过长#关联的症状#symptom@有点痒,4329,男科_潘淑贞_贰1.graph,2020-09-08 07:31:42
42090,item@泌尿疾病#关联的症状#symptom@精子呈黄色,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:32:48
42091,item@泌尿疾病#关联的症状#symptom@精液异常,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:32:49
42092,item@泌尿疾病#关联的症状#symptom@颗粒,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:32:53
42093,item@泌尿疾病#关联的症状#symptom@晶体,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:32:55
42094,item@泌尿疾病#关联的症状#symptom@发黄,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:32:56
42095,symptom@精子呈黄色#同义的实体#symptom@精液发黄,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:33:11
42097,symptom@果冻状#同义的实体#symptom@果冻样,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:33:27
42098,symptom@反复充血#关联的部位#part@生殖腺体,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:34:40
42102,symptom@反复充血#可能病因#cause@熬夜,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:18
42103,symptom@反复充血#可能病因#cause@久坐,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:19
42104,symptom@反复充血#可能病因#cause@抽烟,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:21
42105,symptom@反复充血#可能病因#cause@醺酒,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:22
42106,symptom@反复充血#可能病因#cause@久坐熬夜,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:25
42107,item@慢性前列腺炎#关联的部位#part@前列腺,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:34
42108,item@慢性前列腺炎#关联的症状#symptom@反复充血,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:37
42109,item@慢性前列腺炎#可能病因#cause@熬夜,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:49
42110,item@慢性前列腺炎#可能病因#cause@久坐,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:50
42111,item@慢性前列腺炎#可能病因#cause@抽烟,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:52
42112,item@慢性前列腺炎#可能病因#cause@醺酒,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:54
42113,item@慢性前列腺炎#可能病因#cause@久坐熬夜,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:38:54
42114,item@慢性前列腺炎#关联的症状#symptom@精液发黄,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:39:17
42115,item@慢性前列腺炎#关联的症状#symptom@有一个个小水滴样子,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:39:20
42116,item@慢性前列腺炎#关联的症状#symptom@精液异常,4331,男科_潘淑贞_贰1.graph,2020-09-08 07:39:26
42121,item@前列腺炎症#关联的部位#part@前列腺,4339,男科_潘淑贞_贰1.graph,2020-09-08 07:42:02
22427,item@前列腺炎症#关联的症状#symptom@尿精,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:40
22428,item@前列腺炎症#关联的症状#symptom@尿频,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:41
22429,item@前列腺炎症#关联的症状#symptom@尿急,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:42
22430,item@前列腺炎症#关联的症状#symptom@尿痛,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:43
22431,item@前列腺炎症#关联的症状#symptom@尿分叉,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:44
22432,item@前列腺炎症#关联的症状#symptom@尿滴白,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:45
22433,item@前列腺炎症#关联的症状#symptom@尿等待,4339,男科_潘淑贞_贰1.graph,2020-08-21 11:14:47
22434,symptom@阴茎短小#关联的部位#part@阴茎,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:15:16
22435,item@早泄#可能病因#cause@龟头敏感,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:16:01
22436,item@早泄#关联的症状#symptom@过长的包皮,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:16:05
22437,symptom@龟头敏感#关联的部位#part@龟头,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:16:37
22438,item@早泄#关联的症状#symptom@很容易射精,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:18:45
22439,item@早泄#关联的症状#symptom@射精不受控制,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:18:46
22440,item@早泄#关联的症状#symptom@龟头性神经敏感,4346,男科_潘淑贞_贰1.graph,2020-08-21 11:18:48
42132,symptom@龟头性神经敏感#关联的部位#part@龟头,4346,男科_潘淑贞_贰1.graph,2020-09-08 07:44:58
42169,cause@手淫#同义的实体#cause@频繁手淫,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:05:26
42172,cause@熬夜#同义的实体#cause@经常熬夜,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:05:33
42173,cause@熬夜#同义的实体#cause@长期的熬夜,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:05:35
42174,symptom@性功能减退#可能病因#cause@久坐,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:06
42175,symptom@性功能减退#可能病因#cause@熬夜,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:08
42176,item@早泄#可能病因#cause@久坐,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:10
42177,item@早泄#可能病因#cause@熬夜,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:11
42180,cause@手淫#同义的实体#cause@打飞机,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:30
42181,cause@手淫#同义的实体#cause@打手枪,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:06:32
42182,symptom@阴囊潮湿#关联的部位#part@阴囊,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:16
42183,symptom@腰酸乏力#关联的部位#part@腰,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:18
42185,symptom@射精无力#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:44
42187,symptom@睡眠差#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:51
42188,symptom@阴囊潮湿#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:53
42189,symptom@腰酸乏力#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:54
42190,symptom@身体疲劳#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:55
42191,symptom@记忆力下降#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:57
42192,symptom@感觉经常打不起来精神来了#关联的部位#part@腺体,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:07:58
42193,item@早泄#关联的症状#symptom@射精快,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:08:36
42194,item@早泄#关联的症状#symptom@射精疼,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:08:37
42195,item@早泄#关联的症状#symptom@射精无力,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:08:38
42196,item@早泄#关联的症状#symptom@射精无快感,4347,男科_潘淑贞_贰1.graph,2020-09-08 08:08:39
42197,surgery@前列腺手术#关联的部位#part@前列腺,4351,男科_潘淑贞_贰1.graph,2020-09-08 08:09:14
22478,symptom@尿血尿#同义的实体#symptom@血尿,4351,男科_潘淑贞_贰1.graph,2020-08-21 11:41:16
22479,item@血尿#需做的检查#check@B超,4351,男科_潘淑贞_贰1.graph,2020-08-21 11:41:44
