sentence1,sentence2,label
检查这几项多钱,做几项检查，需要多少钱,1
严重吗  这种？,像这种情况严重吗,1
是早泄吗，还是阳痿呀,看阳痿早泄，是看哪个科？,0
为什么会早泄？？？,早泄算吗,0
不是微信,是微信吗,0
怎么治疗好啊,老师怎么治疗,1
医生，您说这是怎么回事,你就说我改怎么办吧，医生,0
是不是也是肾虚原因造成的呢,不是肾虚引起的吗,1
怎么治疗。,你们这怎么治疗,1
你们家医院在哪里,你们医院在那里,1
那这个需要多少钱啊,做一次需要多少钱,0
您那医院在什么地?,你们那什么医院,0
4  5天了,3    5年了,1
哦，，这样啊,哦，这样,1
我尿路感染导致阳痿早泄怎么治,阳痿早泄是怎么导致的,1
这个需要怎么治疗，要多少钱,我这个情况怎么治疗的多少钱了,1
QQ可以么,QQ吧，微信号我忘了,1
什么医院,医院在哪？,0
请问吃什么药好呢,那吃什么药好的快一些,1
去医院做什么检查么？精子检查？,去医院都检查什么呀,0
属于肾阳虚，还是肾阴虚,不知道自己是肾阴虚还是肾阳虚啊,1
请问能有方法治疗吗,嗯，什么方法治疗,1
那应该怎么治疗呢,嗯，那怎么治疗,1
微信给你我加你,你给我微信我加你,1
那要去怎么检查？,那要做个什么检查,1
我感觉也是，怎么治疗,治疗要怎么治疗,1
怎么可以调节,是啊  怎么可以控制呢,0
多少钱一个小时？,多少钱一小时,1
那要怎么治疗呢！,我这要怎么治疗,1
那我应该注意点什么嘛,做了有什么要注意的,0
哦，，这样啊,嗯嗯，这样也可以,1
还是要去医院检查对吧,在医院检查就可以吗？？,0
没有 ? 就是想咨询一下 ? 看看会是什么原因,没有，我想咨询一下看是什么原因引起的,1
做这个检查多少钱啊,检查得花多少钱？,1
包皮手术好做吗,包皮割除手术,0
在哪检查啊,这个得做啥检查啊,0
治疗大约需要多久,这样治疗需要多久,1
药膏类的呢,抹点药膏可以吧？,0
龟头有一片一片的红还疼咋回事,龟头旁边有一片红色的肉是咋回事,0
他这是什么原因,什么引起的啊?,1
嗯呐，怎么预约,这个怎么预约,1
像这样一般花多少钱,一般情况下多少钱,1
还没检查,现在没有检查,1
前列腺液检查是怎么检？,前列腺怎么有问题,0
为什么会勃起不坚,为什么阴茎勃起会弯？,0
前列腺肥大   和前列腺增生是一样的吗,前列腺增生用啥药,0
是什么原因阿,对那是什么原因造成的,1
不在了吗？？,不在范围内吗,0
需要做什么检查吗,哦，临床检查需要做什么？,0
那怎么治疗啊,药物治疗怎么治,0
请问用什么药呢,请问吃啥药,1
那应该怎么治疗，,怎么治疗好的,0
治疗怎么治疗。你也不知道,可以怎么治疗呢，,0
以前也不是这样的，以前很好，就是最近这几年才这样的，,以前不是这样的,0
能治阳痿早泄吗？,阳痿早泄？,0
得去什么医院,:医院在什么地方了,0
少  一个月5次这样,27岁   应该一个星期这样,0
这是什么情况呢。,请问这是什么情况？,1
请问，这样，做什么检查啊，,要做什么检查嘛,1
是不是包皮过长?,包皮过长能影响吗不是包茎！,0
请问阴囊潮湿是什么病,阴囊潮湿总什么药,0
能不能治好,能治好嘛,1
一般情况下大概多少呢,大概要多少？,1
可以免费给做检查？,免费检查吗,1
上哪医院检查了,你是说还是说去医院检查吧,0
需要吃点什么药吗,那我这个需要吃点什么药吗,1
不知怎么治疗,怎么治疗治疗呀？,1
怎么医治？？,那怎么治好呢,1
那是应该去大医院挂号吗,到您医院如何号挂号,0
这几天才痒的,没有，就这几天才痛的,0
血精，怎么回事,出现血精怎么办,0
那像我这种还可以治疗不？,那像这种情况下怎么治疗,0
检查要多少钱,这个都检查需要多少钱,1
什么食物可以补肾呢,吃什么食物补肾那,1
看男科一般需要做哪些检查？,男科需要做什么检查吗?,1
用看医生吗？,不是呀，医生,0
医院割一次多少钱啊？,这个去医院多少钱,0
是怎么样的一个手术,手术？怎么样手术？,1
请问吃什么药可以治疗？,吃什么药，能治疗,1
这种情况大概花多少钱,大概花多少钱,1
怎么治疗好啊,该怎么检查治疗啊,0
那什么时候治最好。,什么时候,0
请问那个阴囊潮湿吃什么药,阴囊潮湿吃什么水果,0
做什么检查？,主要都检查什么呢,0
我这包皮过长是不是得手术啊,包皮过长只能手术吗,1
像我这中情况怎么治疗,那还怎么治疗呢？,1
奥，需要怎么治疗呢,这个要怎么治疗,1
没做呢就是咨询咨询,那我咨询下,0
这个需要检查后再做是吗,都需要检查完吗,0
那需要怎么治疗手术吗,需要怎么去治疗,0
前列腺炎治疗大概需要多少钱,治疗大概需要多少钱。,0
主要检查什么,那都需要做什么检查那,0
这需要去医院吗不比,那就是需要去医院了？,0
得带多长时间,住多久？,0
有啥药物治疗吗,保守治疗是药物治疗吗？,0
具体有什么治疗方法吗？,那具体有什么方法,0
什么引起了,那是因为什么才引起的,1
这是什么意思,什么意思呢,1
什么是早泄？,阳痿早泄吃什么药？,0
得花多少钱检查,全下来得花多少钱,0
你就说什么原因引起的,什么原因,1
治疗大约需要多久，是药物治疗还是什么？,治疗大约需要多久,0
包皮垢是什么,不是包皮长,0
现在预约检查要多少钱啊,多少费用检查呢,0
多久复查,多久换药啊,0
是不是阴囊潮湿带的,阴囊潮湿是不是很常见的病,0
早早泄怎么办,撸多了早泄咋办？,0
勃起不坚怎么办,勃起不坚，中途疲软,0
可以用什么药外用药,用吃什么药还是外用药,1
那怎么调理调理,肾虚怎么调理啊,0
他是什么原因引起的啊,对那是什么原因造成的,1
有什么问题吗？,我有什么问题？,1
包皮长不用做手术吗,包皮必须做手术吗,0
那是因为什么才引起的,什么引起的啊?,1
我应该吃点什么药呀,我应该买点什么要吃,1
就是问问先,他让我问问了,1
我还是去检查吧，谢谢你,明天我上医院去检查看看吧，谢谢你,1
许的下班了吗？,你那几点下班？,1
在网上怎么预约？,怎么网络预约啊,1
全检查，大概需要多少钱,大约需要多少钱啊,0
怎么治疗呀？,怎么个治疗方法,1
给我推荐吃什么药？？,需要吃什么药？推荐下,1
手术怎么做,什么手术,0
这个是要药物治疗吗,是药物治疗，还是,1
我这个需要做什么检查,我想问需要进一步检查，查什么,0
怎么跟医生说,您是医生么,0
都是什么原因呢,是什么引起的那,1
吃中药治疗呢,治疗是喝中药为主吗？,0
你是男医生还是女医生,你是女医生,0
吃什么能缓解呢？,那现在用什么药可以缓解,1
包皮手术是随做随走吗？,做包皮手术需住院吗？,0
我这个去医院检查应该挂什么科,去医院挂什么科检查什么呢,0
你们那做个包皮手术多少钱,做个包皮包茎的手术 多少钱,0
这个如何治疗,如何治疗？,1
疼吗多久能恢复。,多长时间能恢复，,0
哦，多久恢复啊,术后多久能正常啊,0
大概要多久,这个病大概要多久,0
需要检查什么项目，,那需要做什么检查好,0
冰医生上班了吗？,不方便 啊 医生 上班呢,0
治疗早泄多少钱啊,你好治疗早泄多少钱,1
是不是得需要做手术？,需要做手术么。,1
怎样可以戒手淫,手淫多了会怎么样？,0
一般多长时间能拆,一搬多长时间就好了,0
还是要去医院是吧,自己换还是去医院呢？,0
过几天吧，这几天没时间,这几天才痒的,0
是什么个情况？,是什么情况？,1
你们那可以做包皮手术吗？,如果不做包皮手术可以吗,0
那你看看怎么治疗呢,就说怎么治疗,1
阳痿早泄可以治？,没有阳痿吧？,0
是说早泄？,手淫阳痿早泄,0
有什么能擦的药吗,请问你有什么药�,0
哦检查什么呢,要检查什么,1
那是由什么原因导致成的呢,这种事什么原因导致的,1
那造影可以检查出来什么病吗？,哦！做什么检查可以看出来呢？,0
大约花多少钱,大约得多少钱,1
我需要去医院检查吗,我们今天在去医院检查检查去,0
这个是怎么治疗能说一下么，,这个要怎么治疗?,1
能给我说一下吃什么药可以延长时间啊,用啥药，可以延长时间,1
什么原因导致的,是什么原因引起的,1
可以用什么补吗,有什么要能吃吗,0
阴茎短小，可以治吗？,我的阴茎短小怎么办？,0
是西药对吧,说喝中药还是西药,1
喝什么药可以,嗯吃点什么药啊,1
孕期需要什么检查,都需要检查什么呢,0
我这都检查什么,检查需要做什么,0
去买什么药吃能好呢,请问？用什么药？,1
性生活多长时间正常的啊,性生活时间是多长时间,0
药治疗还是手术,药物治疗还是手术治疗比较好,1
大概要多久能治疗好,大概要多久呢,0
去医院什么科检查？,不知道去什么医院检查,0
怎么治疗好的已矣,那你们都是怎么治疗的？,1
那需要多少钱呢,我问的是大概需要花多少钱,1
我手淫比较多,搞得我想手淫,0
那怎么办啊,那怎么做,1
你们是3甲医院吗？,我知道你们医院在哪了,0
怎么治疗方法呢？？,就说怎么治疗,1
射精快是怎么回事,每次射精都很快怎么回事,1
吃点什么药就可以啦,我应该吃点什么药呢？,1
什么引起了,这种是什么引起的呢,1
包皮导致早泄能做手术吗,如果是包皮引起的早泄是不是做了包皮手术早泄也就好了,0
是需要到医院做检查吗？,还得去医院检查吧？,1
需要检查什么么,需要先做什么检查吗,0
那我做了包皮手术呢,光做包皮手术就可以了？,0
怎么才会射精,怎么养精子,0
这主要是什么原因呢,请问是什么原因呢,1
那是什么原因啊,请问我这是什么引起的,1
如果检查应该从哪方面检查呢,我应该做啥检查,0
哦，多久恢复啊,光吃药要多久才恢复,0
需要多少钱,一共要多少钱,1
大概晚多少钱,大约多少钱,1
是.男医生还是女医生取,你是男医生不,0
呢 怎么。样治疗呢,那你们都是怎么治疗的？,1
包皮手术要多少钱，住院不,包皮手术需住院吗,0
多长时间可以恢复好啊,一般多长时间能恢复好呢,1
中药，还是西药呢,哪应该吃西药还是中药,1
刚做过包皮手术,我做过包皮过长手术,1
检查多少钱呢，我看带多少,你们那检查多少钱,1
我的太小啦怎么办,生殖器太小怎么办,1
检查过了不知道能治好不,我比较看看，你们治疗好大概要多少钱,0
我是阳痿吗？,不是阳痿,0
那龟头敏感呢！,不知道是龟头敏感还是皮敏感,0
早泄哪怎么办,有点早泄怎么办，,1
那是由什么原因导致成的呢,什么引起的啊?,1
你好我想做阴茎增大增粗手术多少钱,手术阴茎增大多少钱？,0
包皮过长必须做吗。。,怎么算包皮过长啊？,0
手术大约多钱,手术得多少钱呢,1
我想知道是什么原因引起的,这可能是什么原因呢,1
多就可以治愈？,哦，得多久能治愈啊,1
那咱们医院在什么位置？万一,哦！咱们医院在什么位置，,1
手淫导致的阳痿早泄怎么治疗,阳痿早泄是怎么导致的,0
怎么引起的呀？,哦，这是怎么引起的？​,1
包皮算什么科,做包皮长吗,0
你们包皮手术多少钱啊,做包皮手术多少钱做包皮手术多少钱全部,1
龟头上有小红点是什么病啊,包皮上有红点,0
凉怎么办呀,这个得怎么办啊？,0
做完几天能恢复,做完几天可以恢复啊,1
有时候还有点痒,都有点吧,0
多大年纪停止发育,多大发育好,0
手淫也是么？,不是，手淫弄的,0
阳痿早泄可以治？嘎登,是早泄吗，还是阳痿呀,0
是吗 去医院检查的,去医院什么科检查？,0
你看什么情况,看什么情况？,1
我去了直接挂号吗,这这去了挂号就能做吗,0
那我这样的费用要多少,你们的费用大概在多少,1
检查男性疾病要多少钱？,做个男科检查多少钱,1
现在什么事都没有,什么都没有,0
恩知道了  谢谢,好的我知道了谢谢,1
那这是由什么原因？,这是什么原因才会的,1
包皮长手术多少钱,做包皮手术。,0
那这是由什么原因？,是什么引起的那,1
这个需要怎么补,这个是怎么得上的,0
检查精液多少钱？,查精液多少钱,1
这个跟什么有关系吗,这个跟死精有关系吗,0
屎道痛怎么回事？,是咋回事呢？,0
是早泄了,还是早泄,1
做了包皮手术可以吗,这个包皮手术那里都可以做是吗？,0
割了之后都要注意什么,割了之后需要注意些什么？,1
大盖要多少钱呀,要花多少钱,1
手淫过后应该注意什么？,应该是手淫之后,0
还需要检查什么呢,那做什么检查吧,0
什么药可以擦,该吃什么呀,0
下面长水泡怎么回事,我这下面痒怎么回事,0
是吗 去医院检查的,就是到医院去做检查，对吧？,0
会是什么问题,出现什么问题呢,1
包皮长不手术会怎么样,作一个包皮手术么？,0
光检查什么问题？,什么也没检查,0
需要检查什么么,一个需要做什么检查,0
用吃药吗,吃药不行？,1
你微信是这个吗？,就是这个微信吗,1
男人多长算正常 男人做爱多久算正常,男人做爱多长时间？正常呢？,0
做包皮手术多少钱啊。,做包茎手术多少钱啊,0
你医院在那,去医院挂什么科？,0
前列腺都什么,还做了个前列腺,0
该怎么治疗？？,那应该怎么治疗，,1
在你们医院里吗,你们那什么医院,0
前列腺怎么治,前列腺也查了,0
是什么珍珠疹么,珍珠疹是什么样子的啊,0
周日你们那里上班吗,你们星期六星期天上班不,1
用什么药？,吃什么药啊。,1
那我现在需要怎样处理,我现在要怎样处理一下,1
就这几天嘛,就这两天的事,1
属于肾阳虚，还是肾阴虚,我这种情况是肾阴虚，还是肾阳虚呀,1
您能先告诉我怎么做吗,有啊，你就告诉我现在该怎么做？,1
那个早泄能治好吗,原发性早泄能治好吗,0
会是什么疾病,算是什么科的疾病,0
右侧睾丸有点硬怎么回事,我睾丸左侧疼是怎么回事,0
价格多绍,的多少费用,0
首先做什么检查呢,我这都检查什么,0
那输液吃药不需要吗？,需要吃药嘛 ？,0
包皮龟头用什么药,做包皮长吗,0
还没有多长时间既然,哦，那忒多长时间啊,0
做包皮手术疼不，需要多长时间啊！,包皮手术需要养多久,0
阳痿早泄吃什么,早泄喽??,0
需要做什么检查或吃药吗？,需要做什么检查俺啊,0
做无痛人流下来多少钱,无痛人流要花多少钱？,1
嗯，都要检查啥啊，我是学生，带多少钱够啊,你那检查多少钱啊,0
不会得病的吧。。性病之类的,不会是性病之类的吧,1
我以后再怀孕受影响吗？,影响怀孕嘛,1
这是什么原因导致的啊？,是什么原因引起这个病的,1
可以服什么药吗,那我该吃什么药么,1
是早泄嘛,为什么会早泄？？？,0
这个要怎么治疗?,这个可以怎么治疗,1
如果是，这个怎么治疗？,那他这个怎么治疗么,1
什么东西能补肾,的吃什么药补肾,0
这该怎么办医生,那该怎么办呢医生,1
可以给我开点药吃吗,你能给开点药吗,1
是手淫惹的吗？,喜欢手淫,0
治疗下来要花多少钱,那最后的治疗大约要花多少钱呢,1
需要多久能治好,多久能治好,1
你们怎么看检查呢,检查怎么说,0
要治疗该怎么治疗,女性怎么治疗,0
我是按预约价吗,不预约也不挂号,0
妈那怎么治疗,那的需要怎么治疗啊,1
龟头敏感跟包皮过长有关系吗,和包皮过长有关系吗,0
是什么原因吗,这个是什么原因导致的呢？,1
我就问问,我就是问问,1
多久呢？,要做多久,0
请问能有方法治疗吗,有什么好的方法能治疗呢,1
中药还是西药,我吃中药,0
是什么造成的呢,是什么原因造成的？,1
请问，龟头破皮怎么回事？,您好，龟头脱皮，痒是怎么回事,0
7什么药啊,吃什么药可以好啊？,1
一般都是几天,这几天都有,0
我在给我老公咨询,我男朋友要我帮他咨询,1
什么原因,我想知道什么原因引起的,1
早泄吃什么呢好了,有点早泄，不阳痿,0
前列腺是什么病啊,治疗前列腺用什么药,0
您说需要什么检查?,这个需要做什么检查呢,1
这个检查需要做什么检查呀,还检查什么？,0
那应该怎么治疗呢,怎么治疗呢还是,1
这些检查共需要多少钱,做那些检查 多少钱,1
什么原因造成的,嗯，这是什么原因,1
给熬夜喝酒有关系吗,和我抽烟酗酒有关吗还有熬夜,0
早泄是阴虚还是阳虚,经常手淫是阳虚还是阴虚,0
怎么引起的呀？,怎么引起这种病的,1
在桂林呢,在桂林呀,1
龟头凉怎么回事,阴茎痒怎么回事,0
现在是需要做什么检查呢,需要检查什么么,0
手淫和有血有关系吗,这个跟手淫有关吗,0
那是手淫导致的吗,长期手淫造成的吗？,1
治疗大概需要多少钱。,前列腺炎治疗大概需要多少钱,0
哪怎么办,怎么办呀？,1
是不是该检查检查？,要去检查？,0
那我要去哪里治疗呢,你们那是怎么治疗的？,0
龟头上有小疙瘩怎么回事,龟头上有白色的小疙瘩事怎么回事,0
这怎么办？,应该怎么办,1
没有做，想咨询一下,我才想咨询一下,1
需要检查什么么,都需要做什么检查，会检查出来,0
是不是包皮啊,有包皮环,0
是本人，龟头有小红点怎么回事,龟头痒，有小红点,0
噢那怎么治疗呢,可以怎么治疗呢，,1
需要多久,多久能好？,0
那我需要做什么检查呢,需要哪些检查,1
请问你姓什么,请问是什么原因啊,0
你看怎么调理,你就说怎么在家调理,0
做了包皮多长时间能恢复正常啊,做了包皮多长时间能好啊,1
这个怎么治疗,这病怎么治疗,1
这是包皮过长导致的吗,还有包皮过长,0
您说是前列腺问题？,体检查尿和前列腺没问题呀,0
需要检查什么项目，,那还需要检查什么呢,0
做这个手术大概要多久啊,这个大概做个手术要多久,1
是不是该检查检查？,是不是还的上医院做检查,0
写一个什么医院？？？,您那医院在什么地?,0
主要是我吃药来呀,我想吃药,0
是吗 去医院检查的,那我过几天去医院检查吧,0
去你们医院检查下在说！,去医院看呢,0
怀疑是什么病症呢？,什么病症？,1
什么原因导致的,这个是什么原因啊？,1
手术需要多久时间？,手术要做多久？,1
怎么治疗科学,就说怎么治疗,1
能变多长,要做多久,0
是啊，怎么治疗呢,哦，那应该怎么治疗呢？,1
前列腺液是什么意思,前列腺液是粘的吗,0
这个做甚么检查好啊,我这个需要做什么检查,1
和包皮过长有关系吗,我这包皮过长,0
那我该怎么办？医生,那是应该怎么办，医生,1
怎么提高A级精子,怎么提高精子活动率？,0
检查什么,那需要做什么检查,0
你有微信么,你的微信电话有吗？,0
不知道为什么,不知道什么问题,0
这个大概多少钱/,大概多少钱，现在？,1
这个是怎么治疗能说一下么，,如果是，这个怎么治疗？,1
是啊，怎么治疗呢,想我这样怎么治疗,1
大腿内侧比较痒,大腿内侧也有些痒,1
那你们都是怎么治疗的？,该怎么治疗？？,1
就这几天痒,两天或三天,0
我这个是什么病呢？,恩，这是什么病,1
龟头上有小红点是什么情况,龟头上有红点是什么情况？,1
大概多少钱？？,大概多少钱，现在？,1
一般吃什么调理好,有什么�？或调理！,0
那这个应该都检查什么呢,这个需要做什么检查吗,0
是不是你要去医院查一下啊,我是不是得到医院割一下,0
如果不做包皮手术可以吗,这个包皮手术那里都可以做是吗？,0
是早泄嘛,那阳痿早泄可以做吗,0
你是说。包皮手术。一周就能好。是吧,包皮手术 好做吗,0
消炎药可以缓解的么,搽点消炎药可以吗,1
这个好治疗吗？,好治疗吗？,1
前列腺有问题吃什么药啊,就是前列腺出问题了？,0
我说怎么治疗啊,这要是治的怎么治疗？,1
尿频尿不尽是什么原因？其次,尿痛尿不尽吃什么药？,0
你们那什么医院,你们医院也可以做吗,0
是要吃药吗？,吃药不行？,0
没有，就这几天,这几天都有,0
早泄阳痿有治疗吗,治疗早泄好治疗吗,0
大概需要休息多长时间,哦 大概需要多长时间,0
怎么检查，是去医院吗？,要去医院检查吗,0
怎么算包皮过长,我打算去割包皮的，我包皮过长,0
两天两个女的算吗,就这两天的事,0
好的   我检查什么内容呢,我这都检查什么,1
那是怎么回事？？,波不起来是怎么回事,0
还检查什么？,这应该做什么检查,0
就这几天嘛,这两天才有,1
不撸得话多久能恢复,手术后多久可以恢复？,0
一般多长时间呢？,哦，那忒多长时间啊,1
不在范围内吗,咋不在了。,0
还是的吃药？顺着,哦，要吃药？,1
是啊，怎么治疗呢,那你看看怎么治疗呢,1
这个价格大概是多少呢,大概费用是多少,1
对，你们医院在那,你们医院是吗？,0
其他都没什么,没什么啊,1
喝中药能调理么,请问是吃中药调理吗,1
就是手淫,意淫    不是手淫,0
有什么治疗的方法么,这个病，一般是用什么方法治疗啊,1
手术怎么做,这样的手术是大手术吗,0
把包皮做了需要多少钱？,做包皮一次多少钱？,1
用硫酸镁洗洗能行吗,用妇炎洁洗行吗？,0
得吃多长时间啊,什么多长时间,0
多久算阳痿 早泄,是早泄吗，还是阳痿呀,0
那他这个怎么治疗么,噢，那怎么治疗,1
那可以吃什么药,玩吃什么药,1
谁知道那个医院好，,您是那个医院呀？,0
我着大概需要多少钱,需要多少钱啊,1
我现在射精早怎么回事,我总是射精快是怎么回事呢,1
我得先检查什么,这个做什么检查,0
做了包皮手术可以吗,包皮手术是随做随走吗？,0
就是吃阳痿早泄的药？,主要是早泄,0
你这什么都可以,有什么要能吃吗,0
正常男人的阴茎是多少？,正常阴茎范围是多少？,1
要怎么治疗,女性怎么治疗,0
包皮过长什么影响,没有包皮过长,0
我这个严重吗？？另悉,这个情况严重嘛？,1
男科检查有啥活动么,去男科检查吗,0
谢谢啊？,明白了，谢谢！,0
你说做什么检查我去做,我去医院检查得做什么检查,1
同济医院是吗？,咱是同济医院,0
好的，咱这是哪个医院,你这属于哪个医院,1
吃什么药可以好啊？,那抹什么药,0
是药物治疗，还是,是药物治疗，还是手术呀。,1
是不是肾虚啊,是不是也是肾虚原因造成的呢,0
的多长时间能好,一般多长时间能拆,0
这个怎么治疗,这个怎么治,1
怎么办哦,咋办呢？,1
睾丸涨疼怎么回事,睾丸下策微疼是怎么回事啊,0
您可以告诉我，怎么治疗吗？买什么药物,可以有什么药物治疗吗,1
一般治疗早泄的方法是什么？,治疗早泄的方法有那些？,1
男科吗，,还可以看男科病吧？,0
好吧，那检查怎么检查啊,检查完了,0
不知道怎么成这样了,结婚后不知怎么会这样,0
使用药物还是手术啊,是药物？还是手术,1
这个治疗需要手术还是药物,药物治疗还是手术治疗比较好,1
如果要检查都检查什么,那都需要做什么检查那,0
可以治疗么,好治疗么,1
早泄怎么治,早泄怎么治疗,1
你们怎么治疗的啊？,该怎么治疗。,1
治疗前列腺用什么药,前列腺怎么治疗好呢,0
睾丸疼怎么了,右睾丸痛,0
阳痿早泄可以治？,我这就早泄了？》！,0
阴茎弯曲正常吗？,阴茎弯曲,0
也有几年了,而且有几年了,1
？？大概多少钱,大概最多要多少钱？,1
那还需要检查什么呢,这个需要检查什么科呢,0
包皮和包茎有区别吗,包皮包茎,0
早泄是因为肾虚么,没性欲 阳痿早泄 肾虚,0
石家庄可以做么,石家庄省2院,0
治疗要怎么治疗,那他这个怎么治疗么,1
感觉妻不想要的就不怎么好,感觉也不怎么硬,0
阴茎是哪里？,我阴茎痛,0
您是那个医院呀？,哦，您的意思是要去医院吗,0
几乎没有晨勃,没有晨勃表现,1
一插进去就想射什么原因,没插进去就射了,0
你好，包皮切除手术多少钱,包皮手术需要多少钱？,1
怎么能让龟头变大,龟头小怎么变大呢？,1
中药，还是西药呢,吃中药调理还是吃西药？,1
看看什么原因引起得,什么引起了,1
阴茎上还有点白斑,阴茎有点小,0
那他这个怎么治疗么,怎么治疗好的,1
是检查前列腺嘛,肛门检查前列腺液么,0
能根治吗,可以根治么,1
那是什么原因？,那是什么原因呢,1
是中药还是西药呢？,请问是中匡中药，还是西医西药。,1
好调理吗一般多长时间能调理好，,要调理多久,0
包皮过长影响嘛？,还有我包皮过长,0
那么怎么办,那还怎么办,1
要多少钱啊,需要花多少钱了,1
做那些检查 多少钱,哦，检查要多少钱,1
刚做过包皮手术,做了包皮手术，有一个月了,1
做包皮长吗,包皮包茎严重吗,0
医生是什么原因引起的,什么原因导致的,1
为什么会有这种情况？,那为什么会出现这种情况,1
这个需要做什么检查呢,需要检查什么,0
怎么检查好,这个该怎么做检查啊？,1
哦，那忒多长时间啊,还没有多长时间,0
阳痿早泄好治不,早泄还阳痿,0
割包皮多少钱呢大概,割包皮得多少钱?,1
这是什么科,这是什么我不明白,0
有早泄呢,还有早泄,1
包皮手术需要多少钱？,有点疼手术需要多少钱,0
做的多的多少钱,做这个花多少钱,0
那我是要去医院检查检查吗,在医院检查就可以吗？？,0
那你们那呢？要检查什么呢,会有什么检查吗,0
对以后怀孕有影响吗？,影响怀孕嘛,1
是什么症状,那我现在是什么症状？,1
你们医院是在哪里？？,一个多月了，你们医院哪里,0
该怎么治疗？？,就是问你怎么治疗啊,1
出现几天就好了，过一段时间又有了,出现了一段时间了,0
检查挂什么科,基础检查什么？,0
你们周六周日都上班是吧,周日你们那里上班吗,1
不知道他有没有,我不知道现在还有没有,0
你好！请问下,喂你好在吗,1
阴囊潮湿为什么啊,阴囊潮湿是怎么,0
包皮手术和不手术有什么区别,这个要做包皮手术嘛，,0
像我这样该怎么治疗,怎么治疗好的,1
你好早泄需要什么药,你好，早泄吃什么药可以治疗呢,1
看这个大概多少钱吖,哦，大概要多少钱？,1
那我这样该怎么办,像我这样应该怎么办,1
那是由什么原因导致成的呢,什么引起了,1
一般多长时间算正常啊？,正常该多久啊,1
我怎么引起的呢,这是怎么引起的呀？,1
这个是怎么引起的呢,这个怎么讲啊,0
这个检查需要做什么检查呀,需要检查什么项目，,0
什么事病毒感染,我看性病有什么尖锐湿疣啊,0
不尿急呀。,尿急史啥感觉？,0
前列腺炎钙化能治愈吗,钙化能治愈吗,0
做了没有问题,这没问题,1
滴白是啥意思,滴白是什么意思啊,1
那我都需要检查一些什么呢。,我这个需要做什么检查,0
正规医院吗？,大夫，这医院是正规的吗？,1
是早泄了,是早泄吗,0
怎样调理,那怎么调理调理,1
嗯！不会影响发育吗？,这会不会影响发育,1
我去医院检查得做什么检查,您是建议我去医院检查检查对嘛,0
怎么治疗啊，严重不,那还怎么治疗呢？,0
现在预约检查要多少钱啊,检查要多少钱啊,0
这几天才发现的,我是今天才发现的,1
得过几天,过这两天吧,0
你们周六日休息吗,周六日呢？？,1
怎么样治疗呢,咋样治疗,1
检查快吗,我都做什么检查,0
早泄怎么治疗好,早泄一般怎么治疗,1
阴囊潮湿怎么办,阴囊潮湿有,0
手淫也是么？,我是手淫造成的,0
如果到你们医院是要挂谁的号呢,我要是去你们医院挂什么科啊,0
医院在哪里的,我知道你医院在哪里,0
支原体？,这个滴虫跟支原体衣原体有关系吗,0
做一次需要多少钱,需要多少钱得,1
我这个需要做什么检查,这个主要做什么检查？,1
做什么检查啊都,检查完了,0
阴茎短小，可以治吗？,阴茎短小是什么情况,0
检查的话检查什么,什么也没检查,0
我这怎么治疗,好吧 这个要怎么治疗,1
手术要多久恢复呢,手术这个多久？,0
你说我得大概话多少钱啊,大概多少钱你不知道？,1
我想咨询下,咨询一下,1
你的多少，我加你,好你的来我加你,1
这个是要药物治疗吗,有药物治疗吗,0
吃点什么药就可以啦,能不能吃点药什么的,1
我去医院检查得做什么检查,还检查什么？,0
是吃药，还是做手术,吃药？还是手术？,1
你们医院能治疗吗,在你们医院,0
得怎么治疗呢,你们这怎么治疗,1
尿急咋办,尿急，怎么办,1
这这个需要多少钱大概,大约需要花多少钱呢,1
你需要问什么,我现在需要做什么呢,0
精索静脉曲张是怎么引起的,睾丸炎是怎么引起的啊,0
这种情况是怎么治疗的,请问这种情况需要怎么治疗,1
我怎么挂号,可以挂号嘛,0
那我应该怎么办？,那我该怎么办,1
是早泄的原因吗？,阳痿早泄是怎么导致的,0
那这种怎么治疗呢,这个怎么能治疗啊,1
那这个严重嘛,这病严重吗,1
我有什么方法没有,都是什么方法,0
你们包皮手术多少钱啊,做个包皮包茎的手术 多少钱,0
什么会造成早泄,早泄的状况是什么引起的,1
手淫以前有过，这几年没有了,有过几年手淫。,1
性生活多长时间正常的啊,请问性生活多长时间正常,1
什么药可以擦甚么,哦，吃的什么药,0
一般情况下多少钱,一般的做多少钱,1
阴囊潮湿怎么治,阴囊潮湿有,0
要验血吗？,验血验的出来吗,0
那我这怎么调理一下,那我怎么调理啊,1
你们医院是三甲专科吗？,曙光医院是，公立三甲医院吗,0
该做什么检查？,好的，检查呢,0
怎么治疗治疗呀？,不知道怎么去治疗,1
还能治好么,能不能治好?？,1
需要在检查什么,还检查什么？,1
我说怎么治疗啊,你们这怎么治疗,1
这个需要检查什么？,需要检查呀？？,0
说，怎么治疗得了,那怎么治疗方法啊,1
白色   有点点黄色,黄色的  有,0
男科需要做什么检查吗?,去男科检查吗,0
需要用什么药物,是什么药物,1
是什么原因引起这个病的,因为什么原因呢,1
我阴茎短小怎么治,阴茎短小怎么能长大,0
咱们医院在哪里？,在哪里医院,1
这个不会是性病吧,不会是性病吧,1
这个是怎么治疗能说一下么，,你就说一下怎么治疗好吗,1
请问要吃什么药呢,哦，吃的什么药,1
