sentence1,sentence2,label
我的月经发黑是怎么回事,深色发黑,0
尿血发高烧,尿血检查程序,0
我这吃什么药好呢,吃什么药好呢？,1
按压触及疼,腰涨疼,0
过度手淫,手淫过度 引起的阳痿早泄,0
血管瘤去医院挂什么科,北京302医院血管瘤挂什么科,0
肌酐高用什么药能降下来,过敏性紫癫吃什么药能好,0
切除后还能过性生活吗, 切除子宫还能过性生活吗？,0
气血不足？,我气血不足,0
就是左边的睾丸有点疼,左边睾丸疼是怎么回事,0
雄性激素过多有什么危害？,结扎有危害吗,0
药流多久可以做,药流怀孕多久可以,1
以前是珍珠疹好像,是都说是珍珠疹,0
可以治疗包皮吗,可以治疗,0
取后会留疤吗？, 会不会留疤,0
男性性生活时间短怎么办,那性生活时间短怎么办,1
钾5.95肌肝606可以吃药降下来吗,肾衰竭可以吃药的吗,0
27真皮斑,有真皮斑,0
你们医院是公立的还是私立的,请问你们的医院是公立还是私立啊,1
我想问问换肾详细情况,我想问问是的,0
怀孕有什么症状？, 怀孕有什么症状,1
现己治愈,怎么治愈,0
洗纹身一般要多少钱,一般洗纹身多少钱,1
干呕情况严重,以上情况严重吗,0
瘦脸针一般打几针有效果,瘦脸针一般需要打几针,0
那现在该怎么办呢？,那我该怎么办,1
五十三岁了，以前有过,以前有过自卫,0
前列腺有什么症状。,前列腺什么症状？,1
想咨询价挌,想咨询试管费用,0
鼻综合9800？,18874826255？鼻综合,0
怀孕了，不想要孩子怎么办,怀孕了，不想要怎么办？,1
你们是三甲医院？,海淀医院是三甲医院吗,0
禹香枚13529683995绣眉,有绣眉的计划,0
我的双子宫影响怀孕吗？,双子宫怀孕有影响吗,1
包皮红该吃什么药,贤虚吃什么药,0
想咨询一下纹唇线,我有件事想咨询一下,0
洗纹身洗几次能干净,一般洗纹身要洗几次,1
请问可以洗纹身吗？,请问洗纹身可以洗嘛,1
慢性肾炎有什么办法,有什么办法治疗吗,0
是的该怎么治疗,紫癜该怎么治疗,0
会不会月经推迟,会不会推迟,0
吃药还是手术。,是吃药吗还是,0
请问男人多久才算正常,请问男人做爱多久才是正常的,1
醋能治白斑吗？,人不来能治吗,0
做爱时间短，早泄,做爱时间短，,1
双下肢有红点,有红点这此之泪的,0
请问白癜风有什么症状？,请问是什么症状？,0
狼疮能治吗,红班狼怆能治吗,1
吃点什么药好？,炎症吃点什么药好呢,0
原因是什么？,我脚后根痛是什么原因,0
埋线双眼皮能保持多久？,埋线的能保持多久,0
怎么收费的,一般性怎么收费,1
肾脏炎是什么引起的,过敏性紫疹是什么引起的,0
我龟头上有白点,阴茎上有小白点,0
治愈,肾衰竭能治愈吗,0
无子宫无月经能治吗,请问无子宫无阴道能治吗,0
不是有永久吗,不是永久脱毛？,0
就是吃阳痿早泄的药？,吃什么药治疗阳痿早泄？,0
多襄肾多襄肝怎么治疗？,过敏性字典怎么治疗,0
我是孕前检查,就是孕前检查都检查什么,0
从来不贴,平常经常贴双眼皮贴,0
激光可以祛疤吗,我想来祛疤,0
、大概多少钱,大概预算下要多少钱,1
我的白带发黄怎么回事,我白带发黄怎么回事,1
 一次能脱干净么,十二次能脱干净吗,0
从小就有，浅浅的, 从小就有,0
可以做双眼皮埋线吗？,埋线双眼皮价格？,0
无痛感,无阴道，无子宫，是始基子宫,0
那紫癜要怎么治,要怎么治呢,0
你好    早泄怎么治疗,你好 早泄怎么治疗,1
是夫妻会传染吗,请问白癜风会传染吗,0
去一颗痣要多少钱,多少钱一颗痣？,1
在重庆,在就医,0
拆线后算,那用拆线吗,0
怎么治疗呢？,这个怎么治疗呢,1
是需要手术还是吃药,治疗是吃药还是手术,1
哪种方法好,脱毛哪种方法好,0
洗纹身可以不留疤吗,你好，洗纹身可以不留疤吗,1
嗯嗯，怎么可以治疗,嗯嗯，好的，,0
幼稚子宫能治好怀孕吗,幼稚子宫能治好吗，,0
有时候腿疼,有时候脚肿,0
偶尔咳嗽,偶尔胸闷,0
精子成果冻状是怎么回事,精子成果冻状,0
阴茎上长小白点,龟头小白点,0
需要怎么治疗？,肾衰竭需要怎么治疗,0
我早泄，怎么治啊,早泄怎么治了啊,1
是左边疼,我左边睾丸,0
35 了,35男姓,0
石女有治好的吗,是石女,0
处女膜破了会怀孕吗,是不是处女膜破了？,0
输卵管造影影有无痛的吗？,无痛清宫,0
手淫一分钟不到,一分钟不到就射了怎么办,0
精浊病能治好吗,微石征能治好吗,0
阴道炎用什么药？,阴道炎用什么药好使,1
通输卵管会痛吗？,做造影会痛的吗？,0
吸指安全吗,腹扎安全吗,0
先天性幼稚子宫  无阴道  可以治疗吗？,先天性无子宫,0
乳头内陷怎么,乳头内陷怎么办,0
两年，700多,也是两年多了,0
你们医院是公立的还是私立的,你们医院是私立的还是公立的,1
淋浴洗澡可以吗, 月经可以洗澡吗,0
绝育会痛吗,宫颈糜烂会痛吗,0
外阴痒是怎么回事啊？,阴道外阴痒,0
嗯  国产的瘦脸针和进口的区别是什么？,国产和进口瘦脸针有什么区别吗,1
就是先天性无子宫无阴道,你好，先天性无子宫无阴道,1
月经推迟了什么原因,月经推迟是什么原因嫩,1
肾委缩怎样治疗,怎样治疗合理,0
你们是怎么治疗,那你们是怎么治疗的呢,1
姣兰玻尿酸维持多久,打一次玻尿酸能维持多久？,0
该怎么办呢？,该怎么办呢,1
种牙有什么危害,有什么危害吗，,0
居然不是永久的,188不是永久吗？,0
先天性无子宫的可以治疗吗,先天性无阴道可以治疗,0
治愈,肾哀竭能治愈吗？,0
治疗有好几年了,好几年,0
千百会有副作用吗, 会不会有副作用吗？,0
盆腔积液？,盆腔有小肠积液,0
好几年了。,三十七岁，好几年了,0
先天无子宫无阴道可以治疗吗, 先天无阴道无子宫可以治愈吗,0
有什么好方法,肾衰竭有什么好的治疗方法？,0
汗斑怎么治疗,怎么治疗多襄肾病,0
吸脂手术有危险吗,高龄会有危险吗,0
瘦脸针都有什么副作用？,瘦脸针有什么套餐,0
龟头敏感度数高怎么降低,性生活怎么降低敏感度,1
怀孕多久会有反应？,有什么反应啊,0
肾衰竭肌酐480能治愈吗,肾病能治愈吗,0
？,通州？,0
阴茎发言了吃什么药好,我吃什么药好,0
可以贴双眼皮贴吗,天天贴双眼皮贴,0
做包皮手术需要休息几天,需要休息几天？,0
阴道口痒，,我是阴道口痒,1
包皮可以延长吗？,阴茎延长可以延长多少啊？,0
这个需要怎么治疗啊？,这个治疗是怎么治疗的啊,1
会不会是怀孕,会不会是怀孕啊？,1
请问激光祛斑会反弹吗,是激光祛斑吗，会不会反弹,0
是的，怎么治疗？,紫癜是怎么治疗的？,0
白斑怎么治疗,白斑 怎么治疗,1
包皮是长的,是包皮长的,1
肝癌怎么治疗,过敏性字典怎么治疗,0
小玲15960111762 全身美白,全身美白吗？,0
钾5.95肌肝606可以吃药降下来吗,吃药可以侧底治好吗,0
请问肾病综合征能治好吗？,请问狼疮性肾病能治好吗？,0
性生活射的快,射的快早泄,0
白带 有点发黄的,白带有的发黄怎么回事,0
可以洗纹身  是吗,请问洗纹身可以吗,1
检查什么项目呢,检查的项目,1
有阴囊潮湿,阴囊会潮湿,1
是吃药还是吊水,阳痿早泄是吃药还是手术,0
紫癫性慢性肾炎怎么治,多囊肾怎么治？,0
资料后后要多久恢复,恢复生育能力要多久费用,0
吃什么药好,吃什么药好？,1
就是圆圆的,就是一小片,0
27真皮斑,真皮斑肾孔斑,0
M我就想咨询一下,想咨询一下你们网络部,0
透析了能治好吗,Iga能治好吗？,0
是正规医院吗, 这个是正规医院吗,1
是怎么检查的？,怎么检查，,1
嘴角发黑,月经发黑什么原因,0
在，您好,您好  在,1
孕前检查都做什么,做孕前检查,0
检查什么项目呢,我需要检查什么项目,1
宫颈糜烂的治疗费用,中毒宫颈糜烂怎么治疗,0
肾部穿刺有危险,有什么危险,0
这回一个,为什么一个睾丸大一个小啊,0
子宫有多大,子宫口有多大,0
手淫不到一分钟,性生活一分钟不到,0
多囊肾怎么治疗啊,这个怎么治疗啊,0
无子宫无阴道能治疗吗,无子宫能治疗好吗,0
血精是什么,血精是怎么回事？,0
有阴囊潮湿了,阴囊潮湿，是内潮,1
看硫酸亚铁说明书,不愿看,0
白带多，发黄 有异味,白带不多  有点发黄,0
请问子宫切除对性生活有防碍吗,子宫切除对性生活有影响吗？,1
iga肾病一般怎么治疗,多囊肾一般怎么治疗,0
小男孩大便出血怎么回事,大便出血是怎么回事,1
胎记多大可以治疗,血管瘤多大可以治疗,0
摔伤造成的脑出血,紫癜是什么造成的,0
我有包皮有点长,觉着有点长,0
开眼角是什么价格,想做双眼皮＋开眼角,0
脚裸有时候要肿,有时候关节痛,0
怎么降低龟头敏敏,龟头敏感度能降低吗,0
有时庠有时不痒,我痛不痒,0
早泄需要做什么检查？,需要检查？,0
色素性紫癜怎样治疗,紫癜怎样治疗,0
前列腺炎  好治吗,好治吗\,0
你们这是三甲医院吗,三甲医院开药,0
低蛋白是什么意思,肌酐19000是什么意思,0
有什么药吃吗,有吃什么药,1
肌酐740需要怎么治疗,慢性肾炎需要怎么治疗,0
阴道松弛手术,阴道松弛吗,0
尿急，尿不尽有,尿屏尿急尿不尽,0
治疗雀斑,是治疗雀斑 ,1
肌酐150严重吗？,肌干520严重吗？,0
那你们那怎么治疗啊？,你们那怎么治疗什么价位,0
验孕棒一深一浅,验孕棒一浅一深是什么,0
一大一小。,男人睾丸一大一小是什么原因,0
阴囊潮湿发粘是怎么回事,阴囊潮湿瘙痒是怎么回事？,0
那现在该怎么办呢？,该怎么办呢？,1
 有永久脱毛吗,永久脱毛 ,0
会不会传染？,会不会传染,1
在学校经常熬夜,经常熬夜,1
那怎么治疗好呢,那怎么治疗？,1
是什么原因，造成的,肾委缩肾委缩是什么原因造成的,0
查询费用15074851065永久脱毛,腋窝永久脱毛？,0
恩的,恩 再见,0
不桶不痒,我痛不痒,0
永久的不行吗,脱毛是永久的？,0
叫我小王,我叫贺琨,1
恩,恩，具体地址？,0
阴囊潮湿发粘是怎么回事,阴囊潮湿是,0
是，小腹胀痛,我小腹胀痛,1
咨询一下包皮,想咨询一下你们网络部,0
叫吴波,我叫申庆朝,1
多少钱大概,、大概多少钱,1
一般多久有反应,那一般怀孕多久会有反应啊,0
活肾检查,公务园屎检查,0
我叫王立滨,叫我小王,1
便血是怎么回事呢,便血怎么回事,1
有时候有，有时候没有,有时候,0
可以移植吗,除非移植子宫,0
瘦脸针都有什么副作用？,瘦脸针 有什么副作用吗？,1
我是子宫腺肌症,请问腺肌症是怎么回事,0
乔莱仕祛斑会反弹吗,祛斑会不会反弹呢,0
做 b超可以吗,b超吗？,1
点痣吗？, 点痣有什么优惠,0
三千的是永久的吗 ,脱毛永久的,0
请问挂什么科,是挂什么科,1
脱毛是永久性脱毛吗, 这个是永久性脱毛吗,1
月经不调怎么调理呢？, 怎么调理月经不调？,1
双眼皮868是割还是埋线？,980双眼皮是埋线还是割的,1
请问石女来月经吗？,石女有月经来吗？,1
输卵管通水有副作用吗,千百会有副作用吗,0
白带黄色有异味,白带有异味 黄色,1
老痕用什么方法冶疗,三十多岁用什么方法,0
叫近析,什么叫穿刺？,0
就几个月,情况有几个月了,0
单角子宫能顺生吗,单角子宫高龄能怀孕吗,0
那怎么办治疗,那哈哈怎么办呢,1
肾哀竭是什么意思,肾病综合证是什么意思？,0
怎么治疗解决呢,有早泄怎么解决？,0
紫癜有什么症状,阳痿症状,0
早泄治疗吗,可以治疗的吗,0
你好，先天性无子宫无阴道,无子宫，先天性,0
不需住院吗？,要住院吗？,1
长豆子,龟头包皮有点长,0
始基子宫治疗吗,始基子宫能治疗吗？,1
13886218023开眼角,580是开眼角,0
检查要好多钱,是要检查吗？,0
这个我该怎么办啊,哦哦哦，我该怎么办,1
外阴痒，是怎么回事,阴道外阴痒,0
你是医生还是护士,你是医生还是,0
那怎么治呢？,那怎么治？,1
可以吃点什么药,应该吃点什么药啊,1
你好  我想咨询一下, 我想咨询一下,1
切除子宫后还能过性生活吗, 子宫切除还能过性生活吗,1
玻尿酸注射隆鼻管多久,玻尿酸一次管多久,0
有什么治疗方法,有什么治疗方法吗,1
自体脂肪丰胸有吗,自体脂肪丰胸什么价格,0
大便出血怎么回事,大便出血 是怎么回事,1
先天性无子宫,女人先天性无子宫可以治疗吗,0
是前列腺症状吗,有前列腺的症状,0
我可以做药流吗,可以做药流吗,0
肾病综合证可以治好吗,过敏性紫癜可以治好吗,0
这保密吗？,我想保密,1
体外受精会不会怀孕,会不会怀孕呢？,0
你们治疗黄褐斑怎么治疗呢？,黄褐斑怎么？,0
能治无子宫无阴道吗,先天性无子宫无阴道能治吗,1
看血管瘤应该挂什么科呢,应该挂什么科,0
怎么解决呢啊,怎么解决唉,1
月经量少发黑是什么原因,月经量少 发黑是什么原因,1
男性珍珠疹,就是有珍珠疹,1
无阴道无子宫能治疗吗,无子宫怎么能治疗,0
慢性肾炎可以中药调理吗？,吃中药调理可以吗,0
肾衰竭有什么症状,贤炎有什么症状,0
35了,35时间不长,0
那怎么吃什么药治疗啊,吃什么药治疗啊,1
吃的什么药啊,吃什么药啊，,1
开眼角双眼皮, 双眼皮 开眼角,1
先天没有子宫,我先天没有子宫,1
这个数值严重吗,这个肾病综合征严重吗？,0
是无痛人流,无痛人流的费用是？,0
吃的药,阳威早显吃什么药,0
结肠透析痛苦吗？,血透痛苦吗,0
 发际线,有发际线脱毛吗,0
就是吃阳痿早泄的药？,阳痿怎么办吃什么药,0
用什么药物啊,用什么药物好呢,1
可以做手术吗,做手术可以吗,1
白带多是怎么回事了,多白带是怎么回事,1
好几年,好几年ζ,1
月经推迟,就是月经推迟,1
在车上听不见,我人在贵州毕节,0
肌酐91怎么办,急性肾炎少尿怎么办,0
你们医院正规吗, 好的，你们的医院是正规医院吗,1
如何清除,如何关注,0
过敏性紫癜治疗方法是什么,有什么方法可以治疗肾衰竭,0
是的，有盆腔积液,盆腔有小肠积液,0
会不会反弹？,m会不会反弹,1
还特严重吗？,折磨严重？,1
有什么方法可以治疗肾衰竭,有什么治疗的方法,0
不会怀孕？,会不会是怀孕,0
我想咨询你一下,我想咨询一下割包皮,0
我也早泄好治吗,好治ma,0
我没有什么影响,没有什么影响,1
 会有后遗症吗,通水有后遗症吗？,0
能测出来怀孕吗,能测出来,0
血管炎怎么治,肾病综合征怎么治,0
打耳洞价格,耳洞能打吗,0
硬度时好时坏，,始终是时好时坏,0
会有什么危害,血透有什么危害,0
我不确定是不是白癜风,肝门处，不确定是不是,0
有永久脱毛吗,脱毛永久的吗,0
玉林市容县。,十周。,0
BV检测是查什么？,BV是什么,0
你们医院是公立还是私立？, 你这医院是公立还是私立的，,1
肌酐600需要怎么治疗,慢性肾炎需要怎么治疗,0
怎么解决呢，,阳痿怎么解决,0
好治疗好吗，,治疗早泄好治疗吗,0
人流无痛,计生，有无痛人流吗？,0
有点困扰，想咨询一下,我想咨询一下我的问题,1
阴经缝有小白点,龟头有小白点，,0
石女有治好的吗,石女有性需求吗？,0
孕前检查了，,孕前检查了,1
手淫不到一分钟,说的是不到一分钟就射了,0
紫癫一般多长时间能好,过敏性紫癜一般多长时间治得好,0
肾尾缩是怎么造成的,安卡相关性血管炎造成的肾病,0
需要做什么检查？,需要做什么检查,1
有激光打耳洞吗,花都可以打耳洞吗,0
是冰点脱毛还是激光呢？,冰点脱毛 是用激光还是？,0
过敏性字典怎么治疗,多襄肾多襄肝怎么治疗？,0
龟头有小红点是怎么回事,龟头上有小红点是怎么了,1
需要做手术,需要做手术吗,0
一直一大一小,三脂长，一大一小,0
有好的办法治疗吗？,有什么好的治疗办法,0
天生无子宫可以治疗吗？,天生没有阴道可以治疗吗,0
我是内双 ,我是内双，肉肉的,0
竹叶子能治疗肾衰竭吗,肾衰竭能治疗吗,0
早泄要检查什么？,检查要好多钱,0
有尿血,多囊肾尿血,0
尿尿疼 阴道痒,阴道外骚痒,0
痛风性肾衰竭能治吗,能治渝吗？,0
七百多，两三年了,两三年吧,0
这个应该怎么治疗呢,应该怎么治疗呢,1
透析有什么危害？,有什么危害？\,0
要做检查,要检查什么,0
这个不是永久脱毛的吗,脱毛 这个不是永久的吗？,1
为什么手淫的时候不到一分钟就射了,手淫一分钟不到就射了,0
结肠透析痛苦吗？,肾穿痛苦吗,0
蚯蚓般凸起,绝味凸起,0
我的龟头痒怎么回事,痒是怎么回事,0
验孕棒一深一浅是什么原因,验孕棒一浅一深是怀孕吗,0
有永久脱毛吗,腋窝永久脱毛？,0
能自愈吗？,会自愈吗,1
你好我是先天性无子宫无阴道,请问无子宫无阴道可以治吗,0
激光祛痣会不会留疤啊,祛痣会留疤吗？,0
是吃药还是做什么？,吃药治疗呢 还是,1
肾病综合征可以治好吗？,肾病综合征可以治好吗,1
无痛人流价位,现在可以无痛人流吗,0
我想咨询一下葛双眼皮,想咨询下美白针,0
勃起硬度不够，早泄,勃起后硬度不够,0
胎记怎么收费,怎么收费,0
绣眉是吧,299绣眉,0
什么叫包皮,叫全鑫,0
阴道口痒,我是阴道口痒,1
彩超和B超有啥区别么, 彩超和B超有什么区别,1
国产进口的区别是什么呢,那有没有国产的和进口的区别呢,1
多久能测出,那大慨多久能测出怀孕,0
洗纹身大概要洗几次,洗纹身 要洗几次呢,1
白带有点青黄色,白带黄色有异味,0
妙桃恢复期多久,恢复期多久,0
脱毛永久的吗？,880是永久的吗,0
药流可以吗？, 药流可以吗,1
 祛疤吗,能祛疤,0
双性恋。,星期五。,0
要做手术吗,血管瘤要做手术吗,0
肾小球能根治吗,红斑狼疮能根治吗,0
悬架好不好治疗？,肾病综合征好不好治疗,0
要透锡多久，,要多久,0
是那怎么治啊,是怎么治啊,1
是过敏性紫癜引起的,肾病是什么引起的,0
一般要做几个疗程？,那一般要几个疗程？,1
麻风病吃什么药好,肾结水吃什么药好,0
白带是褐色的怎么回事,间歇性白带褐色,0
积液是盆腔积液吗？,盆腔积液是什么,0
对的    有时候有    有时候没有,熬夜  有   手淫以前有  现在偶尔也有,0
过敏性紫癜多长时间能好,多长时间能好啊,0
顺义中医院可以药流吗？,药流可以吗？,0
做b 超需要空腹吗, 做b超需要空腹吗？,1
吃点什么药,吃点药,0
你好请问在吗, 你好在吗,1
那需要做什么检查呢,那都需要检查什么呢,0
埋线双眼皮能保持多久,埋线 双眼皮 一般能保持多久,1
怀孕了多久能测出来,试纸是多久能测出来？,0
一大一小正常吗,睾丸，一大一小,0
点痣会不会留疤,点痣会留疤不,1
是永久的脱毛吗,128是永久的吗,0
阴廊潮湿是怎么回事,阴囊潮湿是,0
延长四十分钟，可以吗？,阴茎能延长吗,0
外阴痒 变白怎么回事,外阴痒，是怎么回事,0
我阳痿，怎么治疗,我阳痿怎么治疗,1
体检费？,打电话？,0
吃什么药啊，,微信454543636早泄吃什么药啊,0
喉裂可以治疗吗,左颇癌可以治疗吗,0
大概需要多少钱,一般来说大概需要多少钱,1
怎么降低肌酐,怎么降低肌千,1
 注射玻尿酸能维持多久,玻尿酸注射 能维持多久？,1
白带多是怎么回事了,白带多怎么回事？,1
祛痣多少钱？, 祛痣多少钱？,1
如果子宫切除后还能过性生活吗,切除子宫后还能过性生活吗,1
15726997183  周来福,每天晚上一次吧         熬夜挺多         每天坐办公室一天,0
肾病是吃豆腐造成的吗,摔伤造成的脑出血,0
红斑狼疮可以治好吗,红斑狼疮可以治好吗？,1
这个紫癜怎么治疗？,怎么治疗啊😊,0
以前有经常手淫的习惯,以前也有手淫的习惯，,1
阳痿是不是肾虚,早泄   肾虚,0
吃药排亿,吃药能消出吗,0
58是冰点脱毛吗？,17672800880  冰点脱毛 吴,0
激光打耳洞？有吗,有激光打耳洞吗？,1
海淀医院是三甲医院吗,这个是三甲医院吗,0
甲胎蛋白要怎么治？,要怎么治呢,0
绝味凸起,蚯蚓般凸起,0
中医还是西医治疗,中医还是西医,1
怎么引起的d,过敏性紫癜怎么引起的,0
肾脏炎吃什么药,紫殿吃什么药,0
手淫好治疗吗,好治疗好吗，,0
可以激光点痣吗,点痣有危害性吗？,0
真皮混合性斑,真皮斑可以做吗,0
我是先天性无子宫，能治吗,先天性无阴道，无子宫能治吗？,0
无创蕊丽,我就是无子宫无阴道,0
祛斑68元吗,祛斑680吗,1
自体脂肪丰胸的费用,价格  自体脂肪丰胸,1
始基子宫能治好嘛,你好，始基子宫能治好吗,1
子宫厚度是多少正常, 正常子宫厚度是多少,1
大概会花多少钱,费用大概要多少？,1
那我该怎么办,该怎么办呢？,1
请问是公立还是私立,咱是公立还是私立的,1
那一般要几个疗程？,那一般要几个疗程,1
先天性无阴道，无子宫,先天性无阴道可以治疗,0
手术是怎么治啊,怎么治啊，,0
跟吃素有关吗,跟这个有关吗,0
请问外阴瘙痒有嘎达用什么药,外阴瘙痒。用什么药？,0
我叫什么？,什么叫包皮,0
手术疼吗，,摸会疼,0
无子宫，无阴道，始基子宫,先天性无阴道，无子宫,0
白带是黄色的,是黄色,0
什么叫肾病,什么叫肌酐清除率,0
我是宁夏，先天性无子宫可以治疗吗？, 现在先天性无子宫可以治疗吗,1
李们是正规医院，,正规医院,1
戴套安全吗,截骨安全吗,0
老年阴道炎怎么治疗,我有点阴道炎 怎么治疗,0
肌肝120怎么办,肌酐91怎么办,0
月经推迟了什么原因,月经推迟什么原因,1
一般治疗费用多少钱？,费用一般多少,1
会不会推迟,月经推迟会不会怀孕,0
就是包皮长V,有点长就是,0
有办法吗,有什么办法降下来吗,0
能治吗,胎记能治吗,0
贴双眼皮贴松弛了,有松弛 经常贴双眼皮,1
以前没听说过,以前不以为然,0
麻风病吃什么药好,紫癜吃什么药好,0
tct 是什么,tct是什么,1
那有什么办法解决吗,那有什么办法能解决？,1
手术需要拆线吗, 手术后需要拆线吗,1
白殿风？,初步判断是白殿风,0
b就鼻梁有的塌,完全塌鼻梁,1
都需要检查什么怎么检查,都是检查,0
肾委缩怎样治疗,怎样治疗呢？,0
那跟手淫有关吗,跟吃素有关吗,0
会不会痛？需要造影吗,脱毛会不会痛,0
有好的治疗吗,好治疗好吗，,1
怎么戒掉,怎么可以戒掉手淫,0
请问石女来月经吗,石女来月经吗？,1
那需要做什么检查呢？,需要检查什么那？,0
如何治疗？,慢性肾炎如何治疗,0
祛疤的 ,祛疤复平,0
慢性肾炎该怎么治,低钾该怎么治,0
吃药还是手术。,吃药，还是手术,1
洗眼线,洗眼线好多钱,0
用药物吗,药物治疗是用什么,0
白带是黄色,白带有黄色没有,0
白斑会传染吗？,白癜风会传染吗？,0
 你们洗纹身吗？,可以洗纹身吗，？请问,1
药物用什么呢,用什么药物,1
前列腺检查都怎么检查,检查都怎么检查,0
验孕棒一深一浅是怀孕吗,验孕棒一深一浅？,0
还是吃药,怎么治疗？是吃药还是？,0
手肿脚肿怎么回事,女土尿白怎么回事,0
tct 是什么,是tct检查,0
想做双眼皮＋开眼角,想做开眼角,0
268脱唇毛,脱唇毛是61.8元吗,0
幼稚子宫,是坏人幼稚子宫,0
也经常熬夜,我以前经常熬夜,1
没有豆腐渣状,白带还没有豆腐渣状,0
阳痿早泄能治好,怎么能治好,0
就是不美观,就是圆圆的,0
白带有的发黄怎么回事, 我的白带有点发黄是怎么回事,1
这是什么原因呢？,这是什么原因啊？,1
拆线多钱,多久拆线,0
怎么治疗这个,这个治疗是怎么治疗,1
月经量少发黑什么原因,月经升始末发黑是什么原因,0
男士的,男士，五十三岁,0
我想做阴道紧缩术,阴道紧缩术怎么做的,0
要做手术吗？,血管瘤要做手术吗,0
……,过敏性紫癜……,0
白带发黄异味,白带有异味发黄,1
是中度的,中度阳痿啊,0
什莫原因呢,我早泄是什么原因呢？,0
眼睛也是一大一小,我眼睛一大一小怎么办,0
可以可以治疗吗？,可以治疗,0
月经发黑怎么回事,月经发黑怎么回事啊,1
我有痣疮,痣疮吗,0
脚肿有两三年了,好像有两三年了吧,0
你们医院专看男科吗,你们是男科医院？,1
多久可以测出怀孕了, 多久能测出怀孕？,1
检查肾是怎么检查的,检查过不高,0
白颠病的症状是什么,有什么症状,0
尿出豆腐渣状, 白带豆腐渣状,0
尿道里特痒,尿道中部,0
百斑会传染吗,白斑 传染吗,1
关节痛跟这有关系吗,跟妇科病有关系吗,0
左边睾丸疼是怎么回事,就是左边的睾丸有点疼,0
水光针是什么档次的,童颜水光针是什么,0
22岁,我22岁,1
药物能治疗吗,有药物治疗？,1
肾病综合征犯病原因是什么,肌肝162是什么原因？,0
怎么引起的d,是怎么引起的呢？,1
我是幼稚子宫,幼稚子宫能做试因儿,0
有几个月吧？,几个月没有了,0
血红蛋白89可以药流吗？,还可以药流吗,0
肌酐111危险吗？,碱性磷酸酶2O8危险吗？,0
两天  白带有点黄,有点黄 水水的,0
胸膜淀粉样变能治吗,痛风性肾衰竭能治吗,0
怀孕多久有反应啊,多久怀孕多久有反应,1
先天性无子宫能治疗怀孕吗,先天性无子宫，能治疗吗,0
需要做什么检查,做检查需要检查什么,0
有宫颈糜烂怎么治疗呢,宫颈糜烂一般怎么治疗？,1
龟头上有小红点那是什么,龟头上有小红点什么情况,1
是中药还是西药好,是中药还是西药？,0
一般洗纹身多少钱, 一般洗纹身要多少钱？,1
月经一个月来两次是正常吗？,十三岁一个月来两次月经,0
阴囊会潮湿,有阴囊潮湿,1
会不会是怀孕啊？,不会怀孕？,1
外阴瘙痒是怎么回事,外阴瘙痒情凉,0
脱毛可以是永久性？,是永久性的,0
新生疤痕可以修复吗,疤痕修复可以吗？,0
有什么药吃吗,能吃什么药？,1
怎么解决呢，,可以怎么解决呢,1
四十二嗯,嗯嗯，的确，世风日下，,0
是不是气血不足啊,就是气血不足吗,1
白带发黄异味,白带发黄，异味,1
吃中药吗,过敏性紫癜吃什么中药,0
是冰点脱毛吗？还是激光？,是冰点脱毛还是激光脱毛,1
白带发黄，多，异味,白带异味发黄,0
肾小球过滤率低怎么办,肌肝600怎么办,0
有尿血,肾性尿血,0
吃药治疗还是什么,吃药，还是什么,1
这个病严重吗？,严重吗？这个病,1
35陕西榆林市,35时间不长,0
月经推迟几天怀孕率大,月经推迟是怎么回事,0
绣眉价格多少钱尼,那绣眉是啥样子的,0
肾病综合征能自愈吗？,紫癜能自愈吗,0
美白是全身？,全身美白吗？,1
做了心电图，b超,b超，,0
那紫癜怎么治疗,紫癜怎么治疗啊,1
去黑眼圈fang f q,去黑眼圈有限吗,0
是永久性的, 永久性的,1
请问子宫小影响怀孕吗？,子宫小影响怀孕吗,1
肾衰竭用什么药,用什么药？,0
勃起不够硬度,勃起硬度不够？,1
怎么做检查的,检查是怎么做的,1
就是龟头上的白色东西是怎么回事,就是龟头上有白色的东西，是怎么回事,1
用孕纸能测出来吗,能测出来,0
你好，睾丸一大一小怎么回事呢,一大一小正常吗,0
龟头炎怎么治疗 吃什么药,吃什么药，治疗,0
都有哪些费用,有哪些症状,0
吃药，还是什么,是吃药治疗？还是？,1
我同房多久可以测出怀孕,用试纸多久可以测出怀孕,0
有积液会影响怀孕吗,盘腔积液会影响怀孕？,0
龟头上出现小红点是怎么回事？,龟头上有小红点是怎么回事呀,1
贤炎可以治疗吗,慢性肾炎可以治疗吗？,0
是始基子宫,称为始基子宫,0
那怎么办的,那，怎么办,1
这个需要住院治疗吗,住院治疗吗？,1
是永久的麽, 永久脱毛吗？,0
包皮痒是咋回事呢,还痒是咋回事,0
肾病终末期可以治吗,iga肾病可以治吗,0
你好   在吗,你好？在吗,1
一般怎么治疗,一般怎么治疗呢,1
是中医治疗快，还是西医,这中医好，还是西医呢,0
白带常规吗,白带常规了,0
什么叫尿毒,叫拉姆次仁,0
极速美眼是永久的吗,脱毛是永久的？,0
冰点脱毛永久吗？,冰晶脱毛是冰点脱毛吗,0
什么原因引起的？,是什么原因引起的,1
是的！吃什么药比较好,吃什么药，比较好,1
肾病三期是什么意思,肌酐7537.0是什么意思,0
