,uuid,sentence,sentence2,label
3849,22295414-1bf3-11ea-a8e4-e0d55e7e3b80,我现在17了   这种情况估计有三年了,以前不这样的  22岁了,0
3855,222ab29a-1bf3-11ea-b75c-e0d55e7e3b80,我是抑郁症,抑郁症啊,0
3857,222dbecb-1bf3-11ea-ab24-e0d55e7e3b80,抽搐翻白眼是癫痫吗,无意识，翻白眼，吐白沫，咬牙，全身抽搐,0
3858,222f1c22-1bf3-11ea-9715-e0d55e7e3b80,丙戊酸钠能长期吃吗,丙戊酸钠呢,0
3863,2229f124-1bf3-11ea-9bc8-e0d55e7e3b80,什么原因不知道,我这是什么原因,1
3865,222e5a92-1bf3-11ea-a964-e0d55e7e3b80,谢谢你了？,哦，谢谢您,1
3868,22295436-1bf3-11ea-8305-e0d55e7e3b80,什么原因会导致这样呢,是什么原因么,1
3871,222cfc81-1bf3-11ea-a46c-e0d55e7e3b80,18 女性,17   男性,0
3875,222f1c47-1bf3-11ea-a12b-e0d55e7e3b80,会有什么问题吗,可能会是什么问题呢？,1
3876,222dbea1-1bf3-11ea-92d1-e0d55e7e3b80,我想咨询一下抑郁症,咨询一下精神分裂症,0
3878,222953ce-1bf3-11ea-8209-e0d55e7e3b80,没有！去了不知道挂什么科,什么都不知道了,0
3879,222b01a0-1bf3-11ea-b2be-e0d55e7e3b80,突然倒地抽搐是怎么回事,抽搐怎么回事？一紧张就抽搐,0
3880,222e0c4a-1bf3-11ea-a41a-e0d55e7e3b80,你们那是用什么方法治疗的,有什么好方法治疗,1
3881,222dbf57-1bf3-11ea-90da-e0d55e7e3b80,癫痫病能治愈么,请问癫痫病能治愈吗？,1
3884,222a1873-1bf3-11ea-a659-e0d55e7e3b80,什么后遗症？,有什么后果吗,0
3889,415e7cb0-1bf3-11ea-bec9-e0d55e7e3b80,女性，16岁,女性，40岁,1
3893,222c85e7-1bf3-11ea-bcda-e0d55e7e3b80,是什么问题,出现什么问题了,1
3894,222b9d14-1bf3-11ea-85ce-e0d55e7e3b80,那治疗呢？,没有，能治疗吗,0
3898,222d96fe-1bf3-11ea-80f7-e0d55e7e3b80,怎么称呼你，,我怎么称呼领导？,1
3902,415e07cd-1bf3-11ea-b5e2-e0d55e7e3b80,好几年，女，14周岁,小孩，14周岁,0
3903,222cae36-1bf3-11ea-9312-e0d55e7e3b80,"我想咨询""抽搐""","我想咨询""小孩子抽搐翻白眼""",0
3904,222e33fb-1bf3-11ea-bd2f-e0d55e7e3b80,有抑郁症的药吗,抑郁症 不会吧,0
3905,222ad93e-1bf3-11ea-86cf-e0d55e7e3b80,1 2 3 4 7 9 10,1 2 3 4 5 7 8 9 10 11,0
3906,222c1144-1bf3-11ea-836d-e0d55e7e3b80,嘴唇抽搐什么原因？,男睡觉抽搐是什么原因,0
3907,222b7631-1bf3-11ea-b622-e0d55e7e3b80,不方便呀,现在不方便了。,1
3908,222b4f60-1bf3-11ea-9bdb-e0d55e7e3b80,什么症状没有,是什么症状？,0
3910,222e5ad6-1bf3-11ea-8e49-e0d55e7e3b80,这是查什么的,请问能吃点什么药吗,0
3911,222b28d7-1bf3-11ea-b673-e0d55e7e3b80,我不知道什么原因,就是不知道什么导致,1
3918,222b01db-1bf3-11ea-be06-e0d55e7e3b80,是不是癫痫症状了,是不是癫痫,0
3920,222c115a-1bf3-11ea-b4a9-e0d55e7e3b80,那如何才能根治呢,怎样治疗才能根治？,1
3921,222d4a9a-1bf3-11ea-8382-e0d55e7e3b80,你们是哪个医院的,你们医院求也不懂,0
3922,222ecee8-1bf3-11ea-bd68-e0d55e7e3b80,睡不着是怎么回事,夜里失眠，睡不着怎么回事,0
3923,222ada1c-1bf3-11ea-8e9b-e0d55e7e3b80,什么什么情况,什么程度的,0
3929,415e2eaa-1bf3-11ea-ae6d-e0d55e7e3b80,请问会是癫痫病吗,有癫痫病史,0
3930,222d6f97-1bf3-11ea-8310-e0d55e7e3b80,这属于癫痫吗,会是癫痫吗,1
3933,22297aeb-1bf3-11ea-ab67-e0d55e7e3b80,要怎么治 要吃药吗,可以吃药控制吗,0
3934,222ea735-1bf3-11ea-ade3-e0d55e7e3b80,吃安神补脑液可以吗,吃谷维素安神补脑液无缓冲,0
3942,222a65fa-1bf3-11ea-be5e-e0d55e7e3b80,"我想咨询""奥卡西平能长期吃吗""","我想咨询""卡马西平能长时间吃吗""",0
3943,222b2848-1bf3-11ea-bca2-e0d55e7e3b80,我想知道突然倒地抽搐是怎么回事,突然就晕倒了,0
3944,222ad9a9-1bf3-11ea-b1b2-e0d55e7e3b80,哦！我到时咨询吧！,我咨询问题啊,0
3945,415de1df-1bf3-11ea-aa90-e0d55e7e3b80,医生你姓什么,宋医生在吗,0
3946,222a3f44-1bf3-11ea-afe3-e0d55e7e3b80,你们医院是公立还是私立医院,你们医院是公立还是私立,1
3948,222cd4e3-1bf3-11ea-8674-e0d55e7e3b80,癫痫有什么好的治疗方法吗,都有什么治疗方法,0
3949,222b2878-1bf3-11ea-98cd-e0d55e7e3b80,之前不知道   以为只是正常的低落期,之前一直以为只有抑郁  后面发现有时候会很兴奋 很激动   有时候怎么样都高兴不起来,0
3954,222d974a-1bf3-11ea-9dd3-e0d55e7e3b80,"我想咨询""孩子突然抽搐翻白眼""","我想咨询""手抽搐是怎么回事""",0
3955,222b4f26-1bf3-11ea-9c6a-e0d55e7e3b80,"我想咨询""孩子睡觉抽搐""","我想咨询""孩子抽搐怎么办""",0
3960,222b0128-1bf3-11ea-a7cb-e0d55e7e3b80,要检查什么,没有，我们该检查什么呢,1
3962,222a8c81-1bf3-11ea-9cdd-e0d55e7e3b80,杨全兴医生还上班吗？,杨全兴医生休息了吗？,1
3963,222a663e-1bf3-11ea-a71a-e0d55e7e3b80,杨全兴医生知道九龙平癫镇痫系列组合在什么地方卖,你问问杨全兴医生知道九龙平癫镇痫系列组合吗,0
3964,222de4b1-1bf3-11ea-86d0-e0d55e7e3b80,这是要药物治疗吗？,现在是药物治疗,0
3969,222d2318-1bf3-11ea-8a9b-e0d55e7e3b80,我咨询咋这么难呢医生,以前有咨询过医生,0
3972,415e7c81-1bf3-11ea-8c2e-e0d55e7e3b80,你们医院怎么治疗,那你家医院是怎么治疗的。,1
3978,222c5f2e-1bf3-11ea-82a1-e0d55e7e3b80,具体要怎么治疗啊？,那怎么治疗呢,1
3979,2229f0f9-1bf3-11ea-9cc4-e0d55e7e3b80,吃中药呢,也吃了很多中药,1
3980,222a1865-1bf3-11ea-a3b1-e0d55e7e3b80,是抑郁症么,不是抑郁症？,1
3984,222cd54c-1bf3-11ea-8649-e0d55e7e3b80,有什么好的治疗方法吗？,对啊   像这种情况有什么好的治疗方法吗,1
3986,222a3f1d-1bf3-11ea-ba3b-e0d55e7e3b80,这是什么问题,有什么问题吗,1
3987,222a17bd-1bf3-11ea-b75a-e0d55e7e3b80,是抑郁症么,抑郁症有啥症状,0
3991,222cd4ab-1bf3-11ea-83f8-e0d55e7e3b80,那要怎么做才能帮助她。,那要怎么治,0
3993,222b7696-1bf3-11ea-9976-e0d55e7e3b80,能吃药吗,一直在吃药,0
3999,2229c8d9-1bf3-11ea-a7e1-e0d55e7e3b80,你们怎么治疗的,要怎么治疗呢,1
4000,222a17e8-1bf3-11ea-8e88-e0d55e7e3b80,你们那是大医院吗,去你们医院吗,0
4001,222b76ae-1bf3-11ea-9cc3-e0d55e7e3b80,你们有什么好的治疗方法,还有什么方法可以治疗吗,1
4002,222c1189-1bf3-11ea-8b34-e0d55e7e3b80,睡不着觉 怎么办,半夜经常醒来怎么办,0
4003,222b4fb3-1bf3-11ea-bf73-e0d55e7e3b80,癫痫医院吗,癫痫会吐吗？,0
4004,415e0838-1bf3-11ea-8763-e0d55e7e3b80,癫痫会吐吗？,诊断是癫痫,0
4006,222d2352-1bf3-11ea-8e72-e0d55e7e3b80,贵医院是药物治疗还是手术治疗,是药物治疗还是手术,1
4007,222ad9e4-1bf3-11ea-81f0-e0d55e7e3b80,你们是哪个医院的,要来你们医院是吗,0
4008,2229f0b5-1bf3-11ea-9134-e0d55e7e3b80,这个怎么检查？,怎么检查呢,1
4010,222b28fb-1bf3-11ea-9e55-e0d55e7e3b80,有什么药可以吃吗,挂什么科？,0
4011,222ef589-1bf3-11ea-b5ed-e0d55e7e3b80,这是什么原因导致的呢,是什么原因引起的啊,1
4012,222c5f46-1bf3-11ea-b15a-e0d55e7e3b80,会出现什么症状呢,都有什么症状,1
4015,22297ba8-1bf3-11ea-98ea-e0d55e7e3b80,到底什么原因,什么原因不知道,1
4019,222c381a-1bf3-11ea-bbba-e0d55e7e3b80,18 了,28  男       13发现的,0
4020,222c5ede-1bf3-11ea-bcc5-e0d55e7e3b80,给是有癫痫症状吗？,是不是癫痫症状了,1
4022,222e342e-1bf3-11ea-938a-e0d55e7e3b80,癫痫怎么治好,"怎样可以治好癫痫。,",1
4028,222ef5dc-1bf3-11ea-991d-e0d55e7e3b80,那这个怎么治疗？,那这怎么治疗,1
4029,222e33e4-1bf3-11ea-b6eb-e0d55e7e3b80,有什么好方法吗,有什么好方法呢,1
4033,222e5aa3-1bf3-11ea-aa46-e0d55e7e3b80,还有什么检查？,要检查什么,0
4034,2229a202-1bf3-11ea-886b-e0d55e7e3b80,女性，16岁,女性，25岁,1
4035,222d7083-1bf3-11ea-bf21-e0d55e7e3b80,做手术吗,需要做手术吗？,1
4036,222b4f91-1bf3-11ea-a000-e0d55e7e3b80,"我想咨询""睡着后抽搐""","我想咨询""睡梦中抽搐""",1
4037,222d96f5-1bf3-11ea-8188-e0d55e7e3b80,怎么治疗的,这叫什么病，怎么治疗,0
4040,222e8048-1bf3-11ea-add7-e0d55e7e3b80,一般这是做什么检查,什么检查?,1
4042,222c387a-1bf3-11ea-9a8c-e0d55e7e3b80,那癫痫病能全部治好吗,癫痫病能治愈吗,0
4043,222dbf49-1bf3-11ea-94cd-e0d55e7e3b80,癫痫病是不是治不好了,我听说 癫痫是治不好的,0
4045,222d4a15-1bf3-11ea-85df-e0d55e7e3b80,好的，谢谢您了？,嗯，好，谢谢,1
4046,222b2888-1bf3-11ea-8cb9-e0d55e7e3b80,不发病还可以做什么检查,去做什么检查可以查,0
4048,22297b07-1bf3-11ea-9324-e0d55e7e3b80,我是什么原因的？,什么原因造成呢,1
4051,222b4f99-1bf3-11ea-a842-e0d55e7e3b80,我留一下电话 你发个信息过来 电话 我不方便 接听 谢谢,谢谢  好吧  我需要的时候跟你联系,0
4054,222a3e78-1bf3-11ea-85ae-e0d55e7e3b80,不吃药那怎么好,不吃药怎么好,1
4056,222e5b24-1bf3-11ea-af54-e0d55e7e3b80,.!?精灌扶貧工作社農材老叔牫是;建議借錢??？難拉快讀後感嗎????生土坐下鹹葯？,.!?精灌扶貧工作社農材老叔牫是;建議借錢??？難拉快讀後感嗎????生土,0
4058,222f1c76-1bf3-11ea-80b3-e0d55e7e3b80,你们采取什么方法治疗,你们采用什么方法治疗方法的.,1
4065,22297aac-1bf3-11ea-9804-e0d55e7e3b80,怎么做？,你怎么称呼,0
4069,222ada3c-1bf3-11ea-be6b-e0d55e7e3b80,怎么治疗。,你们怎么治疗的,1
4074,222b01c7-1bf3-11ea-adb6-e0d55e7e3b80,有了两三年了 女 20岁,男 24岁 一个月左右,0
4079,222cadbc-1bf3-11ea-b669-e0d55e7e3b80,"我想咨询""睡觉出现抽搐""","我想咨询""宝宝睡觉抽搐""",1
4080,222d2310-1bf3-11ea-a46f-e0d55e7e3b80,不方便呀,现在不方便,1
4081,222a1822-1bf3-11ea-94e6-e0d55e7e3b80,是的，你说的也有,有啊 你说的都有,1
4082,222ab2d5-1bf3-11ea-82ec-e0d55e7e3b80,呢，大概是什么原因？,月什么原因,1
4083,222b2856-1bf3-11ea-9075-e0d55e7e3b80,是本人  22  女,31男  不是我本人,0
4086,222d4a8e-1bf3-11ea-b95b-e0d55e7e3b80,我想知道自己是不是得抑郁症了,我是不是得抑郁症了,1
4089,222b2869-1bf3-11ea-aba1-e0d55e7e3b80,癫痫病能治好吗，是根治,癫痫病能治愈嘛,0
4090,222b019a-1bf3-11ea-a4c8-e0d55e7e3b80,会是什么情况,这个是什么情况,1
4091,222a662a-1bf3-11ea-9b67-e0d55e7e3b80,女 18岁,女30岁,1
4093,22297aef-1bf3-11ea-a308-e0d55e7e3b80,"我想咨询""早产儿抽搐""","我想咨询""治抽搐药""",0
4094,415e55ba-1bf3-11ea-bbab-e0d55e7e3b80,可以治痊愈的吗？,可以治好吗,1
4096,222d49dd-1bf3-11ea-8535-e0d55e7e3b80,↗白眼抽搐吗,只是有四肢抽搐。攥拳，咬牙，反白眼,0
4097,222bea2c-1bf3-11ea-bbae-e0d55e7e3b80,癫痫有办法治疗么,癫痫如何治疗?,1
4098,222a8cd9-1bf3-11ea-9423-e0d55e7e3b80,你们医院有吗,需要去你们医院吗,0
4100,222dbf6a-1bf3-11ea-80dc-e0d55e7e3b80,能打字么,可以打字说嘛,1
4101,222ef529-1bf3-11ea-a8d5-e0d55e7e3b80,精神分裂是可以治愈吗，,精神分裂可以根治吗？,0
4102,222d4ab3-1bf3-11ea-93f6-e0d55e7e3b80,女性，16岁,女性，27岁,1
4103,222b0130-1bf3-11ea-8cf1-e0d55e7e3b80,1 2 3 4 7 9 10,1 2 3 4 5 7 8 10,0
4112,222ab29d-1bf3-11ea-b51a-e0d55e7e3b80,是什么原因引起的,什么原因不知道,1
4113,415e0850-1bf3-11ea-89ce-e0d55e7e3b80,导致脑电图异常的原因有哪些,脑电图异常什么原因,1
4114,222a1796-1bf3-11ea-8bc3-e0d55e7e3b80,抽搐什么原因,宝宝抽搐是什么原因引起,1
4115,222a3e8c-1bf3-11ea-b409-e0d55e7e3b80,还会频繁发作吗？,对呀，只是频繁的发作,0
4116,222dbf71-1bf3-11ea-88b7-e0d55e7e3b80,能检查出来，对吗,今天刚检查出来的,0
4117,222cfc8c-1bf3-11ea-a946-e0d55e7e3b80,焦虑症可以治吗,焦虑症严重吗？,0
4118,222e0cd6-1bf3-11ea-8962-e0d55e7e3b80,小孩抽筋是什么原因,小孩四肢抽搐是什么原因,0
4119,222d6fa3-1bf3-11ea-b982-e0d55e7e3b80,医生我想咨询一下,简单的咨询一下,1
4120,222ea79f-1bf3-11ea-b1ef-e0d55e7e3b80,想知道是不是癫痫,我就想看看是不是癫痫,1
4123,222cae04-1bf3-11ea-9b3c-e0d55e7e3b80,医生请问控制癫痫艾司坐仑二十四小时服一片可以吗,医生请问二十四小时服一片艾司坐仑可以控制癫痫发作吗,1
4124,222cfc6b-1bf3-11ea-8122-e0d55e7e3b80,这个是微信,这个有微信,1
4125,222b7606-1bf3-11ea-baca-e0d55e7e3b80,是不是有问题,请问什么原因,0
4126,222e340b-1bf3-11ea-8fe5-e0d55e7e3b80,检查什么问题也没有,检查了，没有问题,1
4128,222c118c-1bf3-11ea-816c-e0d55e7e3b80,28岁  男性,33岁  男性,1
4133,222c1164-1bf3-11ea-9a45-e0d55e7e3b80,手脚抽搐是怎么回事,身体抽搐翻白眼是怎么回事,0
4135,222d4ab9-1bf3-11ea-831c-e0d55e7e3b80,贵医院是药物治疗还是手术治疗,你院是药物治疗还是手术治疗,1
4136,222c383c-1bf3-11ea-846d-e0d55e7e3b80,那怎么治疗…,怎么治疗阿医生,1
4137,222cd503-1bf3-11ea-a7c9-e0d55e7e3b80,有中药吗,还有中药,0
4138,222a3f2d-1bf3-11ea-8d8c-e0d55e7e3b80,怎么治疗好啊,请问怎么治疗才会好,1
4140,222d49e2-1bf3-11ea-8452-e0d55e7e3b80,"我想咨询""抽风怎么处理""","我想咨询""怎么治疗抽风""",0
4141,222dbeff-1bf3-11ea-a0a7-e0d55e7e3b80,有什么治疗方法,治疗要什么方法？达到什么效果？,0
4145,415e2f21-1bf3-11ea-9db1-e0d55e7e3b80,9  11没有,10   11,0
4148,2229a241-1bf3-11ea-8715-e0d55e7e3b80,用什么检查？可以检查吗？,需要做什么检查,0
4153,222cd59a-1bf3-11ea-81e4-e0d55e7e3b80,也没有，是什么原因造成呢,是有什么引起的,1
4155,222b2873-1bf3-11ea-8b6b-e0d55e7e3b80,那是吃药，还是？,又在吃药,0
4156,222ea760-1bf3-11ea-b27b-e0d55e7e3b80,好的，请问是什么原因,请问下这个可能什么原因,1
4158,222e33f3-1bf3-11ea-8a0a-e0d55e7e3b80,有可能是癫痫吗,可能就是癫痫,0
4159,222a3ec8-1bf3-11ea-ab83-e0d55e7e3b80,"我想咨询""身体抽搐怎么办""","我想咨询""抽搐了怎么办""",1
4160,2229a200-1bf3-11ea-9db8-e0d55e7e3b80,癫痫病能治疗吗,癫痫病怎么治疗,0
4161,22295427-1bf3-11ea-8571-e0d55e7e3b80,会引起抽搐吗,孩子抽搐是病引起的,0
4163,415e0808-1bf3-11ea-afd3-e0d55e7e3b80,焦虑症可以治吗,焦虑症严重吗,0
4166,222ad9d6-1bf3-11ea-ac3a-e0d55e7e3b80,你们这里，是私立医院吗,你们医院是公立还是私立医院,1
4168,222b2886-1bf3-11ea-bae7-e0d55e7e3b80,哦，那吃药吗？,那是吃药，还是？,1
4169,222d6fc8-1bf3-11ea-8561-e0d55e7e3b80,翻白眼全身抽搐是什么原因,就全身抽筋，翻白眼，,0
4170,222d49f1-1bf3-11ea-bf65-e0d55e7e3b80,怎么治疗好啊,那应该怎么治疗呢,1
4173,222dbea4-1bf3-11ea-be17-e0d55e7e3b80,我是得了抑郁症吗？,抑郁症可以吃吗,0
4174,2229c910-1bf3-11ea-a3f8-e0d55e7e3b80,你们那里怎么治疗呀,你们医院是怎么治疗啊,1
4177,222e5b05-1bf3-11ea-bf67-e0d55e7e3b80,那我咨询一下，谢谢您的帮助,我就咨询一下    谢谢你,1
4183,222b9d76-1bf3-11ea-ba24-e0d55e7e3b80,去你们医院吗,来你们医院还是？？？,1
4184,222e8099-1bf3-11ea-9676-e0d55e7e3b80,你们是啥医院,你们医院在那里的,0
4185,222b28ff-1bf3-11ea-be78-e0d55e7e3b80,18 女性,了30女性,1
4186,22297b8d-1bf3-11ea-b5c9-e0d55e7e3b80,怎么治疗法,怎么治疗法？,1
4187,2229f13c-1bf3-11ea-a28d-e0d55e7e3b80,那怎么治疗,去睡困难怎么治疗呢,0
4192,222cadeb-1bf3-11ea-b383-e0d55e7e3b80,能吃药吗,意思是吃药的过,0
4196,222e0cde-1bf3-11ea-8a3d-e0d55e7e3b80,就想知道这是什么病,这是什么呢,0
4199,222ef5a1-1bf3-11ea-a557-e0d55e7e3b80,那咋办。,那怎办呢，,1
4204,222e5a6f-1bf3-11ea-8a8e-e0d55e7e3b80,请问你姓什么,请问有什么办法？,0
4211,415e7d30-1bf3-11ea-8cd6-e0d55e7e3b80,我的老婆也有呀,是我，女朋友,0
4214,222e0cf9-1bf3-11ea-821d-e0d55e7e3b80,怎么治疗。,那应该怎么治疗呀,1
4215,222de553-1bf3-11ea-87fb-e0d55e7e3b80,你们家是什么医院？,你们医院是专业看什么的,0
4218,222c119e-1bf3-11ea-9c89-e0d55e7e3b80,我就想知道,我就问一下,0
4222,222ea749-1bf3-11ea-92f8-e0d55e7e3b80,大概做多长时间,大概要多久？,1
4223,222ea78a-1bf3-11ea-80dc-e0d55e7e3b80,怎么会是神经衰弱呢,怎么会神经衰弱,1
4226,222c10f6-1bf3-11ea-ac8f-e0d55e7e3b80,好几年没去医院看过,没看过没去医院,0
4230,222dbf02-1bf3-11ea-aac7-e0d55e7e3b80,有癫痫病的都不能吃什么？,癫痫病有什么表现么？,0
4231,222a3eb3-1bf3-11ea-b843-e0d55e7e3b80,什么原因不知道,那我这是什么原因,1
4238,222ad950-1bf3-11ea-a00f-e0d55e7e3b80,我是女 35岁,本人  27岁  男性,0
4239,222a6645-1bf3-11ea-abfc-e0d55e7e3b80,晚上睡不着觉是什么病啊,晚上怎么睡都睡不着,0
4243,222cae81-1bf3-11ea-bc7d-e0d55e7e3b80,不知道是什么原因，导致的,是什么原因么,1
4244,222b768b-1bf3-11ea-8543-e0d55e7e3b80,宝宝发烧抽搐是怎么回事,孩子突然抽搐是怎么回事,0
4247,222e33ca-1bf3-11ea-aac3-e0d55e7e3b80,是癫痫症吗？,这样会是癫痫吗,0
4250,222a8c9e-1bf3-11ea-82f8-e0d55e7e3b80,您建议该怎么治疗,怎么治疗的？,1
4253,222a3f18-1bf3-11ea-8e78-e0d55e7e3b80,1 2 3 4 7 9 10,1 2 3 4 5 7 9,0
4262,222e809f-1bf3-11ea-9d20-e0d55e7e3b80,你好癫痫病能治愈吗,你好，请问下癫痫病能测底治愈吗??????,0
4263,2229a230-1bf3-11ea-9634-e0d55e7e3b80,那有什么好的治疗方法？,有什么治疗方法吗？,1
4264,222d22bc-1bf3-11ea-9790-e0d55e7e3b80,什么检查,那应该做什么检查？,1
4265,222a8c9f-1bf3-11ea-8f7c-e0d55e7e3b80,就可以检查出来吗,去检查了，检查不出来,0
4266,222caea2-1bf3-11ea-baee-e0d55e7e3b80,晚上老是睡不着，怎么办,晚上老是做梦,0
4268,222a3e6d-1bf3-11ea-92e4-e0d55e7e3b80,出现才治疗吗？,那治疗呢？,0
4269,222b28c4-1bf3-11ea-972a-e0d55e7e3b80,现在方便,现在方便了,1
4270,22295430-1bf3-11ea-b9ee-e0d55e7e3b80,我这个是什么问题,是什么问题啊,1
4271,222b7652-1bf3-11ea-bca1-e0d55e7e3b80,癫痫可以治好吗？,如果是癫痫的话，癫痫可以痊愈不？,1
4273,415de1e9-1bf3-11ea-a9d5-e0d55e7e3b80,"我想咨询""身体直抽搐什么原因""","我想咨询""身体一直抽搐""",0
4275,222b76ad-1bf3-11ea-8b40-e0d55e7e3b80,可以的！,可以啊！,1
4279,222dbefb-1bf3-11ea-960a-e0d55e7e3b80,有什么危害吗,有什么副作用？,1
4280,415e07b6-1bf3-11ea-8ed6-e0d55e7e3b80,能治好吗？,能治好不能,1
4281,222e342a-1bf3-11ea-a0d8-e0d55e7e3b80,癫痫发作是有规律的吗,这是癫痫发作吗,0
4287,222d22c0-1bf3-11ea-b45a-e0d55e7e3b80,1 2 3 4 7 9 10,1 2 3 4 5 7 8 9,0
4288,222c86a1-1bf3-11ea-b60e-e0d55e7e3b80,你问问杨全兴医生九龙平癫镇痫系列组合上市了吗？有人吃吗？,我前一段时间问杨全兴医生听说过九龙平癫镇痫系列组合吗？杨全兴医生说知道,0
4290,222c1195-1bf3-11ea-9c61-e0d55e7e3b80,你们医院是哪里的,你们医院在哪,1
4296,222e807d-1bf3-11ea-a49e-e0d55e7e3b80,你们医院在南京开的？,你们医院大吗,0
4298,415e086e-1bf3-11ea-be8b-e0d55e7e3b80,我想咨询咨询,准备咨询,1
4299,222cfc73-1bf3-11ea-88e0-e0d55e7e3b80,哦，可以药物治疗吗,对啊都是药物治疗,1
4301,222a8c97-1bf3-11ea-a776-e0d55e7e3b80,怎么治疗好啊,那我现在该怎么治疗呢,1
4303,222e8049-1bf3-11ea-a7d1-e0d55e7e3b80,一般这是做什么检查,在做什么检查,1
4310,222a3e90-1bf3-11ea-8aa5-e0d55e7e3b80,犯了癫痫病，怎么办？,对癫痫病,0
4311,222ef588-1bf3-11ea-b2d1-e0d55e7e3b80,这是什么原因导致的呢,什么导致的,1
4313,222ad9a4-1bf3-11ea-98da-e0d55e7e3b80,明天 可以,现在可以,0
4315,222d231e-1bf3-11ea-a3e2-e0d55e7e3b80,羊癫疯看什么科啊,羊癫疯用什么药最好？,0
4316,222cd597-1bf3-11ea-baa8-e0d55e7e3b80,没检查呢,去做检查该挂什么科,0
4317,222de54f-1bf3-11ea-8f82-e0d55e7e3b80,你们医院是用什么方法治疗的,你们那是用什么方法治疗的,1
4318,222b76aa-1bf3-11ea-82aa-e0d55e7e3b80,在吗？医生,医生您好,1
4320,222cd531-1bf3-11ea-b5a5-e0d55e7e3b80,晚上睡不着觉是什么病啊,晚上困但是睡不着,0
4325,222c861f-1bf3-11ea-a345-e0d55e7e3b80,我这是不是抑郁症啊,我好像有强迫症,0
4329,222de555-1bf3-11ea-8d79-e0d55e7e3b80,你们家是什么医院？,你们医院是什么医院,1
4331,222a3e8e-1bf3-11ea-b4e0-e0d55e7e3b80,做了CT没什么,做CT了,0
4336,415e0839-1bf3-11ea-a966-e0d55e7e3b80,那前期有什么好的治疗方法呢,请问你们用什么方法治疗,1
4342,415de194-1bf3-11ea-88fd-e0d55e7e3b80,那是不是一睡觉就一直在发作？,睡觉才发作,0
4347,222ef570-1bf3-11ea-a314-e0d55e7e3b80,还有什么办法啊,那…有什么办法吗,1
4349,222dbee3-1bf3-11ea-9bf5-e0d55e7e3b80,是怎么治疗的呢,这叫什么病，怎么治疗,0
4351,222c5f56-1bf3-11ea-b588-e0d55e7e3b80,"我想咨询""丙戊酸纳缓释""","我想咨询""丙戊酸镁""",0
4354,2229a21b-1bf3-11ea-9dd8-e0d55e7e3b80,这个严重吗,会严重吗,1
4357,222e5b1b-1bf3-11ea-af8e-e0d55e7e3b80,需要检查吗,那还需要做什么检查吗,0
4362,222ad988-1bf3-11ea-8da8-e0d55e7e3b80,您建议该怎么治疗,那是怎么治疗?,1
4366,222c5f0f-1bf3-11ea-8aec-e0d55e7e3b80,可以咨询一下吗？,对啊 我就是先咨询一下,1
4369,415e7d73-1bf3-11ea-a9fa-e0d55e7e3b80,这怎么办了,应该怎么办,1
4371,2229a1d5-1bf3-11ea-b1d0-e0d55e7e3b80,可以嘛 谢谢,那谢谢！,1
4372,222d96e2-1bf3-11ea-a497-e0d55e7e3b80,怎么处理呢？,一般怎么处理,1
4374,415e55a4-1bf3-11ea-b5db-e0d55e7e3b80,请问癫痫是什么原因引起的,什么病因才会引起癫痫,1
4375,222e5abd-1bf3-11ea-856b-e0d55e7e3b80,这个病，能治好吗,能治好不,1
4377,222cae90-1bf3-11ea-823d-e0d55e7e3b80,那现在有什么建议呢,有什么建议吗？,1
4378,222cae5f-1bf3-11ea-bd63-e0d55e7e3b80,请问还能怎么治疗吗,怎么治疗,1
4380,222ad965-1bf3-11ea-a149-e0d55e7e3b80,是吃药还是,要吃药吗？,1
4384,222cadf4-1bf3-11ea-906a-e0d55e7e3b80,我想知道突然倒地抽搐是怎么回事,突然抽搐,0
4385,222cfc69-1bf3-11ea-8a50-e0d55e7e3b80,是中医，还是西医,你们是中医还是西医,1
4387,222ef5c9-1bf3-11ea-b878-e0d55e7e3b80,那请问该怎么治,请问哪可以怎么做呢？,0
4388,222f1c85-1bf3-11ea-953d-e0d55e7e3b80,你是哪个医院啊？,不知道哪个医院好,0
4389,415de197-1bf3-11ea-ae00-e0d55e7e3b80,你问问你那里医院的医生听说过九龙平癫镇痫系列组合吗？,你问问杨全兴医生知道九龙平癫镇痫系列组合吗,1
4395,222d9706-1bf3-11ea-a6bb-e0d55e7e3b80,怎么称呼你，,就说怎么治吧？,0
4397,222d6fad-1bf3-11ea-a6cd-e0d55e7e3b80,"我想咨询""小孩抽搐""","我想咨询""8个月的宝宝睡觉的时候抽搐""",0
4401,222d96a0-1bf3-11ea-b120-e0d55e7e3b80,咋不说话,说话也是一个字,0
4402,2229f0cf-1bf3-11ea-9de9-e0d55e7e3b80,28岁  男性,16岁 女性,0
4407,222c389e-1bf3-11ea-aea6-e0d55e7e3b80,你有微信吗,告诉你微信可以吗？,0
4408,222e3403-1bf3-11ea-939b-e0d55e7e3b80,梦彻底治愈吗,彻底治愈要多久,0
4409,222e0ca3-1bf3-11ea-86d4-e0d55e7e3b80,嗯怎么治疗呢,可以治疗吗，怎么治疗,0
4415,222ab286-1bf3-11ea-b6c5-e0d55e7e3b80,那怎么控制呢？,那你们是怎么控制的,0
4424,222e33f6-1bf3-11ea-a48e-e0d55e7e3b80,有哪些症状抑郁症,抑郁症的症状是什么,1
